wind_speed,Phys.par/C_shelter,Phys.par/Kz_ak,Phys.par/Kz_ak_ice,par_id
0.80304,0.14644,0.23117,0.0019877,p00079
0.98216,0.16522,0.1102,0.0028289,p00080
0.90865,0.15883,0.18545,0.007767,p00081
0.99491,0.10367,0.080961,0.00092407,p00082
1.0504,0.16315,0.19824,0.0037347,p00083
0.84872,0.13782,0.014724,0.0047085,p00084
1.0841,0.19232,0.074516,0.006121,p00085
1.1898,0.19266,0.12297,0.0085994,p00086
1.1235,0.10174,0.18447,0.00062748,p00087
1.1941,0.13264,0.25233,0.0076336,p00088
1.0469,0.19673,0.0063148,0.00043298,p00089
1.1803,0.19436,0.054138,0.0038867,p00090
1.1044,0.16942,0.045695,0.0068888,p00091
0.83845,0.15871,0.038856,0.0048401,p00092
0.83928,0.13679,0.1085,0.0075105,p00093
1.0945,0.19027,0.036591,0.0062356,p00094
0.85097,0.13907,0.029523,0.0010382,p00095
1.1108,0.12578,0.1815,0.0014621,p00096
0.96191,0.19416,0.23993,0.005788,p00097
1.1816,0.13337,0.017831,0.0074582,p00098
0.9633,0.17792,0.15562,0.0062109,p00099
0.88057,0.13687,0.021779,0.0008353,p00100
1.1318,0.10288,0.22376,0.0025398,p00101
1.0935,0.11981,0.22016,0.0061815,p00102
0.95677,0.123,0.17186,0.0038766,p00103
1.1163,0.15743,0.20811,0.0066288,p00104
1.0302,0.18597,0.25555,0.0060162,p00105
0.97787,0.14039,0.29573,0.0047892,p00106
0.93176,0.17866,0.0038584,0.0075045,p00107
0.94235,0.14935,0.11932,0.003447,p00108
0.98544,0.1929,0.24166,0.0040872,p00109
0.96928,0.15829,0.28574,0.0062158,p00110
1.1918,0.10995,0.22871,0.0039708,p00111
0.86775,0.12143,0.13812,0.0058869,p00112
0.9519,0.16818,0.12852,0.00049659,p00113
1.0971,0.18707,0.26728,0.0041665,p00114
0.89362,0.10772,0.29364,0.0040851,p00115
0.9337,0.15857,0.21336,0.0081615,p00116
0.86566,0.11374,0.21804,0.0075364,p00117
1.1505,0.16951,0.072354,0.0083323,p00118
0.91571,0.15149,0.20691,0.0076917,p00119
1.0885,0.12802,0.055452,0.0082094,p00120
0.80923,0.19408,0.2351,0.0084107,p00121
0.83712,0.17464,0.065108,0.0056485,p00122
0.86736,0.12076,0.28941,0.00025256,p00123
0.95432,0.10822,0.2739,0.0067994,p00124
0.88445,0.15252,0.28624,0.00536,p00125
0.93745,0.14946,0.26817,0.0015642,p00126
0.92748,0.10827,0.15019,0.0077173,p00127
0.96095,0.10503,0.040288,0.0058049,p00128
1.1172,0.16353,0.28864,0.0078444,p00129
1.0085,0.16378,0.095614,0.005192,p00130
0.84957,0.15816,0.088453,0.0087169,p00131
1.0834,0.12323,0.072031,0.0026312,p00132
1.1877,0.1032,0.044577,0.0038118,p00133
0.92462,0.15023,0.16693,0.0049595,p00134
1.0639,0.16179,0.19267,0.0057152,p00135
0.96917,0.1789,0.28432,0.002253,p00136
0.9027,0.12127,0.17827,0.0054887,p00137
1.155,0.10651,0.05192,0.00099402,p00138
0.83642,0.17529,0.047024,0.0035887,p00139
0.87662,0.18202,0.25324,0.004372,p00140
0.96205,0.19995,0.25224,0.0036,p00141
0.87269,0.15369,0.19954,0.0027769,p00142
0.94594,0.12431,0.20532,0.0054838,p00143
0.86268,0.15746,0.19408,0.0064882,p00144
1.0604,0.14305,0.17524,0.0057112,p00145
1.0924,0.19459,0.26856,0.0012421,p00146
0.83747,0.1288,0.10726,0.0011631,p00147
1.1317,0.17994,0.19306,0.00064346,p00148
1.0345,0.10701,0.23819,0.0063107,p00149
0.89993,0.10868,0.13051,0.0039691,p00150
1.1623,0.14181,0.07654,0.0034677,p00151
1.199,0.16338,0.078629,0.0080544,p00152
0.97495,0.17092,0.0065483,0.0068977,p00153
1.161,0.1052,0.045078,0.0017729,p00154
1.1759,0.19342,0.24488,0.00098134,p00155
1.0434,0.15321,0.13181,0.0059172,p00156
1.0669,0.18979,0.13813,0.0011354,p00157
1.0733,0.1309,0.27519,0.0040282,p00158
0.82603,0.12024,0.28948,0.0011685,p00159
1.1616,0.10389,0.045263,0.0018839,p00160
0.84227,0.15624,0.11816,0.0018947,p00161
1.013,0.12899,0.18795,0.0045955,p00162
1.1765,0.13985,0.29141,0.0079319,p00163
1.0175,0.19644,0.095416,0.0056958,p00164
0.9455,0.19596,0.046931,0.0027718,p00165
0.82435,0.14236,0.14133,0.0042994,p00166
0.84769,0.17465,0.14871,0.008047,p00167
1.049,0.1677,0.0096882,0.0072182,p00168
0.8426,0.1752,0.066526,0.001679,p00169
0.84552,0.15469,0.14921,0.0067038,p00170
0.97827,0.12942,0.30193,0.0054245,p00171
1.0797,0.13831,0.11228,0.0060921,p00172
1.0483,0.19526,0.17682,0.0061349,p00173
1.1201,0.17236,0.054288,0.0059802,p00174
1.1681,0.12188,0.13496,0.0075242,p00175
1.079,0.10529,0.082194,0.0018044,p00176
1.0823,0.11983,0.16529,0.0029919,p00177
1.0054,0.11978,0.25994,0.0023148,p00178
0.94898,0.14529,0.18366,0.0041321,p00179
0.95049,0.18479,0.22117,0.001087,p00180
0.83161,0.15225,0.21451,0.0025128,p00181
1.1721,0.14853,0.26782,0.008668,p00182
0.86046,0.12698,0.17001,0.0084932,p00183
0.93414,0.19652,0.045944,0.0089141,p00184
0.9707,0.18734,0.11618,0.0064606,p00185
0.89992,0.13282,0.18965,0.003352,p00186
1.1737,0.14777,0.14283,0.00099849,p00187
1.1359,0.12511,0.21001,0.0084425,p00188
1.0683,0.1411,0.086933,0.0029897,p00189
0.97723,0.14789,0.16887,0.0028987,p00190
1.1373,0.19772,0.010858,0.0060305,p00191
1.1331,0.1631,0.10929,0.00066554,p00192
1.0862,0.1505,0.17496,0.0036702,p00193
0.87388,0.15133,0.13093,0.0013627,p00194
1.1845,0.16454,0.17264,0.0040834,p00195
0.90758,0.19394,0.13649,0.005247,p00196
0.81818,0.19432,0.1658,0.0016931,p00197
0.81134,0.10079,0.21301,0.0038002,p00198
1.0328,0.11902,0.22757,0.0037849,p00199
0.84994,0.1921,0.013834,0.0065533,p00200
1.0713,0.11803,0.22919,0.0045829,p00201
0.99448,0.14072,0.045305,0.00089412,p00202
1.1094,0.13844,0.19159,0.0010279,p00203
1.0581,0.12928,0.26682,0.0031836,p00204
0.98116,0.17105,0.1312,0.0061333,p00205
1.0218,0.16761,0.24973,0.0012568,p00206
0.87455,0.19379,0.037515,0.0046432,p00207
0.82204,0.18587,0.20405,0.005542,p00208
1.0677,0.19301,0.26621,0.0054591,p00209
0.81357,0.10429,0.089141,0.0033421,p00210
0.94268,0.149,0.13834,0.0069445,p00211
0.97437,0.11267,0.092982,0.0035815,p00212
0.8227,0.12996,0.094444,0.0043379,p00213
0.94634,0.12333,0.044063,0.0060232,p00214
0.88802,0.17166,0.28135,0.0089231,p00215
0.9028,0.11816,0.099907,0.0005747,p00216
0.8062,0.15762,0.21982,0.0035177,p00217
1.0896,0.10576,0.23565,0.0064141,p00218
1.0272,0.19541,0.23636,0.0028723,p00219
1.0866,0.10058,0.30605,0.0051596,p00220
1.0085,0.14158,0.29594,0.0030599,p00221
1.1096,0.16225,0.27883,0.0055911,p00222
0.97139,0.14469,0.019904,0.0029007,p00223
0.80552,0.10679,0.12612,0.0021171,p00224
1.1789,0.10742,0.20122,0.0085159,p00225
1.0697,0.19947,0.01967,0.0066769,p00226
0.80203,0.16982,0.16592,0.0088119,p00227
0.8098,0.16759,0.095355,0.0017195,p00228
1.0408,0.16802,0.25514,0.0060249,p00229
0.9005,0.17969,0.17065,0.00041773,p00230
1.0624,0.11811,0.17857,0.00032204,p00231
1.1856,0.12873,0.19477,0.0045212,p00232
1.0467,0.16681,0.24611,0.0046758,p00233
0.8929,0.14612,0.24524,0.0082283,p00234
0.97252,0.1597,0.083234,0.005686,p00235
1.0018,0.12128,0.018391,0.0066473,p00236
1.0242,0.14735,0.25809,0.0022348,p00237
0.83278,0.14454,0.15315,0.0026284,p00238
1.0052,0.19756,0.066282,0.0033506,p00239
1.1792,0.11203,0.28158,0.0033569,p00240
1.0539,0.16876,0.266,0.0027675,p00241
1.1546,0.11683,0.18564,0.0028635,p00242
0.95549,0.10114,0.27901,0.0087742,p00243
1.002,0.14764,0.2939,0.0023922,p00244
0.95508,0.10709,0.096159,0.0045274,p00245
1.028,0.13217,0.13906,0.0016256,p00246
0.89588,0.16344,0.25915,0.0013235,p00247
1.1208,0.19519,0.29787,0.0015812,p00248
1.1091,0.15704,0.14789,0.0048388,p00249
0.88182,0.16374,0.075522,0.0071627,p00250
1.0677,0.12601,0.23666,0.0032494,p00251
1.1982,0.11792,0.16231,0.0048608,p00252
1.1266,0.1108,0.30432,0.007262,p00253
0.86417,0.11056,0.13849,0.0019979,p00254
1.0427,0.11037,0.06943,0.0045356,p00255
1.1961,0.1315,0.015509,0.0083055,p00256
1.0465,0.17213,0.076197,0.00062126,p00257
0.97708,0.10369,0.092439,0.0049488,p00258
0.84137,0.1354,0.27089,0.0012665,p00259
0.93924,0.15547,0.089971,0.0052719,p00260
0.88023,0.11446,0.1949,0.0031091,p00261
0.88096,0.15142,0.081796,0.0077506,p00262
1.1291,0.18772,0.089541,0.0064652,p00263
0.93394,0.13682,0.11273,0.0054486,p00264
1.1521,0.11949,0.29931,0.0038692,p00265
0.8176,0.15958,0.221,0.0086262,p00266
0.83657,0.15037,0.12656,0.00062531,p00267
1.0824,0.1677,0.072712,0.0052224,p00268
0.96015,0.1897,0.026737,0.0060105,p00269
1.1733,0.15084,0.18281,0.0078242,p00270
0.98211,0.13068,0.23924,0.0015533,p00271
1.102,0.14656,0.052338,0.0042033,p00272
0.83778,0.13375,0.29518,0.0061497,p00273
1.1247,0.15213,0.30443,0.0035782,p00274
0.99121,0.18771,0.22734,0.00091953,p00275
1.0571,0.14509,0.066885,0.0032806,p00276
1.1177,0.15777,0.021675,0.0033412,p00277
1.1342,0.1863,0.13635,0.0067139,p00278
0.88613,0.1767,0.24122,0.0039748,p00279
0.96521,0.16594,0.017392,0.00098382,p00280
1.1839,0.15636,0.087625,0.00097314,p00281
0.93378,0.11189,0.13546,0.0078976,p00282
0.98721,0.15356,0.18061,0.0042504,p00283
1.1189,0.15541,0.033734,0.0068099,p00284
0.82918,0.12113,0.047415,0.0055208,p00285
0.99581,0.17079,0.20299,0.0081522,p00286
0.9656,0.15526,0.30335,0.0017328,p00287
1.0538,0.14451,0.17763,0.0013522,p00288
0.81949,0.11842,0.16781,0.0014152,p00289
0.82663,0.11291,0.10535,0.0017869,p00290
0.96389,0.15471,0.080014,0.0088692,p00291
1.1726,0.13147,0.2305,0.0085314,p00292
0.90179,0.1425,0.23049,0.0010526,p00293
0.81361,0.18144,0.20784,0.0061896,p00294
1.1256,0.14407,0.045187,0.0035913,p00295
0.9737,0.18207,0.10878,0.0023463,p00296
1.1963,0.131,0.05779,0.0034497,p00297
0.86692,0.13866,0.10736,0.0060127,p00298
0.90258,0.1846,0.17984,0.0062477,p00299
1.1842,0.12722,0.22485,0.00073712,p00300
0.93358,0.14405,0.069231,0.003466,p00301
1.0059,0.19577,0.28597,0.0084328,p00302
1.0252,0.10072,0.078703,0.0065973,p00303
0.87854,0.12101,0.048718,0.0034998,p00304
0.80873,0.16626,0.097735,0.0023553,p00305
1.042,0.19251,0.11025,0.006609,p00306
0.81333,0.13821,0.21822,0.0015929,p00307
1.0422,0.17544,0.1453,0.0052182,p00308
0.9096,0.11654,0.13863,0.0069432,p00309
1.0863,0.12524,0.21503,0.003568,p00310
0.81723,0.17754,0.27926,0.0068723,p00311
1.0577,0.10359,0.26256,0.0012778,p00312
0.90743,0.19669,0.2919,0.0039725,p00313
1.0341,0.1337,0.22465,0.0028016,p00314
1.0774,0.13405,0.15681,0.0085195,p00315
0.84409,0.19244,0.10798,0.0022303,p00316
0.81836,0.1733,0.25537,0.0058349,p00317
1.0518,0.16707,0.19811,0.0065015,p00318
1.0533,0.18002,0.0099138,0.0043135,p00319
0.95213,0.19399,0.18192,0.0042909,p00320
0.95618,0.17192,0.074663,0.0072226,p00321
0.88013,0.18673,0.19506,0.0044508,p00322
0.91584,0.17206,0.26627,0.0029765,p00323
1.0162,0.17985,0.24441,0.0050142,p00324
1.1955,0.12318,0.16447,0.0075709,p00325
1.1261,0.16844,0.090895,0.0030843,p00326
1.1328,0.14375,0.22848,0.003988,p00327
1.0489,0.14801,0.020333,0.0016475,p00328
0.82327,0.17943,0.10327,0.0074318,p00329
0.80057,0.12555,0.24382,0.0041436,p00330
1.0277,0.18451,0.050035,0.0045497,p00331
0.87112,0.12041,0.20105,0.00011752,p00332
1.0815,0.18373,0.0084064,0.0034945,p00333
0.94894,0.17836,0.15469,0.00034705,p00334
0.81846,0.10169,0.22122,0.0022162,p00335
1.1617,0.11208,0.16868,0.0085503,p00336
0.88123,0.14029,0.16274,0.0044317,p00337
1.1168,0.16488,0.1263,0.0020976,p00338
1.0829,0.13667,0.26932,0.0066625,p00339
1.0616,0.1773,0.074424,0.0053753,p00340
0.94772,0.15028,0.24188,0.00053118,p00341
0.81743,0.14284,0.03785,0.0049422,p00342
1.162,0.15397,0.30528,0.0019543,p00343
0.90104,0.1982,0.28679,0.0063411,p00344
0.96404,0.1467,0.15716,0.001225,p00345
0.85902,0.1624,0.022268,0.0075631,p00346
0.82967,0.14957,0.26762,0.0058919,p00347
0.86643,0.12748,0.30439,0.0022705,p00348
1.1254,0.16703,0.25694,0.0034792,p00349
1.0799,0.19187,0.02412,0.0015222,p00350
1.0054,0.15368,0.17196,0.0044865,p00351
1.0584,0.17088,0.14979,0.0027059,p00352
1.1501,0.19737,0.19152,0.002857,p00353
1.1324,0.11559,0.065151,0.0046226,p00354
0.90679,0.161,0.091563,0.0023257,p00355
1.0326,0.14165,0.027007,0.0037376,p00356
0.97339,0.10287,0.12887,0.0027679,p00357
0.97701,0.18245,0.013534,0.0078047,p00358
1.1724,0.11328,0.27396,0.0040177,p00359
0.84512,0.15013,0.27405,0.0068645,p00360
1.0737,0.19899,0.19385,0.0037975,p00361
0.91315,0.19529,0.29743,0.0025159,p00362
0.92188,0.12583,0.0915,0.0041233,p00363
1.1925,0.103,0.0070193,0.0054912,p00364
1.1871,0.10064,0.18361,0.0077559,p00365
0.89975,0.12155,0.24845,0.004927,p00366
1.0409,0.19358,0.07012,0.0058177,p00367
1.0762,0.1674,0.088993,0.0008235,p00368
0.93606,0.12664,0.22596,0.0058967,p00369
0.91954,0.13408,0.060992,0.0066153,p00370
1.107,0.16958,0.21325,0.0088629,p00371
0.92501,0.18929,0.037917,0.0052011,p00372
1.1446,0.11456,0.20668,0.0014026,p00373
0.8478,0.17862,0.14472,0.0062193,p00374
1.1888,0.15629,0.056433,0.0072973,p00375
0.8855,0.16465,0.10741,0.00045661,p00376
0.98734,0.1042,0.12226,0.0044036,p00377
0.87126,0.1413,0.26411,0.0017807,p00378
0.99713,0.18683,0.16179,0.0074225,p00379
0.96769,0.19191,0.15649,0.0022945,p00380
0.96365,0.15853,0.241,0.00089554,p00381
1.112,0.19778,0.0053632,0.0054807,p00382
1.1476,0.17673,0.18385,0.00048935,p00383
0.87258,0.19699,0.25408,0.001409,p00384
1.0484,0.10153,0.17787,0.0016912,p00385
1.012,0.13268,0.24321,0.0075457,p00386
1.0563,0.19163,0.14507,0.0067873,p00387
0.88532,0.12439,0.082999,0.0010795,p00388
1.0752,0.14313,0.24802,0.0025926,p00389
1.1199,0.16097,0.24251,0.0071194,p00390
0.86532,0.19795,0.11323,0.0072317,p00391
1.0972,0.12464,0.11839,0.0017472,p00392
0.80543,0.10675,0.20451,0.0072475,p00393
0.94244,0.13235,0.29798,0.008195,p00394
0.84358,0.11076,0.086092,0.00043215,p00395
0.92343,0.15079,0.26393,0.0047804,p00396
0.80264,0.11678,0.01916,0.0085136,p00397
0.83639,0.10604,0.048396,0.0041972,p00398
1.0647,0.11787,0.22623,0.0081588,p00399
1.0814,0.10953,0.16388,0.0012211,p00400
1.0121,0.12031,0.26845,0.0086383,p00401
0.83683,0.14457,0.18204,0.0046749,p00402
0.92121,0.19862,0.26719,0.005325,p00403
0.83194,0.13595,0.084078,0.00632,p00404
0.8013,0.12118,0.15658,0.0070373,p00405
0.95537,0.10103,0.28867,0.0075446,p00406
0.8348,0.16396,0.1332,0.0055291,p00407
0.83631,0.19031,0.088281,0.0025193,p00408
1.056,0.17227,0.29915,0.0089288,p00409
0.9466,0.16438,0.062684,0.0082532,p00410
0.9878,0.19665,0.10859,0.0047164,p00411
0.99755,0.16316,0.30525,0.006499,p00412
1.0526,0.1414,0.10555,0.0040505,p00413
1.018,0.12651,0.15702,0.0024721,p00414
0.8524,0.14063,0.082933,0.0079382,p00415
1.08,0.16981,0.0058182,0.00091488,p00416
1.0297,0.19402,0.30043,0.0056977,p00417
1.0992,0.14293,0.065029,0.0023845,p00418
0.93058,0.17537,0.27666,0.0018718,p00419
0.90205,0.14878,0.12134,0.0015895,p00420
0.87054,0.10878,0.12022,0.0076155,p00421
1.1534,0.15752,0.10221,0.0050695,p00422
0.97281,0.17381,0.09837,0.0066744,p00423
0.85444,0.18258,0.075728,0.00017616,p00424
0.86152,0.13453,0.079361,0.0083365,p00425
1.0103,0.159,0.071796,0.0082245,p00426
0.86955,0.19296,0.042372,0.0042647,p00427
1.0315,0.16049,0.097979,0.0021861,p00428
1.1088,0.12315,0.018664,0.003564,p00429
0.83598,0.10581,0.27461,0.00020303,p00430
0.90782,0.10663,0.053173,0.00586,p00431
0.86325,0.15895,0.13299,0.0047767,p00432
1.1991,0.11648,0.030396,0.0005028,p00433
1.0763,0.1278,0.15364,0.0070437,p00434
1.117,0.1436,0.30199,0.0044089,p00435
0.88115,0.15641,0.1152,0.00074738,p00436
0.97077,0.18283,0.24952,0.0061904,p00437
0.90725,0.12548,0.04805,0.0077433,p00438
0.82768,0.10413,0.012273,0.00043512,p00439
0.96892,0.19892,0.010079,0.0012148,p00440
0.8348,0.10682,0.024344,0.0083659,p00441
0.92309,0.19269,0.098459,0.0088336,p00442
1.0334,0.1534,0.29054,0.0075799,p00443
1.1174,0.1158,0.14907,0.0044905,p00444
1.0557,0.19141,0.14081,0.0060964,p00445
1.1897,0.1765,0.17975,0.0034453,p00446
1.0007,0.1465,0.0085238,0.0014982,p00447
1.0078,0.19972,0.10133,0.0088734,p00448
0.95613,0.12754,0.24398,0.00022966,p00449
0.95269,0.1134,0.15938,0.0067062,p00450
0.81955,0.18394,0.027478,0.0050107,p00451
0.9541,0.11641,0.11088,0.0025719,p00452
1.1609,0.14679,0.025002,0.0080028,p00453
1.124,0.17104,0.18105,0.0030717,p00454
0.84308,0.13806,0.13792,0.0040942,p00455
1.1546,0.17569,0.19349,0.0079399,p00456
0.88465,0.13795,0.21133,0.0021235,p00457
0.8472,0.16411,0.18722,0.0039504,p00458
0.81033,0.17445,0.1847,0.00010552,p00459
0.9207,0.10958,0.068336,0.001921,p00460
1.0522,0.10322,0.30069,0.0019422,p00461
1.0564,0.14625,0.30511,0.0047464,p00462
1.0249,0.18937,0.10545,0.0017893,p00463
1.1851,0.16986,0.10311,0.0086145,p00464
0.96111,0.12402,0.13742,0.0006493,p00465
1.0269,0.14137,0.1977,0.0088585,p00466
1.1871,0.1255,0.047655,0.0067947,p00467
1.0804,0.12748,0.11737,0.00086799,p00468
1.1518,0.12691,0.18602,0.0078295,p00469
1.0932,0.18925,0.05044,0.0066551,p00470
1.0679,0.19832,0.12899,0.0039281,p00471
1.1929,0.11926,0.26545,0.0057369,p00472
1.1753,0.11917,0.041596,0.0074343,p00473
0.85224,0.17086,0.26153,0.0011713,p00474
0.90939,0.11283,0.15257,0.0067111,p00475
1.0341,0.17231,0.016446,0.004377,p00476
0.89844,0.111,0.25876,0.0050375,p00477
0.89656,0.11905,0.096999,0.0019626,p00478
1.0011,0.11891,0.10275,0.0018609,p00479
0.86197,0.11688,0.10447,0.0010882,p00480
0.89012,0.10817,0.12517,0.0054456,p00481
0.82367,0.18314,0.17327,0.0053841,p00482
1.1575,0.15411,0.091447,0.0020581,p00483
0.83615,0.14008,0.22282,0.00051126,p00484
1.1238,0.18896,0.17936,0.0045834,p00485
1.0044,0.14948,0.2803,0.0033279,p00486
1.0078,0.18311,0.027615,0.0060288,p00487
1.0978,0.14043,0.29121,0.0037126,p00488
1.1103,0.17663,0.1092,0.004362,p00489
0.8223,0.1838,0.3028,0.00094318,p00490
1.0873,0.13639,0.17382,0.0046307,p00491
1.1994,0.15221,0.18656,0.0025381,p00492
1.1987,0.16715,0.19626,0.0063874,p00493
0.921,0.10984,0.16142,0.0007231,p00494
0.80224,0.16792,0.16852,0.0033811,p00495
0.98281,0.10711,0.2076,0.0072912,p00496
1.0171,0.10661,0.083746,0.0045691,p00497
1.147,0.10182,0.23731,0.0079435,p00498
0.85744,0.14865,0.1512,0.007365,p00499
0.99101,0.10385,0.2736,0.0064031,p00500
1.0606,0.11068,0.1326,0.0040807,p00501
1.0293,0.19791,0.29152,0.0064805,p00502
0.87991,0.10839,0.27298,0.00075852,p00503
0.81389,0.12758,0.16012,0.0033777,p00504
0.85549,0.15475,0.046109,0.0077493,p00505
0.83017,0.11802,0.29687,0.0038186,p00506
0.9007,0.10799,0.055295,0.0073495,p00507
1.0583,0.16089,0.07322,0.0038241,p00508
1.1862,0.18502,0.11082,0.0014316,p00509
1.1348,0.11965,0.18516,0.0082733,p00510
0.92567,0.14345,0.023295,0.0013379,p00511
1.0792,0.19314,0.20207,0.00074951,p00512
1.0376,0.18632,0.15446,0.0077253,p00513
1.0317,0.16435,0.017742,0.0087837,p00514
0.94199,0.19451,0.17236,0.00049476,p00515
0.88631,0.15979,0.099149,0.0010119,p00516
1.1801,0.15358,0.1604,0.0054074,p00517
1.1155,0.14002,0.12379,0.0043431,p00518
0.81629,0.1484,0.14424,0.0067855,p00519
1.0181,0.12306,0.03523,0.006023,p00520
0.85632,0.1469,0.088167,0.0062146,p00521
1.0386,0.15569,0.055131,0.0088807,p00522
1.0432,0.11715,0.16573,0.0059725,p00523
0.8128,0.14364,0.16738,0.0073046,p00524
1.1324,0.11862,0.10784,0.001428,p00525
0.85955,0.14849,0.018784,0.006332,p00526
1.0659,0.16893,0.09309,0.004771,p00527
0.97861,0.12842,0.12913,0.0057957,p00528
0.93811,0.11212,0.15142,0.00046004,p00529
0.944,0.14687,0.11911,0.0040481,p00530
0.86784,0.15156,0.2664,0.0015948,p00531
0.99909,0.1194,0.075105,0.0004912,p00532
1.0822,0.12498,0.11356,0.0015176,p00533
1.0746,0.15088,0.25004,0.0038936,p00534
1.1197,0.19465,0.12269,0.005567,p00535
1.0092,0.18963,0.025852,0.0010723,p00536
1.1299,0.17742,0.017184,0.0083388,p00537
0.82412,0.19629,0.12687,0.0049229,p00538
0.98789,0.11353,0.0053965,0.0019046,p00539
0.90336,0.18295,0.28239,0.0058216,p00540
0.875,0.11998,0.026177,0.0012326,p00541
0.94169,0.18053,0.089797,0.0050243,p00542
0.91725,0.12985,0.1347,0.0059479,p00543
0.80992,0.19424,0.25366,0.0047562,p00544
1.1022,0.13163,0.19361,0.0015287,p00545
0.90932,0.18485,0.062914,0.0069765,p00546
0.98851,0.16738,0.066776,0.0056077,p00547
0.87957,0.1225,0.14459,0.0029969,p00548
0.93582,0.1047,0.26413,0.0086644,p00549
1.0363,0.13388,0.24087,0.00629,p00550
1.1091,0.19424,0.036844,0.0085381,p00551
0.92616,0.12484,0.012454,0.0024447,p00552
1.0339,0.15219,0.16789,0.0068455,p00553
1.0295,0.18499,0.086791,0.0019459,p00554
0.92235,0.12676,0.030099,0.0033093,p00555
1.1341,0.11556,0.0045475,0.002732,p00556
1.0136,0.11351,0.05817,0.0088969,p00557
0.88007,0.15887,0.2983,0.00034349,p00558
1.0248,0.15054,0.072304,0.0024792,p00559
