Time,FLOW,TEMP,SALT
1970-04-28 00:00:00,73.081289,NA,0
1970-04-29 00:00:00,74.402121,NA,0
1970-04-30 00:00:00,76.092327,NA,0
1970-05-01 00:00:00,77.811621,NA,0
1970-05-02 00:00:00,79.011223,NA,0
1970-05-03 00:00:00,78.243632,NA,0
1970-05-04 00:00:00,78.981907,NA,0
1970-05-05 00:00:00,78.401397,NA,0
1970-05-06 00:00:00,76.673029,NA,0
1970-05-07 00:00:00,76.831702,NA,0
1970-05-08 00:00:00,75.707179,NA,0
1970-05-09 00:00:00,74.925306,NA,0
1970-05-10 00:00:00,74.47769,NA,0
1970-05-11 00:00:00,76.505502,NA,0
1970-05-12 00:00:00,76.054646,NA,0
1970-05-13 00:00:00,75.507229,NA,0
1970-05-14 00:00:00,76.105052,NA,0
1970-05-15 00:00:00,75.714402,NA,0
1970-05-16 00:00:00,74.961845,NA,0
1970-05-17 00:00:00,76.0035,NA,0
1970-05-18 00:00:00,76.894873,NA,0
1970-05-19 00:00:00,77.548224,NA,0
1970-05-20 00:00:00,77.115299,NA,0
1970-05-21 00:00:00,75.86528,NA,0
1970-05-22 00:00:00,75.315651,NA,0
1970-05-23 00:00:00,73.713218,NA,0
1970-05-24 00:00:00,72.963166,NA,0
1970-05-25 00:00:00,73.099728,NA,0
1970-05-26 00:00:00,71.603936,NA,0
1970-05-27 00:00:00,70.57197,NA,0
1970-05-28 00:00:00,69.70461,NA,0
1970-05-29 00:00:00,67.002418,NA,0
1970-05-30 00:00:00,69.014951,NA,0
1970-05-31 00:00:00,67.701674,NA,0
1970-06-01 00:00:00,66.779969,NA,0
1970-06-02 00:00:00,65.510389,NA,0
1970-06-03 00:00:00,64.151122,NA,0
1970-06-04 00:00:00,63.562995,NA,0
1970-06-05 00:00:00,63.341581,NA,0
1970-06-06 00:00:00,61.906354,NA,0
1970-06-07 00:00:00,60.60237,NA,0
1970-06-08 00:00:00,58.572428,NA,0
1970-06-09 00:00:00,56.862762,NA,0
1970-06-10 00:00:00,54.823996,NA,0
1970-06-11 00:00:00,52.70959,NA,0
1970-06-12 00:00:00,51.133574,NA,0
1970-06-13 00:00:00,49.324185,NA,0
1970-06-14 00:00:00,48.374732,NA,0
1970-06-15 00:00:00,47.954614,NA,0
1970-06-16 00:00:00,48.493142,NA,0
1970-06-17 00:00:00,47.808744,NA,0
1970-06-18 00:00:00,45.694934,NA,0
1970-06-19 00:00:00,43.351095,NA,0
1970-06-20 00:00:00,42.994999,NA,0
1970-06-21 00:00:00,42.270575,NA,0
1970-06-22 00:00:00,40.615747,NA,0
1970-06-23 00:00:00,39.132801,NA,0
1970-06-24 00:00:00,38.416065,NA,0
1970-06-25 00:00:00,36.612458,NA,0
1970-06-26 00:00:00,35.993093,NA,0
1970-06-27 00:00:00,34.891447,NA,0
1970-06-28 00:00:00,33.221512,NA,0
1970-06-29 00:00:00,32.612953,NA,0
1970-06-30 00:00:00,31.561151,NA,0
1970-07-01 00:00:00,30.141201,NA,0
1970-07-02 00:00:00,28.747692,NA,0
1970-07-03 00:00:00,28.19826,NA,0
1970-07-04 00:00:00,27.326793,NA,0
1970-07-05 00:00:00,26.873662,NA,0
1970-07-06 00:00:00,26.130647,NA,0
1970-07-07 00:00:00,25.324927,NA,0
1970-07-08 00:00:00,25.049483,NA,0
1970-07-09 00:00:00,24.07238,NA,0
1970-07-10 00:00:00,23.310424,NA,0
1970-07-11 00:00:00,22.979118,NA,0
1970-07-12 00:00:00,22.411302,NA,0
1970-07-13 00:00:00,21.889446,NA,0
1970-07-14 00:00:00,21.166954,NA,0
1970-07-15 00:00:00,20.929992,NA,0
1970-07-16 00:00:00,20.580015,NA,0
1970-07-17 00:00:00,20.037191,NA,0
1970-07-18 00:00:00,19.552191,NA,0
1970-07-19 00:00:00,19.076677,NA,0
1970-07-20 00:00:00,18.714432,NA,0
1970-07-21 00:00:00,18.108495,NA,0
1970-07-22 00:00:00,17.685416,NA,0
1970-07-23 00:00:00,17.250947,NA,0
1970-07-24 00:00:00,17.618801,NA,0
1970-07-25 00:00:00,17.420914,NA,0
1970-07-26 00:00:00,17.069845,NA,0
1970-07-27 00:00:00,16.932191,NA,0
1970-07-28 00:00:00,17.066419,NA,0
1970-07-29 00:00:00,16.704025,NA,0
1970-07-30 00:00:00,16.469117,NA,0
1970-07-31 00:00:00,16.442176,NA,0
1970-08-01 00:00:00,15.964221,NA,0
1970-08-02 00:00:00,15.518722,NA,0
1970-08-03 00:00:00,15.60343,NA,0
1970-08-04 00:00:00,15.336228,NA,0
1970-08-05 00:00:00,15.111706,NA,0
1970-08-06 00:00:00,15.081488,NA,0
1970-08-07 00:00:00,14.965115,NA,0
1970-08-08 00:00:00,14.982449,NA,0
1970-08-09 00:00:00,14.944123,NA,0
1970-08-10 00:00:00,15.181868,NA,0
1970-08-11 00:00:00,15.103982,NA,0
1970-08-12 00:00:00,14.869452,NA,0
1970-08-13 00:00:00,14.691814,NA,0
1970-08-14 00:00:00,14.495323,NA,0
1970-08-15 00:00:00,14.381918,NA,0
1970-08-16 00:00:00,14.215813,NA,0
1970-08-17 00:00:00,14.408035,NA,0
1970-08-18 00:00:00,13.991431,NA,0
1970-08-19 00:00:00,13.953543,NA,0
1970-08-20 00:00:00,14.33179,NA,0
1970-08-21 00:00:00,14.349026,NA,0
1970-08-22 00:00:00,13.970981,NA,0
1970-08-23 00:00:00,13.904143,NA,0
1970-08-24 00:00:00,13.748164,NA,0
1970-08-25 00:00:00,13.746675,NA,0
1970-08-26 00:00:00,14.015708,NA,0
1970-08-27 00:00:00,13.832885,NA,0
1970-08-28 00:00:00,13.739517,NA,0
1970-08-29 00:00:00,13.523532,NA,0
1970-08-30 00:00:00,13.458854,NA,0
1970-08-31 00:00:00,13.424617,NA,0
1970-09-01 00:00:00,13.426271,NA,0
1970-09-02 00:00:00,13.516623,NA,0
1970-09-03 00:00:00,13.510061,NA,0
1970-09-04 00:00:00,13.609855,NA,0
1970-09-05 00:00:00,13.688635,NA,0
1970-09-06 00:00:00,13.787099,NA,0
1970-09-07 00:00:00,13.881662,NA,0
1970-09-08 00:00:00,13.967141,NA,0
1970-09-09 00:00:00,14.189028,NA,0
1970-09-10 00:00:00,14.470525,NA,0
1970-09-11 00:00:00,14.356345,NA,0
1970-09-12 00:00:00,14.18286,NA,0
1970-09-13 00:00:00,14.177295,NA,0
1970-09-14 00:00:00,14.215018,NA,0
1970-09-15 00:00:00,14.530139,NA,0
1970-09-16 00:00:00,14.720968,NA,0
1970-09-17 00:00:00,14.861012,NA,0
1970-09-18 00:00:00,14.915552,NA,0
1970-09-19 00:00:00,15.046765,NA,0
1970-09-20 00:00:00,15.05193,NA,0
1970-09-21 00:00:00,15.403966,NA,0
1970-09-22 00:00:00,15.57106,NA,0
1970-09-23 00:00:00,15.727855,NA,0
1970-09-24 00:00:00,15.900016,NA,0
1970-09-25 00:00:00,16.078802,NA,0
1970-09-26 00:00:00,16.041981,NA,0
1970-09-27 00:00:00,16.149569,NA,0
1970-09-28 00:00:00,16.563399,NA,0
1970-09-29 00:00:00,16.255782,NA,0
1970-09-30 00:00:00,16.411287,NA,0
1970-10-01 00:00:00,16.477555,NA,0
1970-10-02 00:00:00,16.467752,NA,0
1970-10-03 00:00:00,16.489042,NA,0
1970-10-04 00:00:00,16.647776,NA,0
1970-10-05 00:00:00,17.064508,NA,0
1970-10-06 00:00:00,17.158179,NA,0
1970-10-07 00:00:00,18.288772,NA,0
1970-10-08 00:00:00,16.812993,NA,0
1970-10-09 00:00:00,16.802655,NA,0
1970-10-10 00:00:00,16.77805,NA,0
1970-10-11 00:00:00,16.779377,NA,0
1970-10-12 00:00:00,17.644013,NA,0
1970-10-13 00:00:00,17.833246,NA,0
1970-10-14 00:00:00,18.006264,NA,0
1970-10-15 00:00:00,18.025207,NA,0
1970-10-16 00:00:00,17.980079,NA,0
1970-10-17 00:00:00,17.936958,NA,0
1970-10-18 00:00:00,18.061771,NA,0
1970-10-19 00:00:00,17.827709,NA,0
1970-10-20 00:00:00,17.519308,NA,0
1970-10-21 00:00:00,17.39365,NA,0
1970-10-22 00:00:00,17.122072,NA,0
1970-10-23 00:00:00,17.197555,NA,0
1970-10-24 00:00:00,17.334931,NA,0
1970-10-25 00:00:00,17.631159,NA,0
1970-10-26 00:00:00,18.306181,NA,0
1970-10-27 00:00:00,18.268088,NA,0
1970-10-28 00:00:00,18.070455,NA,0
1970-10-29 00:00:00,18.252522,NA,0
1970-10-30 00:00:00,18.252823,NA,0
1970-10-31 00:00:00,18.045999,NA,0
1970-11-01 00:00:00,18.015926,NA,0
1970-11-02 00:00:00,17.972364,NA,0
1970-11-03 00:00:00,17.911987,NA,0
1970-11-04 00:00:00,17.645323,NA,0
1970-11-05 00:00:00,17.600458,NA,0
1970-11-06 00:00:00,17.709362,NA,0
1970-11-07 00:00:00,17.661547,NA,0
1970-11-08 00:00:00,17.697459,NA,0
1970-11-09 00:00:00,17.713277,NA,0
1970-11-10 00:00:00,17.587091,NA,0
1970-11-11 00:00:00,17.386535,NA,0
1970-11-12 00:00:00,18.556147,NA,0
1970-11-13 00:00:00,18.374093,NA,0
1970-11-14 00:00:00,18.339085,NA,0
1970-11-15 00:00:00,18.275545,NA,0
1970-11-16 00:00:00,18.251002,NA,0
1970-11-17 00:00:00,18.245461,NA,0
1970-11-18 00:00:00,18.712631,NA,0
1970-11-19 00:00:00,18.518994,NA,0
1970-11-20 00:00:00,18.406364,NA,0
1970-11-21 00:00:00,18.108759,NA,0
1970-11-22 00:00:00,17.9454,NA,0
1970-11-23 00:00:00,17.870454,NA,0
1970-11-24 00:00:00,17.719109,NA,0
1970-11-25 00:00:00,17.668063,NA,0
1970-11-26 00:00:00,17.689234,NA,0
1970-11-27 00:00:00,17.683016,NA,0
1970-11-28 00:00:00,17.626737,NA,0
1970-11-29 00:00:00,17.469286,NA,0
1970-11-30 00:00:00,17.634001,NA,0
1970-12-01 00:00:00,16.76994,NA,0
1970-12-02 00:00:00,16.533298,NA,0
1970-12-03 00:00:00,16.478025,NA,0
1970-12-04 00:00:00,17.024428,NA,0
1970-12-05 00:00:00,17.034125,NA,0
1970-12-06 00:00:00,16.996271,NA,0
1970-12-07 00:00:00,16.997652,NA,0
1970-12-08 00:00:00,16.853035,NA,0
1970-12-09 00:00:00,17.512348,NA,0
1970-12-10 00:00:00,17.972539,NA,0
1970-12-11 00:00:00,18.229679,NA,0
1970-12-12 00:00:00,18.186826,NA,0
1970-12-13 00:00:00,18.144929,NA,0
1970-12-14 00:00:00,17.936774,NA,0
1970-12-15 00:00:00,17.594482,NA,0
1970-12-16 00:00:00,17.450312,NA,0
1970-12-17 00:00:00,16.835106,NA,0
1970-12-18 00:00:00,16.672977,NA,0
1970-12-19 00:00:00,16.75481,NA,0
1970-12-20 00:00:00,16.733711,NA,0
1970-12-21 00:00:00,16.681368,NA,0
1970-12-22 00:00:00,17.401953,NA,0
1970-12-23 00:00:00,17.323152,NA,0
1970-12-24 00:00:00,17.195809,NA,0
1970-12-25 00:00:00,17.165034,NA,0
1970-12-26 00:00:00,17.134566,NA,0
1970-12-27 00:00:00,17.164121,NA,0
1970-12-28 00:00:00,17.117944,NA,0
1970-12-29 00:00:00,17.213375,NA,0
1970-12-30 00:00:00,17.210977,NA,0
1970-12-31 00:00:00,16.335722,NA,0
1971-01-01 00:00:00,17.740229,NA,0
1971-01-02 00:00:00,17.642082,NA,0
1971-01-03 00:00:00,17.474975,NA,0
1971-01-04 00:00:00,17.466504,NA,0
1971-01-05 00:00:00,17.515905,NA,0
1971-01-06 00:00:00,17.522034,NA,0
1971-01-07 00:00:00,17.608113,NA,0
1971-01-08 00:00:00,17.7498,NA,0
1971-01-09 00:00:00,17.596516,NA,0
1971-01-10 00:00:00,17.470412,NA,0
1971-01-11 00:00:00,17.173348,NA,0
1971-01-12 00:00:00,16.933757,NA,0
1971-01-13 00:00:00,16.928746,NA,0
1971-01-14 00:00:00,16.992245,NA,0
1971-01-15 00:00:00,16.745016,NA,0
1971-01-16 00:00:00,16.673288,NA,0
1971-01-17 00:00:00,17.106647,NA,0
1971-01-18 00:00:00,17.144977,NA,0
1971-01-19 00:00:00,16.938439,NA,0
1971-01-20 00:00:00,17.294752,NA,0
1971-01-21 00:00:00,17.227908,NA,0
1971-01-22 00:00:00,17.186362,NA,0
1971-01-23 00:00:00,17.124089,NA,0
1971-01-24 00:00:00,17.040462,NA,0
1971-01-25 00:00:00,16.907006,NA,0
1971-01-26 00:00:00,16.938701,NA,0
1971-01-27 00:00:00,16.994162,NA,0
1971-01-28 00:00:00,17.00277,NA,0
1971-01-29 00:00:00,17.020787,NA,0
1971-01-30 00:00:00,17.233382,NA,0
1971-01-31 00:00:00,18.344084,NA,0
1971-02-01 00:00:00,18.29035,NA,0
1971-02-02 00:00:00,18.164136,NA,0
1971-02-03 00:00:00,17.860502,NA,0
1971-02-04 00:00:00,17.588505,NA,0
1971-02-05 00:00:00,17.428819,NA,0
1971-02-06 00:00:00,17.179177,NA,0
1971-02-07 00:00:00,16.638212,NA,0
1971-02-08 00:00:00,16.192302,NA,0
1971-02-09 00:00:00,16.181966,NA,0
1971-02-10 00:00:00,16.200138,NA,0
1971-02-11 00:00:00,16.11707,NA,0
1971-02-12 00:00:00,16.134313,NA,0
1971-02-13 00:00:00,16.454054,NA,0
1971-02-14 00:00:00,16.809468,NA,0
1971-02-15 00:00:00,16.892167,NA,0
1971-02-16 00:00:00,17.072349,NA,0
1971-02-17 00:00:00,17.204295,NA,0
1971-02-18 00:00:00,17.406425,NA,0
1971-02-19 00:00:00,17.616422,NA,0
1971-02-20 00:00:00,17.793711,NA,0
1971-02-21 00:00:00,17.911489,NA,0
1971-02-22 00:00:00,18.164516,NA,0
1971-02-23 00:00:00,18.541407,NA,0
1971-02-24 00:00:00,18.288538,NA,0
1971-02-25 00:00:00,18.200383,NA,0
1971-02-26 00:00:00,18.332772,NA,0
1971-02-27 00:00:00,18.287804,NA,0
1971-02-28 00:00:00,18.366226,NA,0
1971-03-01 00:00:00,18.270712,NA,0
1971-03-02 00:00:00,17.958416,NA,0
1971-03-03 00:00:00,19.06918,NA,0
1971-03-04 00:00:00,19.728055,NA,0
1971-03-05 00:00:00,20.17476,NA,0
1971-03-06 00:00:00,20.330052,NA,0
1971-03-07 00:00:00,20.528662,NA,0
1971-03-08 00:00:00,20.779352,NA,0
1971-03-09 00:00:00,21.084975,NA,0
1971-03-10 00:00:00,21.851619,NA,0
1971-03-11 00:00:00,23.36272,NA,0
1971-03-12 00:00:00,23.76832,NA,0
1971-03-13 00:00:00,23.668184,NA,0
1971-03-14 00:00:00,24.304492,NA,0
1971-03-15 00:00:00,27.17048,NA,0
1971-03-16 00:00:00,26.247065,NA,0
1971-03-17 00:00:00,25.340242,NA,0
1971-03-18 00:00:00,24.584787,NA,0
1971-03-19 00:00:00,24.971795,NA,0
1971-03-20 00:00:00,24.235672,NA,0
1971-03-21 00:00:00,24.905024,NA,0
1971-03-22 00:00:00,25.221873,NA,0
1971-03-23 00:00:00,25.8084,NA,0
1971-03-24 00:00:00,26.481905,NA,0
1971-03-25 00:00:00,25.728376,NA,0
1971-03-26 00:00:00,27.165655,NA,0
1971-03-27 00:00:00,28.8516,NA,0
1971-03-28 00:00:00,28.891265,NA,0
1971-03-29 00:00:00,28.972145,NA,0
1971-03-30 00:00:00,29.290583,NA,0
1971-03-31 00:00:00,30.108963,NA,0
1971-04-01 00:00:00,30.702664,NA,0
1971-04-02 00:00:00,32.39898,NA,0
1971-04-03 00:00:00,36.795093,NA,0
1971-04-04 00:00:00,40.204524,NA,0
1971-04-05 00:00:00,40.021586,NA,0
1971-04-06 00:00:00,40.940965,NA,0
1971-04-07 00:00:00,43.774373,NA,0
1971-04-08 00:00:00,45.858942,NA,0
1971-04-09 00:00:00,49.759711,NA,0
1971-04-10 00:00:00,53.002458,NA,0
1971-04-11 00:00:00,55.489256,NA,0
1971-04-12 00:00:00,56.405516,NA,0
1971-04-13 00:00:00,56.685335,NA,0
1971-04-14 00:00:00,58.428702,NA,0
1971-04-15 00:00:00,59.486922,NA,0
1971-04-16 00:00:00,61.411087,NA,0
1971-04-17 00:00:00,62.757307,NA,0
1971-04-18 00:00:00,64.437936,NA,0
1971-04-19 00:00:00,66.30759,NA,0
1971-04-20 00:00:00,67.947476,NA,0
1971-04-21 00:00:00,68.663774,NA,0
1971-04-22 00:00:00,69.932254,NA,0
1971-04-23 00:00:00,71.937009,NA,0
1971-04-24 00:00:00,70.309445,NA,0
1971-04-25 00:00:00,70.020938,NA,0
1971-04-26 00:00:00,70.098653,NA,0
1971-04-27 00:00:00,72.059079,NA,0
1971-04-28 00:00:00,73.081289,NA,0
1971-04-29 00:00:00,74.402121,NA,0
1971-04-30 00:00:00,76.092327,NA,0
1971-05-01 00:00:00,77.811621,NA,0
1971-05-02 00:00:00,79.011223,NA,0
1971-05-03 00:00:00,78.243632,NA,0
1971-05-04 00:00:00,78.981907,NA,0
1971-05-05 00:00:00,78.401397,NA,0
1971-05-06 00:00:00,76.673029,NA,0
1971-05-07 00:00:00,76.831702,NA,0
1971-05-08 00:00:00,75.707179,NA,0
1971-05-09 00:00:00,74.925306,NA,0
1971-05-10 00:00:00,74.47769,NA,0
1971-05-11 00:00:00,76.505502,NA,0
1971-05-12 00:00:00,76.054646,NA,0
1971-05-13 00:00:00,75.507229,NA,0
1971-05-14 00:00:00,76.105052,NA,0
1971-05-15 00:00:00,75.714402,NA,0
1971-05-16 00:00:00,74.961845,NA,0
1971-05-17 00:00:00,76.0035,NA,0
1971-05-18 00:00:00,76.894873,NA,0
1971-05-19 00:00:00,77.548224,NA,0
1971-05-20 00:00:00,77.115299,NA,0
1971-05-21 00:00:00,75.86528,NA,0
1971-05-22 00:00:00,75.315651,NA,0
1971-05-23 00:00:00,73.713218,NA,0
1971-05-24 00:00:00,72.963166,NA,0
1971-05-25 00:00:00,73.099728,NA,0
1971-05-26 00:00:00,71.603936,NA,0
1971-05-27 00:00:00,70.57197,NA,0
1971-05-28 00:00:00,69.70461,NA,0
1971-05-29 00:00:00,67.002418,NA,0
1971-05-30 00:00:00,69.014951,NA,0
1971-05-31 00:00:00,67.701674,NA,0
1971-06-01 00:00:00,66.779969,NA,0
1971-06-02 00:00:00,65.510389,NA,0
1971-06-03 00:00:00,64.151122,NA,0
1971-06-04 00:00:00,63.562995,NA,0
1971-06-05 00:00:00,63.341581,NA,0
1971-06-06 00:00:00,61.906354,NA,0
1971-06-07 00:00:00,60.60237,NA,0
1971-06-08 00:00:00,58.572428,NA,0
1971-06-09 00:00:00,56.862762,NA,0
1971-06-10 00:00:00,54.823996,NA,0
1971-06-11 00:00:00,52.70959,NA,0
1971-06-12 00:00:00,51.133574,NA,0
1971-06-13 00:00:00,49.324185,NA,0
1971-06-14 00:00:00,48.374732,NA,0
1971-06-15 00:00:00,47.954614,NA,0
1971-06-16 00:00:00,48.493142,NA,0
1971-06-17 00:00:00,47.808744,NA,0
1971-06-18 00:00:00,45.694934,NA,0
1971-06-19 00:00:00,43.351095,NA,0
1971-06-20 00:00:00,42.994999,NA,0
1971-06-21 00:00:00,42.270575,NA,0
1971-06-22 00:00:00,40.615747,NA,0
1971-06-23 00:00:00,39.132801,NA,0
1971-06-24 00:00:00,38.416065,NA,0
1971-06-25 00:00:00,36.612458,NA,0
1971-06-26 00:00:00,35.993093,NA,0
1971-06-27 00:00:00,34.891447,NA,0
1971-06-28 00:00:00,33.221512,NA,0
1971-06-29 00:00:00,32.612953,NA,0
1971-06-30 00:00:00,31.561151,NA,0
1971-07-01 00:00:00,30.141201,NA,0
1971-07-02 00:00:00,28.747692,NA,0
1971-07-03 00:00:00,28.19826,NA,0
1971-07-04 00:00:00,27.326793,NA,0
1971-07-05 00:00:00,26.873662,NA,0
1971-07-06 00:00:00,26.130647,NA,0
1971-07-07 00:00:00,25.324927,NA,0
1971-07-08 00:00:00,25.049483,NA,0
1971-07-09 00:00:00,24.07238,NA,0
1971-07-10 00:00:00,23.310424,NA,0
1971-07-11 00:00:00,22.979118,NA,0
1971-07-12 00:00:00,22.411302,NA,0
1971-07-13 00:00:00,21.889446,NA,0
1971-07-14 00:00:00,21.166954,NA,0
1971-07-15 00:00:00,20.929992,NA,0
1971-07-16 00:00:00,20.580015,NA,0
1971-07-17 00:00:00,20.037191,NA,0
1971-07-18 00:00:00,19.552191,NA,0
1971-07-19 00:00:00,19.076677,NA,0
1971-07-20 00:00:00,18.714432,NA,0
1971-07-21 00:00:00,18.108495,NA,0
1971-07-22 00:00:00,17.685416,NA,0
1971-07-23 00:00:00,17.250947,NA,0
1971-07-24 00:00:00,17.618801,NA,0
1971-07-25 00:00:00,17.420914,NA,0
1971-07-26 00:00:00,17.069845,NA,0
1971-07-27 00:00:00,16.932191,NA,0
1971-07-28 00:00:00,17.066419,NA,0
1971-07-29 00:00:00,16.704025,NA,0
1971-07-30 00:00:00,16.469117,NA,0
1971-07-31 00:00:00,16.442176,NA,0
1971-08-01 00:00:00,15.964221,NA,0
1971-08-02 00:00:00,15.518722,NA,0
1971-08-03 00:00:00,15.60343,NA,0
1971-08-04 00:00:00,15.336228,NA,0
1971-08-05 00:00:00,15.111706,NA,0
1971-08-06 00:00:00,15.081488,NA,0
1971-08-07 00:00:00,14.965115,NA,0
1971-08-08 00:00:00,14.982449,NA,0
1971-08-09 00:00:00,14.944123,NA,0
1971-08-10 00:00:00,15.181868,NA,0
1971-08-11 00:00:00,15.103982,NA,0
1971-08-12 00:00:00,14.869452,NA,0
1971-08-13 00:00:00,14.691814,NA,0
1971-08-14 00:00:00,14.495323,NA,0
1971-08-15 00:00:00,14.381918,NA,0
1971-08-16 00:00:00,14.215813,NA,0
1971-08-17 00:00:00,14.408035,NA,0
1971-08-18 00:00:00,13.991431,NA,0
1971-08-19 00:00:00,13.953543,NA,0
1971-08-20 00:00:00,14.33179,NA,0
1971-08-21 00:00:00,14.349026,NA,0
1971-08-22 00:00:00,13.970981,NA,0
1971-08-23 00:00:00,13.904143,NA,0
1971-08-24 00:00:00,13.748164,NA,0
1971-08-25 00:00:00,13.746675,NA,0
1971-08-26 00:00:00,14.015708,NA,0
1971-08-27 00:00:00,13.832885,NA,0
1971-08-28 00:00:00,13.739517,NA,0
1971-08-29 00:00:00,13.523532,NA,0
1971-08-30 00:00:00,13.458854,NA,0
