wind_speed,turb_param/k_min,g2/constant_value,g1/constant_value,A/constant_value,par_id
1.0859,8.3827e-07,3.426,0.45033,0.74219,p0035
0.97232,4.1257e-05,1.013,0.53302,0.75619,p0036
1.0704,1.8406e-11,3.1082,0.64315,0.91547,p0037
1.0279,3.8958e-05,1.1447,0.79291,0.82361,p0038
0.9182,6.6282e-11,1.142,0.6921,0.9117,p0039
0.96812,7.5489e-05,3.1921,0.73402,1.0129,p0040
1.0917,1.5633e-06,2.4488,0.77055,0.81577,p0041
1.1213,2.8228e-08,1.425,0.63878,0.94682,p0042
0.81653,2.5172e-07,2.8747,0.68973,0.71602,p0043
0.89882,2.9928e-05,2.7318,0.73572,0.78009,p0044
0.90546,6.297e-15,2.7627,0.72228,0.72731,p0045
1.0452,9.412e-14,1.5735,0.62158,0.82698,p0046
0.9817,3.7062e-12,2.593,0.5889,0.72521,p0047
1.0056,1.7661e-14,3.4501,0.75918,0.87108,p0048
0.89305,1.2221e-09,3.3877,0.56858,0.84266,p0049
0.97484,7.7756e-11,0.9889,0.63402,0.90228,p0050
0.82734,1.579e-13,3.0039,0.57293,0.96491,p0051
0.99959,0.00039302,1.246,0.67435,0.76156,p0052
1.007,0.00042133,1.7867,0.60811,0.97271,p0053
0.98059,5.2793e-07,0.63119,0.75123,1.0773,p0054
1.0772,3.7976e-11,1.3865,0.60745,0.94628,p0055
1.058,7.6432e-13,1.1749,0.78418,1.0263,p0056
0.94934,6.6927e-07,1.7468,0.41364,0.93237,p0057
1.0748,4.0325e-10,1.67,0.78177,0.86527,p0058
0.91937,1.1155e-14,1.7241,0.61489,0.86184,p0059
1.0288,9.8912e-10,2.5544,0.57172,1.0415,p0060
0.9217,2.0498e-09,3.3853,0.6569,0.86133,p0061
0.99046,3.683e-10,2.2527,0.58287,0.71746,p0062
1.1979,1.7232e-07,0.94243,0.71433,1.0252,p0063
1.0761,1.2322e-11,3.3458,0.69409,1.0017,p0064
1.1096,1.8356e-14,1.0394,0.7815,1.0699,p0065
1.0936,1.4243e-09,2.2004,0.49677,0.95453,p0066
1.0234,5.0664e-09,1.7793,0.7611,1.0641,p0067
1.1125,1.5746e-14,2.6864,0.43573,1.0912,p0068
1.1892,0.00016493,0.96875,0.42522,1.0444,p0069
1.1372,2.6612e-07,1.2111,0.5144,0.79439,p0070
1.016,3.3152e-07,1.4029,0.6042,0.88799,p0071
0.80141,2.7301e-09,0.74669,0.57105,0.77523,p0072
1.0139,1.0739e-06,1.7188,0.52917,1.0822,p0073
0.97634,7.3372e-09,2.1103,0.65321,1.0014,p0074
0.98826,4.8971e-06,3.067,0.50029,0.98932,p0075
0.81364,2.1599e-14,1.196,0.77853,0.72471,p0076
1.1403,0.00031283,2.0437,0.56407,0.83328,p0077
0.96727,4.7299e-12,1.6524,0.66317,0.73768,p0078
1.0554,3.7376e-09,1.9299,0.62255,1.0839,p0079
0.96656,3.3117e-08,1.2756,0.50095,0.99171,p0080
1.0575,1.5826e-08,0.9953,0.77421,1.0579,p0081
1.157,1.644e-14,0.60651,0.43771,0.7888,p0082
0.9967,1.7855e-09,3.1203,0.72868,0.91346,p0083
1.0107,1.3123e-13,1.1965,0.6252,0.87333,p0084
0.87162,3.0274e-13,2.2593,0.71455,0.82786,p0085
0.95161,6.1984e-10,2.5801,0.64069,1.0805,p0086
0.80804,6.062e-13,2.6103,0.61672,0.83172,p0087
1.0509,2.4153e-05,2.3471,0.47092,0.93389,p0088
1.1986,7.4755e-12,3.3168,0.68237,0.84377,p0089
1.0686,4.4829e-11,1.1036,0.72652,0.96415,p0090
1.1618,3.868e-09,3.2188,0.45295,1.0616,p0091
1.104,6.4729e-14,3.1328,0.44147,0.73884,p0092
0.85018,3.5717e-10,2.9866,0.45593,0.95358,p0093
1.1324,6.5906e-09,2.621,0.78496,0.73188,p0094
1.1926,1.0448e-12,0.5904,0.40973,1.0056,p0095
0.82227,4.5647e-07,1.0866,0.58013,0.75859,p0096
1.1528,1.3038e-11,0.71105,0.64647,0.81345,p0097
1.1559,8.58e-09,1.4431,0.70152,0.70846,p0098
1.003,0.0001436,1.3498,0.68755,0.96977,p0099
0.97521,3.4877e-07,3.1103,0.68542,0.98593,p0100
1.1384,4.5865e-08,2.6313,0.67796,0.71089,p0101
1.0953,5.6789e-11,1.0218,0.65101,0.84684,p0102
0.83831,3.0906e-07,1.0432,0.7433,0.81724,p0103
0.92671,7.8719e-05,1.2303,0.52646,0.84507,p0104
0.93962,0.00028605,1.5221,0.74929,0.92486,p0105
0.89537,1.6263e-12,3.482,0.78897,1.045,p0106
0.85821,1.7552e-05,3.3603,0.48567,0.99612,p0107
1.1875,1.4201e-07,3.0122,0.48333,1.0152,p0108
1.1728,7.5377e-14,1.7533,0.4691,0.99691,p0109
1.1224,8.7296e-14,2.061,0.66621,1.0988,p0110
1.0262,2.522e-12,2.7874,0.63112,0.87202,p0111
1.0172,9.5047e-13,2.4439,0.42674,0.96676,p0112
0.94619,1.4459e-09,0.58143,0.76023,0.93111,p0113
1.0814,8.6541e-15,0.68292,0.69166,0.72091,p0114
1.0265,1.9153e-07,1.7737,0.42852,0.86764,p0115
1.0251,1.6987e-08,2.3212,0.73492,1.0487,p0116
1.0502,4.1408e-06,2.8407,0.47498,0.713,p0117
0.82501,3.1754e-11,3.1597,0.71973,0.92245,p0118
0.93051,1.4041e-13,0.99851,0.53594,0.83544,p0119
1.0525,3.9086e-12,2.7215,0.73943,1.0188,p0120
0.87236,6.2244e-11,1.9995,0.53433,0.86314,p0121
1.1812,2.2743e-07,1.3373,0.53273,0.74322,p0122
0.9544,7.0996e-15,3.3346,0.43165,0.88599,p0123
1.1752,6.2041e-06,1.502,0.73297,0.71471,p0124
0.9343,9.6849e-07,1.8301,0.67738,0.85042,p0125
1.0671,5.8871e-14,0.75605,0.79093,0.87458,p0126
1.049,1.0782e-13,1.9094,0.65652,0.9051,p0127
1.1791,1.1457e-13,1.6763,0.45642,1.0405,p0128
1.0797,1.5146e-08,2.3173,0.72116,1.0341,p0129
1.1823,2.432e-10,3.4565,0.64089,0.73059,p0130
0.88556,3.7737e-05,2.1572,0.43938,1.0381,p0131
0.98397,7.2869e-06,1.9595,0.73621,0.98725,p0132
1.0392,2.1546e-12,2.2382,0.44213,1.0681,p0133
1.0331,4.1191e-13,1.3298,0.4768,0.82582,p0134
0.91402,8.0731e-10,2.4111,0.6314,1.0084,p0135
0.91869,7.252e-12,2.9696,0.66838,0.87675,p0136
1.1241,2.3996e-10,2.7147,0.40589,0.735,p0137
1.0357,6.8433e-13,2.2207,0.43275,1.0201,p0138
0.83295,6.537e-08,0.97817,0.64424,0.80592,p0139
1.009,8.314e-10,2.4235,0.63351,0.83639,p0140
0.88716,4.6523e-07,2.1699,0.65277,0.89198,p0141
0.85709,2.9192e-11,2.0858,0.54266,0.9834,p0142
1.1845,6.3097e-08,2.0754,0.45244,0.75125,p0143
0.95045,8.2636e-08,2.0136,0.41632,0.90817,p0144
0.83486,2.262e-14,1.8042,0.77024,1.0735,p0145
0.95685,8.3134e-09,2.6635,0.42064,0.86907,p0146
1.186,4.3896e-14,2.2875,0.68608,0.71135,p0147
0.93235,1.2219e-12,2.1056,0.76901,0.71876,p0148
0.852,4.2828e-06,2.7328,0.48549,0.78394,p0149
0.87822,1.8016e-10,1.7042,0.41211,1.0165,p0150
1.0926,5.7859e-12,2.8649,0.6352,0.84957,p0151
1.0114,2.3349e-06,2.2071,0.55404,1.0931,p0152
1.1177,1.2241e-08,2.6043,0.74988,0.95779,p0153
0.87089,7.6351e-09,2.998,0.76868,1.0114,p0154
1.1284,1.068e-10,2.9444,0.67554,1.0058,p0155
1.0563,2.087e-07,1.9259,0.46519,0.85232,p0156
1.0391,5.2018e-15,3.2071,0.55776,0.79743,p0157
0.97346,1.0947e-09,3.2638,0.46996,1.0515,p0158
0.99545,1.2198e-14,1.9446,0.49961,0.99278,p0159
0.98129,1.3794e-14,0.91622,0.77138,1.0598,p0160
0.89243,2.1968e-12,2.4761,0.729,0.97882,p0161
0.99864,0.00048061,2.2819,0.51197,1.0618,p0162
1.195,5.9287e-06,0.66844,0.65486,0.82226,p0163
1.061,5.7613e-08,0.52189,0.72243,1.0422,p0164
0.84106,1.2735e-12,2.7574,0.49269,0.73404,p0165
1.0869,8.1554e-15,2.0091,0.6235,0.92087,p0166
0.86673,1.8208e-12,1.3026,0.40016,1.0669,p0167
1.0721,1.3045e-05,0.56444,0.4085,0.75213,p0168
0.99805,0.00015721,2.5634,0.46857,1.0544,p0169
0.98303,0.00011156,0.64373,0.62749,0.8929,p0170
0.9036,3.2298e-12,2.9281,0.64553,0.87867,p0171
0.84052,3.3178e-13,1.1864,0.70063,0.8542,p0172
1.1797,8.8312e-12,1.809,0.79444,0.94325,p0173
0.85473,5.1922e-06,1.56,0.52617,0.91681,p0174
0.96489,7.9124e-14,1.273,0.59874,1.0313,p0175
0.89184,1.2826e-05,2.8361,0.47212,0.70782,p0176
1.1278,1.7944e-11,0.86803,0.4607,0.99891,p0177
0.86953,5.6315e-15,2.0541,0.49151,1.0491,p0178
1.1172,2.4732e-06,2.8568,0.53492,0.91093,p0179
1.1009,8.7639e-15,2.5386,0.44738,0.82245,p0180
1.0167,9.917e-07,2.749,0.63826,0.74409,p0181
1.1593,2.3007e-08,2.8834,0.63562,0.88077,p0182
0.85906,1.0222e-05,2.5041,0.46739,1.0631,p0183
1.1487,2.7599e-06,2.2307,0.49874,0.97042,p0184
0.95325,6.8095e-08,3.4614,0.57596,0.94423,p0185
0.92282,1.0654e-08,1.3989,0.76592,1.0602,p0186
0.92464,7.2717e-15,1.9825,0.42723,0.70486,p0187
0.94056,1.1774e-05,0.7984,0.56585,0.75389,p0188
1.0039,1.6575e-13,0.73921,0.74286,0.72354,p0189
0.97395,3.0763e-08,2.3529,0.59362,0.94166,p0190
1.1515,4.6653e-14,0.66451,0.64746,0.9554,p0191
0.90061,9.3501e-09,3.2412,0.79996,0.89981,p0192
1.0222,1.0492e-09,0.54689,0.6066,0.97359,p0193
1.0843,1.042e-07,1.3915,0.65039,1.0726,p0194
0.97901,3.1655e-05,1.1271,0.41573,0.90757,p0195
1.1471,3.111e-12,1.2195,0.66219,0.74278,p0196
1.0874,7.3846e-13,3.0995,0.57651,0.70943,p0197
1.0616,2.8226e-11,3.2136,0.57244,0.83883,p0198
0.93835,1.6792e-09,2.3378,0.73709,0.7457,p0199
1.0975,7.0547e-14,0.77551,0.51955,0.88908,p0200
0.88792,3.2474e-10,2.9002,0.74593,0.80866,p0201
0.91007,2.7326e-13,3.4061,0.48015,0.75926,p0202
0.86637,1.0018e-08,2.5404,0.74556,0.98509,p0203
1.1854,7.466e-06,2.1955,0.5306,1.0227,p0204
1.0345,2.4938e-08,1.9508,0.64617,0.79775,p0205
0.80041,3.4442e-10,3.1243,0.45382,0.8496,p0206
1.0804,1.126e-06,2.5941,0.7523,0.99806,p0207
0.88237,5.2506e-10,1.8649,0.77688,0.89595,p0208
1.1027,6.2123e-13,2.1537,0.5997,0.85881,p0209
0.96985,2.5471e-05,3.0195,0.52181,0.90934,p0210
0.88286,1.5629e-12,1.8536,0.66103,1.0176,p0211
0.96019,3.8407e-06,0.83881,0.56495,0.93199,p0212
0.96237,4.6014e-11,2.3969,0.6495,0.82469,p0213
1.1102,5.2932e-06,2.6965,0.5631,0.96168,p0214
1.0369,2.3923e-09,2.9808,0.5504,1.0999,p0215
0.80747,8.7518e-06,3.2532,0.60013,0.97184,p0216
0.9847,2.5576e-09,2.4063,0.48105,1.0374,p0217
1.1495,3.3384e-11,0.90955,0.54368,0.72926,p0218
1.1725,1.1441e-08,1.3256,0.53966,1.0364,p0219
0.83012,1.3385e-06,3.2348,0.78079,1.0025,p0220
1.1683,6.5311e-05,2.5848,0.56003,0.70208,p0221
1.1167,1.3559e-10,3.0464,0.60971,0.77395,p0222
0.8624,2.1787e-05,1.5397,0.67165,0.83511,p0223
0.89685,9.2753e-08,1.7138,0.78359,0.88668,p0224
0.99254,0.00025116,0.74311,0.46599,0.87136,p0225
0.84331,1.9472e-13,2.6708,0.67659,0.71829,p0226
0.92348,5.2398e-13,2.5113,0.43498,1.0716,p0227
0.98894,2.8689e-10,2.8089,0.52795,0.75082,p0228
1.1064,1.3939e-10,2.6419,0.79859,0.70087,p0229
0.81813,5.9556e-10,2.5209,0.68385,1.0873,p0230
0.84605,2.6228e-11,2.3052,0.40665,0.79606,p0231
0.85633,1.3576e-11,2.9207,0.42366,0.79988,p0232
1.0754,9.0723e-10,3.3732,0.46322,0.70361,p0233
1.0589,7.7997e-07,0.55557,0.51311,0.90306,p0234
1.0307,1.1484e-12,1.7404,0.62692,0.87683,p0235
0.80498,5.6226e-07,1.2204,0.75284,0.8045,p0236
0.93644,7.5375e-07,1.53,0.51558,0.73252,p0237
1.0204,2.9451e-09,2.7814,0.61969,0.76164,p0238
0.99756,1.4084e-05,2.4862,0.70918,1.0008,p0239
1.001,5.4521e-15,1.3707,0.66909,1.0124,p0240
1.1935,0.00012693,0.95411,0.55671,0.90118,p0241
1.0606,1.7533e-08,0.51068,0.68317,0.76353,p0242
0.83672,4.3476e-10,1.46,0.44496,0.72284,p0243
0.87731,0.0001555,3.136,0.54526,1.0563,p0244
0.88,3.669e-07,1.288,0.51233,1.0391,p0245
0.87615,2.589e-06,1.764,0.44345,0.77702,p0246
0.91573,6.524e-06,1.0973,0.72967,0.97976,p0247
1.0631,4.1407e-11,0.81481,0.71669,0.94273,p0248
1.1311,4.9456e-07,2.9571,0.40405,1.0942,p0249
0.84728,1.3147e-10,3.4185,0.58789,0.98867,p0250
0.817,2.3333e-11,2.5648,0.52156,0.96064,p0251
1.1351,2.0808e-08,1.2371,0.63214,1.0222,p0252
1.0427,3.722e-13,3.3956,0.78703,1.0335,p0253
1.1881,1.9363e-11,0.78076,0.62233,1.0071,p0254
1.1806,7.4872e-11,2.3763,0.4389,1.0794,p0255
0.92836,8.9704e-13,2.9759,0.50946,0.89892,p0256
0.88818,1.3181e-07,0.93433,0.58236,0.80281,p0257
1.0908,9.494e-06,2.1352,0.44828,0.90379,p0258
1.013,1.9849e-09,0.56898,0.57014,1.0653,p0259
0.94259,9.595e-12,1.9757,0.75945,1.0842,p0260
1.1644,5.5682e-09,1.1498,0.46272,0.88105,p0261
0.94139,3.5206e-13,0.98022,0.77457,0.77972,p0262
0.94387,1.8246e-13,0.70981,0.703,0.85929,p0263
0.81167,5.441e-05,0.88212,0.61374,0.80513,p0264
0.97773,2.4447e-07,1.5537,0.51832,0.90052,p0265
0.82059,1.3515e-14,2.4319,0.61837,0.86579,p0266
1.1151,3.0108e-06,1.4307,0.7117,0.78193,p0267
0.80187,2.1492e-05,3.3987,0.71541,0.97393,p0268
1.1134,1.2282e-09,2.1398,0.56379,1.0766,p0269
0.87021,1.6211e-09,0.55085,0.70692,0.84824,p0270
1.0838,1.3556e-09,3.4708,0.66387,1.0284,p0271
0.85118,6.0975e-11,2.7554,0.75399,0.76741,p0272
1.1511,6.6928e-14,2.82,0.47685,0.76466,p0273
1.0543,9.5318e-11,1.5162,0.75461,0.75567,p0274
0.88585,9.0963e-08,2.7101,0.51752,0.70034,p0275
0.91234,8.2735e-06,3.0915,0.59596,0.78626,p0276
1.1969,5.1485e-05,1.8802,0.40219,0.81093,p0277
0.88349,1.7276e-10,0.62127,0.58101,0.93553,p0278
1.1436,1.7245e-11,1.5963,0.50365,0.92892,p0279
1.0531,2.4691e-11,2.4974,0.7321,1.0506,p0280
0.82706,2.0731e-13,0.69102,0.5615,0.77861,p0281
1.1541,8.4716e-05,1.6988,0.46453,0.93499,p0282
0.90894,1.9599e-12,1.8586,0.50846,0.89501,p0283
0.85426,4.7234e-08,2.3957,0.77261,0.80984,p0284
0.92516,0.00036485,2.3698,0.45191,0.84171,p0285
0.95768,2.9816e-06,1.0502,0.72345,0.71968,p0286
0.91046,0.00038383,0.75811,0.5283,0.88824,p0287
1.0342,4.7953e-05,2.3286,0.43032,0.80177,p0288
0.92729,2.7825e-14,3.1757,0.55328,0.85599,p0289
1.1018,4.4722e-10,1.1599,0.48822,0.7546,p0290
0.83192,2.1529e-07,2.6761,0.48685,1.0214,p0291
0.9077,0.00021212,2.2223,0.74665,0.88989,p0292
1.1079,1.4959e-12,1.3429,0.40734,0.92458,p0293
0.84229,9.562e-14,1.8441,0.41843,0.89601,p0294
0.91642,3.6971e-11,2.0035,0.61596,0.89208,p0295
1.1748,3.286e-06,1.599,0.76323,0.94785,p0296
1.1956,7.1592e-07,2.7424,0.51637,0.90652,p0297
0.82399,2.5373e-14,2.6444,0.61259,0.77131,p0298
1.1236,5.3758e-13,1.8756,0.47378,0.8035,p0299
0.94514,7.308e-10,0.78387,0.61901,0.77004,p0300
0.80934,3.4944e-14,2.7029,0.50422,1.0048,p0301
0.84481,3.5059e-08,3.0287,0.43297,0.7667,p0302
0.93152,9.057e-05,2.8036,0.64332,1.0351,p0303
0.94409,3.0057e-13,1.3798,0.59069,0.83382,p0304
0.83119,3.9739e-11,3.0201,0.52368,0.91361,p0305
1.0362,3.7687e-08,2.9616,0.41308,1.0198,p0306
0.93585,8.2049e-14,3.0512,0.67359,1.0788,p0307
1.038,1.4321e-08,0.82322,0.68113,1.0922,p0308
0.86051,9.2463e-15,2.8309,0.46104,0.71371,p0309
1.1766,8.8981e-11,2.7733,0.61109,1.0707,p0310
1.1343,1.4936e-10,2.6542,0.69853,0.92972,p0311
1.0412,1.1293e-07,0.61153,0.79839,0.98476,p0312
1.0713,6.4896e-12,2.7779,0.75105,1.0896,p0313
1.0456,9.7073e-15,1.8736,0.73092,0.78833,p0314
0.84242,1.4689e-07,2.3841,0.52255,0.92332,p0315
1.0314,5.378e-14,1.0758,0.41699,0.8665,p0316
1.15,1.1537e-14,0.83151,0.45487,0.79517,p0317
0.93888,6.3751e-10,1.7115,0.54233,0.89684,p0318
1.1908,3.5492e-05,0.63555,0.75647,0.74669,p0319
1.156,1.9126e-10,3.4392,0.51846,1.0521,p0320
1.0442,9.2977e-12,3.0729,0.42276,0.72595,p0321
1.0944,2.0037e-14,2.3625,0.53813,0.75302,p0322
0.8395,4.2806e-12,0.51577,0.50749,0.9576,p0323
0.93302,3.25e-14,2.4601,0.6579,0.75837,p0324
0.84819,2.4005e-14,0.81107,0.62442,0.8839,p0325
1.0596,1.0383e-14,1.5075,0.67985,0.96878,p0326
1.0829,1.1688e-13,3.0814,0.75593,0.70242,p0327
1.1396,1.4173e-13,0.76581,0.6482,0.8636,p0328
0.91458,5.7161e-13,0.90313,0.53011,0.95396,p0329
0.84441,1.2206e-06,3.4924,0.75714,0.95869,p0330
0.92591,4.8874e-14,3.2931,0.60085,0.94003,p0331
0.95427,2.8795e-09,2.1267,0.74142,0.7332,p0332
1.1679,5.0071e-12,1.4779,0.47822,0.72836,p0333
1.1303,1.0241e-13,3.4456,0.54827,1.0531,p0334
1.0991,6.8899e-06,1.9549,0.44292,0.83093,p0335
1.1602,1.0812e-07,0.70366,0.58604,1.0851,p0336
0.90246,1.1101e-05,1.0625,0.44471,0.85353,p0337
1.1639,2.7275e-12,1.2836,0.47535,0.79012,p0338
0.99371,1.3835e-12,2.4713,0.68687,0.96289,p0339
1.0481,3.4622e-09,3.3625,0.69333,0.76515,p0340
0.87351,5.9391e-07,2.8103,0.70962,0.90435,p0341
0.81913,3.2871e-14,2.0487,0.59233,0.99301,p0342
0.85213,8.4649e-11,1.6108,0.42561,0.76844,p0343
0.97953,3.5189e-11,2.9908,0.44001,0.83932,p0344
0.89821,4.0146e-08,0.85235,0.43071,0.77203,p0345
0.81508,1.9545e-07,3.3009,0.6955,0.80679,p0346
0.89986,1.5247e-07,2.8793,0.72748,1.0945,p0347
1.1357,3.6954e-13,0.86036,0.60372,0.82873,p0348
0.84649,1.1848e-10,1.0236,0.47334,0.81777,p0349
1.1627,1.447e-05,1.4134,0.45093,0.82016,p0350
1.0692,5.2748e-12,1.1818,0.76299,0.98176,p0351
0.81581,2.121e-11,1.3673,0.50976,0.95646,p0352
1.1995,6.3162e-12,3.4108,0.66536,1.0355,p0353
0.87418,5.2864e-11,1.5643,0.77662,0.73687,p0354
1.1087,1.9319e-06,1.6293,0.42897,1.0143,p0355
0.86821,1.138e-11,1.8198,0.79688,0.87523,p0356
0.95964,2.4458e-14,3.1505,0.65932,0.75758,p0357
0.89085,3.9827e-10,0.54082,0.78289,0.87968,p0358
0.88082,3.2948e-05,0.65966,0.73808,0.95,p0359
1.1713,0.00033193,3.3407,0.5904,0.92198,p0360
0.90221,7.8458e-12,2.2919,0.59807,0.9198,p0361
1.1705,4.5474e-12,3.4312,0.70405,0.9901,p0362
1.029,1.1913e-06,3.2438,0.50264,0.86868,p0363
1.03,2.7446e-13,1.3566,0.62879,0.91855,p0364
1.1769,4.9012e-13,0.89257,0.71893,0.77114,p0365
1.002,0.00022993,2.25,0.58534,0.81992,p0366
1.1583,1.7914e-06,1.0565,0.55912,0.94555,p0367
1.1867,3.0016e-14,1.315,0.69728,0.7203,p0368
0.89679,8.3848e-12,2.0939,0.54663,0.82156,p0369
1.0179,1.2801e-08,0.94781,0.76781,0.85516,p0370
1.169,4.8781e-10,1.5334,0.45917,0.80045,p0371
1.0881,6.0344e-08,1.4953,0.72608,0.78641,p0372
0.9009,8.1437e-06,1.5806,0.54073,0.74095,p0373
1.0982,4.9629e-11,2.2158,0.45835,0.89397,p0374
1.159,2.407e-08,2.5273,0.52014,0.7299,p0375
1.146,1.8728e-05,2.5038,0.52509,0.81906,p0376
0.86326,5.8247e-05,1.622,0.46201,0.98092,p0377
1.1153,7.1049e-11,2.0289,0.51106,0.70574,p0378
0.80262,9.0095e-07,1.8406,0.64185,0.71025,p0379
0.93701,2.2758e-06,1.0042,0.63623,0.92756,p0380
1.0677,3.2856e-08,2.0391,0.45756,0.81479,p0381
1.1962,1.45e-14,1.2565,0.55542,0.85686,p0382
0.89008,2.1349e-10,2.6128,0.68855,0.93787,p0383
0.90664,1.8012e-05,2.1235,0.49467,0.93296,p0384
0.92973,3.2551e-09,3.0796,0.57393,0.81221,p0385
0.96112,8.2196e-08,0.8276,0.60289,0.93912,p0386
0.91302,1.1775e-11,3.3135,0.57507,1.0903,p0387
0.82136,1.19e-07,3.2573,0.57957,1.0278,p0388
1.1426,5.1023e-05,1.7705,0.74441,1.0978,p0389
1.1783,1.8454e-09,1.6911,0.62948,1.0783,p0390
0.9213,1.2779e-13,2.1675,0.72021,0.7777,p0391
0.99319,2.3162e-05,0.53226,0.75782,0.78795,p0392
1.1264,1.2891e-06,2.0194,0.67916,0.77318,p0393
0.8032,6.1003e-09,2.8935,0.47934,0.88205,p0394
1.1658,4.0264e-06,1.2045,0.72408,0.78292,p0395
1.1672,2.1845e-09,1.8346,0.54148,1.029,p0396
0.95659,4.0647e-08,3.0371,0.4032,0.80753,p0397
1.1047,8.3116e-11,2.681,0.79547,0.96344,p0398
0.87477,1.1011e-11,1.6343,0.40921,1.0589,p0399
1.1367,5.5265e-06,1.7969,0.62053,0.76952,p0400
0.9631,0.0002112,0.80169,0.76409,0.99418,p0401
0.90608,4.447e-05,2.9334,0.77973,0.93603,p0402
1.1292,1.4415e-06,0.84595,0.57765,0.91484,p0403
1.1332,1.2659e-14,1.9348,0.67441,0.83802,p0404
0.95878,2.8494e-07,0.92074,0.79277,0.84461,p0405
0.97756,2.2679e-10,1.2656,0.61154,0.85147,p0406
0.92898,1.6e-05,2.8983,0.65131,0.93752,p0407
0.87531,2.2582e-09,2.4145,0.73881,0.98651,p0408
1.0044,2.591e-08,1.4812,0.52466,0.85632,p0409
1.0195,7.3164e-08,3.4945,0.58399,0.96619,p0410
1.0997,2.5076e-11,1.4718,0.65556,1.0741,p0411
1.0405,9.4713e-05,2.6284,0.68418,0.79583,p0412
1.1652,3.9998e-13,2.0329,0.53614,1.0327,p0413
1.0705,0.00013956,1.9896,0.68044,1.0634,p0414
1.0849,8.6952e-05,1.0334,0.76232,1.0571,p0415
1.1117,3.5253e-06,1.1124,0.79439,0.95995,p0416
1.0732,0.00023588,1.4394,0.48907,0.89805,p0417
0.8133,2.1324e-06,3.0967,0.59121,0.91654,p0418
1.0786,1.5662e-09,0.59723,0.74035,0.97761,p0419
0.90836,1.5508e-06,3.0615,0.70522,0.94893,p0420
0.86513,1.924e-08,1.9197,0.467,0.79066,p0421
1.0657,4.3032e-05,2.1788,0.74208,1.0828,p0422
1.1548,9.0339e-10,1.8924,0.50581,0.99939,p0423
0.94657,4.313e-08,1.0699,0.50669,0.83714,p0424
0.81006,5.6661e-10,3.4804,0.68902,0.86051,p0425
1.0229,0.00010767,1.4075,0.6369,1.0552,p0426
0.85324,2.8826e-05,2.0976,0.56662,0.88503,p0427
1.0944,1.1274e-09,2.648,0.69061,0.92828,p0428
1.1199,1.1092e-10,2.2674,0.42151,0.7456,p0429
1.1536,1.8176e-08,1.9131,0.71049,0.81374,p0430
1.0466,7.6231e-10,3.2691,0.5489,0.72709,p0431
1.0436,3.6403e-14,3.4675,0.7962,1.0233,p0432
1.0515,1.6404e-11,1.254,0.43713,0.77443,p0433
0.83863,0.00019982,0.88869,0.78585,0.82994,p0434
0.95035,7.4484e-08,2.8585,0.48761,0.86972,p0435
0.89397,1.107e-08,1.6515,0.49548,0.97724,p0436
0.8678,1.0041e-10,1.239,0.62974,0.81138,p0437
0.81958,1.9394e-14,2.2449,0.43654,1.0887,p0438
1.1112,6.7319e-15,3.225,0.49437,0.92669,p0439
1,2.1895e-08,0.52502,0.7485,0.99538,p0440
