wind_speed,swr,a_seiche,par_id
1.0444,1.1174,0.2175,p0107
1.1774,1.0271,0.26548,p0108
1.1946,1.1069,0.2702,p0109
1.0898,1.1566,0.2131,p0110
0.93991,1.0175,0.19313,p0111
1.1644,1.0466,0.038882,p0112
0.90244,1.0725,0.10255,p0113
0.90656,0.83242,0.067473,p0114
0.80161,1.1854,0.20295,p0115
1.187,0.85045,0.10126,p0116
0.9513,0.92889,0.24375,p0117
0.83924,1.1839,0.19596,p0118
1.1646,0.97977,0.19518,p0119
0.87698,0.90366,0.0053672,p0120
0.94223,0.85614,0.21117,p0121
0.81501,0.91297,0.17273,p0122
1.1834,0.96446,0.27703,p0123
0.88077,0.89826,0.02121,p0124
0.89769,0.98357,0.23268,p0125
0.84691,0.89669,0.23687,p0126
1.0555,1.108,0.13656,p0127
0.89834,1.1012,0.28402,p0128
0.8669,0.99256,0.044883,p0129
0.8551,1.1374,0.11146,p0130
1.0201,0.91592,0.25024,p0131
0.91422,1.0219,0.14193,p0132
0.80256,1.1507,0.29825,p0133
0.81453,0.9042,0.13245,p0134
1.0173,0.8351,0.2964,p0135
0.9764,1.1579,0.20653,p0136
1.146,1.1677,0.093253,p0137
0.92459,0.84124,0.092077,p0138
1.1655,0.93439,0.023562,p0139
1.0781,0.86846,0.035317,p0140
1.0989,1.1273,0.0066109,p0141
0.92857,0.88624,0.10569,p0142
0.84109,1.0358,0.013289,p0143
1.0932,1.1787,0.074775,p0144
1.1428,1.0995,0.2727,p0145
1.1981,0.85587,0.0039429,p0146
0.82594,0.94543,0.092415,p0147
0.83341,1.1895,0.048322,p0148
0.97208,0.81699,0.2573,p0149
1.1535,1.0047,0.14382,p0150
1.0405,0.83668,0.0080038,p0151
1.0413,0.95272,0.20746,p0152
0.88491,1.0174,0.033839,p0153
0.85729,1.1697,0.29936,p0154
0.91303,1.0895,0.029765,p0155
1.1998,1.1545,0.046375,p0156
1.0315,0.85357,0.17288,p0157
0.97383,0.90005,0.044197,p0158
0.85623,1.0429,0.18724,p0159
0.91336,0.83953,0.010218,p0160
0.97444,0.81814,0.23441,p0161
0.93462,0.92327,0.12716,p0162
1.1817,0.80779,0.035752,p0163
0.82898,1.0007,0.099501,p0164
0.99659,0.92046,0.29994,p0165
1.0525,1.121,0.030188,p0166
1.1163,0.88443,0.095162,p0167
0.98595,1.0161,0.097392,p0168
0.83382,0.90931,0.14252,p0169
0.94251,0.81314,0.064731,p0170
1.1964,0.90072,0.076134,p0171
0.97239,0.99859,0.29276,p0172
1.1088,1.1277,0.29369,p0173
0.95153,1.1803,0.16662,p0174
1.09,0.85849,0.17247,p0175
1.0244,1.0484,0.16302,p0176
0.93793,0.88112,0.21014,p0177
1.1902,1.0451,0.24306,p0178
1.0909,1.0205,0.015093,p0179
1.0832,1.0526,0.28173,p0180
1.1538,0.93901,0.25664,p0181
0.96956,1.1503,0.20094,p0182
1.1226,0.83737,0.2577,p0183
0.88692,0.84195,0.020527,p0184
0.90333,0.99416,0.13724,p0185
0.86489,1.0522,0.16773,p0186
0.80504,0.98679,0.22809,p0187
0.80963,0.83365,0.083284,p0188
1.1679,1.1858,0.28817,p0189
1.0334,0.90513,0.10594,p0190
1.1695,0.88241,0.25183,p0191
0.82436,1.0924,0.068965,p0192
0.91814,0.85711,0.013099,p0193
0.83719,1.0121,0.045975,p0194
0.92539,1.0141,0.062459,p0195
0.80446,1.0884,0.14536,p0196
1.1436,1.0511,0.036805,p0197
0.89481,0.91291,0.076397,p0198
1.1363,1.1005,0.14169,p0199
1.1978,0.9227,0.25834,p0200
1.1271,0.82024,0.14002,p0201
0.87926,0.90529,0.042983,p0202
1.0519,1.1229,0.11168,p0203
1.0237,0.91315,0.0034466,p0204
0.88243,1.0289,0.28636,p0205
1.0107,0.84869,0.018643,p0206
0.8757,1.0089,0.098574,p0207
1.1204,0.84292,0.064472,p0208
0.90743,1.0693,0.13578,p0209
0.84462,1.1649,0.091007,p0210
1.0565,0.90411,0.1925,p0211
1.0758,0.88274,0.067083,p0212
1.1148,0.85022,0.13591,p0213
0.93819,1.185,0.11256,p0214
1.0678,1.1158,0.083676,p0215
0.8352,0.99777,0.025505,p0216
1.1555,1.0596,0.089674,p0217
1.1299,0.86747,0.25502,p0218
0.8209,0.97521,0.24477,p0219
0.80407,1.1267,0.11347,p0220
1.0876,1.1614,0.15185,p0221
1.0176,0.9604,0.12097,p0222
0.91671,0.89994,0.2357,p0223
1.0264,0.84994,0.15009,p0224
0.83112,1.1946,0.2484,p0225
1.0507,0.8884,0.1053,p0226
1.1433,1.0063,0.048069,p0227
1.0583,1.1749,0.23057,p0228
1.1398,1.1496,0.2006,p0229
1.0468,1.1845,0.12089,p0230
1.0018,1.137,0.20235,p0231
0.81792,0.96973,0.086452,p0232
0.9413,1.1379,0.015551,p0233
0.95112,1.1366,0.14766,p0234
0.8272,0.91215,0.037761,p0235
0.83964,1.1638,0.05627,p0236
1.0754,0.83231,0.26946,p0237
0.835,1.1364,0.055189,p0238
1.0598,0.83393,0.086014,p0239
0.91141,1.1195,0.29013,p0240
0.86323,1.1109,0.12901,p0241
0.83211,0.81201,0.11759,p0242
1.0214,1.0502,0.2404,p0243
1.0427,0.95202,0.11635,p0244
1.1344,0.82396,0.26222,p0245
1.1764,0.98534,0.26606,p0246
0.87588,0.88747,0.0056891,p0247
0.89328,0.81439,0.065814,p0248
1.1725,0.97922,0.24897,p0249
1.1672,1.089,0.093926,p0250
1.0097,0.87772,0.14621,p0251
0.95475,1.0558,0.15863,p0252
0.93091,0.9225,0.075,p0253
1.0966,0.94506,0.2058,p0254
0.838,0.9603,0.041024,p0255
0.8731,1.062,0.05596,p0256
0.93627,0.85692,0.068295,p0257
1.1557,0.87103,0.25037,p0258
1.139,0.80166,0.27795,p0259
1.0227,0.85302,0.092745,p0260
1.0561,1.0236,0.27304,p0261
1.1992,1.1049,0.15226,p0262
0.81899,0.80892,0.25266,p0263
0.80725,0.86827,0.26664,p0264
1.0171,1.1101,0.05466,p0265
1.1965,0.80111,0.24418,p0266
1.0251,0.80423,0.091315,p0267
1.0629,1.1645,0.1866,p0268
0.82581,1.1204,0.10242,p0269
0.85341,1.0738,0.012721,p0270
1.0689,0.87975,0.27694,p0271
1.0289,0.87076,0.229,p0272
1.1912,1.0097,0.24963,p0273
1.05,1.1189,0.21123,p0274
1.1861,1.0049,0.21095,p0275
1.056,0.97855,0.11503,p0276
1.0003,0.96155,0.2729,p0277
1.0486,0.80836,0.050796,p0278
1.1163,1.1067,0.13557,p0279
0.82856,1.1316,0.23966,p0280
1.1089,1.1705,0.077841,p0281
0.80934,1.0459,0.078562,p0282
1.1052,1.0656,0.23224,p0283
1.1718,1.148,0.011782,p0284
0.97926,1.0782,0.12014,p0285
0.8885,0.96505,0.067299,p0286
1.1885,0.96564,0.078234,p0287
1.1166,1.1892,0.050745,p0288
1.0055,0.93235,0.19015,p0289
1.1185,1.085,0.13516,p0290
0.9156,1.1849,0.27833,p0291
0.88314,0.91836,0.22641,p0292
0.85477,1.1441,0.16727,p0293
0.84287,0.9046,0.20753,p0294
0.97331,1.1772,0.088408,p0295
1.1771,0.80879,0.15308,p0296
0.85835,1.084,0.095042,p0297
0.89807,1.0385,0.18703,p0298
0.92031,1.0807,0.27514,p0299
0.85297,1.028,0.021999,p0300
1.1095,1.0343,0.11224,p0301
0.80202,1.1883,0.18142,p0302
1.1355,1.0661,0.23068,p0303
1.1253,1.0043,0.28834,p0304
0.99565,1.0432,0.053399,p0305
0.89816,0.86113,0.058291,p0306
1.0971,0.85146,0.15817,p0307
0.99435,0.9808,0.15172,p0308
0.93484,0.90863,0.10404,p0309
1.0285,0.94868,0.036624,p0310
1.1598,0.8379,0.19571,p0311
0.86758,1.1496,0.0011385,p0312
0.8719,1.1644,0.23751,p0313
0.90009,1.1917,0.25638,p0314
0.85221,0.90234,0.21882,p0315
1.1572,1.1417,0.064803,p0316
0.95668,0.83947,0.092858,p0317
1.0711,1.1132,0.051595,p0318
0.82926,0.86497,0.2984,p0319
1.1701,1.056,0.0081142,p0320
0.92303,1.1075,0.13978,p0321
0.93742,1.0663,0.17823,p0322
0.86913,1.0958,0.083563,p0323
0.92902,1.1083,0.10273,p0324
1.0091,0.90087,0.019919,p0325
0.88795,0.99197,0.057333,p0326
1.0975,1.0201,0.019077,p0327
0.92036,1.1466,0.27107,p0328
0.92145,1.0241,0.1955,p0329
1.1584,1.1113,0.069892,p0330
1.0357,0.86357,0.025632,p0331
1.0617,1.0266,0.021936,p0332
0.9059,1.0364,0.23903,p0333
1.1379,0.88863,0.23668,p0334
1.1614,0.99378,0.28904,p0335
1.1068,0.88998,0.29191,p0336
0.85437,1.0767,0.09092,p0337
0.89581,0.84596,0.15479,p0338
1.0379,1.1729,0.26174,p0339
0.98612,0.89253,0.23857,p0340
1.1074,1.1219,0.1097,p0341
0.8166,0.80264,0.019401,p0342
0.80959,1.0665,0.065892,p0343
1.1686,0.97147,0.14159,p0344
0.91087,0.84695,0.2291,p0345
1.0568,0.82054,0.11001,p0346
0.87494,1.0444,0.2083,p0347
1.1735,1.0393,0.075189,p0348
0.98037,0.90436,0.17533,p0349
1.0232,0.97716,0.031147,p0350
1.0253,0.92906,0.043769,p0351
0.85663,1.0065,0.23653,p0352
0.80668,0.89654,0.2941,p0353
1.036,0.99891,0.082384,p0354
1.1481,0.96635,0.096368,p0355
1.0016,1.1818,0.11441,p0356
0.82175,1.0727,0.18196,p0357
0.99926,1.0868,0.26184,p0358
0.85981,1.1569,0.18065,p0359
0.92749,0.80531,0.28562,p0360
1.0079,1.1756,0.10206,p0361
0.84905,1.0189,0.021786,p0362
0.90909,1.145,0.11043,p0363
1.1244,0.80448,0.076273,p0364
1.1171,1.1023,0.12539,p0365
0.81982,1.0225,0.24511,p0366
1.1177,1.195,0.023163,p0367
1.1187,0.84285,0.0018774,p0368
1.0871,1.0234,0.20332,p0369
1.0961,0.93797,0.05191,p0370
0.98459,1.0437,0.035493,p0371
0.92608,0.82283,0.0071096,p0372
1.0351,0.82636,0.023089,p0373
1.0192,0.95199,0.19208,p0374
0.89208,0.84464,0.23108,p0375
0.83919,0.92401,0.28208,p0376
0.80763,1.0585,0.0058063,p0377
0.80343,0.89525,0.16978,p0378
0.90022,1.193,0.21963,p0379
0.84176,0.89737,0.20665,p0380
1.0627,1.1648,0.030347,p0381
1.1281,0.85456,0.16631,p0382
0.96437,1.1165,0.063836,p0383
1.0565,0.88141,0.14928,p0384
0.91211,1.051,0.014728,p0385
1.1621,1.0805,0.14677,p0386
0.97313,1.0207,0.2398,p0387
0.80327,0.97359,0.24218,p0388
1.0419,1.1208,0.129,p0389
1.0502,1.0616,0.0078182,p0390
1.0624,0.8013,0.21279,p0391
1.182,0.93914,0.2044,p0392
0.98361,0.82831,0.070751,p0393
0.81734,0.82922,0.20902,p0394
1.1544,1.1976,0.08708,p0395
1.1512,0.8942,0.28765,p0396
0.96728,1.1774,0.085605,p0397
0.82375,0.97241,0.2305,p0398
1.0533,0.86014,0.2073,p0399
1.1776,1.1003,0.13501,p0400
1.034,0.94059,0.046231,p0401
1.0282,1.1633,0.15066,p0402
0.85933,0.80959,0.072178,p0403
0.9501,1.0595,0.25823,p0404
0.94001,1.0666,0.11512,p0405
1.1348,1.1486,0.2611,p0406
0.89467,0.92979,0.019257,p0407
1.1813,0.86395,0.18274,p0408
0.89667,0.91531,0.034233,p0409
1.029,0.89449,0.22319,p0410
1.0623,0.93546,0.12431,p0411
0.93676,1.0275,0.15012,p0412
1.0798,1.171,0.28526,p0413
0.90786,0.97202,0.13776,p0414
1.0368,1.1425,0.24675,p0415
0.90545,0.87167,0.2151,p0416
1.1464,1.1414,0.12255,p0417
1.1207,1.1136,0.08687,p0418
0.84214,0.87388,0.098916,p0419
0.89744,0.98024,0.22871,p0420
1.0259,0.83389,0.0059981,p0421
1.1255,0.8746,0.18144,p0422
0.83277,0.96744,0.28577,p0423
1.0936,1.1532,0.14666,p0424
0.81187,0.96085,0.079479,p0425
1.1887,0.87789,0.19147,p0426
1.0222,0.94987,0.098304,p0427
1.0879,1.1852,0.12269,p0428
0.99894,1.1608,0.050023,p0429
1.0746,0.86226,0.23477,p0430
1.0335,1.1222,0.097683,p0431
1.0536,1.1312,0.17961,p0432
0.85784,1.0631,0.056874,p0433
0.84349,1.142,0.053771,p0434
0.92927,0.92859,0.13495,p0435
0.86309,1.0347,0.018884,p0436
1.0218,1.0259,0.050084,p0437
1.094,0.91369,0.23005,p0438
0.83037,1.1823,0.27785,p0439
1.1697,0.8568,0.047815,p0440
1.0864,1.0949,0.2065,p0441
0.9585,1.1523,0.13416,p0442
1.0723,0.81732,0.041568,p0443
0.88385,1.1966,0.16545,p0444
1.1265,0.93845,0.092282,p0445
0.85713,1.0902,0.19732,p0446
0.90817,0.95788,0.060971,p0447
0.94889,1.143,0.0025739,p0448
0.95556,1.0212,0.26432,p0449
1.1667,0.88962,0.034692,p0450
0.96363,1.0797,0.0063271,p0451
1.0812,1.1148,0.18479,p0452
1.1706,0.91397,0.18075,p0453
0.90299,1.0623,0.085701,p0454
0.94782,1.1625,0.28935,p0455
0.81759,0.99533,0.24622,p0456
1.067,0.92161,0.090555,p0457
0.95076,0.93773,0.20996,p0458
0.98656,1.0015,0.075884,p0459
0.81114,1.1693,0.21579,p0460
0.84074,0.94782,0.055397,p0461
1.1189,0.85509,0.043958,p0462
0.94106,0.94796,0.29765,p0463
1.0571,0.96174,0.074104,p0464
0.88926,1.1143,0.1007,p0465
0.95507,0.879,0.078394,p0466
1.0608,1.1468,0.10085,p0467
1.018,0.98509,0.24392,p0468
1.1416,1.0619,0.24248,p0469
1.0147,1.17,0.22105,p0470
1.0082,0.96458,0.22127,p0471
1.1096,1.0114,0.18935,p0472
0.83585,0.83023,0.12339,p0473
1.1766,0.81774,0.20065,p0474
1.1145,0.99314,0.23516,p0475
0.86029,0.89067,0.28247,p0476
0.96963,0.87069,0.15942,p0477
1.1608,1.1213,0.11323,p0478
1.1252,1.0204,0.17295,p0479
1.0814,1.0905,0.061424,p0480
1.0035,1.1025,0.016081,p0481
0.9185,0.8615,0.13924,p0482
0.8628,0.84079,0.080972,p0483
1.1292,1.0317,0.14486,p0484
0.96036,1.0482,0.081837,p0485
1.0296,0.8632,0.16518,p0486
1.1995,1.1258,0.12318,p0487
0.85076,0.91167,0.2568,p0488
1.1351,1.1989,0.19002,p0489
1.0362,1.0033,0.042894,p0490
1.0186,0.89863,0.21397,p0491
0.88619,0.9248,0.13351,p0492
1.1759,0.8668,0.0029261,p0493
0.83899,0.8763,0.23182,p0494
0.8617,0.96731,0.026144,p0495
0.80794,1.101,0.1389,p0496
0.84565,0.82488,0.16417,p0497
0.81811,1.07,0.2725,p0498
1.1804,0.92023,0.064569,p0499
0.87421,1.1735,0.21368,p0500
1.1761,0.82381,0.22667,p0501
1.1307,1.1091,0.022764,p0502
0.97105,0.92602,0.13336,p0503
0.94514,0.80519,0.18003,p0504
1.1285,0.86106,0.28848,p0505
0.86962,1.0229,0.21172,p0506
1.0457,1.0607,0.19354,p0507
1.0011,0.88611,0.13401,p0508
1.1114,0.84759,0.031903,p0509
1.1055,0.97642,0.28339,p0510
1.021,0.97506,0.017061,p0511
0.86237,1.0069,0.027039,p0512
0.82098,1.0435,0.28952,p0513
1.0261,0.82723,0.10218,p0514
1.0634,0.83028,0.13488,p0515
0.97052,1.0366,0.077628,p0516
0.99942,1.1411,0.16216,p0517
0.88844,1.0186,0.24315,p0518
0.80641,0.81982,0.07309,p0519
0.97302,1.1995,0.17662,p0520
0.84194,1.003,0.1197,p0521
0.98249,0.98743,0.064106,p0522
0.91467,1.0053,0.1795,p0523
0.9991,0.90182,0.069639,p0524
0.86091,1.1483,0.060222,p0525
0.89948,1.1999,0.17236,p0526
0.86932,1.1941,0.24503,p0527
1.1146,1.1307,0.16387,p0528
0.83251,0.81266,0.089016,p0529
1.0938,1.1326,0.21649,p0530
1.1131,1.0577,0.21268,p0531
1.1985,0.86328,0.15878,p0532
1.1842,1.1716,0.094876,p0533
1.0716,0.98265,0.21386,p0534
1.0999,1.0948,0.011582,p0535
0.86455,0.89025,0.15722,p0536
1.1821,0.98397,0.054236,p0537
1.1916,1.1643,0.15977,p0538
0.90417,0.89329,0.29742,p0539
0.91938,1.0115,0.18943,p0540
1.1489,0.95962,0.25223,p0541
1.0058,0.86132,0.021703,p0542
0.87527,0.85866,0.035573,p0543
1.0943,1.1455,0.1267,p0544
1.1901,0.96221,0.12693,p0545
0.98261,0.92436,0.25133,p0546
0.80177,0.95377,0.05359,p0547
0.9466,0.92703,0.1125,p0548
0.87373,0.90658,0.077359,p0549
0.86908,1.1288,0.085334,p0550
0.81676,1.11,0.13264,p0551
0.88108,1.0764,0.1851,p0552
1.1567,1.001,0.19389,p0553
1.013,0.88819,0.1286,p0554
1.1216,1.1784,0.26159,p0555
1.0109,1.1584,0.24527,p0556
1.0111,1.1512,0.028237,p0557
1.1247,0.97075,0.2524,p0558
0.96271,0.80194,0.17431,p0559
0.88165,0.9902,0.009768,p0560
0.84863,0.88036,0.27611,p0561
1.1563,1.1542,0.027879,p0562
1.0148,1.0965,0.21647,p0563
1.0472,0.92307,0.11103,p0564
1.1905,0.93816,0.099736,p0565
0.99876,0.96277,0.074557,p0566
0.99694,1.1428,0.29035,p0567
1.1224,1.148,0.17466,p0568
1.1528,1.0674,0.25968,p0569
0.82737,1.068,0.21532,p0570
1.1424,0.81935,0.032375,p0571
1.0986,0.93973,0.26593,p0572
0.97534,1.0178,0.23432,p0573
1.154,1.0404,0.16028,p0574
0.87948,1.1283,0.10032,p0575
0.95145,0.95914,0.16747,p0576
1.0061,1.0964,0.045238,p0577
1.1999,1.0638,0.18307,p0578
1.1411,1.1509,0.0014642,p0579
1.132,0.91897,0.096851,p0580
0.85068,0.90763,0.15531,p0581
0.99004,1.0352,0.26877,p0582
0.92192,1.1528,0.28909,p0583
0.98327,0.86888,0.20541,p0584
0.96471,0.95535,0.10915,p0585
1.1993,0.97129,0.19657,p0586
0.87455,0.8499,0.25449,p0587
0.86987,0.91744,0.28671,p0588
0.84714,0.98579,0.12963,p0589
0.98027,0.94481,0.018573,p0590
0.99171,0.90116,0.17217,p0591
0.9812,0.89555,0.088527,p0592
1.0839,0.8634,0.28004,p0593
0.86079,0.87757,0.27378,p0594
1.0411,0.87046,0.2966,p0595
0.99745,1.0489,0.0055726,p0596
0.94617,1.1944,0.25001,p0597
0.82119,1.1307,0.12161,p0598
1.0087,1.19,0.18666,p0599
0.96864,1.133,0.082144,p0600
1.1169,0.92737,0.046802,p0601
0.8639,0.93825,0.24201,p0602
0.98485,1.1063,0.045114,p0603
1.1864,1.1791,0.23128,p0604
0.9441,1.0295,0.17864,p0605
1.1372,1.0128,0.016202,p0606
0.97879,1.0319,0.038188,p0607
0.98911,0.99232,0.081605,p0608
0.86053,1.0336,0.0062021,p0609
0.90464,0.84729,0.15109,p0610
1.1575,1.063,0.26827,p0611
1.0619,0.88504,0.0007907,p0612
0.84808,1.1564,0.24294,p0613
0.99401,0.94514,0.062368,p0614
1.1767,0.84109,0.074414,p0615
0.82273,0.98899,0.26808,p0616
1.1094,1.0754,0.027334,p0617
1.0136,1.069,0.18676,p0618
1.0525,0.88791,0.2852,p0619
1.0648,1.1732,0.24982,p0620
0.89726,1.0906,0.23912,p0621
1.0504,1.0841,0.27718,p0622
1.0721,1.054,0.17036,p0623
1.152,0.96101,0.18448,p0624
1.06,1.12,0.068185,p0625
1.0603,1.0832,0.0065268,p0626
1.0487,1.1339,0.21834,p0627
0.86892,1.0339,0.2085,p0628
0.82238,0.87248,0.12631,p0629
0.993,1.0904,0.063991,p0630
0.99506,0.82457,0.17156,p0631
0.88456,1.0431,0.016631,p0632
1.0644,0.85741,0.016039,p0633
1.0421,0.80484,0.16075,p0634
0.98655,1.1591,0.19812,p0635
0.84143,0.97551,0.27181,p0636
0.81922,0.90508,0.063706,p0637
0.87669,0.91608,0.29616,p0638
1.0028,1.0564,0.22344,p0639
0.80031,0.81782,0.28799,p0640
0.97764,1.0388,0.29459,p0641
1.079,0.86038,0.28408,p0642
1.1256,1.1041,0.23218,p0643
0.96981,1.1256,0.29317,p0644
1.1673,1.1014,0.22236,p0645
0.97267,0.94205,0.2283,p0646
0.87472,0.80184,0.144,p0647
1.0666,0.9148,0.16357,p0648
0.95649,0.9374,0.18096,p0649
0.9589,1.021,0.228,p0650
0.92055,0.80657,0.18611,p0651
1.0052,0.82742,0.11335,p0652
0.97746,0.92107,0.22032,p0653
1.1852,1.1816,0.0045289,p0654
0.86371,0.93572,0.0041402,p0655
0.80611,0.84614,0.13374,p0656
0.87153,1.1161,0.082911,p0657
0.94495,0.82906,0.2532,p0658
0.97904,1.0525,0.16594,p0659
0.91828,1.1902,0.16871,p0660
1.0844,1.0427,0.0095384,p0661
0.92254,1.1779,0.0054326,p0662
0.91365,0.8669,0.11695,p0663
1.1109,0.82966,0.19167,p0664
1.1182,0.89122,0.066053,p0665
1.0733,1.1198,0.11952,p0666
1.0459,0.9829,0.21157,p0667
1.1631,1.1057,0.25088,p0668
0.81393,1.0101,0.09789,p0669
1.0047,1.0149,0.25121,p0670
0.88129,0.8248,0.29239,p0671
0.98013,1.1153,0.2868,p0672
1.1317,0.92729,0.16753,p0673
0.85359,1.1155,0.11418,p0674
0.86747,0.91789,0.041816,p0675
0.82801,1.1856,0.22036,p0676
0.85809,0.99709,0.22522,p0677
1.0478,1.0256,0.057762,p0678
0.93687,0.9789,0.080463,p0679
0.94275,0.92054,0.26835,p0680
0.91164,0.89891,0.010183,p0681
1.1032,0.86707,0.25973,p0682
0.98223,0.91646,0.23081,p0683
1.0476,1.0778,0.26286,p0684
0.89625,1.1765,0.028784,p0685
1.1381,1.0656,0.18688,p0686
1.1246,0.89642,0.24858,p0687
1.11,1.1618,0.28041,p0688
0.9712,0.87214,0.22758,p0689
1.1124,1.0715,0.085048,p0690
1.1945,0.83151,0.014984,p0691
0.90612,0.94992,0.20969,p0692
1.1605,0.92429,0.058432,p0693
0.95202,1.0831,0.1293,p0694
1.1577,0.91926,0.14938,p0695
0.94069,1.1889,0.20941,p0696
1.0557,1.1353,0.16485,p0697
1.1986,1.1185,0.19533,p0698
0.95976,1.1401,0.24278,p0699
1.0345,0.80338,0.25904,p0700
0.90145,1.0323,0.24539,p0701
1.0998,1.1717,0.084055,p0702
1.1578,1.0696,0.26588,p0703
0.97616,0.96659,0.2649,p0704
1.0046,1.1091,0.18518,p0705
0.92588,1.0117,0.060041,p0706
1.1365,0.91084,0.010709,p0707
0.98701,1.0708,0.045882,p0708
0.83288,1.1341,0.017791,p0709
0.88178,1.0191,0.11652,p0710
0.81487,1.163,0.17162,p0711
1.1859,1.1111,0.0024517,p0712
0.95701,1.0985,0.15548,p0713
1.0385,1.1081,0.011066,p0714
0.99025,0.80933,0.25671,p0715
1.0563,0.96184,0.20873,p0716
1.0183,0.84684,0.26679,p0717
1.0778,1.0971,0.23951,p0718
1.0223,1.0268,0.21061,p0719
0.91236,0.84016,0.076972,p0720
1.1615,1.0908,0.1913,p0721
0.90869,1.1937,0.055255,p0722
1.0731,1.1938,0.2826,p0723
0.83867,0.82306,0.06526,p0724
0.83766,1.1948,0.14322,p0725
1.0859,1.0784,0.19645,p0726
1.0298,1.1681,0.12051,p0727
0.87747,1.1309,0.00018105,p0728
1.1798,1.0099,0.027477,p0729
1.046,1.0381,0.081309,p0730
1.1951,0.88471,0.056454,p0731
0.93322,0.96004,0.24827,p0732
0.88714,1.0169,0.10597,p0733
0.8473,1.13,0.27842,p0734
1.0384,1.1392,0.22677,p0735
0.99963,0.97467,0.19116,p0736
1.0498,0.93286,0.092991,p0737
