wind_speed,mixing/coef_mix_hyp,mixing/coef_mix_KH,meteorology/ch,meteorology/ce,par_id
1.1345,0.0098673,0.2086,0.0028957,0.002888,p0074
1.1715,0.0027535,0.5663,0.002309,0.0028997,p0075
1.0015,0.0032286,0.1424,0.0027266,0.001548,p0076
0.90163,0.0064941,0.27544,0.0021959,0.0027472,p0077
1.1069,0.0041625,0.84617,0.0016298,0.0025332,p0078
1.1063,0.0091567,0.72321,0.0010066,0.0028177,p0079
1.0207,0.0055518,0.65483,0.001206,0.0023071,p0080
1.0769,7.7027e-06,0.14212,0.00202,0.0013886,p0081
1.1723,0.0060695,0.38133,0.0027925,0.0029709,p0082
1.0027,0.0084141,0.46801,0.0029017,0.0012239,p0083
0.8805,0.0012194,0.65914,0.0018091,0.0017006,p0084
1.0305,0.0028038,0.633,0.0025512,0.0010124,p0085
0.8438,0.00034674,0.21133,0.0028263,0.0022615,p0086
0.94469,0.004094,0.62343,0.0023297,0.0021063,p0087
0.86179,0.0019682,0.82319,0.0017299,0.0019989,p0088
1.0822,0.0022632,0.4928,0.0026414,0.0015574,p0089
1.125,0.0058443,0.51441,0.001816,0.0010842,p0090
1.1736,0.0054486,0.39579,0.0021594,0.0015165,p0091
1.0948,0.0075999,0.37094,0.0018286,0.001104,p0092
0.82755,0.003066,0.85415,0.0016079,0.0017198,p0093
0.91503,0.0017071,0.31212,0.0018642,0.0017639,p0094
0.88129,0.0046356,0.44786,0.0024446,0.0021775,p0095
0.95562,0.0093106,0.35315,0.0022027,0.0022214,p0096
1.1999,0.0031148,0.35084,0.0021544,0.0015434,p0097
0.84546,0.0029558,0.64943,0.0024838,0.0017025,p0098
1.0749,0.00086165,0.61383,0.0020792,0.0020192,p0099
1.0644,0.0032603,0.3425,0.0025121,0.0021413,p0100
0.95494,0.0068407,0.42727,0.0021611,0.0010734,p0101
1.0023,0.0036288,0.40112,0.0017724,0.002387,p0102
1.0186,0.0052557,0.10749,0.0024309,0.0026281,p0103
1.1957,0.0099275,0.38815,0.0012695,0.0011531,p0104
0.95605,0.0069844,0.49118,0.0015791,0.0015298,p0105
1.0845,0.002908,0.68873,0.0021654,0.001867,p0106
1.0329,0.0084561,0.49644,0.0027458,0.0018771,p0107
0.98087,0.0074928,0.58236,0.0017625,0.0014329,p0108
0.84922,0.00051973,0.60257,0.0024959,0.0023407,p0109
0.94298,0.00011497,0.45864,0.0015347,0.0017586,p0110
0.83636,0.0031624,0.64534,0.0011256,0.001211,p0111
0.97219,0.0094056,0.56882,0.0011475,0.0015954,p0112
1.0813,0.0089128,0.40347,0.0029704,0.0026498,p0113
1.0536,0.0088479,0.782,0.0028365,0.0011589,p0114
1.0786,0.0016855,0.50907,0.0020216,0.0011202,p0115
1.0294,0.0037298,0.17526,0.0029859,0.0028903,p0116
0.8828,0.0069101,0.7261,0.001532,0.0017544,p0117
0.91202,0.0052239,0.18865,0.001644,0.0027327,p0118
0.97049,0.0059101,0.49563,0.0028035,0.0014632,p0119
1.0746,0.0016183,0.52883,0.0018906,0.0013874,p0120
1.0092,0.0027917,0.76892,0.0026559,0.0025731,p0121
0.84222,0.0054204,0.18675,0.0010154,0.0019169,p0122
0.90638,0.0079399,0.15119,0.0020885,0.0019334,p0123
0.80823,0.0053484,0.73653,0.0020156,0.0028756,p0124
0.89661,0.0061377,0.29981,0.0020221,0.0014575,p0125
1.0334,2.1329e-05,0.35958,0.0026643,0.0028267,p0126
1.1895,0.0002974,0.83068,0.002156,0.0024295,p0127
1.1579,0.0040804,0.44274,0.0014104,0.0015687,p0128
1.1024,0.00065663,0.82724,0.0014655,0.0018182,p0129
1.0252,0.0086342,0.88165,0.0014196,0.002776,p0130
0.92197,0.0030458,0.41522,0.0027691,0.0021287,p0131
1.1152,0.0040314,0.81733,0.0010432,0.0021579,p0132
1.1017,0.0051287,0.84886,0.0017901,0.0016567,p0133
1.0477,0.00625,0.47038,0.001744,0.0010057,p0134
1.1844,0.0040632,0.6965,0.0029549,0.0029575,p0135
0.94089,0.00043128,0.24035,0.0028126,0.0019459,p0136
1.0109,0.0071046,0.20058,0.0028462,0.0026245,p0137
1.0842,0.0093718,0.78528,0.0028194,0.0012314,p0138
1.142,0.0059459,0.14465,0.0027341,0.0015651,p0139
1.1573,0.0058826,0.14967,0.0023441,0.0016008,p0140
1.0775,0.0025568,0.41658,0.0010453,0.0014043,p0141
1.0089,0.002774,0.5032,0.0022174,0.0022021,p0142
0.85412,0.00027461,0.71509,0.0021031,0.0022787,p0143
1.1762,0.0079297,0.87638,0.0024929,0.0027089,p0144
0.89148,0.0077125,0.52505,0.0011522,0.0028398,p0145
1.049,0.0026779,0.56199,0.0022067,0.0027387,p0146
1.1257,0.0057087,0.61906,0.001722,0.0020788,p0147
1.09,0.0033785,0.47282,0.00141,0.0016326,p0148
1.0867,0.0037431,0.54843,0.0026369,0.0016525,p0149
1.0037,0.0057966,0.68318,0.0024608,0.0019119,p0150
1.1266,0.0071822,0.57642,0.0022603,0.0022935,p0151
1.0226,0.0074276,0.72168,0.0018265,0.0025622,p0152
1.0418,0.0063919,0.75173,0.0011494,0.0025854,p0153
1.0759,0.0079176,0.31466,0.0028075,0.001459,p0154
0.85142,0.0023834,0.37698,0.0016407,0.0019959,p0155
1.0169,0.0063063,0.54316,0.0011231,0.0013741,p0156
0.81035,0.0092673,0.31983,0.0016725,0.0022076,p0157
1.1327,0.0093446,0.30782,0.0018008,0.0010619,p0158
1.0956,0.0062876,0.82012,0.002873,0.0013455,p0159
1.035,0.0094899,0.1686,0.0016764,0.0028697,p0160
0.93204,1.3599e-05,0.31018,0.0012986,0.0025654,p0161
1.1804,0.0065836,0.49435,0.0010748,0.0013117,p0162
0.86476,0.0046491,0.28625,0.0013682,0.0028621,p0163
1.0289,0.00683,0.13982,0.0020854,0.0011759,p0164
1.1045,0.0077243,0.63769,0.0026159,0.002182,p0165
1.1643,0.002695,0.12991,0.0028992,0.0010627,p0166
1.1513,0.0078189,0.37174,0.0021345,0.0010301,p0167
1.1885,8.0166e-05,0.33634,0.0011062,0.0011394,p0168
0.80562,0.0091178,0.8717,0.0027329,0.0020945,p0169
1.0113,0.0089574,0.24295,0.0020717,0.0022538,p0170
0.86732,0.0037863,0.16039,0.0027525,0.0013435,p0171
0.93617,0.0075478,0.85852,0.0017051,0.0014229,p0172
0.80397,0.008922,0.53771,0.0029939,0.0024086,p0173
1.0677,0.0049374,0.55264,0.0013072,0.0010251,p0174
0.85614,0.00052226,0.48774,0.0019027,0.0016344,p0175
0.8775,0.0052777,0.58624,0.0013916,0.0010422,p0176
0.96524,0.0044745,0.24239,0.0020272,0.0017396,p0177
1.1817,0.0094379,0.36238,0.0022506,0.0026996,p0178
0.83079,0.0028202,0.87831,0.0024509,0.001407,p0179
0.97008,0.0049694,0.6765,0.001776,0.0021629,p0180
0.80768,0.0081335,0.46674,0.0021216,0.0018082,p0181
0.86201,0.0073157,0.61297,0.0026688,0.0013093,p0182
0.87078,0.00069476,0.20189,0.002198,0.0019005,p0183
0.95466,0.0024486,0.21401,0.0019503,0.0015753,p0184
1.1626,0.00047096,0.2196,0.0028141,0.0015666,p0185
1.1276,0.0087906,0.25901,0.0023956,0.0019246,p0186
0.91771,0.006605,0.21597,0.0013117,0.0029903,p0187
0.89997,0.0078892,0.39032,0.0022818,0.002078,p0188
1.1798,0.0071401,0.64872,0.0024273,0.0022743,p0189
0.82706,0.008409,0.82878,0.0019545,0.0020972,p0190
1.0267,0.0042235,0.32902,0.0012873,0.0027794,p0191
0.91914,4.3874e-05,0.73997,0.0020472,0.0010196,p0192
0.82466,0.0055099,0.50433,0.0021991,0.001685,p0193
0.94567,0.009424,0.47808,0.0022125,0.0021598,p0194
0.91985,0.0033027,0.73077,0.0014013,0.0019396,p0195
1.0201,0.0077923,0.86585,0.0028819,0.0015981,p0196
1.0726,0.0011923,0.41801,0.0023323,0.0024263,p0197
1.1275,0.0046017,0.28701,0.0014591,0.0015054,p0198
1.1773,0.0067159,0.75018,0.0014918,0.0011989,p0199
1.1741,0.0064231,0.74054,0.0019826,0.0010543,p0200
0.809,0.0065903,0.19168,0.0014388,0.0020441,p0201
0.8595,0.0016961,0.69123,0.0010776,0.0020281,p0202
1.16,0.007364,0.83722,0.0023221,0.0024231,p0203
1.0592,0.0061514,0.3312,0.0012557,0.0011116,p0204
1.1559,0.0094612,0.46342,0.0010355,0.0013727,p0205
1.0156,0.0085452,0.18347,0.0012512,0.0023808,p0206
1.0711,0.0076833,0.43951,0.0010113,0.001028,p0207
0.96123,0.0026891,0.18488,0.001102,0.0028468,p0208
0.91571,0.0039661,0.53677,0.0024679,0.0023745,p0209
0.88017,0.001124,0.56266,0.001231,0.0017154,p0210
1.0742,0.0082214,0.14736,0.0020995,0.0027347,p0211
0.92419,0.0092253,0.57448,0.002044,0.0022239,p0212
0.80403,0.0069664,0.3495,0.0013857,0.0028509,p0213
0.87431,0.006163,0.67924,0.0026007,0.0015256,p0214
0.94681,0.0098756,0.34129,0.0018836,0.002716,p0215
1.1335,0.0025087,0.24346,0.0024494,0.0020225,p0216
1.155,0.0069772,0.55389,0.0024123,0.0023525,p0217
0.98603,0.0087424,0.69272,0.0029807,0.0024731,p0218
1.1101,0.0072242,0.33283,0.0011774,0.0010691,p0219
0.85453,0.0075146,0.27887,0.0028355,0.0023118,p0220
0.97698,0.0057822,0.69115,0.0018124,0.0013041,p0221
1.0343,0.0094529,0.72902,0.0025899,0.0027309,p0222
1.0212,0.0067846,0.48585,0.001821,0.0017268,p0223
1.1731,0.0043871,0.5057,0.0025055,0.0016663,p0224
1.1868,0.0096668,0.45637,0.0027839,0.0027509,p0225
0.85046,0.0073319,0.35761,0.0025785,0.0029394,p0226
1.1884,0.0034357,0.50097,0.0015771,0.0028666,p0227
0.84441,0.0093846,0.31421,0.0015025,0.0015513,p0228
1.0352,0.0095201,0.30429,0.0029729,0.0015351,p0229
0.99639,0.00018612,0.23097,0.0019698,0.0029341,p0230
1.1425,0.0060994,0.77582,0.0025013,0.0015932,p0231
1.007,0.0083217,0.25431,0.0029456,0.0010206,p0232
1.1803,0.0092992,0.67496,0.0022652,0.0023393,p0233
1.1912,0.0098574,0.34564,0.001524,0.0020852,p0234
0.86644,0.008339,0.65551,0.0018166,0.0022826,p0235
0.94868,0.0099183,0.3839,0.0021157,0.0029503,p0236
1.1989,0.0051111,0.21337,0.0023357,0.0021912,p0237
0.80154,0.0066347,0.38468,0.0018228,0.0025386,p0238
0.8054,0.0073742,0.65284,0.0022715,0.0012538,p0239
1.098,0.00099968,0.45428,0.0026163,0.0029131,p0240
0.89599,0.0041516,0.7089,0.0016851,0.0014911,p0241
0.96228,0.0046664,0.59776,0.0016982,0.002983,p0242
0.98262,0.0069533,0.70562,0.0026291,0.001983,p0243
0.93894,0.0029644,0.11964,0.0015009,0.0028558,p0244
0.81832,0.003243,0.57754,0.002852,0.0027771,p0245
0.9916,0.0079484,0.57998,0.0014168,0.0024762,p0246
0.95343,0.0063468,0.33703,0.0017964,0.0020522,p0247
0.98998,0.008267,0.61582,0.0015145,0.0024782,p0248
1.1858,0.003497,0.34821,0.0026976,0.0014884,p0249
0.92502,0.0057337,0.89723,0.0010667,0.0016282,p0250
0.90587,0.004013,0.23561,0.0021828,0.0027078,p0251
1.0838,0.0069237,0.39207,0.0028597,0.0011709,p0252
1.179,0.0071926,0.55924,0.0014607,0.0019085,p0253
0.89844,0.004919,0.5203,0.001735,0.0022546,p0254
1.1875,0.0050425,0.38739,0.001128,0.0013849,p0255
1.1616,0.0012979,0.36813,0.0026769,0.0028114,p0256
1.0005,0.005572,0.82195,0.0016177,0.0011463,p0257
1.1041,0.0097674,0.88101,0.002764,0.0023826,p0258
1.1668,0.00084856,0.19221,0.0026475,0.00147,p0259
0.93384,0.008995,0.11708,0.002101,0.0027191,p0260
1.0721,0.0045588,0.89238,0.0024746,0.0024184,p0261
0.81774,0.0030771,0.50346,0.0015939,0.0024933,p0262
0.86119,0.0018477,0.64274,0.0027634,0.0019718,p0263
0.98563,0.0064043,0.53004,0.0016829,0.0016862,p0264
0.8975,0.001677,0.36301,0.0017152,0.0018125,p0265
0.85991,0.003462,0.77887,0.0017607,0.0017888,p0266
0.88547,0.0092712,0.15741,0.0013033,0.0013828,p0267
1.1191,0.0031338,0.25316,0.0029279,0.0022852,p0268
1.0829,0.0023411,0.13376,0.0017136,0.0022916,p0269
1.0088,0.0058644,0.24547,0.0014289,0.002117,p0270
0.89029,0.0015776,0.83226,0.0013228,0.0027646,p0271
1.0147,0.0086505,0.49332,0.0015238,0.0025138,p0272
0.99761,0.0018271,0.33584,0.0012939,0.0023852,p0273
1.0102,0.00021369,0.2583,0.0024657,0.0017913,p0274
1.145,0.0067961,0.81149,0.0016436,0.0029494,p0275
1.1756,0.00070593,0.7909,0.0026322,0.0018074,p0276
1.0668,0.0048191,0.89008,0.0015629,0.0029156,p0277
0.94637,0.0077672,0.15262,0.0011572,0.0024907,p0278
1.0965,0.00025347,0.38626,0.0015282,0.0015188,p0279
1.1434,0.0039189,0.20342,0.0012251,0.0026955,p0280
1.0437,0.0078991,0.514,0.0029177,0.0017958,p0281
0.93466,0.0017297,0.52861,0.0022882,0.0027034,p0282
1.0313,0.0043698,0.28044,0.0010048,0.0026395,p0283
1.1181,0.0044154,0.42153,0.0012399,0.0028619,p0284
0.83557,0.00057364,0.87546,0.0016468,0.0020901,p0285
0.96791,0.0024292,0.6461,0.0020751,0.0023367,p0286
0.91332,0.0066761,0.48693,0.0022278,0.0010916,p0287
1.0929,0.0064683,0.43794,0.0026481,0.002425,p0288
1.1115,0.0097594,0.7007,0.0013059,0.0010806,p0289
1.0135,0.0021843,0.44424,0.0010876,0.0025604,p0290
0.98911,0.0053983,0.86883,0.0021439,0.0014614,p0291
1.1198,0.0031855,0.52239,0.0014987,0.0014017,p0292
0.86887,0.0021187,0.17139,0.0016663,0.0027857,p0293
0.80346,0.0070161,0.38645,0.0018721,0.0015464,p0294
1.0653,0.0044852,0.6732,0.0018341,0.0016315,p0295
1.1822,0.0022484,0.52293,0.0019386,0.0022813,p0296
1.1782,0.0056722,0.81965,0.0015075,0.0025364,p0297
0.82613,0.0099695,0.60005,0.0025939,0.001527,p0298
0.84831,0.0056612,0.7746,0.0028448,0.0016839,p0299
0.89719,0.0038638,0.15298,0.0022632,0.0015833,p0300
0.88316,0.0028868,0.4022,0.0018803,0.0021869,p0301
1.0862,0.0076428,0.50877,0.0029874,0.0026079,p0302
1.0855,0.0044578,0.71668,0.0018636,0.0022169,p0303
1.1851,0.0026558,0.78697,0.0027076,0.001802,p0304
1.0626,0.0083966,0.70348,0.0015117,0.0016715,p0305
0.96116,0.006027,0.73575,0.0015194,0.0025497,p0306
0.91057,0.0037359,0.1817,0.0010475,0.0011278,p0307
0.97456,0.0062222,0.12006,0.00122,0.0017504,p0308
1.038,0.0065432,0.17317,0.0019447,0.0023128,p0309
1.1936,0.0087363,0.64766,0.0020162,0.0013225,p0310
0.98447,0.0094471,0.62816,0.0026947,0.0016362,p0311
1.0327,0.0048928,0.10456,0.0015083,0.0018567,p0312
1.1809,0.0070551,0.73212,0.0025701,0.0029794,p0313
1.0597,0.003606,0.10376,0.0017654,0.0029265,p0314
0.823,0.009805,0.76428,0.0023931,0.0016176,p0315
0.89435,0.00083224,0.22148,0.0015873,0.0017788,p0316
1.0683,0.0059668,0.23154,0.001064,0.0019429,p0317
1.0224,0.0035769,0.22799,0.0029685,0.0028425,p0318
0.96616,0.0001338,0.14568,0.0018924,0.0012632,p0319
0.91724,0.0037573,0.10165,0.0014152,0.002689,p0320
0.91129,0.0092091,0.63677,0.0021321,0.0010509,p0321
1.0527,0.0014341,0.85219,0.0018066,0.0015978,p0322
1.1604,0.00035175,0.21855,0.0019095,0.0025905,p0323
1.1036,0.0035257,0.26979,0.0013422,0.0021928,p0324
1.1306,0.007986,0.80692,0.001651,0.0010232,p0325
0.89912,0.00046745,0.19076,0.0021314,0.0014994,p0326
1.1133,0.0080235,0.13697,0.0023144,0.0016086,p0327
1.1256,0.0069401,0.50679,0.0021629,0.0021269,p0328
1.1107,0.00092373,0.4432,0.0023608,0.0010376,p0329
0.94654,0.0041862,0.57225,0.0022548,0.0024601,p0330
1.0414,0.0022269,0.334,0.0023786,0.0017989,p0331
0.81382,0.00073611,0.72846,0.0020923,0.0026057,p0332
0.99594,0.006514,0.4203,0.0029254,0.0029212,p0333
1.1891,0.0066602,0.83563,0.0028109,0.0027682,p0334
0.95952,0.00074154,0.15982,0.0026742,0.0026752,p0335
0.98296,0.0054075,0.69778,0.0026316,0.0016438,p0336
0.82021,0.0080709,0.81466,0.0020362,0.0023628,p0337
1.0397,0.0049222,0.74317,0.0017246,0.0012181,p0338
0.81322,0.0055877,0.68122,0.0020764,0.0024372,p0339
0.84423,0.0074707,0.17102,0.0010095,0.0011771,p0340
1.1229,0.0055149,0.50218,0.0025446,0.0019809,p0341
0.9728,0.00014425,0.2498,0.0020312,0.0015376,p0342
0.97434,0.0068799,0.739,0.0010133,0.001707,p0343
1.1342,0.00040911,0.61248,0.0017879,0.0013375,p0344
1.019,0.0093347,0.44063,0.0023304,0.0026761,p0345
0.99322,0.004823,0.15593,0.001342,0.0021432,p0346
0.80863,0.0011163,0.81627,0.0013594,0.0020724,p0347
1.0852,0.0062561,0.53869,0.0022906,0.0027447,p0348
1.0613,0.0026495,0.25655,0.0018946,0.0028536,p0349
0.82192,0.0095322,0.12797,0.0010837,0.001272,p0350
1.0936,0.0086653,0.49475,0.0028249,0.0010337,p0351
0.80643,0.0097427,0.4824,0.0016191,0.0021685,p0352
0.80958,0.0044081,0.1609,0.0013161,0.0023001,p0353
0.87837,0.0091705,0.85341,0.0019584,0.001245,p0354
1.0755,0.0042898,0.27208,0.0011735,0.0023959,p0355
0.94894,0.009013,0.63722,0.0012126,0.0013493,p0356
0.89363,0.0093527,0.37441,0.0015508,0.0020875,p0357
0.83086,0.0021626,0.66989,0.0027789,0.0016277,p0358
0.99855,0.0066176,0.83634,0.0019772,0.001969,p0359
1.0674,0.0091363,0.1539,0.0012179,0.0028973,p0360
1.099,0.0056368,0.89884,0.0013799,0.0029296,p0361
1.1386,0.005007,0.10136,0.0011909,0.0022596,p0362
0.83764,0.0046872,0.5812,0.0022019,0.0014446,p0363
1.0107,0.004109,0.60509,0.0029514,0.0029188,p0364
0.82572,0.0025874,0.29027,0.0015648,0.0021717,p0365
1.018,0.0036314,0.14651,0.0013099,0.0024305,p0366
1.1119,0.0034759,0.60872,0.0024793,0.002306,p0367
0.92814,7.4574e-05,0.64123,0.0022778,0.0029803,p0368
0.86405,0.0090888,0.30908,0.0018978,0.001682,p0369
0.82953,0.0065374,0.66885,0.0025029,0.001805,p0370
1.1112,0.0019867,0.72777,0.0011993,0.0017563,p0371
1.008,0.0016381,0.8333,0.0011881,0.0025968,p0372
0.90871,0.0080011,0.60892,0.0016152,0.0023285,p0373
0.90674,0.00053216,0.88434,0.0016125,0.0014365,p0374
1.1932,0.0028426,0.62402,0.0010336,0.0018872,p0375
1.1519,0.00063522,0.47183,0.0014546,0.001724,p0376
0.94998,0.0031919,0.39741,0.0026257,0.0015116,p0377
1.1621,0.0017953,0.26061,0.0016683,0.0011375,p0378
0.9403,0.0047887,0.70759,0.0019987,0.0017771,p0379
1.025,0.0078317,0.55815,0.0010305,0.002841,p0380
1.1048,0.0049951,0.72295,0.0019903,0.0012778,p0381
0.84623,0.0099089,0.56085,0.0026897,0.0010967,p0382
1.1747,0.00045404,0.1099,0.0021068,0.0021379,p0383
0.99894,0.0082737,0.25172,0.0027091,0.0026449,p0384
0.83807,0.0095858,0.80182,0.0014438,0.0029253,p0385
1.1483,0.0024136,0.79519,0.0024284,0.0013677,p0386
1.1397,0.0059896,0.6687,0.001348,0.001947,p0387
0.8871,0.00010976,0.80012,0.0015842,0.001586,p0388
1.1443,0.001665,0.19945,0.0011713,0.0021736,p0389
1.1792,0.0082545,0.6845,0.0027983,0.0021946,p0390
1.1975,0.0032902,0.68614,0.0016808,0.0012094,p0391
0.97926,0.00015082,0.75081,0.0027562,0.0017752,p0392
1.0519,0.0068082,0.85457,0.0017486,0.0029649,p0393
1.0261,0.0039314,0.59225,0.002425,0.0017601,p0394
1.0543,0.0054128,0.6855,0.0013882,0.0023978,p0395
0.83026,0.0010242,0.22639,0.0012717,0.0014522,p0396
1.0805,0.007693,0.73338,0.0028393,0.0011951,p0397
0.88181,0.0035121,0.6622,0.0026627,0.0019121,p0398
0.87223,0.00072512,0.24693,0.0012676,0.0010764,p0399
0.97872,0.007627,0.89291,0.002861,0.001468,p0400
0.86248,0.0045774,0.47433,0.0024684,0.0021107,p0401
1.1459,0.0041915,0.35413,0.0013344,0.0022967,p0402
1.1222,0.00031131,0.49818,0.0011151,0.0019037,p0403
0.98508,0.0062352,0.46309,0.0012746,0.001949,p0404
1.1447,0.0070332,0.54796,0.0016046,0.0017336,p0405
0.9117,0.0024068,0.16378,0.0015757,0.0028584,p0406
0.93848,0.0076609,0.16187,0.0024009,0.0026212,p0407
0.89539,0.0081471,0.76016,0.0022151,0.0014832,p0408
0.95734,0.0030378,0.86976,0.0029589,0.0017297,p0409
0.82228,0.0042744,0.56376,0.0015831,0.0018976,p0410
0.92865,0.0061479,0.1452,0.00289,0.0013813,p0411
0.98371,0.0072198,0.8709,0.0011438,0.0012811,p0412
0.80292,0.0005502,0.28814,0.0024474,0.0014758,p0413
1.1946,0.008622,0.73806,0.0025389,0.0020337,p0414
1.0916,0.0085698,0.29799,0.0023918,0.0019565,p0415
1.0581,0.0021537,0.11658,0.0015581,0.002487,p0416
0.83875,0.0036817,0.49857,0.0026349,0.0011193,p0417
1.0212,0.0073431,0.10501,0.0029033,0.0023597,p0418
1.131,0.0050586,0.30228,0.002237,0.0023559,p0419
1.1241,0.0095785,0.79585,0.0015673,0.0012218,p0420
1.1986,0.0041728,0.24616,0.0022577,0.0027208,p0421
0.85171,0.0044362,0.68692,0.0025633,0.0011449,p0422
0.96861,0.0056898,0.13124,0.0013815,0.0010937,p0423
1.0361,0.0049779,0.70876,0.0019107,0.0013788,p0424
1.1002,0.0041209,0.79944,0.0010262,0.0012605,p0425
1.1157,0.0011838,0.53417,0.001096,0.001926,p0426
1.091,0.0027169,0.64007,0.0025805,0.0012281,p0427
1.1909,0.000391,0.75476,0.0013201,0.0019231,p0428
0.90908,0.0090502,0.71687,0.0022198,0.0028082,p0429
0.90826,0.0062951,0.66271,0.0019075,0.0026939,p0430
1.0522,0.0061047,0.6757,0.0017942,0.0025008,p0431
0.97727,0.0025259,0.54443,0.0018439,0.0022568,p0432
1.1542,0.0014212,0.27162,0.0026063,0.0021388,p0433
1.1864,0.0034116,0.80368,0.0013266,0.0021449,p0434
0.96688,0.0010362,0.53133,0.0025551,0.0014804,p0435
1.0895,0.0020144,0.36385,0.0017705,0.001233,p0436
1.0836,0.0035404,0.8787,0.002746,0.0010456,p0437
0.935,0.004733,0.69919,0.0018484,0.0029886,p0438
