wind_speed,Phys.par/C_shelter,Phys.par/Kz_ak,Phys.par/Kz_ak_ice,par_id
1.148,0.19772,0.17685,0.0047824,p0092
0.8023,0.10523,0.045287,0.00020604,p0093
1.0727,0.14598,0.029754,0.0050857,p0094
1.1551,0.18434,0.16661,0.0049429,p0095
1.0752,0.14341,0.14729,0.0019247,p0096
0.87353,0.18942,0.18276,0.0026898,p0097
1.1887,0.17714,0.13509,0.0056086,p0098
0.89605,0.18477,0.22962,0.0020937,p0099
1.1297,0.10324,0.15648,0.003448,p0100
0.90117,0.13351,0.24735,0.0056366,p0101
0.88075,0.125,0.097077,0.0053527,p0102
1.1996,0.11722,0.081067,0.0043695,p0103
0.88215,0.14808,0.16547,0.00026738,p0104
1.0765,0.15553,0.28131,0.0037837,p0105
0.95301,0.19732,0.22823,0.00065927,p0106
0.82307,0.18198,0.020543,0.0017182,p0107
0.99411,0.12258,0.11185,0.0039489,p0108
1.0905,0.17641,0.12767,0.0013647,p0109
0.90276,0.15948,0.29681,0.00032741,p0110
0.98472,0.15754,0.23106,0.0057599,p0111
1.1763,0.19286,0.17517,0.0035671,p0112
0.87595,0.15939,0.14182,0.0071155,p0113
0.90893,0.15452,0.29302,0.0043369,p0114
1.0425,0.10244,0.036936,0.0034126,p0115
0.84792,0.15919,0.1369,0.0075761,p0116
0.87423,0.15035,0.050066,0.0074776,p0117
0.89317,0.17086,0.22864,0.00067713,p0118
0.94717,0.1133,0.20216,0.0027716,p0119
1.0954,0.12405,0.14923,0.0023782,p0120
1.1454,0.11139,0.30526,0.0020201,p0121
0.92232,0.10946,0.005433,0.0064056,p0122
0.86151,0.11826,0.17812,0.0038709,p0123
1.0059,0.16757,0.14151,0.00198,p0124
0.86687,0.10535,0.17034,0.0061727,p0125
0.87141,0.1662,0.014336,0.0053393,p0126
0.93853,0.12827,0.28903,0.0048561,p0127
1.1679,0.19162,0.086173,0.0012451,p0128
1.1729,0.18453,0.18974,0.0073343,p0129
1.0503,0.19397,0.20112,0.0067827,p0130
1.132,0.13017,0.21191,0.0044501,p0131
0.99308,0.19353,0.27288,0.0045466,p0132
0.8145,0.18187,0.18022,0.00017359,p0133
1.1363,0.13998,0.29532,0.0071464,p0134
0.87735,0.113,0.28085,0.0053132,p0135
0.80979,0.10778,0.14627,0.0061803,p0136
1.0335,0.12735,0.06633,0.0051087,p0137
0.89376,0.14174,0.060651,0.0018214,p0138
1.119,0.12392,0.27993,0.0018914,p0139
0.8154,0.18385,0.12267,0.000701,p0140
0.86516,0.10357,0.2804,0.0038613,p0141
0.8656,0.19128,0.061644,0.0049897,p0142
0.81879,0.1456,0.027287,0.0076533,p0143
0.9839,0.13303,0.20834,0.0036714,p0144
1.1145,0.1277,0.17703,0.0080304,p0145
1.1246,0.12241,0.27056,0.0058896,p0146
1.0113,0.11004,0.29592,0.0028037,p0147
0.95777,0.12689,0.21981,0.0089396,p0148
1.0545,0.17659,0.16476,0.00086351,p0149
0.88786,0.17558,0.22929,0.0059495,p0150
1.1226,0.14781,0.1317,0.0063371,p0151
0.90605,0.18689,0.27115,0.0018254,p0152
1.0377,0.16933,0.089461,0.0028429,p0153
1.1201,0.16919,0.22222,0.00036308,p0154
0.93242,0.17789,0.049068,0.0026448,p0155
1.1877,0.12725,0.021973,0.0031415,p0156
0.84745,0.12773,0.29644,0.0047429,p0157
0.9745,0.15492,0.024497,0.0037461,p0158
0.82662,0.15974,0.044577,0.0081424,p0159
1.1179,0.17171,0.056195,0.0084109,p0160
1.1272,0.18666,0.25763,0.0081986,p0161
0.93782,0.12633,0.0034475,0.0060371,p0162
0.9878,0.18748,0.0033775,0.0064518,p0163
1.1597,0.10489,0.024959,0.0082757,p0164
1.1438,0.17092,0.060136,0.0065766,p0165
1.16,0.16465,0.0373,0.0050615,p0166
1.1931,0.10653,0.048341,0.0080394,p0167
1.021,0.19693,0.024339,0.0061486,p0168
1.1004,0.1421,0.21077,0.0070509,p0169
1.0066,0.10707,0.059358,0.0062996,p0170
0.86463,0.19195,0.20084,0.0047916,p0171
0.91731,0.13293,0.29893,0.0056978,p0172
0.81901,0.11549,0.015657,0.0022569,p0173
0.92793,0.15381,0.29785,0.0057047,p0174
0.88112,0.12642,0.12741,0.0044921,p0175
0.93485,0.1591,0.19736,0.0031216,p0176
1.0885,0.15716,0.18581,0.0059287,p0177
0.91416,0.14071,0.21867,0.0073667,p0178
1.1866,0.1678,0.0062839,0.0056556,p0179
0.87848,0.10553,0.13408,0.00075035,p0180
0.82624,0.15595,0.053646,0.0060464,p0181
0.84316,0.12711,0.21069,0.0074252,p0182
1.0909,0.10284,0.030528,0.0041333,p0183
1.0323,0.13596,0.28848,0.0080634,p0184
0.97433,0.10593,0.13072,0.0072119,p0185
0.9919,0.17693,0.079819,0.00042483,p0186
0.98061,0.12287,0.29809,0.0064335,p0187
1.1623,0.14304,0.2384,0.0033359,p0188
0.96542,0.16805,0.20718,0.00082876,p0189
0.82423,0.19661,0.048622,0.0077175,p0190
0.84145,0.14943,0.12806,0.0027212,p0191
0.84637,0.1584,0.13228,0.00037835,p0192
0.95668,0.16961,0.22907,0.0076708,p0193
0.90174,0.15217,0.30405,0.0048041,p0194
1.1584,0.16893,0.032914,0.0077717,p0195
1.0483,0.18295,0.10371,0.0044705,p0196
1.0599,0.11289,0.095042,0.0084345,p0197
0.94496,0.13835,0.1048,0.0074379,p0198
1.0651,0.18286,0.1398,0.0042589,p0199
1.0048,0.10386,0.13138,0.0054955,p0200
1.0635,0.1976,0.088372,0.0049841,p0201
1.1051,0.16886,0.22175,0.0066593,p0202
1.1804,0.12052,0.19675,0.0055182,p0203
1.1681,0.16348,0.079713,0.0081229,p0204
1.07,0.17209,0.15468,0.0052214,p0205
0.85499,0.14746,0.14346,0.0078112,p0206
0.83263,0.16744,0.069775,0.0071824,p0207
1.198,0.13103,0.052684,0.0042199,p0208
1.1378,0.11492,0.093464,0.0075592,p0209
1.1151,0.16589,0.13201,0.0022432,p0210
1.1359,0.17312,0.14485,0.0018442,p0211
1.0122,0.16179,0.28205,0.0079975,p0212
1.0238,0.18562,0.02887,0.0054114,p0213
0.87708,0.17471,0.24123,0.0024527,p0214
0.86264,0.10203,0.10405,0.0043396,p0215
1.1156,0.15532,0.076175,0.0065354,p0216
0.92717,0.1332,0.072559,0.0040632,p0217
1.0314,0.12751,0.049659,0.0065656,p0218
1.0231,0.10026,0.25112,0.0071106,p0219
1.0272,0.11974,0.27364,0.0016143,p0220
0.86217,0.17433,0.1508,0.0012041,p0221
1.1115,0.13581,0.0070524,0.00028287,p0222
0.93937,0.12306,0.058887,0.0013971,p0223
0.97585,0.12553,0.11853,0.0073951,p0224
0.82925,0.12175,0.24219,0.00056867,p0225
1.0949,0.11927,0.028468,0.00047565,p0226
1.1173,0.16286,0.25135,0.0017395,p0227
1.0013,0.13858,0.12062,0.0043161,p0228
1.003,0.10603,0.25967,0.0050227,p0229
1.002,0.15017,0.0038719,0.001192,p0230
1.0541,0.18114,0.29187,0.00052383,p0231
0.92652,0.12441,0.14108,0.0068569,p0232
1.0126,0.1603,0.28452,0.0025368,p0233
1.0961,0.1436,0.20562,0.00018497,p0234
1.0532,0.19876,0.28986,0.001345,p0235
1.0071,0.13841,0.25017,0.0032257,p0236
1.0589,0.19082,0.27525,0.0075299,p0237
0.93522,0.13089,0.24883,0.0045644,p0238
1.0695,0.1751,0.29692,0.0064682,p0239
0.93115,0.17581,0.18871,0.0021365,p0240
0.80092,0.16682,0.046846,0.00039023,p0241
1.1834,0.10309,0.036387,0.0074645,p0242
1.1831,0.15666,0.14753,0.0037674,p0243
1.0799,0.19144,0.14774,0.0069207,p0244
1.0497,0.18016,0.1444,0.0049037,p0245
0.94046,0.10228,0.038576,0.0038931,p0246
0.91273,0.16315,0.0060249,0.0015395,p0247
0.85895,0.13346,0.25238,0.0061095,p0248
1.1572,0.16117,0.12227,0.0024789,p0249
1.1661,0.15736,0.29145,0.0012878,p0250
1.004,0.14816,0.011047,0.0031052,p0251
0.80902,0.10924,0.069183,0.006755,p0252
0.81307,0.10848,0.023481,0.0083424,p0253
1.0248,0.12789,0.26585,0.00098032,p0254
1.1942,0.12806,0.14017,0.00374,p0255
0.81362,0.15437,0.093583,0.0080789,p0256
0.84078,0.16646,0.061854,0.0045026,p0257
1.1817,0.14146,0.14309,0.0027938,p0258
1.0004,0.19541,0.073749,0.0039925,p0259
0.96325,0.18799,0.047345,0.0078891,p0260
1.0342,0.14257,0.26272,0.0062386,p0261
1.1609,0.13502,0.087141,0.0045778,p0262
0.98234,0.18429,0.036141,0.0083332,p0263
0.95393,0.12521,0.11835,0.0053666,p0264
0.93312,0.15045,0.075696,0.0085235,p0265
1.1382,0.16635,0.20038,0.0019061,p0266
0.90999,0.13384,0.065283,0.0022653,p0267
0.80373,0.16204,0.2871,0.0063898,p0268
0.8135,0.13937,0.29913,0.0029443,p0269
0.83014,0.17633,0.10669,0.00022031,p0270
0.83089,0.11791,0.16887,0.0060763,p0271
0.87252,0.13269,0.026511,0.0062238,p0272
0.82103,0.11768,0.13285,0.0062145,p0273
1.0027,0.11174,0.27165,0.0016621,p0274
0.92286,0.12884,0.018116,0.0047491,p0275
1.0917,0.15237,0.22646,0.0037889,p0276
0.87815,0.1626,0.0043354,0.0017867,p0277
1.1043,0.14659,0.053096,0.0010404,p0278
0.87072,0.13043,0.047953,0.00073598,p0279
0.83989,0.17967,0.26153,0.0036134,p0280
0.82347,0.14056,0.044284,0.0057719,p0281
0.82467,0.19429,0.25593,0.0055879,p0282
0.97775,0.19815,0.068847,0.008814,p0283
1.101,0.14438,0.28295,0.00089959,p0284
0.9544,0.14371,0.070863,0.00063778,p0285
0.84943,0.16501,0.11721,0.0011354,p0286
1.1716,0.17454,0.14415,0.0085895,p0287
0.97094,0.11591,0.29757,0.0018527,p0288
1.0571,0.16695,0.21813,0.0065915,p0289
0.84862,0.18488,0.20254,0.0052376,p0290
1.1464,0.1705,0.099665,0.0087901,p0291
1.197,0.14017,0.13355,0.0035077,p0292
1.1257,0.18724,0.30087,0.0054058,p0293
0.83361,0.15417,0.066707,0.0023348,p0294
1.0924,0.12187,0.029405,0.0086815,p0295
0.82723,0.16544,0.21483,0.0085998,p0296
1.0606,0.11422,0.14086,0.0025182,p0297
0.85678,0.15099,0.1064,0.0088464,p0298
1.0168,0.12562,0.025592,0.0036472,p0299
1.1276,0.16862,0.16038,0.0039154,p0300
1.0075,0.15301,0.28482,0.0024337,p0301
0.98338,0.1831,0.21576,0.0022972,p0302
0.95052,0.16555,0.12518,0.0073393,p0303
0.85209,0.14667,0.055359,0.0039258,p0304
0.82046,0.19946,0.19363,0.0081305,p0305
1.0112,0.1187,0.21449,0.0082876,p0306
1.0318,0.12669,0.19149,0.0083087,p0307
0.82154,0.15988,0.13466,0.0056873,p0308
0.91001,0.11193,0.098195,0.0016987,p0309
0.88391,0.15954,0.13252,0.008824,p0310
1.1415,0.19254,0.28871,0.0032413,p0311
0.90685,0.10232,0.19464,0.0042647,p0312
1.0004,0.14038,0.14247,0.0034309,p0313
1.0243,0.10611,0.21906,0.0020778,p0314
0.86098,0.10669,0.17565,0.0032468,p0315
0.89566,0.13206,0.30151,0.0065106,p0316
1.1118,0.12146,0.27406,0.00058949,p0317
1.0445,0.10219,0.086771,0.0076111,p0318
0.93657,0.19613,0.063137,0.0081567,p0319
0.9852,0.18279,0.23611,0.0034385,p0320
1.1766,0.12595,0.17258,0.0030577,p0321
0.97728,0.11269,0.065663,0.00077306,p0322
0.92466,0.11475,0.27945,0.0085357,p0323
1.0249,0.18136,0.021581,0.0081865,p0324
1.0171,0.11994,0.27331,0.00033231,p0325
0.91889,0.17569,0.022515,0.0061923,p0326
0.83294,0.12468,0.27844,0.0056191,p0327
1.0143,0.18401,0.12985,0.0070648,p0328
1.0673,0.16164,0.16521,0.0060181,p0329
1.0772,0.10147,0.12894,0.0051976,p0330
0.92439,0.16739,0.26285,0.0068535,p0331
1.0616,0.10984,0.25716,0.0023092,p0332
1.0436,0.15263,0.0064947,0.0049091,p0333
1.0367,0.14218,0.0091294,0.0047222,p0334
0.94787,0.10082,0.096676,0.0080211,p0335
1.0845,0.15402,0.12035,0.0010435,p0336
0.93831,0.17308,0.30356,0.0025984,p0337
1.1752,0.10954,0.10917,0.0041105,p0338
0.97303,0.17102,0.052977,0.0019542,p0339
0.8286,0.1315,0.091701,0.001729,p0340
1.0455,0.1513,0.23281,0.00049412,p0341
0.81727,0.1147,0.2086,0.00039613,p0342
1.1543,0.15605,0.2756,0.0088103,p0343
0.98539,0.1693,0.20927,0.0011665,p0344
0.88888,0.16091,0.020104,0.00086324,p0345
0.98295,0.10997,0.070212,0.0087986,p0346
0.83694,0.14973,0.10761,0.0030229,p0347
1.0439,0.14874,0.045878,0.0076321,p0348
1.0896,0.17948,0.13973,0.0028513,p0349
1.0467,0.18929,0.27897,0.0036431,p0350
0.9053,0.15206,0.20424,0.0031827,p0351
0.82965,0.11956,0.0077112,0.0077549,p0352
1.0414,0.16487,0.16772,0.007253,p0353
0.88128,0.17734,0.2699,0.0052981,p0354
0.94668,0.1418,0.043376,0.00091241,p0355
0.83734,0.19825,0.14813,0.0053016,p0356
0.91076,0.11968,0.22118,0.00028865,p0357
1.0039,0.13226,0.14665,0.0019005,p0358
1.0761,0.16109,0.1928,0.0078385,p0359
0.82567,0.14828,0.19635,0.006984,p0360
1.0158,0.15245,0.13653,0.0069492,p0361
1.096,0.13374,0.095893,0.0031695,p0362
1.1388,0.15622,0.15617,0.00072908,p0363
1.1626,0.17222,0.2972,0.0044147,p0364
0.83541,0.15883,0.11766,0.0081676,p0365
0.9716,0.13038,0.1139,0.0062594,p0366
0.88813,0.15321,0.0047429,0.0071604,p0367
1.0055,0.16973,0.13044,0.0075336,p0368
1.0188,0.12921,0.24327,0.0084906,p0369
1.0745,0.1329,0.29365,0.0065058,p0370
0.89171,0.18333,0.14959,0.0044842,p0371
1.0552,0.12705,0.14537,0.00079248,p0372
0.81486,0.16022,0.10895,0.0082142,p0373
1.1367,0.14455,0.058126,0.0074067,p0374
1.0221,0.18167,0.26111,0.00084269,p0375
0.96298,0.18548,0.0057959,0.0016508,p0376
0.89678,0.13278,0.16194,0.0035901,p0377
1.0412,0.11782,0.20772,0.0021594,p0378
1.1088,0.14994,0.16983,0.0060608,p0379
0.87668,0.11732,0.27149,0.004188,p0380
1.1745,0.1213,0.01261,0.0027758,p0381
0.89958,0.18247,0.061006,0.0041525,p0382
1.1953,0.16297,0.23049,0.0086153,p0383
1.0737,0.17673,0.26463,0.0012147,p0384
0.90072,0.11443,0.10622,0.00022945,p0385
1.1822,0.10915,0.30174,0.0054787,p0386
1.0129,0.14468,0.2132,0.00872,p0387
0.83492,0.11218,0.050746,0.0044559,p0388
1.1658,0.11232,0.040001,0.0030393,p0389
1.0173,0.17702,0.22233,0.00081362,p0390
0.85835,0.19767,0.041013,0.0046966,p0391
0.90665,0.14046,0.25412,0.0019952,p0392
0.91084,0.18784,0.0096649,0.0058076,p0393
0.88289,0.11246,0.13612,0.0056647,p0394
1.0517,0.1166,0.1021,0.0014057,p0395
1.1261,0.12535,0.23982,0.0058811,p0396
1.1912,0.15789,0.043033,0.0021161,p0397
0.83888,0.15587,0.2348,0.0035261,p0398
0.88279,0.19557,0.16066,0.0011417,p0399
0.99848,0.10872,0.16203,0.0082344,p0400
0.86334,0.11845,0.043617,0.0011229,p0401
0.83845,0.17921,0.27607,0.0011749,p0402
1.0806,0.10256,0.28813,0.0063659,p0403
0.95886,0.1012,0.21728,0.002966,p0404
1.1301,0.12279,0.014597,0.0077329,p0405
0.81191,0.16218,0.27739,0.0014764,p0406
0.81816,0.15746,0.24573,0.0015793,p0407
0.85609,0.1983,0.11332,0.0070874,p0408
1.0267,0.19957,0.17193,0.0025646,p0409
0.80508,0.10375,0.24836,0.0015533,p0410
1.0107,0.12874,0.21246,0.0084167,p0411
1.1251,0.10743,0.18651,0.007167,p0412
1.1743,0.10311,0.085319,0.0071286,p0413
0.80248,0.16526,0.28345,0.0054444,p0414
1.1824,0.15631,0.055828,0.0088713,p0415
1.0133,0.15646,0.021034,0.0014467,p0416
1.1815,0.16839,0.30653,0.006098,p0417
1.1927,0.1305,0.15807,0.0007642,p0418
0.83144,0.16812,0.26662,0.007316,p0419
1.0486,0.12328,0.016212,0.00012532,p0420
0.96664,0.14101,0.16634,0.0060852,p0421
1.0021,0.18627,0.1587,0.0052032,p0422
0.8605,0.18554,0.1839,0.0067608,p0423
0.85325,0.12659,0.26899,0.00044041,p0424
1.1097,0.13711,0.017035,0.0011637,p0425
1.1089,0.12076,0.14842,0.0089671,p0426
0.8692,0.15502,0.12963,0.0041647,p0427
1.0616,0.19601,0.15486,0.0083566,p0428
0.90771,0.11128,0.089772,0.0086676,p0429
0.84827,0.14629,0.2402,0.00408,p0430
0.93153,0.13966,0.018341,9.1522e-05,p0431
0.80621,0.13433,0.28417,0.0013265,p0432
0.85859,0.17524,0.0085315,0.0020185,p0433
0.99892,0.11512,0.22788,0.0011094,p0434
0.95731,0.17415,0.27647,0.0014895,p0435
0.95208,0.1786,0.12147,0.0010282,p0436
1.0793,0.12232,0.13319,0.00091875,p0437
0.89005,0.1914,0.17081,0.0089515,p0438
1.1205,0.18073,0.11326,0.0059788,p0439
0.88694,0.15964,0.041709,0.0089158,p0440
0.80036,0.1472,0.21704,0.0063966,p0441
0.98601,0.18655,0.19775,0.0015581,p0442
1.0558,0.11405,0.21783,0.00085026,p0443
1.0936,0.19577,0.25439,0.0070295,p0444
1.1588,0.15334,0.090851,0.0015095,p0445
1.157,0.19017,0.23199,0.0011165,p0446
0.98682,0.1426,0.20022,0.0032634,p0447
1.1239,0.10036,0.013224,0.0072738,p0448
1.1737,0.18124,0.22156,0.0023533,p0449
1.1112,0.1193,0.2299,0.0025953,p0450
0.97077,0.11771,0.1375,0.0056471,p0451
0.90583,0.12116,0.2051,0.0085507,p0452
0.91838,0.19402,0.21667,0.00095168,p0453
0.98417,0.13904,0.2655,0.008393,p0454
0.95579,0.19593,0.26864,0.0048273,p0455
1.1425,0.18092,0.035214,0.0056763,p0456
1.1034,0.16788,0.042608,0.0082624,p0457
0.99564,0.18808,0.15714,0.0059906,p0458
1.1503,0.18571,0.21026,0.0021169,p0459
0.85159,0.16855,0.10997,0.0037994,p0460
1.0511,0.10045,0.24604,0.0058576,p0461
1.1724,0.14402,0.082115,0.0087099,p0462
0.83237,0.19885,0.11573,0.0048284,p0463
0.88958,0.12318,0.18317,0.0038157,p0464
1.0574,0.12361,0.27262,0.0075046,p0465
0.87284,0.16238,0.18067,0.0037103,p0466
1.1709,0.18893,0.1179,0.0087394,p0467
1.0386,0.19499,0.11523,0.003496,p0468
0.99116,0.13512,0.2485,0.0047204,p0469
1.0311,0.12993,0.14689,0.00034099,p0470
1.124,0.1931,0.30143,0.0063079,p0471
0.90831,0.14119,0.26632,0.0075401,p0472
0.95412,0.17516,0.11735,0.0029139,p0473
0.97254,0.15319,0.27662,0.0067374,p0474
1.0801,0.19054,0.28055,0.0080857,p0475
1.1789,0.15285,0.082657,0.0055651,p0476
0.98272,0.18615,0.27709,0.004123,p0477
1.1855,0.1007,0.026872,0.0079909,p0478
1.1618,0.19715,0.30486,0.0046905,p0479
1.1337,0.13185,0.072103,0.0041062,p0480
0.96373,0.1901,0.17234,0.005787,p0481
0.89441,0.10673,0.078168,0.0034893,p0482
0.93432,0.10199,0.2616,0.0030855,p0483
0.99791,0.12585,0.23893,0.0055678,p0484
0.99829,0.14354,0.29456,0.0027233,p0485
0.9936,0.15088,0.26941,0.008675,p0486
1.1355,0.12423,0.10958,0.0052484,p0487
0.88845,0.17408,0.07787,0.0042412,p0488
1.0824,0.11064,0.26232,0.0083652,p0489
1.1461,0.1502,0.15533,0.0080702,p0490
1.0839,0.18953,0.25559,0.004357,p0491
0.92945,0.10514,0.14402,0.0076772,p0492
1.0691,0.11603,0.060331,0.008304,p0493
0.81948,0.19639,0.30292,0.0032816,p0494
1.1647,0.18759,0.21351,0.0054664,p0495
0.94027,0.16655,0.27518,0.0087656,p0496
0.84461,0.19916,0.24197,0.00070995,p0497
0.91945,0.15819,0.23055,0.0051195,p0498
0.82492,0.16158,0.11462,0.00013215,p0499
0.99249,0.18991,0.078606,0.0047617,p0500
0.89995,0.17754,0.047707,0.0034542,p0501
0.98152,0.16366,0.035464,0.005149,p0502
1.1254,0.1729,0.14511,0.0035341,p0503
1.0044,0.14476,0.19329,0.0078435,p0504
1.0921,0.14534,0.056432,0.0028167,p0505
0.80061,0.1275,0.17927,0.006961,p0506
0.84987,0.18239,0.087555,0.008621,p0507
0.9736,0.17726,0.30693,0.0019659,p0508
0.92037,0.1051,0.18392,0.0033524,p0509
1.1944,0.19217,0.15961,0.00080691,p0510
0.80921,0.19273,0.1629,0.0032138,p0511
0.9483,0.16715,0.18541,0.008775,p0512
1.0743,0.18648,0.16118,0.0033566,p0513
0.86295,0.14712,0.20916,0.007041,p0514
1.1869,0.16391,0.032635,0.0053837,p0515
1.0914,0.17376,0.010823,0.0037301,p0516
0.84405,0.12577,0.18217,0.0054933,p0517
0.988,0.1136,0.18183,0.0068225,p0518
1.0902,0.15447,0.25893,0.0058307,p0519
1.143,0.14317,0.26056,0.0045425,p0520
1.1643,0.12335,0.29217,0.0035201,p0521
0.8162,0.12013,0.14578,0.00023374,p0522
1.0204,0.14281,0.17949,0.0076916,p0523
0.87517,0.16495,0.13434,0.0022742,p0524
0.89833,0.13153,0.30247,0.0028212,p0525
0.97681,0.13315,0.29134,0.0028946,p0526
0.90123,0.10135,0.10185,0.0033877,p0527
0.80442,0.13567,0.075918,0.0018856,p0528
1.1394,0.11169,0.16455,0.0079304,p0529
1.1844,0.12156,0.064116,0.007827,p0530
0.89481,0.16052,0.081879,0.0058035,p0531
0.9291,0.15761,0.020411,0.00078116,p0532
0.84718,0.10763,0.18686,0.008052,p0533
0.80665,0.15875,0.063021,0.00082688,p0534
0.94919,0.14929,0.009971,0.0031383,p0535
1.035,0.13134,0.043948,0.0033253,p0536
1.0327,0.1417,0.084832,0.00043023,p0537
1.1282,0.1469,0.021064,0.0010521,p0538
0.91865,0.14089,0.29065,0.004888,p0539
1.0284,0.18216,0.28182,0.0075019,p0540
0.91208,0.15116,0.28247,0.002995,p0541
0.8029,0.17356,0.18744,0.0056439,p0542
0.97842,0.17535,0.073573,0.0050244,p0543
0.96943,0.17875,0.071379,0.0050058,p0544
0.91977,0.11252,0.011327,0.0085561,p0545
0.95874,0.11362,0.11145,0.0034636,p0546
0.92856,0.11713,0.24569,0.0076248,p0547
0.99384,0.12457,0.23808,0.0033142,p0548
0.9306,0.11042,0.023189,0.007597,p0549
1.0779,0.13818,0.1116,0.005913,p0550
0.97543,0.11395,0.19597,0.0013206,p0551
1.0993,0.19453,0.10565,0.007866,p0552
0.8524,0.18856,0.22748,0.0079842,p0553
1.0553,0.10882,0.24166,0.0065319,p0554
1.0399,0.16983,0.17398,0.00234,p0555
1.1584,0.14563,0.17481,0.0019473,p0556
1.1343,0.16079,0.26436,0.0041422,p0557
0.96743,0.18441,0.2243,0.0053529,p0558
