wind_speed,fetch_lk,c_relax_C,par_id
0.98607,51624,0.011482,p0069
1.1144,46163,0.038169,p0070
0.98801,54442,0.045019,p0071
1.1672,50429,0.083331,p0072
0.91791,32370,0.069787,p0073
1.1535,63496,0.057093,p0074
0.9962,44645,0.0070053,p0075
1.1066,9731.3,0.0057394,p0076
0.97014,17369,0.021789,p0077
1.1465,26318,0.018609,p0078
1.0084,6048.9,0.061287,p0079
1.1629,39959,0.08125,p0080
1.0546,25978,0.025367,p0081
1.1374,24370,0.032759,p0082
1.0069,1163.8,0.01043,p0083
1.1887,43000,0.073841,p0084
0.95566,24119,0.066414,p0085
1.0696,37345,0.094275,p0086
0.85709,35502,0.052925,p0087
1.0337,7267.7,0.056338,p0088
1.0725,72535,0.001061,p0089
0.98092,53530,0.037828,p0090
1.1604,57694,0.049715,p0091
1.1621,48572,0.050057,p0092
1.1845,25725,0.0022769,p0093
1.196,11829,0.049832,p0094
0.8783,20983,0.007516,p0095
0.96003,26733,0.090177,p0096
0.94824,41587,0.076004,p0097
1.0901,31703,0.055872,p0098
1.1151,40024,0.087881,p0099
1.1727,41702,0.048702,p0100
1.0175,50076,0.067952,p0101
0.89185,15715,0.028512,p0102
0.85947,52772,0.053911,p0103
0.85134,58642,0.051704,p0104
0.89669,39438,0.020965,p0105
0.91751,54106,0.086125,p0106
1.1963,13118,0.097805,p0107
0.80458,30661,0.04332,p0108
0.93171,18520,0.029732,p0109
0.83292,35831,0.03671,p0110
1.0023,45811,0.019225,p0111
1.1214,19783,0.070179,p0112
1.0819,37932,0.088686,p0113
0.93966,11182,0.062082,p0114
0.93501,3394.6,0.066824,p0115
1.0033,39045,0.013127,p0116
1.1823,38660,0.085607,p0117
1.1938,39683,0.035932,p0118
1.0279,39349,0.03631,p0119
0.81413,22774,0.023755,p0120
0.81018,9231.7,0.040546,p0121
1.0416,8326.5,0.081502,p0122
1.15,14416,0.097673,p0123
0.9329,18627,0.065359,p0124
0.95946,12395,0.079443,p0125
0.98739,72004,0.038606,p0126
1.1073,71720,0.071167,p0127
0.80814,16803,0.069294,p0128
1.1274,35748,0.057852,p0129
0.84833,26527,0.0086916,p0130
1.1643,71464,0.057212,p0131
0.99946,15053,0.080813,p0132
0.94672,19953,0.066679,p0133
0.88478,17761,0.090427,p0134
0.87678,13636,0.039681,p0135
1.1207,46757,0.072246,p0136
0.97658,28473,0.094014,p0137
1.1919,41147,0.02153,p0138
0.99112,4457.4,0.05855,p0139
0.9541,49561,0.046205,p0140
0.87712,66561,0.0014205,p0141
1.1878,42114,0.024501,p0142
0.89002,20673,0.0083512,p0143
0.97303,15376,0.087288,p0144
1.0516,11361,0.044878,p0145
0.85584,34716,0.074684,p0146
1.0652,61253,0.037623,p0147
1.1289,52458,0.072427,p0148
0.88293,22636,0.081833,p0149
0.97175,58078,0.076886,p0150
0.96776,61613,0.0098251,p0151
1.1779,63977,0.059029,p0152
0.94398,8746.2,0.012368,p0153
0.94613,31290,0.088859,p0154
0.9208,65635,0.093812,p0155
0.80273,56541,0.067765,p0156
0.86578,74187,0.062396,p0157
1.1564,3202.7,0.046699,p0158
0.8448,10334,0.039343,p0159
1.1317,69730,0.082279,p0160
0.89529,1009.5,0.078257,p0161
0.86539,29617,0.029303,p0162
0.85622,65143,0.030086,p0163
0.85044,65889,0.018184,p0164
1.0044,8986.8,0.020459,p0165
0.95869,66440,0.068877,p0166
1.0841,70810,0.095481,p0167
0.98026,58262,0.0013139,p0168
0.96132,52635,0.096656,p0169
1.1492,56063,0.014133,p0170
1.079,25218,0.020021,p0171
0.89992,33355,0.012444,p0172
0.93389,60952,0.052,p0173
1.1162,23481,0.028153,p0174
1.1325,61076,0.084525,p0175
0.81637,73852,0.074938,p0176
1.1237,48671,0.020393,p0177
1.0426,29920,0.05933,p0178
1.0497,28869,0.03127,p0179
1.0438,44599,0.064145,p0180
1.1123,69196,0.011053,p0181
1.0544,58913,0.042807,p0182
0.99849,6496.3,0.054778,p0183
0.81307,10802,0.00056004,p0184
0.85402,26107,0.041577,p0185
0.80008,64328,0.08774,p0186
1.046,33893,0.018954,p0187
1.0187,60127,0.065878,p0188
0.86029,68537,0.085011,p0189
1.1931,67227,0.050219,p0190
1.1002,56991,0.044393,p0191
1.1107,41224,0.054891,p0192
1.1516,61892,0.032361,p0193
1.1057,45046,0.047962,p0194
0.80722,11592,0.076283,p0195
1.1744,46933,0.077354,p0196
1.1698,29175,0.024095,p0197
0.95002,51079,0.076496,p0198
1.0855,9350,0.00034817,p0199
0.8184,17850,0.015407,p0200
0.88196,71126,0.047217,p0201
0.8258,52867,0.025581,p0202
0.84408,43299,0.085888,p0203
1.0392,40321,0.013507,p0204
0.9825,4707.7,0.08414,p0205
0.96543,46024,0.064558,p0206
1.0263,12929,0.0089625,p0207
1.045,16948,0.063661,p0208
0.93227,34076,0.098974,p0209
1.1704,8078.7,0.030957,p0210
1.0121,34565,0.060752,p0211
1.0464,74070,0.04906,p0212
0.91636,67619,0.010332,p0213
1.01,59551,0.061535,p0214
1.0249,18288,0.082931,p0215
0.90812,30392,0.030465,p0216
1.1179,58858,0.064704,p0217
0.82394,62954,0.099226,p0218
1.1171,70186,0.074192,p0219
0.99037,66905,0.037061,p0220
1.0208,68744,0.048152,p0221
1.0957,27300,0.048475,p0222
1.0792,18896,0.058913,p0223
1.0674,31798,0.0060426,p0224
0.83067,38819,0.047616,p0225
1.0227,66202,0.02583,p0226
0.94912,45679,0.070908,p0227
1.1019,64797,0.079201,p0228
0.99805,50791,0.079667,p0229
1.0134,17327,0.09134,p0230
0.92329,37202,0.099804,p0231
0.82198,42663,0.006509,p0232
1.0857,69815,0.032183,p0233
0.93048,66730,0.067267,p0234
1.1747,64574,0.014482,p0235
1.1082,70653,0.0098001,p0236
1.1463,49925,0.066234,p0237
0.92472,40944,0.055361,p0238
1.0353,28357,0.084305,p0239
1.0752,58368,0.04631,p0240
1.0314,69600,0.090668,p0241
1.0063,33252,0.0070965,p0242
0.97569,28704,0.063492,p0243
1.1584,41987,0.027481,p0244
1.0286,56478,0.017292,p0245
1.0732,24811,0.029149,p0246
1.0761,73291,0.097224,p0247
1.0052,71306,0.0027356,p0248
0.93767,21431,0.077773,p0249
0.8736,55754,0.068398,p0250
1.1512,36475,0.093792,p0251
1.1433,61856,0.029539,p0252
0.9256,10605,0.078647,p0253
0.88933,30032,0.075544,p0254
1.1388,41844,0.053462,p0255
1.181,33452,0.074461,p0256
0.80341,9449.1,0.070696,p0257
0.82989,60643,0.03491,p0258
1.0591,32578,0.023363,p0259
1.1399,1656.6,0.067478,p0260
1.0532,60399,0.041183,p0261
0.84314,47198,0.011748,p0262
1.0445,38484,0.066041,p0263
0.80619,52008,0.056664,p0264
0.97821,24681,0.09517,p0265
0.83684,2998.8,0.064344,p0266
1.0706,51345,0.058636,p0267
0.83514,34353,0.033618,p0268
1.0303,7578.7,0.080313,p0269
0.87383,46477,0.072649,p0270
0.8991,28180,0.040873,p0271
0.90194,26911,0.038317,p0272
1.1672,36021,0.024666,p0273
1.0754,29833,0.082792,p0274
1.1047,42846,0.034765,p0275
0.96404,41471,0.036155,p0276
1.1015,65264,0.09294,p0277
0.92751,9767.2,0.074221,p0278
0.88547,64431,0.086766,p0279
1.1154,51836,0.070331,p0280
1.1969,68983,0.071383,p0281
1.0305,11075,0.026081,p0282
1.0289,7033.1,0.054542,p0283
1.0659,56958,0.089144,p0284
0.87019,24331,0.090843,p0285
1.0095,2129.6,0.093074,p0286
1.0605,26197,0.07582,p0287
1.0326,59216,0.012074,p0288
1.1366,73051,0.080588,p0289
1.1614,43989,0.022457,p0290
0.82308,1877.4,0.03683,p0291
0.82027,72120,0.098555,p0292
1.1546,63221,0.034296,p0293
0.96696,11766,0.092205,p0294
0.88818,67954,0.0085366,p0295
1.0572,57333,0.023551,p0296
1.0247,5622.9,0.082534,p0297
1.1231,67808,0.00097499,p0298
0.84627,27879,0.025202,p0299
0.83761,6437.4,0.060208,p0300
1.0208,12080,0.0077935,p0301
0.90568,19169,0.04275,p0302
0.83258,73731,0.031714,p0303
0.95113,56267,0.052698,p0304
1.0927,37108,0.046856,p0305
1.1654,65419,0.073347,p0306
0.94734,70947,0.043489,p0307
1.0364,14267,0.05555,p0308
1.1798,17091,0.051034,p0309
1.1772,54912,0.044124,p0310
0.91855,16517,0.023878,p0311
0.93861,25062,0.099465,p0312
1.0508,2274.5,0.078852,p0313
0.94084,23083,0.062892,p0314
1.0809,64207,0.026348,p0315
1.008,72799,0.054287,p0316
1.0265,607.82,0.051311,p0317
1.0579,49453,0.073586,p0318
0.92169,53002,0.053605,p0319
1.1713,6744,0.094579,p0320
1.0009,31074,0.08946,p0321
0.95792,5414.2,0.062449,p0322
1.0387,4996,0.019901,p0323
1.1221,27343,0.0599,p0324
1.1452,40440,0.052563,p0325
0.82143,16613,0.096984,p0326
1.0635,45606,0.021809,p0327
0.95292,13529,0.0093525,p0328
1.0157,55536,0.04654,p0329
0.9843,25600,0.097559,p0330
0.96391,47537,0.031018,p0331
0.86802,47727,0.02782,p0332
1.0196,59465,0.012951,p0333
0.87204,68137,0.098289,p0334
1.1344,2462.4,0.069198,p0335
0.90755,44876,0.011355,p0336
1.0828,3939.5,0.0020046,p0337
0.99244,20524,0.040628,p0338
1.1756,15470,0.022055,p0339
0.92877,9929.7,0.060498,p0340
0.87934,21738,0.050742,p0341
0.94293,54676,0.030701,p0342
0.93678,73173,0.068598,p0343
0.8278,72645,9.5641e-05,p0344
0.88019,50913,0.092697,p0345
0.99399,21898,0.060112,p0346
1.1442,59151,0.034082,p0347
1.0557,73367,0.03258,p0348
1.0619,50364,0.075071,p0349
0.88752,19543,0.02571,p0350
1.0782,65002,0.002881,p0351
1.014,49785,0.094926,p0352
0.9708,58580,0.079959,p0353
0.8055,6290.2,0.0049588,p0354
1.1979,34258,0.037532,p0355
0.91369,42328,0.056491,p0356
0.99534,8240.4,0.08069,p0357
0.92249,1728.6,0.033227,p0358
0.8924,16114,0.077496,p0359
1.1406,46596,0.059486,p0360
0.93577,62547,0.014782,p0361
1.1889,47000,0.016095,p0362
0.90463,2709,0.096206,p0363
1.1868,16392,0.049294,p0364
0.99288,74343,0.078159,p0365
0.88145,31530,0.068707,p0366
1.1861,53348,0.019199,p0367
0.83853,70417,0.091742,p0368
0.9573,23653,0.020692,p0369
1.0165,821.97,0.083485,p0370
1.1989,35594,0.017419,p0371
0.96165,42391,0.0094759,p0372
1.0962,23262,0.043876,p0373
1.022,65935,0.095835,p0374
0.9723,68339,0.087135,p0375
1.0693,59664,0.037369,p0376
1.1331,58009,0.024244,p0377
0.92661,10662,0.042062,p0378
0.86089,27997,0.048355,p0379
1.1762,12701,0.010736,p0380
1.0235,36343,0.088338,p0381
0.81189,39129,0.0054226,p0382
0.84711,36800,0.063382,p0383
1.1241,15982,0.063882,p0384
0.84015,12523,0.044544,p0385
0.91081,15697,0.031541,p0386
1.0178,57187,0.0143,p0387
1.148,36971,0.003229,p0388
0.95498,29347,0.083166,p0389
0.97922,22425,0.041813,p0390
0.83382,63542,0.033013,p0391
0.82448,4246.1,0.01584,p0392
0.86295,40706,0.012747,p0393
1.0006,4542.3,0.0053471,p0394
0.81805,30557,0.034466,p0395
0.9948,30211,0.0067512,p0396
1.1575,48007,0.061622,p0397
1.1306,72461,0.055671,p0398
1.1027,23415,0.045854,p0399
0.86335,20215,0.015197,p0400
1.0806,12820,0.050569,p0401
0.86209,27047,0.06102,p0402
1.0378,74556,0.026826,p0403
0.88714,40166,0.071653,p0404
1.0404,32196,0.045497,p0405
0.90083,37457,0.027294,p0406
1.094,55188,0.092494,p0407
0.86924,48989,0.0040065,p0408
1.0348,33654,0.06188,p0409
1.0486,35317,0.035526,p0410
1.1923,54260,0.097184,p0411
0.98707,26683,0.091063,p0412
0.97484,13277,0.092109,p0413
0.80661,38099,0.028763,p0414
1.1537,24013,0.016369,p0415
0.86772,34796,0.011819,p0416
1.0996,55056,0.042335,p0417
1.136,6887.9,0.013374,p0418
0.8497,12196,0.057729,p0419
0.90044,8599,0.098072,p0420
0.83615,18142,0.075316,p0421
0.80236,51177,0.056089,p0422
0.85448,3497.3,0.010992,p0423
0.82496,62872,0.049555,p0424
0.90921,22373,0.023177,p0425
0.80957,62391,0.0042188,p0426
0.81468,5267.9,0.07718,p0427
0.89335,38221,0.083919,p0428
0.94501,33850,0.018552,p0429
1.1993,47304,0.067151,p0430
1.033,45288,0.081703,p0431
1.113,4188.2,0.033418,p0432
0.81073,42756,0.0091056,p0433
1.1803,21282,0.0020265,p0434
1.0028,73615,0.041684,p0435
0.87894,7138.6,0.069476,p0436
0.97391,48296,0.080117,p0437
0.91196,45155,0.072954,p0438
0.89475,53787,0.035085,p0439
0.86434,63941,0.045208,p0440
0.87501,59969,0.089347,p0441
0.86685,48840,0.050989,p0442
1.0971,68656,0.036538,p0443
0.91029,20149,0.016981,p0444
0.85772,27523,0.073022,p0445
0.97742,67386,0.071559,p0446
1.1856,36227,0.095711,p0447
0.98928,22851,0.00071656,p0448
1.056,71033,0.055192,p0449
1.0149,24620,0.096485,p0450
1.0945,27690,0.065693,p0451
1.1382,74860,0.022933,p0452
0.92893,14207,0.0035123,p0453
0.84126,14587,0.033817,p0454
1.0716,28979,0.0073421,p0455
1.0888,5471.4,0.087568,p0456
0.84936,14688,0.06558,p0457
0.8314,37775,0.051502,p0458
0.96857,50235,0.035659,p0459
0.87187,62759,0.0037502,p0460
0.92109,3708.5,0.099126,p0461
0.9151,49306,0.022309,p0462
0.91298,72292,0.010146,p0463
1.0936,16238,0.013978,p0464
0.8857,22122,0.041382,p0465
1.1559,61315,0.043768,p0466
1.13,10430,0.078504,p0467
1.1267,47852,0.014937,p0468
0.92594,55366,0.072189,p0469
0.84764,25283,0.032004,p0470
0.92972,28659,0.0051417,p0471
1.0872,13431,0.022779,p0472
0.83555,8448.9,0.084849,p0473
1.1634,18980,0.017739,p0474
1.1576,56764,0.038838,p0475
1.1417,48154,0.026685,p0476
0.98487,2298.9,0.054176,p0477
1.1119,32394,0.04253,p0478
1.1897,53944,0.086423,p0479
1.1034,45394,0.088433,p0480
0.91549,63773,0.047481,p0481
0.80133,3818.6,0.024862,p0482
1.0645,737.39,0.093367,p0483
1.1198,57845,0.081097,p0484
0.82904,20895,0.07578,p0485
1.1663,66269,0.021112,p0486
1.1052,3160.9,0.082003,p0487
1.077,30911,0.033003,p0488
1.0493,7731.2,0.052382,p0489
0.94401,70046,0.053269,p0490
1.1685,46343,0.028214,p0491
0.96908,43804,0.085553,p0492
0.89769,17496,0.094644,p0493
0.95628,49194,0.056883,p0494
1.1412,40861,0.07374,p0495
0.98326,48397,0.043065,p0496
0.95135,10165,0.018337,p0497
0.85207,36671,0.086359,p0498
1.0624,18743,0.040378,p0499
1.0108,62045,0.04711,p0500
