wind_speed,turb_param/k_min,g2/constant_value,g1/constant_value,A/constant_value,par_id
0.80179,0.0001187,1.1736,0.74814,0.84589,p0034
1.067,5.5913e-07,0.6246,0.61216,0.78395,p0035
0.9883,1.8704e-11,2.315,0.69225,0.91207,p0036
0.90659,7.3324e-11,2.9685,0.52186,1.0764,p0037
0.81422,0.00027763,2.6319,0.56153,0.99201,p0038
0.91802,2.5108e-05,1.2989,0.52547,1.0232,p0039
0.99128,2.7425e-09,0.81434,0.68646,0.80147,p0040
1.1007,1.2943e-05,1.5391,0.62909,0.73223,p0041
0.97585,4.6952e-10,1.4196,0.45603,0.70459,p0042
1.1434,9.0304e-09,2.5693,0.4409,0.83355,p0043
0.8782,7.8392e-05,1.6611,0.70582,0.72021,p0044
1.1828,3.5837e-06,0.75681,0.44015,0.89426,p0045
0.9218,6.2144e-14,0.78858,0.71881,0.74567,p0046
1.1663,4.1141e-10,0.70387,0.68127,0.8563,p0047
1.0005,6.638e-07,1.4528,0.58162,0.75247,p0048
1.1009,6.8592e-06,1.1696,0.64801,0.97814,p0049
1.0469,4.3641e-07,2.0311,0.66516,0.75822,p0050
1.0863,2.0003e-09,3.4363,0.66402,1.0925,p0051
0.87515,1.4891e-11,2.2204,0.54254,0.90883,p0052
1.011,3.0664e-13,0.94007,0.52439,0.83312,p0053
1.1104,5.6399e-11,2.0004,0.53962,1.0912,p0054
1.1938,4.577e-12,1.0157,0.77408,0.85502,p0055
1.0232,3.0379e-08,1.3408,0.76056,1.0583,p0056
1.0763,7.8577e-08,0.85355,0.73285,0.89118,p0057
0.99098,1.7437e-10,1.7489,0.48538,0.74783,p0058
1.0199,2.5338e-11,3.3169,0.56045,0.85959,p0059
0.97699,3.9864e-06,2.1317,0.54412,0.80649,p0060
0.88613,3.594e-05,3.3096,0.51735,0.81229,p0061
1.1885,1.2624e-08,1.4076,0.44497,0.87087,p0062
1.1349,1.036e-08,2.9431,0.7224,1.0671,p0063
1.0574,1.2399e-08,1.1241,0.68445,0.93631,p0064
1.1788,1.1355e-09,2.2406,0.45424,0.93539,p0065
0.97012,8.198e-10,2.8237,0.59817,1.0888,p0066
0.87109,3.3287e-08,2.1435,0.75722,1.0097,p0067
0.9284,1.3096e-07,1.6011,0.64499,0.92602,p0068
0.9952,7.3446e-08,2.1751,0.44662,0.89634,p0069
1.064,0.00048596,3.1444,0.50941,0.80969,p0070
1.103,6.2138e-05,2.9552,0.40337,1.0637,p0071
1.096,1.6996e-05,3.1865,0.5376,0.78956,p0072
1.0579,2.2997e-10,1.2516,0.47626,0.75374,p0073
1.0988,2.2488e-11,2.0822,0.58806,0.87646,p0074
1.0296,2.0956e-07,3.249,0.52926,0.8022,p0075
0.9302,1.2265e-08,2.4737,0.69335,0.93473,p0076
0.95306,7.0315e-09,1.9894,0.62588,0.91166,p0077
0.90833,1.4859e-08,1.3711,0.56761,0.80719,p0078
1.1911,4.0887e-09,1.3816,0.79329,0.88928,p0079
0.82736,1.7832e-11,3.3411,0.79908,0.87898,p0080
0.8205,1.5337e-05,1.2205,0.64026,1.0746,p0081
0.952,9.5083e-13,1.4227,0.73593,0.91386,p0082
1.0674,0.000321,0.75429,0.77787,0.9031,p0083
1.1739,0.00012517,3.0296,0.71767,1.0963,p0084
1.1676,1.244e-11,1.3277,0.69369,0.70893,p0085
0.98776,3.3451e-11,3.3707,0.54293,1.0287,p0086
0.96491,5.2509e-11,1.7769,0.63835,1.0542,p0087
0.99837,2.681e-11,1.0868,0.48495,0.99082,p0088
1.1554,2.0724e-09,2.7298,0.52774,0.94496,p0089
1.0119,5.5637e-08,2.2757,0.69598,0.87594,p0090
0.91515,0.00024167,0.90977,0.7405,0.81549,p0091
0.85805,4.7552e-11,2.1969,0.50482,0.7564,p0092
1.0365,3.9791e-14,1.3504,0.45775,1.0605,p0093
1.1808,5.3877e-15,2.3059,0.45981,0.90594,p0094
1.0612,0.00034868,1.5911,0.658,0.9577,p0095
1.0922,4.8474e-12,2.8755,0.71717,0.944,p0096
0.99053,1.745e-13,1.5273,0.65038,0.76267,p0097
0.93427,4.596e-13,3.115,0.62314,1.0084,p0098
0.81213,8.386e-13,0.8317,0.40815,1.0815,p0099
0.93704,6.362e-10,2.8692,0.64244,1.0078,p0100
0.912,3.8025e-14,0.89331,0.53374,1.0489,p0101
0.89001,7.5725e-14,1.9529,0.41516,1.0171,p0102
1.1327,5.8334e-13,2.3126,0.5971,0.77726,p0103
0.9844,1.7117e-12,0.51952,0.54021,0.70323,p0104
0.80084,0.00032678,1.3979,0.71256,0.86434,p0105
0.99026,1.7418e-06,1.5097,0.53937,0.95149,p0106
0.88426,3.2566e-06,1.1778,0.50586,0.75555,p0107
0.82289,2.0757e-10,1.027,0.70672,0.96691,p0108
1.1684,5.7872e-07,2.344,0.644,0.75891,p0109
0.81286,1.0361e-05,1.6824,0.55257,0.87357,p0110
0.8196,3.295e-07,2.5234,0.52367,0.97316,p0111
0.84274,5.6814e-05,1.1049,0.49031,0.93772,p0112
1.1012,6.5875e-05,2.3574,0.58886,0.77419,p0113
1.1525,8.281e-09,3.4735,0.49912,0.99694,p0114
1.0556,2.9595e-13,1.952,0.73989,1.0111,p0115
1.0379,3.1203e-05,0.77034,0.60599,0.7196,p0116
1.0331,5.3207e-08,1.0662,0.62685,0.84057,p0117
0.8208,6.3828e-08,1.8092,0.66736,0.87389,p0118
1.1901,5.0944e-12,3.1809,0.4152,0.70562,p0119
0.9474,7.7918e-14,1.6955,0.57935,0.81968,p0120
0.81049,1.064e-10,2.5791,0.49444,0.89225,p0121
0.80526,4.1397e-12,0.52666,0.60019,0.8703,p0122
0.80659,1.7693e-14,2.669,0.73064,1.0052,p0123
0.91896,0.00031558,0.68977,0.5569,0.88626,p0124
0.84345,2.1692e-08,2.896,0.78234,1.0575,p0125
1.1534,2.0221e-12,0.64224,0.7477,0.93222,p0126
0.9361,0.00011436,2.5274,0.79742,0.83249,p0127
0.97602,5.9906e-15,1.1481,0.77614,0.94137,p0128
1.1595,1.3217e-12,3.2028,0.48424,0.86479,p0129
0.97972,4.9644e-12,2.3183,0.77678,0.79462,p0130
0.85211,1.6225e-09,1.1103,0.67473,0.83669,p0131
1.1478,3.8532e-05,3.0562,0.73221,0.85801,p0132
0.82789,3.4261e-13,1.8396,0.54877,0.87742,p0133
0.85933,0.00038624,3.048,0.67026,0.86247,p0134
1.1794,9.165e-12,2.3283,0.49337,0.76805,p0135
0.85641,0.00049273,0.58237,0.45521,0.97011,p0136
1.1064,3.3966e-07,3.0841,0.50741,0.8257,p0137
0.94995,0.00015283,0.59219,0.6514,0.87147,p0138
1.186,0.00016613,2.6854,0.51277,1.046,p0139
0.85061,1.4426e-09,3.3574,0.48799,1.008,p0140
1.1437,1.2559e-07,1.7643,0.75415,0.84619,p0141
1.1529,2.6724e-14,2.7091,0.65481,0.82688,p0142
0.92057,4.4355e-12,1.0196,0.75139,0.98515,p0143
1.0809,1.1016e-09,2.3691,0.65265,0.83589,p0144
0.89796,4.8655e-06,0.6611,0.47269,0.94246,p0145
0.92229,2.7801e-10,2.066,0.5578,0.85,p0146
0.85168,0.00033378,3.1939,0.42388,1.0682,p0147
0.81367,1.2192e-10,2.1251,0.56745,0.9661,p0148
1.1718,1.8521e-07,1.6923,0.59462,1.0037,p0149
0.95322,5.6341e-12,3.3034,0.49541,1.0018,p0150
1.0434,4.2897e-06,2.2096,0.66146,0.76008,p0151
1.1228,6.6689e-12,1.9415,0.59005,0.87701,p0152
0.80055,1.9865e-13,1.2724,0.58586,1,p0153
1.0443,5.0077e-07,0.88377,0.66089,0.70969,p0154
1.0348,9.6566e-14,1.0333,0.67746,0.96534,p0155
0.96813,1.0771e-11,1.1403,0.42936,1.0696,p0156
1.119,2.7706e-12,3.1189,0.63847,1.0534,p0157
0.92884,1.1962e-07,1.7256,0.46117,0.90215,p0158
1.0834,2.552e-10,1.671,0.60883,0.83893,p0159
0.81644,1.2617e-14,0.59692,0.53462,0.97988,p0160
0.90497,2.6518e-10,3.2227,0.47821,0.71431,p0161
1.1517,1.0883e-13,1.5512,0.76214,0.79009,p0162
0.92993,3.3577e-09,1.7981,0.74434,1.0341,p0163
0.95677,4.8836e-08,2.3923,0.47557,0.91277,p0164
0.90741,6.7604e-15,2.7028,0.4006,0.74652,p0165
0.95037,2.1838e-14,0.80642,0.73846,1.0511,p0166
1.1544,2.3938e-05,2.2485,0.57726,0.94951,p0167
0.8817,5.5671e-09,2.6152,0.59326,0.70252,p0168
1.0817,6.6367e-09,2.2247,0.7468,1.0508,p0169
1.1162,7.7244e-07,1.0183,0.48825,0.86801,p0170
0.94905,2.8796e-06,2.3832,0.42597,0.8182,p0171
1.1354,5.4855e-06,3.1254,0.53147,0.98064,p0172
1.0459,1.9258e-05,1.6735,0.51612,1.015,p0173
0.89752,2.7325e-14,1.4739,0.51403,0.78134,p0174
0.87874,5.9083e-09,1.322,0.42256,1.0887,p0175
1.0248,1.5835e-12,3.4181,0.63243,0.89282,p0176
1.1279,8.0758e-11,1.5694,0.74254,0.9898,p0177
0.84588,8.124e-06,3.3648,0.49839,0.85104,p0178
1.0066,1.5909e-06,0.56926,0.71144,1.0942,p0179
0.98355,1.1885e-12,3.3908,0.64063,1.0784,p0180
0.84718,1.4803e-09,3.293,0.69039,0.97116,p0181
0.92429,1.842e-06,0.83789,0.79053,0.98873,p0182
1.1991,1.0378e-10,3.2542,0.58462,0.9907,p0183
1.0357,6.5024e-06,1.8931,0.63156,0.92914,p0184
0.89411,1.1585e-12,0.76315,0.73355,0.8397,p0185
0.80614,1.5815e-11,2.9047,0.46016,0.82147,p0186
1.0023,1.2501e-13,2.0389,0.4327,0.83633,p0187
0.93898,3.5247e-10,2.5548,0.72546,0.98432,p0188
1.1445,1.7113e-09,1.4127,0.4487,0.94558,p0189
0.95149,3.8976e-09,2.5206,0.67225,0.88973,p0190
0.86907,2.9689e-08,0.71565,0.60721,0.75344,p0191
0.96556,9.9152e-05,1.5015,0.67388,0.89718,p0192
1.0218,1.1464e-13,1.5587,0.65572,0.76766,p0193
0.9194,3.0075e-05,1.6549,0.59177,0.85392,p0194
0.97881,6.5952e-05,2.8117,0.65343,0.90122,p0195
1.0073,1.602e-13,1.2372,0.56006,0.98911,p0196
0.94227,3.7569e-11,2.6615,0.5032,1.0714,p0197
0.81277,1.5076e-05,3.4605,0.61464,1.009,p0198
0.97244,2.1735e-06,3.2121,0.61821,0.83167,p0199
0.8162,3.7275e-13,2.9934,0.76525,0.85232,p0200
0.8589,9.5176e-08,0.62816,0.73907,0.91115,p0201
1.005,1.3812e-14,0.66842,0.50683,0.84778,p0202
0.89291,3.7588e-10,1.4876,0.79833,0.98638,p0203
1.1178,2.0583e-05,3.314,0.59616,1.0126,p0204
1.1854,5.6521e-10,2.6225,0.55393,1.0278,p0205
0.81547,4.0576e-08,2.3806,0.40531,0.7645,p0206
1.1119,2.394e-13,2.1075,0.55111,0.71534,p0207
0.92553,3.0492e-06,1.8333,0.4305,0.85714,p0208
1.0322,8.795e-06,0.95007,0.72866,0.81898,p0209
0.93748,1.8742e-08,0.79572,0.42007,0.79284,p0210
1.0759,2.1671e-13,2.0339,0.76941,0.8664,p0211
0.82236,2.4428e-06,0.95836,0.63296,0.83491,p0212
0.99305,1.8862e-06,2.7927,0.43436,0.70027,p0213
0.90389,1.3383e-07,2.4962,0.77178,1.0741,p0214
0.9436,7.1871e-11,1.324,0.43652,0.95685,p0215
0.94023,4.0161e-13,2.7666,0.46279,1.084,p0216
0.9582,0.00039299,2.1228,0.79937,0.96745,p0217
1.0777,8.1392e-05,1.7378,0.58722,0.73439,p0218
0.8791,1.8209e-09,3.3345,0.50531,0.77283,p0219
0.9367,5.9304e-08,1.2344,0.64851,0.78522,p0220
0.97152,2.2431e-10,2.0781,0.63959,0.84828,p0221
0.85438,7.4676e-12,1.7113,0.64326,1.0768,p0222
1.1744,1.0665e-14,2.8261,0.78315,0.78415,p0223
1.0887,2.5397e-08,1.7673,0.68811,0.81593,p0224
0.96307,2.5876e-10,3.2373,0.43496,0.95868,p0225
1.0342,1.8763e-14,1.6289,0.48906,0.97738,p0226
0.94878,8.5386e-09,1.5831,0.64362,0.89949,p0227
0.9399,4.6974e-13,1.4766,0.46129,1.0808,p0228
0.9224,4.2004e-05,2.4669,0.4914,0.79731,p0229
1.0708,1.3014e-08,1.0071,0.46961,1.061,p0230
1.065,7.1914e-07,0.77761,0.53781,1.0897,p0231
0.83551,1.1609e-08,1.6487,0.4455,0.71907,p0232
1.1316,0.00036876,2.0114,0.61173,1.0391,p0233
1.0467,4.6758e-12,2.8991,0.41366,1.0632,p0234
0.88442,3.2274e-06,1.0041,0.53568,0.77036,p0235
0.98626,4.5783e-11,2.8552,0.67942,0.72298,p0236
0.86686,1.0937e-05,3.281,0.54944,0.97064,p0237
1.078,8.5967e-14,0.78642,0.6941,0.93716,p0238
1.0953,1.5978e-09,2.3097,0.62516,0.9573,p0239
1.0097,1.1009e-07,2.8488,0.64082,0.84259,p0240
0.86035,0.00020914,1.4821,0.77245,0.77953,p0241
0.88665,2.9374e-11,0.94998,0.68783,0.83533,p0242
1.1377,6.1128e-14,2.6802,0.5017,0.73665,p0243
1.0137,8.9976e-12,0.64724,0.46817,0.73601,p0244
1.1667,6.0172e-07,1.1844,0.72171,0.82313,p0245
1.0316,1.8956e-10,0.96427,0.75839,1.0503,p0246
1.0307,8.3359e-12,3.1516,0.4021,0.8127,p0247
0.95791,2.2725e-14,2.2575,0.55746,0.87454,p0248
0.96562,4.486e-05,2.298,0.79474,0.72976,p0249
1.0802,3.1969e-14,1.8191,0.44075,0.79657,p0250
1.042,1.3834e-10,1.6312,0.42531,0.91047,p0251
0.8029,1.9097e-12,1.6125,0.62235,0.82943,p0252
0.93069,4.2306e-14,0.59324,0.70633,1.0692,p0253
0.99354,2.3973e-14,1.884,0.57717,0.95353,p0254
0.91985,4.4484e-06,2.4641,0.41313,0.86295,p0255
1.1586,3.0057e-07,1.9839,0.77927,0.9035,p0256
1.1222,2.9759e-07,0.52305,0.73188,1.001,p0257
1.0304,1.2006e-06,2.7072,0.69522,0.92542,p0258
0.92718,3.5924e-07,1.788,0.6755,0.96031,p0259
0.80026,2.7611e-11,0.50989,0.41881,1.0869,p0260
0.81118,1.1717e-06,3.3971,0.78552,0.89584,p0261
1.0215,2.9982e-11,2.5336,0.71968,0.79437,p0262
0.8946,1.8854e-09,3.4146,0.73512,0.84914,p0263
0.89221,0.00010948,1.465,0.68754,0.92598,p0264
1.1907,2.1182e-08,2.981,0.57872,0.7724,p0265
0.88143,3.3232e-13,2.0548,0.52874,1.0164,p0266
0.92648,2.6978e-13,0.93015,0.68006,0.95626,p0267
1.0363,2.3573e-05,2.5456,0.67141,1.0904,p0268
1.015,1.1163e-06,3.0369,0.67169,0.9642,p0269
0.92091,7.6732e-12,0.74464,0.6062,1.0183,p0270
0.85461,1.9528e-08,0.67886,0.59079,1.0207,p0271
1.0284,1.112e-14,2.2139,0.77701,0.82531,p0272
1.1521,3.8048e-07,1.9585,0.68043,1.0429,p0273
0.98849,1.3917e-08,1.9931,0.58712,0.85652,p0274
1.0492,1.4441e-10,3.3443,0.74317,0.71863,p0275
0.99169,2.9432e-06,2.134,0.50795,0.9164,p0276
0.86411,8.1825e-10,2.0509,0.61607,1.0158,p0277
0.95384,0.00018237,1.1997,0.71304,0.82825,p0278
0.83089,8.9999e-10,3.2056,0.57423,0.76416,p0279
1.1732,7.6446e-05,0.56781,0.79185,1.0463,p0280
1.1383,4.9983e-08,0.54474,0.69639,0.73727,p0281
1.1333,4.7823e-06,2.057,0.69782,1.0244,p0282
1.1233,6.1709e-08,1.6667,0.75202,0.97789,p0283
0.98055,1.1662e-11,3.4084,0.65939,0.8274,p0284
0.98131,5.4108e-08,1.5187,0.68567,0.71221,p0285
1.0429,7.9555e-13,1.9432,0.45846,0.77689,p0286
0.83802,4.1411e-05,1.1023,0.57239,0.80296,p0287
0.9644,3.892e-07,1.211,0.50382,0.90662,p0288
0.8912,4.3414e-09,3.0381,0.55029,1.0386,p0289
1.124,3.3246e-12,1.6139,0.50997,1.0956,p0290
1.0743,1.955e-10,3.0048,0.58267,0.97327,p0291
1.1658,3.3925e-06,0.9554,0.62815,0.75072,p0292
0.97513,8.3971e-15,2.6423,0.5564,0.88343,p0293
1.12,3.0522e-11,1.7391,0.51131,0.91305,p0294
1.1401,1.3624e-14,3.4019,0.65375,0.87623,p0295
0.91851,2.3218e-12,3.2713,0.41343,1.0988,p0296
1.1641,4.6372e-07,1.9978,0.78674,0.88821,p0297
0.83777,6.498e-11,3.4686,0.50834,0.97916,p0298
1.0683,2.1661e-05,2.1111,0.52979,0.73397,p0299
0.89959,5.4743e-05,2.4165,0.58381,1.04,p0300
0.82812,1.9993e-05,3.1778,0.44687,0.9738,p0301
0.85963,3.8401e-12,3.1043,0.40116,0.79708,p0302
0.9705,3.3466e-10,1.5331,0.77231,0.79229,p0303
1.0849,0.00014256,1.8007,0.47321,1.0946,p0304
1.0841,7.9449e-09,0.53327,0.57124,1.0057,p0305
1.1294,1.7227e-13,2.1864,0.41579,0.9101,p0306
0.83303,2.8382e-14,1.0937,0.41923,1.0197,p0307
0.8237,7.517e-09,1.8141,0.41228,0.82106,p0308
1.1443,1.5537e-14,1.8956,0.59244,0.96273,p0309
1.1155,9.6972e-06,1.1658,0.65167,0.99804,p0310
1.1851,1.0053e-09,2.2664,0.55051,1.0231,p0311
1.146,2.9197e-13,3.2458,0.50463,1.0793,p0312
1.1091,4.3392e-11,3.4109,0.6255,0.79618,p0313
0.98595,7.0295e-13,2.9976,0.68194,0.95648,p0314
1.0282,3.3887e-09,0.74962,0.78915,0.76331,p0315
1.1494,1.2799e-14,2.8212,0.66226,1.0381,p0316
0.88898,3.1573e-13,1.5866,0.70145,0.88394,p0317
1.045,3.732e-10,3.3497,0.77072,0.93962,p0318
1.091,1.314e-11,3.3367,0.68363,0.79528,p0319
1.006,1.4019e-06,2.1013,0.6564,0.92492,p0320
0.91589,2.6413e-07,3.1236,0.60458,0.99422,p0321
0.88507,1.0582e-11,2.2127,0.45677,0.90758,p0322
0.90144,8.298e-06,2.353,0.72251,1.0589,p0323
1.0015,3.6043e-14,1.4108,0.74995,0.77822,p0324
1.0421,6.8202e-09,2.6454,0.71385,0.73716,p0325
1.1893,1.558e-10,0.87883,0.63051,0.8322,p0326
0.87693,3.6942e-14,1.2316,0.59149,0.80479,p0327
1.0266,1.3275e-08,1.6203,0.63545,0.98094,p0328
0.98366,1.7896e-10,2.4981,0.49702,0.86756,p0329
0.82879,5.8761e-09,2.0459,0.41264,0.92698,p0330
0.97661,2.0293e-11,2.6279,0.47956,1.0919,p0331
0.83999,1.6248e-05,3.4522,0.52351,0.92752,p0332
0.9574,8.8045e-10,1.348,0.77737,0.83691,p0333
0.8686,2.0923e-14,2.0052,0.48682,0.70788,p0334
0.8622,2.32e-11,1.5452,0.67502,0.92203,p0335
0.8491,1.3925e-11,2.1815,0.64186,1.0855,p0336
1.1753,6.0361e-05,1.9654,0.79113,1.0046,p0337
0.8249,1.1276e-05,2.2951,0.43781,0.88556,p0338
1.1603,1.8273e-05,2.3474,0.7246,0.96194,p0339
1.0475,5.3105e-09,2.3935,0.45937,0.78568,p0340
1.0202,2.1409e-12,1.8696,0.63359,0.8263,p0341
1.1872,4.3117e-10,1.1804,0.67974,1.0445,p0342
0.94152,6.8086e-15,2.7982,0.67844,1.0405,p0343
1.1064,3.4254e-14,1.3677,0.45593,0.91502,p0344
0.9962,0.00022783,1.0671,0.76896,1.0993,p0345
1.1604,1.0347e-11,1.3443,0.78134,1.0732,p0346
0.87434,3.9935e-10,1.8794,0.7645,0.89182,p0347
0.82469,4.8826e-09,2.3546,0.43549,0.92293,p0348
0.96069,3.1657e-11,3.1658,0.73476,0.74828,p0349
1.1159,6.9411e-06,2.0907,0.66881,0.97479,p0350
0.97195,1.9008e-13,1.2181,0.49964,1.0629,p0351
0.90022,1.0599e-13,1.0376,0.52684,0.92677,p0352
0.89668,9.4823e-05,2.7757,0.54139,0.72544,p0353
1.156,6.5027e-09,1.7421,0.52476,0.8033,p0354
0.95071,4.1665e-07,3.4424,0.56832,0.7037,p0355
0.89334,4.4576e-09,2.2501,0.68974,0.943,p0356
0.93216,3.5582e-07,0.72583,0.75292,0.75879,p0357
1.0463,4.5227e-07,1.2665,0.70822,0.78672,p0358
1.11,4.7347e-07,3.0162,0.48562,0.75171,p0359
0.87386,1.1075e-10,2.073,0.58852,0.73539,p0360
1.0924,9.3204e-11,1.0846,0.42711,1.0691,p0361
1.1214,3.0412e-10,2.5353,0.78003,0.99797,p0362
0.86552,5.9843e-12,2.1492,0.7877,0.81041,p0363
1.0389,2.2875e-13,2.2846,0.41414,0.88166,p0364
1.1637,2.5613e-14,1.5954,0.4043,1.0496,p0365
1.1423,0.00014481,2.4348,0.65474,1.0811,p0366
1.0627,2.0574e-12,1.0901,0.60279,1.0118,p0367
1.0381,1.5559e-08,3.1007,0.70695,0.75427,p0368
1.0793,1.1479e-14,2.2372,0.51486,0.92074,p0369
0.87665,1.7795e-14,2.9925,0.53867,0.83945,p0370
0.92805,2.3614e-10,3.1382,0.69823,0.80893,p0371
0.88084,9.5653e-06,2.659,0.54086,0.77452,p0372
1.1113,3.2366e-08,2.2929,0.67918,1.0996,p0373
0.8404,3.5774e-08,1.6789,0.50063,1.0297,p0374
1.1104,6.5403e-11,3.4869,0.48353,0.94891,p0375
1.1285,1.6054e-06,1.6376,0.74882,0.78892,p0376
0.82591,7.8433e-12,0.6958,0.66819,0.95312,p0377
0.8619,2.07e-06,2.3022,0.56693,0.81402,p0378
1.0725,7.6112e-09,2.9271,0.62416,0.99908,p0379
0.82259,0.0001611,2.4089,0.65319,0.8048,p0380
0.9777,8.9269e-13,0.71631,0.75078,0.97506,p0381
0.92325,9.9558e-09,1.1306,0.4371,1.022,p0382
1.0105,1.3425e-06,1.7562,0.63897,0.92973,p0383
0.99669,3.9569e-06,2.0847,0.58109,1.0187,p0384
1.1291,2.1626e-11,1.3842,0.51091,0.74553,p0385
1.0769,1.0148e-08,0.57671,0.64749,1.0527,p0386
1.0729,7.6927e-10,2.267,0.78514,0.90275,p0387
1.0791,1.8224e-08,2.1597,0.46066,1.0031,p0388
0.99913,3.122e-06,0.68601,0.46749,0.74321,p0389
1.1323,1.5961e-10,0.7323,0.74937,1.0977,p0390
1.0621,2.2931e-13,2.2618,0.62627,0.78725,p0391
1.0928,3.057e-12,2.4468,0.76797,0.7389,p0392
1.0116,1.1814e-05,3.4773,0.42042,0.85167,p0393
1.1206,5.6658e-15,1.807,0.40498,0.90434,p0394
0.94587,3.5089e-05,1.2638,0.70929,0.88051,p0395
1.139,4.3573e-13,2.9588,0.55824,1.0215,p0396
1.0146,1.5098e-06,2.385,0.4359,0.93058,p0397
0.98554,6.6633e-08,1.8864,0.44186,0.74096,p0398
0.87039,0.00041805,1.217,0.43128,0.81868,p0399
1.0355,1.3275e-14,3.325,0.76745,0.86686,p0400
1.1847,1.1516e-05,2.2278,0.42767,0.89842,p0401
1.1576,6.9655e-13,2.8013,0.75453,0.79962,p0402
0.90562,5.0656e-05,1.7075,0.61275,1.041,p0403
1.1021,2.3057e-05,2.988,0.62945,0.76205,p0404
1.1415,6.3635e-13,1.6515,0.6415,0.8884,p0405
1.1539,1.6581e-05,0.91215,0.49296,0.71341,p0406
1.0752,4.2951e-08,3.1897,0.61489,1.0531,p0407
1.0903,2.304e-09,0.85928,0.7832,1.0547,p0408
0.89576,1.555e-12,0.87086,0.6664,0.83466,p0409
1.0221,3.5771e-09,0.92438,0.71852,0.96574,p0410
1.051,5.1701e-11,0.50478,0.74551,0.99172,p0411
0.99846,2.3153e-14,1.92,0.49365,0.80746,p0412
0.9873,9.8113e-13,2.578,0.643,1.0301,p0413
0.96465,5.6495e-08,0.99967,0.57394,0.94602,p0414
0.88799,2.7838e-08,1.1183,0.41175,1.0138,p0415
1.1056,1.5311e-13,3.0199,0.54653,0.70819,p0416
0.87743,0.00025071,1.8415,0.54483,0.84304,p0417
0.92148,5.2424e-10,3.0528,0.65042,0.84004,p0418
1.1503,1.0571e-06,3.4823,0.53414,0.81166,p0419
0.91209,3.7546e-05,2.4788,0.42884,0.77654,p0420
1.0548,6.2268e-07,3.4634,0.6194,0.76544,p0421
0.8026,1.8605e-10,0.59984,0.42513,0.84419,p0422
1.1589,5.2617e-13,2.773,0.44741,0.91604,p0423
1.1044,1.6153e-11,0.89899,0.42722,1.0711,p0424
1.0744,2.1078e-09,1.4371,0.47231,0.77562,p0425
0.92383,3.8845e-08,2.4434,0.55314,0.77335,p0426
1.0169,3.7032e-13,2.4505,0.70092,0.8975,p0427
0.83656,1.4103e-08,2.6367,0.7162,0.94763,p0428
1.1247,9.3013e-06,0.73597,0.59285,0.88578,p0429
1.003,6.3207e-12,1.5714,0.70365,0.79796,p0430
1.0158,7.1534e-05,3.0637,0.72294,0.71579,p0431
1.0756,7.2404e-10,0.64661,0.41135,0.83816,p0432
0.80485,1.9849e-14,1.5499,0.4363,1.035,p0433
1.1497,2.3216e-06,1.6684,0.40609,0.9192,p0434
1.1053,5.9385e-15,1.8997,0.47502,0.85597,p0435
1.1151,3.5013e-11,0.66371,0.78615,0.70681,p0436
1.1987,7.1073e-05,1.8221,0.7931,1.0323,p0437
0.99477,5.7435e-09,1.3658,0.6767,1.0093,p0438
0.81591,2.9651e-14,3.4934,0.73267,0.92005,p0439
1.1133,5.4265e-11,1.3892,0.53485,0.73028,p0440
