wind_speed,swr,turb_param/k_min,g2/constant_value,g1/constant_value,A/constant_value,par_id
0.80442,0.96417,5.6321e-13,2.62,0.61437,0.8056,p088
0.96862,0.74151,3.5573e-13,1.7483,0.55238,0.84444,p089
1.0224,0.88707,1.0552e-14,1.2998,0.52185,0.7382,p090
0.92294,0.97913,6.3104e-13,2.874,0.49784,0.77936,p091
0.8912,0.91985,3.4757e-09,0.85245,0.40929,1.0797,p092
1.0945,0.73354,2.2137e-12,1.837,0.50315,1.0434,p093
1.1572,0.97538,1.1781e-07,1.0172,0.75582,0.88282,p094
0.85185,0.93246,1.4503e-05,1.3997,0.57431,1.0979,p095
1.0968,0.79976,6.7082e-14,1.0545,0.59564,1.0158,p096
1.1804,0.84989,3.1417e-14,1.9025,0.65943,1.0119,p097
1.1006,0.98533,3.1606e-11,0.56634,0.78332,1.0748,p098
1.1517,0.71769,1.9318e-07,3.4205,0.65347,0.70895,p099
1.11,0.9605,1.9759e-09,3.3738,0.72007,0.95995,p100
