wind_speed,swr,Phys.par/C_shelter,Phys.par/Kz_ak,Phys.par/Kz_ak_ice,par_id
0.82585,0.85266,0.17759,0.30546,0.0065426,p0079
1.0047,0.90306,0.12599,0.026745,0.0083777,p0080
0.87243,0.99291,0.18371,0.26329,0.0064324,p0081
1.0972,1.1692,0.14775,0.039989,0.0034838,p0082
1.1956,0.83183,0.16922,0.19514,0.001925,p0083
1.0786,0.82422,0.19124,0.0059346,0.0044006,p0084
0.87481,0.96374,0.10734,0.034324,0.0012971,p0085
0.86901,1.1127,0.12947,0.23301,0.00062973,p0086
1.1527,0.85456,0.14811,0.062894,0.004382,p0087
1.0983,0.82974,0.16042,0.29164,0.0013111,p0088
0.82189,0.90626,0.14399,0.23976,0.0054342,p0089
1.1079,1.0241,0.1046,0.084641,0.0027495,p0090
0.92073,0.90726,0.19624,0.094304,0.0059254,p0091
1.1587,0.93536,0.18938,0.07912,0.0083361,p0092
0.96959,1.1503,0.11006,0.058355,0.0052397,p0093
1.0601,0.94908,0.10504,0.10832,0.0062378,p0094
1.1331,1.01,0.16481,0.13302,0.0035809,p0095
0.80354,0.80931,0.13609,0.15668,0.0024755,p0096
1.0447,0.86164,0.18475,0.26187,0.0045834,p0097
0.94695,0.98373,0.16821,0.27872,0.0045537,p0098
1.0115,0.85258,0.16511,0.060693,0.0076375,p0099
1.1181,1.1109,0.1441,0.076749,0.0076087,p0100
1.1569,1.1965,0.18107,0.21175,0.0054868,p0101
0.92794,1.1065,0.15385,0.18617,0.0031721,p0102
1.0063,0.93307,0.13137,0.17592,0.0046178,p0103
1.0936,1.1541,0.13055,0.16295,0.00050411,p0104
1.1311,1.1485,0.10314,0.16991,0.006445,p0105
1.1787,0.81059,0.15073,0.1179,0.0073364,p0106
1.1694,0.90986,0.10758,0.21183,0.0068084,p0107
1.1661,0.97555,0.14877,0.16561,0.0058199,p0108
0.88159,1.0302,0.10021,0.26222,0.0022708,p0109
1.1798,0.81143,0.16698,0.26164,0.0050231,p0110
1.191,0.98368,0.151,0.02923,0.0082341,p0111
0.91037,1.1193,0.17726,0.2136,0.0028059,p0112
1.1017,0.96679,0.17785,0.0094754,0.0025316,p0113
0.80817,0.96935,0.18724,0.28604,0.0075975,p0114
0.96048,0.99088,0.11271,0.11574,0.0012597,p0115
1.089,0.96114,0.17037,0.29876,0.0054184,p0116
1.1856,0.92224,0.11359,0.15597,0.0069404,p0117
0.80676,0.93097,0.16304,0.26224,0.0016959,p0118
1.0704,1.1458,0.1989,0.14775,0.0083138,p0119
1.0017,0.93957,0.18971,0.23786,0.0029707,p0120
1.0096,0.81295,0.10062,0.10879,0.0017441,p0121
0.98716,1.0647,0.13367,0.303,0.007912,p0122
0.96768,1.1432,0.14386,0.22134,0.006685,p0123
0.8438,0.90091,0.1183,0.28629,0.0018764,p0124
1.0503,1.0711,0.13859,0.24336,0.0034247,p0125
0.84506,0.84943,0.17031,0.15094,0.0042264,p0126
0.94929,1.1265,0.17739,0.073807,0.0024909,p0127
1.0203,0.967,0.14338,0.14563,0.0035266,p0128
0.90124,1.1871,0.13414,0.30145,0.0068539,p0129
0.86236,0.84517,0.18067,0.14482,0.0057337,p0130
1.05,1.1561,0.12889,0.015315,0.006636,p0131
1.0733,1.1562,0.15327,0.0089179,0.0069517,p0132
1.0134,1.0988,0.15023,0.086791,0.00052175,p0133
0.84888,1.1192,0.15432,0.10649,0.0019835,p0134
1.1493,0.94037,0.13006,0.25737,0.0074647,p0135
0.90139,1.0168,0.14483,0.19413,0.0039691,p0136
0.89425,0.99618,0.12747,0.18074,0.0002285,p0137
1.1894,1.0718,0.10808,0.15523,0.0024087,p0138
1.1834,0.91944,0.13577,0.16146,0.0052763,p0139
1.1343,1.0749,0.11182,0.186,0.0034178,p0140
0.9204,1.0486,0.18792,0.20598,0.0046916,p0141
0.80937,1.114,0.18808,0.16918,0.0012607,p0142
1.1135,1.1915,0.11712,0.0308,0.0077013,p0143
0.81028,0.8254,0.16601,0.19441,0.004322,p0144
0.87387,1.1203,0.19674,0.075264,0.0020464,p0145
0.99726,0.92843,0.10981,0.010648,0.00021321,p0146
1.0705,0.83092,0.19682,0.23144,0.0051283,p0147
0.97639,0.96036,0.14239,0.29609,0.0086849,p0148
1.0031,1.0902,0.16081,0.25324,0.0085483,p0149
1.1176,1.1525,0.18954,0.2661,0.00097732,p0150
1.0199,1.0974,0.11964,0.05013,0.0085426,p0151
1.0722,0.80845,0.12191,0.039306,0.0074198,p0152
1.1019,0.83125,0.19142,0.27102,0.0087097,p0153
1.1677,1.02,0.10469,0.074172,0.005312,p0154
1.0235,0.90228,0.10416,0.11566,0.0075887,p0155
0.97777,1.0112,0.17765,0.29974,0.0034218,p0156
0.82771,1.038,0.18764,0.089186,0.0039242,p0157
1.0087,1.0956,0.15068,0.26879,0.0067135,p0158
1.0007,0.86249,0.13106,0.24294,0.0012219,p0159
1.0413,0.83278,0.17128,0.30324,0.0043295,p0160
1.1795,1.0289,0.1981,0.18284,0.0030524,p0161
0.97124,1.0413,0.14661,0.043131,0.0068788,p0162
1.1503,0.93817,0.11128,0.075782,0.0039881,p0163
0.8365,1.1703,0.18852,0.20394,0.00062449,p0164
1.034,0.82574,0.19462,0.12724,0.004498,p0165
1.1164,1.0076,0.17978,0.28244,0.00049111,p0166
1.1866,0.8512,0.13515,0.13108,0.0046326,p0167
0.81802,0.93835,0.12905,0.025063,0.0040923,p0168
1.0466,1.1532,0.17426,0.079623,0.00084039,p0169
1.0786,0.89674,0.16072,0.24627,0.006377,p0170
1.1012,0.93888,0.13088,0.1977,0.0080439,p0171
0.96525,0.85327,0.16466,0.15217,0.0010744,p0172
0.93948,0.88648,0.1248,0.1417,0.0070822,p0173
0.85275,0.82299,0.13031,0.075118,0.0069306,p0174
1.0904,1.1017,0.14271,0.23754,0.0044589,p0175
0.94203,1.1593,0.11862,0.3034,0.0051109,p0176
1.1283,0.81175,0.18408,0.26594,0.0055615,p0177
0.96641,1.1222,0.11506,0.20109,0.0028102,p0178
1.1373,1.1284,0.12168,0.12953,0.001786,p0179
1.1151,1.0434,0.16386,0.062163,0.005181,p0180
0.9315,0.86215,0.10968,0.11062,0.0038793,p0181
0.82005,1.163,0.16494,0.21801,0.0076718,p0182
0.92222,0.90664,0.14573,0.27203,0.0065087,p0183
0.89456,0.9596,0.14894,0.21212,0.00019696,p0184
1.033,0.89476,0.18317,0.039651,0.0010162,p0185
1.0795,1.0807,0.12848,0.10591,0.0049905,p0186
1.1811,1.1784,0.1433,0.27669,0.00070141,p0187
0.93086,0.96507,0.11776,0.17847,0.00057936,p0188
0.87159,1.0164,0.13468,0.16945,0.0052113,p0189
0.97493,1.086,0.15282,0.13541,0.0058377,p0190
1.1644,0.96525,0.13439,0.24172,0.0012119,p0191
1.0484,1.131,0.15451,0.084732,0.0016851,p0192
0.9076,1.1052,0.18049,0.15328,0.0045181,p0193
1.1898,1.0841,0.19267,0.071782,0.007228,p0194
0.88581,1.0215,0.16675,0.18483,0.001182,p0195
0.91509,0.84592,0.16952,0.18361,0.007622,p0196
1.1468,1.0671,0.14678,0.14451,0.0064385,p0197
0.83178,0.84132,0.11989,0.28234,0.0049806,p0198
0.91891,0.81338,0.1364,0.2111,0.0019632,p0199
0.95676,1.1902,0.18653,0.13011,0.00090217,p0200
0.95119,1.0872,0.16341,0.18564,0.0072816,p0201
0.90463,1.172,0.14433,0.057052,0.0044665,p0202
1.125,0.90048,0.16124,0.29454,0.00041401,p0203
0.85673,0.99368,0.19394,0.23504,0.0037139,p0204
1.1184,0.94214,0.18693,0.22113,0.0040347,p0205
0.82845,1.1904,0.17643,0.084838,0.008892,p0206
1.179,0.97903,0.13766,0.22101,0.00088378,p0207
0.82501,0.80153,0.1227,0.086889,0.0041538,p0208
1.0015,1.1878,0.15631,0.29488,0.0011956,p0209
0.99755,0.88864,0.10677,0.13281,0.0077066,p0210
1.0571,1.0604,0.15425,0.079396,0.0021211,p0211
1.1751,0.89529,0.17719,0.25766,0.0061887,p0212
0.8756,0.86813,0.15229,0.072364,0.005051,p0213
0.94707,0.91111,0.12206,0.29806,0.00075426,p0214
0.96345,0.98794,0.11538,0.25321,0.0024233,p0215
0.8525,1.0444,0.13861,0.20241,0.0026261,p0216
1.1528,0.89228,0.11068,0.25147,0.0035884,p0217
1.0406,0.95173,0.14576,0.22626,0.006915,p0218
0.98298,0.95015,0.16843,0.078232,0.0087522,p0219
0.95546,0.95329,0.19823,0.24675,0.0029393,p0220
1.0213,1.1304,0.12555,0.21151,0.0087296,p0221
1.0883,1.1898,0.11563,0.072009,0.0065819,p0222
0.91916,1.1754,0.13237,0.057321,0.0019898,p0223
1.1081,0.96967,0.11676,0.25184,0.0049255,p0224
1.1521,1.029,0.10344,0.26821,0.0025921,p0225
1.1519,1.1579,0.13751,0.10555,0.0048988,p0226
0.99576,1.0417,0.16253,0.20863,0.0037532,p0227
1.1976,0.86628,0.18307,0.24419,0.0050313,p0228
1.0427,0.97298,0.14814,0.29445,0.0018176,p0229
1.0671,1.1234,0.19818,0.059625,0.0032258,p0230
0.87179,0.90014,0.1308,0.26918,0.0047297,p0231
0.93428,1.0049,0.15636,0.16797,0.0068933,p0232
1.0797,1.0196,0.13254,0.22298,0.0031307,p0233
1.1968,1.0631,0.15906,0.28668,0.00012782,p0234
0.81174,0.884,0.11492,0.051041,0.0025524,p0235
1.0581,1.0997,0.17272,0.19905,0.0034993,p0236
1.1683,0.821,0.18111,0.22229,0.0053071,p0237
1.1952,1.0921,0.18211,0.059278,0.0018459,p0238
1.0894,0.88701,0.1511,0.10948,0.0033482,p0239
1.0867,1.1076,0.12182,0.24659,0.0015277,p0240
1.0572,1.1925,0.13996,0.20211,0.0072456,p0241
1.0292,0.96756,0.14291,0.22058,0.0066125,p0242
0.83289,1.1492,0.14056,0.029645,0.0089768,p0243
0.81101,1.1647,0.1089,0.019736,0.0068433,p0244
1.0419,0.85043,0.15444,0.2274,0.004866,p0245
0.87042,0.91029,0.15058,0.2041,0.005062,p0246
0.82794,0.84703,0.19756,0.11466,0.0023544,p0247
1.1479,1.169,0.10086,0.2879,0.0014042,p0248
1.087,0.9258,0.10564,0.015937,0.00025736,p0249
1.1235,0.91007,0.16972,0.075922,0.0011893,p0250
1.1265,0.87614,0.16848,0.22902,0.0044214,p0251
0.86034,1.0207,0.18752,0.18664,0.003471,p0252
1.0436,1.0627,0.16872,0.28271,0.0024685,p0253
1.0721,1.0782,0.11571,0.29478,0.0032955,p0254
0.82879,1.0574,0.11682,0.076603,0.0080716,p0255
1.1425,1.0796,0.14645,0.29777,0.0070997,p0256
0.90916,0.95508,0.158,0.11662,0.002629,p0257
1.1276,0.88334,0.14316,0.15141,0.0088442,p0258
1.068,0.93588,0.11698,0.2675,0.00010014,p0259
0.81579,1.1247,0.13115,0.074793,0.0066172,p0260
0.91101,1.1332,0.18296,0.18937,0.0031776,p0261
1.1399,1.174,0.12492,0.14074,0.0037004,p0262
0.8229,1.0513,0.18906,0.15365,0.002519,p0263
1.0141,0.98003,0.15873,0.033147,0.0040789,p0264
1.0938,0.99526,0.16661,0.1255,0.0071582,p0265
1.141,0.8655,0.1681,0.076992,0.0055913,p0266
1.0071,0.99159,0.1756,0.25293,0.0017632,p0267
0.85525,1.0467,0.14425,0.24438,0.0012033,p0268
1.0838,1.1319,0.12761,0.2973,0.0060449,p0269
1.0191,1.1012,0.15191,0.046653,0.0086965,p0270
0.91443,1.026,0.18026,0.05083,0.0076451,p0271
1.0659,0.86891,0.16428,0.092493,0.004476,p0272
1.0266,0.8098,0.16902,0.02221,0.0033414,p0273
0.89905,0.99477,0.16165,0.22976,0.0036657,p0274
0.89162,0.97147,0.17374,0.096945,0.0025278,p0275
1.0791,1.0146,0.16112,0.19807,0.0057471,p0276
1.1385,1.144,0.16035,0.0069265,0.0072582,p0277
1.0053,1.1887,0.13489,0.21921,0.0062669,p0278
1.0488,1.0071,0.11102,0.20464,0.0038978,p0279
0.8084,1.0838,0.12464,0.041609,0.0073148,p0280
0.9055,1.0626,0.12723,0.1733,0.0021525,p0281
1.0777,1.1745,0.1552,0.15083,0.0033515,p0282
0.81467,1.115,0.14897,0.16192,0.0059898,p0283
1.1887,1.0292,0.13071,0.11822,0.00026301,p0284
0.9335,1.0297,0.11346,0.14488,0.0084092,p0285
1.0843,0.80229,0.15611,0.23588,0.0073946,p0286
0.90315,1.107,0.18217,0.19349,0.0057325,p0287
1.0891,0.89006,0.1946,0.22602,0.0087439,p0288
1.0477,0.86797,0.1198,0.30135,0.0043437,p0289
0.93578,0.82282,0.141,0.23999,0.0061554,p0290
0.99017,0.84189,0.17943,0.13883,0.0021777,p0291
1.1298,0.96393,0.16996,0.089887,0.0074152,p0292
0.88769,1.0622,0.15657,0.25622,0.002222,p0293
0.93169,0.9189,0.18541,0.060182,0.0050665,p0294
1.1235,0.89506,0.13127,0.23766,0.0011448,p0295
0.90878,1.1363,0.11202,0.1799,0.0084304,p0296
0.80233,0.85808,0.13574,0.053224,0.00039062,p0297
0.86804,0.93529,0.12927,0.26511,0.0029539,p0298
0.90287,0.88231,0.19245,0.052002,0.0020821,p0299
1.188,0.90244,0.15457,0.034482,0.0018645,p0300
1.1944,1.1013,0.11572,0.091262,0.0043717,p0301
1.1961,0.99397,0.13737,0.087527,0.0059125,p0302
1.0549,1.0678,0.14604,0.14843,0.0048306,p0303
1.1725,1.1688,0.10133,0.24258,0.0085532,p0304
0.97458,0.89925,0.15166,0.080695,0.0033882,p0305
1.053,0.87214,0.19025,0.1672,0.0015582,p0306
0.93257,0.80708,0.13057,0.073347,0.0084987,p0307
1.0839,1.1232,0.11069,0.20869,0.0033766,p0308
0.86292,0.93361,0.13704,0.026688,0.0034795,p0309
0.8008,1.1845,0.16874,0.024255,0.0018088,p0310
0.88468,1.0754,0.14572,0.13749,0.0066502,p0311
0.89882,0.97702,0.17612,0.15588,0.0031634,p0312
0.96377,1.105,0.18425,0.2857,0.0087117,p0313
0.87435,0.89269,0.13401,0.096604,0.0021391,p0314
0.94151,0.94765,0.1235,0.25026,0.0035166,p0315
1.0349,0.98678,0.10613,0.28442,0.0025388,p0316
0.91435,0.83969,0.13783,0.14947,0.0012756,p0317
1.0163,1.0438,0.11827,0.12041,0.0085935,p0318
1.1684,0.95156,0.13695,0.059869,0.0014071,p0319
1.0999,1.1849,0.15716,0.27244,0.0082011,p0320
1.1938,0.84651,0.13516,0.23918,0.004326,p0321
1.1327,0.9242,0.18983,0.094238,0.0069944,p0322
1.1244,1.0213,0.17835,0.062445,0.0058867,p0323
1.128,1.1266,0.16452,0.079934,0.0079642,p0324
0.83644,1.0679,0.10473,0.24121,0.0019434,p0325
0.92774,1.1766,0.15931,0.1318,0.0077854,p0326
0.82528,0.93341,0.10626,0.090904,0.0026033,p0327
0.92882,1.1455,0.19324,0.13398,0.0021882,p0328
1.1573,0.89244,0.19032,0.099927,0.0089517,p0329
0.95209,0.82733,0.1723,0.11324,0.0069276,p0330
1.0253,1.0273,0.15396,0.0244,0.0026365,p0331
0.99834,1.0521,0.125,0.17416,0.00034594,p0332
1.0462,0.97765,0.13809,0.13462,0.0043094,p0333
0.95174,0.84707,0.14989,0.20549,0.0035057,p0334
0.9197,1.0851,0.19516,0.30213,0.008938,p0335
0.95471,0.96574,0.1319,0.020115,0.003445,p0336
0.88847,1.0151,0.11911,0.26669,0.0020572,p0337
1.1752,0.85198,0.16098,0.25453,0.0054905,p0338
1.0565,1.0516,0.18948,0.1282,0.0015155,p0339
1.0343,0.87438,0.13079,0.24607,0.0040636,p0340
1.0652,0.93664,0.15866,0.21564,0.0059149,p0341
1.1204,0.87929,0.15556,0.17033,0.0084414,p0342
0.97752,0.90942,0.18574,0.053561,0.0053377,p0343
1.1227,0.89071,0.19381,0.055388,0.0081032,p0344
0.91985,1.1734,0.15437,0.25212,0.0067224,p0345
0.81304,0.81518,0.11166,0.24368,0.0030902,p0346
0.95975,1.1846,0.10654,0.030077,0.0039792,p0347
1.0726,1.1823,0.16632,0.14426,0.0041723,p0348
1.0718,1.0468,0.13714,0.13819,0.0056481,p0349
1.1408,0.93181,0.12267,0.22605,0.0089676,p0350
0.83117,1.159,0.15777,0.2516,0.0065041,p0351
0.93096,1.1352,0.16594,0.14539,0.0047721,p0352
1.0574,1.1567,0.19886,0.19248,0.0073475,p0353
0.83987,0.94421,0.18046,0.17696,0.0074911,p0354
1.0083,1.1576,0.106,0.19015,0.0053653,p0355
0.85614,0.95201,0.16803,0.19967,0.0071171,p0356
0.81566,0.99273,0.12083,0.21035,0.0081741,p0357
1.0799,1.1024,0.16422,0.16476,0.0057425,p0358
1.187,1.1489,0.12459,0.26411,0.0070673,p0359
1.0783,1.1902,0.17266,0.09286,0.0050036,p0360
1.176,1.1666,0.14477,0.17337,0.0055901,p0361
1.1317,0.90867,0.1707,0.23903,0.0016273,p0362
1.1994,1.1731,0.18641,0.14642,0.00018277,p0363
1.1372,0.82909,0.19272,0.18843,0.0087784,p0364
0.91256,1.1072,0.15224,0.032071,0.0029747,p0365
0.99359,1.1822,0.18737,0.22203,0.0066766,p0366
0.9378,0.89206,0.14983,0.066906,0.0046555,p0367
1.1347,1.0229,0.16668,0.18449,0.0088855,p0368
1.0801,0.97153,0.17332,0.23399,0.00283,p0369
1.0526,0.83513,0.12569,0.087871,0.0082418,p0370
0.96539,1.0354,0.1658,0.25572,0.0067048,p0371
0.99299,0.91443,0.18233,0.22342,0.0025106,p0372
1.1247,0.97045,0.11898,0.063028,0.0033794,p0373
1.1398,0.84473,0.1329,0.26143,0.0038768,p0374
0.84877,0.89161,0.19386,0.098903,0.005526,p0375
0.85759,1.1147,0.111,0.22689,0.0045104,p0376
1.1229,0.80676,0.13356,0.14301,0.002261,p0377
0.85819,1.1033,0.11589,0.073625,0.0021107,p0378
0.81238,1.1907,0.15042,0.15694,0.0072999,p0379
0.88191,1.0927,0.19087,0.22488,0.0048571,p0380
1.162,0.9122,0.10876,0.28312,0.0024624,p0381
1.0121,0.94624,0.19308,0.15752,0.0010929,p0382
1.0631,1.0332,0.15604,0.24242,0.00076293,p0383
0.97272,1.0194,0.18711,0.033745,0.0082906,p0384
1.0373,1.0129,0.13718,0.12129,0.0050115,p0385
1.1187,1.1615,0.18093,0.25901,0.00055303,p0386
0.94607,0.92964,0.13298,0.17938,0.0054403,p0387
1.0973,0.99989,0.10217,0.19638,0.002507,p0388
1.1239,0.92155,0.17856,0.19718,0.0018373,p0389
0.96507,0.98565,0.14029,0.13424,0.0047526,p0390
1.1006,1.1504,0.191,0.22795,0.00060671,p0391
0.99398,1,0.10332,0.24429,0.0017135,p0392
1.107,0.88683,0.1808,0.071669,0.0024286,p0393
0.87592,0.99172,0.12887,0.16495,0.0017678,p0394
0.87986,1.0505,0.17458,0.064907,0.0023671,p0395
1.151,0.96069,0.16766,0.064645,0.0042126,p0396
0.9106,0.81437,0.18646,0.20966,0.0086828,p0397
0.95099,0.93782,0.12855,0.29289,0.0069378,p0398
1.0091,1.1417,0.12292,0.042303,0.002339,p0399
1.1108,0.84159,0.17338,0.13995,0.0066083,p0400
1.092,1.1027,0.13285,0.23201,0.00086333,p0401
1.1287,1.0615,0.1413,0.25004,0.0032461,p0402
0.92382,0.87827,0.16366,0.0098344,0.00080585,p0403
1.1703,1.0327,0.10592,0.30009,0.0080017,p0404
1.0149,1.1212,0.1679,0.10048,0.0072327,p0405
1.1084,1.1934,0.15284,0.040662,0.0074482,p0406
0.96411,1.0578,0.10149,0.2035,0.0049975,p0407
0.927,1.073,0.116,0.026059,0.0080096,p0408
1.1429,1.0894,0.10422,0.057173,0.0061366,p0409
0.85033,0.84338,0.19966,0.084953,0.0080369,p0410
1.0539,1.1677,0.19969,0.060377,0.002481,p0411
1.0136,1.018,0.16013,0.3018,0.0010631,p0412
0.80094,0.83611,0.14344,0.10315,0.0080149,p0413
1.0513,1.1892,0.11758,0.0038079,0.003593,p0414
0.96457,1.0448,0.14783,0.0046633,0.0052443,p0415
0.98582,0.82165,0.10468,0.2505,0.0047035,p0416
1.1103,1.1497,0.14859,0.18305,0.0053865,p0417
1.185,0.82456,0.15838,0.04855,0.0073759,p0418
0.85476,0.98556,0.10357,0.30029,0.0038707,p0419
1.0591,1.1793,0.14284,0.26694,0.0045053,p0420
0.99591,1.0527,0.14738,0.12033,0.0031807,p0421
1.1734,1.081,0.11059,0.08314,0.0065448,p0422
1.0463,1.074,0.12629,0.26428,0.006835,p0423
0.86634,0.82935,0.11923,0.043994,0.0027981,p0424
0.8225,0.86058,0.10426,0.23891,0.0026655,p0425
0.80564,1.0269,0.12132,0.12878,0.0058944,p0426
1.1355,1.0994,0.12253,0.2907,0.0019117,p0427
0.9826,0.85497,0.11342,0.21743,0.0084766,p0428
1.0263,0.85241,0.17566,0.17439,0.0088745,p0429
1.121,0.89321,0.12962,0.14285,0.0038542,p0430
1.0055,1.0028,0.14718,0.21158,0.0011324,p0431
0.9883,1.1769,0.12358,0.019803,0.0022082,p0432
0.90094,0.88789,0.16962,0.0063751,0.0058275,p0433
1.0131,0.90481,0.19559,0.24452,0.00051231,p0434
0.88627,0.94185,0.14053,0.058433,0.0022824,p0435
1.118,0.83082,0.17362,0.24521,0.00033413,p0436
1.1487,0.87945,0.12161,0.21651,0.0050869,p0437
0.96127,0.91613,0.1906,0.086557,0.0040568,p0438
0.96167,1.1288,0.18057,0.04673,0.0082628,p0439
1.1382,0.94121,0.10311,0.041969,0.0046028,p0440
0.87576,1.0357,0.12242,0.22093,0.0037859,p0441
1.1364,0.93734,0.15908,0.032943,0.0063126,p0442
0.98928,1.0985,0.12088,0.067158,0.0046406,p0443
0.8741,1.0338,0.17935,0.23103,0.0081508,p0444
0.95835,0.82022,0.11804,0.28699,0.0087398,p0445
1.0511,1.1852,0.18504,0.29238,0.001626,p0446
0.83466,0.90186,0.19564,0.033431,0.0026607,p0447
1.081,0.98336,0.13928,0.22778,0.0063483,p0448
0.87831,0.95946,0.10774,0.21928,0.0048488,p0449
1.0846,1.0002,0.13774,0.050396,0.0064184,p0450
1.0322,0.8248,0.18585,0.15788,0.0072543,p0451
1.088,0.93489,0.13915,0.19221,0.00063546,p0452
0.85564,1.0422,0.19374,0.066298,0.0078733,p0453
1.1518,1.0399,0.14223,0.039414,0.0072645,p0454
0.80911,0.82779,0.17779,0.08866,0.00096088,p0455
0.97564,1.1707,0.11225,0.055239,0.0081374,p0456
1.0764,1.0537,0.15755,0.047912,0.0044445,p0457
1.1833,0.88293,0.11458,0.15619,0.0065703,p0458
0.98021,0.98576,0.16263,0.1115,0.0036247,p0459
1.1939,0.93752,0.15938,0.091902,0.0049206,p0460
0.83821,0.88772,0.13877,0.25861,0.0046678,p0461
0.99267,0.97658,0.15239,0.1725,0.0021257,p0462
1.0987,0.91237,0.11664,0.0037151,0.0082875,p0463
1.1651,0.89579,0.18615,0.014977,0.0012462,p0464
0.84352,0.80376,0.12613,0.094716,0.0022743,p0465
0.90987,1.0858,0.11788,0.1497,0.0069594,p0466
