wind_speed,mixing/coef_mix_hyp,light/Kw,par_id
1.1211,8.8359e-05,0.35979,p0073
1.1388,1.3038e-05,0.30028,p0074
0.99098,4.4412e-05,0.2804,p0075
1.0659,2.0962e-05,0.27039,p0076
1.0163,7.8651e-05,0.30425,p0077
1.0634,2.2364e-05,0.21022,p0078
0.86,9.075e-05,0.36829,p0079
1.1478,1.1299e-05,0.24031,p0080
0.84127,6.938e-05,0.33494,p0081
1.0881,7.4439e-05,0.22159,p0082
1.1913,9.5483e-05,0.25337,p0083
0.89844,5.2673e-05,0.20301,p0084
0.89497,5.2502e-05,0.34724,p0085
1.0474,2.3423e-05,0.28797,p0086
1.1934,5.628e-05,0.23707,p0087
1.0669,7.3471e-05,0.30674,p0088
1.0141,4.0578e-06,0.26274,p0089
0.93039,6.8182e-05,0.23141,p0090
0.81011,4.2635e-05,0.303,p0091
1.1999,1.108e-05,0.29126,p0092
0.94155,3.7561e-05,0.36882,p0093
1.1355,6.1366e-05,0.25552,p0094
0.93305,8.0084e-05,0.2847,p0095
0.98308,2.3643e-05,0.37578,p0096
1.1803,7.7646e-05,0.33466,p0097
1.0534,1.1802e-05,0.23804,p0098
1.1599,2.6358e-05,0.29784,p0099
1.0841,6.3461e-05,0.27978,p0100
1.0995,6.2417e-05,0.31737,p0101
0.88082,5.4694e-05,0.26537,p0102
1.1792,4.8939e-05,0.21568,p0103
0.80033,8.7819e-05,0.204,p0104
1.1334,3.8472e-05,0.20848,p0105
1.0167,5.1487e-05,0.29146,p0106
0.84392,6.7725e-05,0.3644,p0107
0.82965,6.4889e-05,0.31292,p0108
1.0795,2.2207e-05,0.30941,p0109
0.95919,4.5559e-05,0.29212,p0110
0.90037,3.9259e-05,0.25637,p0111
1.1249,2.7055e-05,0.25568,p0112
1.0427,8.6999e-05,0.24326,p0113
1.1835,1.8638e-05,0.34,p0114
1.0935,3.9039e-05,0.24489,p0115
1.0555,9.6108e-05,0.23312,p0116
0.85384,2.1969e-06,0.22421,p0117
1.052,6.9795e-07,0.37071,p0118
1.1278,8.9383e-05,0.28295,p0119
0.82837,9.0557e-05,0.22276,p0120
0.95297,2.1022e-05,0.21083,p0121
0.99062,2.0787e-05,0.22684,p0122
1.0561,6.1444e-05,0.24913,p0123
1.0234,9.9509e-05,0.22909,p0124
1.1252,4.5253e-05,0.26123,p0125
0.94799,3.6914e-05,0.26417,p0126
0.93698,5.1645e-05,0.21555,p0127
1.1315,8.0235e-05,0.24059,p0128
1.1637,1.6904e-05,0.37383,p0129
0.90169,6.1166e-05,0.30395,p0130
1.0037,2.1422e-05,0.21959,p0131
1.1149,7.1904e-05,0.35198,p0132
0.9508,7.4116e-05,0.25968,p0133
0.92582,8.8294e-05,0.20145,p0134
1.1,4.2464e-05,0.28529,p0135
0.88009,1.2096e-05,0.36253,p0136
1.0585,8.4947e-05,0.36266,p0137
0.8296,7.4927e-05,0.22529,p0138
1.1302,5.5219e-05,0.32669,p0139
1.1237,2.3237e-05,0.239,p0140
1.1436,3.4148e-05,0.26115,p0141
1.0529,2.1598e-05,0.28804,p0142
0.87267,5.5896e-05,0.29699,p0143
1.0599,1.9125e-05,0.3007,p0144
1.0797,6.8242e-05,0.21674,p0145
0.83229,2.7574e-05,0.35162,p0146
0.81195,9.6961e-05,0.37941,p0147
1.0154,6.557e-05,0.20775,p0148
0.92496,6.9272e-05,0.32965,p0149
0.99698,3.337e-05,0.37233,p0150
0.94078,2.4492e-05,0.37136,p0151
1.0212,5.4289e-05,0.3147,p0152
0.86191,1.4648e-05,0.23327,p0153
0.95179,6.4374e-05,0.37662,p0154
0.9378,5.8447e-05,0.23474,p0155
1.1725,8.4648e-05,0.35411,p0156
0.94823,2.9556e-05,0.30754,p0157
0.96762,4.9852e-05,0.2398,p0158
0.871,1.6511e-05,0.35404,p0159
1.1337,2.8221e-05,0.27284,p0160
1.031,1.4855e-05,0.22819,p0161
1.1441,2.5087e-05,0.35486,p0162
1.1631,5.3239e-05,0.34646,p0163
0.91164,9.8884e-05,0.36849,p0164
0.82847,4.7335e-06,0.26561,p0165
1.1541,2.3786e-05,0.21388,p0166
0.91033,4.3333e-05,0.25263,p0167
1.0728,8.1269e-05,0.24071,p0168
0.87501,4.7356e-05,0.21379,p0169
0.84424,6.8719e-05,0.2213,p0170
1.0255,4.4692e-05,0.29231,p0171
0.82054,8.5499e-05,0.31758,p0172
0.86392,9.5263e-05,0.20355,p0173
1.1113,6.6897e-05,0.24305,p0174
1.1992,5.0228e-05,0.23684,p0175
1.0223,7.3098e-05,0.30467,p0176
0.93123,3.1535e-05,0.35671,p0177
0.86251,3.3063e-05,0.32533,p0178
1.1232,5.5697e-05,0.34483,p0179
1.1776,7.9622e-05,0.24876,p0180
0.93262,7.123e-05,0.21486,p0181
0.89827,2.9782e-05,0.2074,p0182
1.1381,3.8123e-05,0.36157,p0183
0.89131,3.4294e-06,0.37629,p0184
0.89753,6.0165e-05,0.30106,p0185
1.1911,8.7171e-05,0.31487,p0186
0.86837,7.5041e-05,0.33791,p0187
1.1554,3.3122e-05,0.2925,p0188
0.95234,9.2359e-05,0.24892,p0189
0.93943,9.1903e-05,0.27905,p0190
1.1728,9.6741e-05,0.32933,p0191
0.89885,7.6795e-05,0.2851,p0192
1.0449,7.401e-05,0.23063,p0193
0.96269,4.8609e-05,0.24832,p0194
1.1968,9.3771e-05,0.23754,p0195
1.1894,1.6697e-05,0.29864,p0196
0.82176,5.6012e-05,0.32069,p0197
0.91301,9.4283e-05,0.20844,p0198
0.89274,9.0507e-05,0.26744,p0199
1.0892,8.4281e-05,0.22515,p0200
1.1697,6.5669e-05,0.36492,p0201
0.90605,5.0325e-05,0.35474,p0202
0.81417,4.0166e-05,0.22563,p0203
0.97982,5.9814e-05,0.35547,p0204
0.87523,7.2662e-05,0.3482,p0205
1.0305,1.0915e-05,0.35107,p0206
1.0665,7.9184e-05,0.32252,p0207
0.81738,3.9454e-05,0.31324,p0208
1.0018,3.0564e-05,0.35255,p0209
1.0855,9.1362e-05,0.28903,p0210
1.0437,8.8163e-05,0.20986,p0211
1.1155,9.1916e-05,0.37155,p0212
1.1246,3.317e-05,0.28338,p0213
1.157,4.0045e-05,0.3213,p0214
1.1755,9.9338e-05,0.36467,p0215
1.1884,9.2565e-05,0.33225,p0216
0.83899,6.5421e-05,0.36947,p0217
1.0243,7.4688e-05,0.21271,p0218
0.81604,3.396e-05,0.26212,p0219
0.89026,3.6383e-05,0.28981,p0220
1.0885,3.4869e-05,0.32382,p0221
1.0816,2.216e-06,0.36913,p0222
1.0216,4.9978e-06,0.23535,p0223
0.96096,3.7586e-05,0.29654,p0224
1.1508,2.5853e-05,0.28323,p0225
0.82683,8.6473e-05,0.32191,p0226
1.1408,6.6831e-05,0.31246,p0227
0.97321,3.6234e-05,0.27452,p0228
0.92617,1.5086e-05,0.28997,p0229
0.97665,7.0612e-05,0.29479,p0230
0.93846,4.0262e-05,0.28541,p0231
0.90353,5.2438e-06,0.23917,p0232
0.93465,7.6918e-05,0.25533,p0233
1.1091,5.3125e-05,0.22464,p0234
0.85791,2.1517e-05,0.34711,p0235
1.1283,1.6339e-05,0.20721,p0236
0.86553,7.1504e-05,0.24264,p0237
0.98164,4.6687e-05,0.22101,p0238
1.0406,8.4563e-05,0.28565,p0239
1.1192,5.3017e-05,0.34788,p0240
1.1717,7.8328e-06,0.27588,p0241
1.1557,2.5954e-05,0.30785,p0242
1.1309,4.9253e-06,0.30517,p0243
1.1772,2.2783e-05,0.29613,p0244
0.94485,8.6778e-05,0.37458,p0245
1.1013,8.7754e-05,0.37027,p0246
0.8679,5.7698e-05,0.25182,p0247
0.88382,3.974e-05,0.2198,p0248
1.1871,6.8569e-06,0.30613,p0249
1.0953,7.6715e-05,0.33749,p0250
0.92162,2.131e-07,0.27238,p0251
1.1126,5.3975e-05,0.29596,p0252
0.94572,7.3536e-05,0.20571,p0253
1.1636,2.638e-05,0.22338,p0254
0.87207,9.1742e-05,0.34415,p0255
1.1642,9.0642e-06,0.29041,p0256
1.0513,1.2655e-05,0.3038,p0257
0.83942,3.5534e-05,0.31365,p0258
0.99166,5.1233e-05,0.37361,p0259
0.80869,2.7377e-05,0.37281,p0260
1.0435,4.5854e-06,0.32731,p0261
0.96399,2.7137e-05,0.31453,p0262
0.96204,1.198e-05,0.23408,p0263
1.0379,4.3717e-06,0.23348,p0264
1.1326,1.989e-05,0.20124,p0265
0.94301,1.0885e-05,0.29734,p0266
0.96543,7.3407e-05,0.25758,p0267
0.98812,7.0713e-05,0.23852,p0268
1.1444,2.8623e-05,0.25761,p0269
1.001,7.4625e-05,0.35946,p0270
0.80559,1.1893e-06,0.37592,p0271
1.1857,3.5319e-05,0.25251,p0272
0.98614,8.102e-05,0.22872,p0273
0.92897,5.5443e-05,0.28588,p0274
0.8528,5.9849e-05,0.20061,p0275
0.81234,8.982e-05,0.37854,p0276
0.88438,8.2926e-05,0.3605,p0277
0.87058,3.4405e-05,0.24739,p0278
1.0359,6.3847e-05,0.31509,p0279
0.96162,9.3425e-05,0.2603,p0280
1.0821,8.2751e-05,0.20686,p0281
1.1621,2.2582e-05,0.22069,p0282
1.1862,1.4468e-05,0.29939,p0283
0.98254,4.2065e-05,0.21073,p0284
1.0865,8.9473e-05,0.33442,p0285
1.0331,6.5458e-05,0.32603,p0286
1.0325,8.4886e-05,0.26851,p0287
1.1289,7.7983e-05,0.21173,p0288
0.8928,4.9267e-05,0.26395,p0289
1.1358,9.2289e-05,0.26815,p0290
0.83593,8.3558e-05,0.29011,p0291
0.98354,9.7782e-05,0.31281,p0292
0.83835,6.6201e-05,0.3421,p0293
1.1518,5.1431e-05,0.2443,p0294
1.0409,5.3601e-05,0.20936,p0295
1.1924,1.8135e-05,0.26453,p0296
0.80744,9.1611e-05,0.30833,p0297
0.82347,9.191e-06,0.35238,p0298
0.92061,3.6349e-05,0.31731,p0299
1.1761,7.5879e-05,0.20613,p0300
1.1001,1.0749e-05,0.21942,p0301
1.1971,2.1948e-05,0.29563,p0302
1.1218,6.5789e-05,0.33665,p0303
0.99298,1.3645e-05,0.27171,p0304
0.8847,3.0243e-05,0.2473,p0305
0.94346,4.1052e-05,0.24147,p0306
0.87681,7.2996e-05,0.21194,p0307
1.1876,3.0069e-05,0.22229,p0308
1.1942,6.6099e-05,0.31264,p0309
0.84607,2.9143e-05,0.24361,p0310
1.0343,7.5745e-05,0.25661,p0311
0.88041,8.8719e-05,0.34531,p0312
1.1341,4.6328e-05,0.33074,p0313
1.0295,8.2546e-05,0.28171,p0314
1.1544,7.8723e-05,0.20871,p0315
0.84113,8.5608e-05,0.25686,p0316
0.95577,2.4224e-05,0.34508,p0317
0.99562,1.8827e-05,0.22391,p0318
1.0708,9.8273e-05,0.24582,p0319
1.0807,5.6486e-05,0.30585,p0320
0.91575,5.1337e-06,0.25473,p0321
0.92815,6.4565e-05,0.35849,p0322
1.1117,5.2138e-05,0.2815,p0323
1.1055,5.7037e-05,0.25503,p0324
1.0034,5.4775e-05,0.27395,p0325
1.0127,3.6787e-05,0.31408,p0326
1.0481,5.6715e-05,0.265,p0327
1.0354,4.677e-06,0.20341,p0328
0.95456,7.7161e-05,0.31772,p0329
1.1085,2.1805e-05,0.32265,p0330
1.0102,6.7067e-05,0.37008,p0331
1.0196,4.8117e-05,0.21793,p0332
1.0008,1.8064e-05,0.24343,p0333
1.0656,1.0584e-05,0.25392,p0334
0.82912,3.4312e-05,0.26659,p0335
1.0206,9.4202e-05,0.32022,p0336
1.1132,9.9075e-05,0.2177,p0337
1.0609,2.706e-06,0.35024,p0338
1.105,9.3111e-05,0.37176,p0339
1.1348,3.0151e-05,0.23111,p0340
0.87758,5.347e-05,0.21742,p0341
1.0057,7.653e-05,0.2552,p0342
0.84546,7.0902e-05,0.2495,p0343
0.83729,8.5182e-05,0.35565,p0344
1.1078,5.5554e-05,0.21589,p0345
0.97181,1.2858e-06,0.25463,p0346
1.1563,2.8967e-05,0.30407,p0347
1.0079,3.8064e-06,0.33146,p0348
0.86982,1.0347e-05,0.20178,p0349
0.92731,9.588e-05,0.36624,p0350
0.92407,9.6271e-05,0.31122,p0351
0.89787,8.892e-05,0.27744,p0352
0.95804,9.718e-06,0.21251,p0353
1.0991,8.6603e-05,0.30249,p0354
1.1009,6.4476e-06,0.2411,p0355
1.1656,5.7108e-05,0.34419,p0356
0.83143,2.7498e-05,0.3214,p0357
1.1821,6.695e-05,0.25196,p0358
1.0642,8.077e-05,0.359,p0359
0.86609,8.225e-05,0.3564,p0360
0.90754,6.6553e-05,0.23663,p0361
0.94634,3.4674e-05,0.26094,p0362
0.85683,3.1923e-05,0.22828,p0363
1.0733,5.7146e-05,0.32178,p0364
1.0338,6.7951e-05,0.36777,p0365
0.97238,4.8045e-05,0.34989,p0366
1.0873,4.1536e-06,0.3369,p0367
0.99,1.4949e-06,0.20196,p0368
1.1056,7.609e-05,0.26184,p0369
0.93837,1.0072e-05,0.25847,p0370
0.85509,1.3688e-05,0.23275,p0371
0.83415,9.5659e-05,0.20507,p0372
1.1107,5.869e-05,0.37269,p0373
1.1956,2.8538e-05,0.28206,p0374
1.0976,8.3053e-05,0.36811,p0375
0.95011,5.677e-05,0.25235,p0376
0.86333,8.3145e-05,0.29976,p0377
0.90574,3.4651e-05,0.34356,p0378
1.1733,1.6062e-05,0.35594,p0379
1.1136,2.4657e-06,0.2808,p0380
0.99395,2.4898e-05,0.22586,p0381
1.161,3.7434e-05,0.27094,p0382
0.84724,6.1312e-06,0.28647,p0383
0.98711,5.9625e-05,0.3553,p0384
1.0833,5.0496e-05,0.36543,p0385
0.84238,5.1981e-05,0.29089,p0386
1.0478,3.6657e-05,0.20274,p0387
0.94271,2.6041e-05,0.36354,p0388
1.0346,8.9162e-05,0.26387,p0389
1.1193,9.3047e-05,0.35965,p0390
0.88994,2.903e-05,0.36991,p0391
0.87478,1.8491e-06,0.28221,p0392
1.145,9.339e-05,0.37533,p0393
0.90276,6.1974e-05,0.26869,p0394
0.85194,6.8545e-05,0.20252,p0395
0.89676,7.6223e-05,0.20251,p0396
1.0948,1.4537e-05,0.23289,p0397
1.1573,8.5811e-05,0.26249,p0398
0.82037,4.3616e-05,0.27726,p0399
1.1331,1.6875e-05,0.31654,p0400
0.9988,6.2587e-05,0.30919,p0401
0.84782,2.7352e-05,0.22941,p0402
1.1145,7.6369e-05,0.26826,p0403
1.0107,9.2828e-05,0.27011,p0404
1.1691,3.3742e-05,0.3501,p0405
0.89364,5.1266e-05,0.36215,p0406
1.0721,3.5149e-05,0.31573,p0407
1.1579,8.0463e-05,0.23572,p0408
1.0906,6.2965e-05,0.2698,p0409
0.80048,7.9276e-05,0.37414,p0410
0.85864,1.1219e-05,0.21539,p0411
0.95485,7.3254e-06,0.25596,p0412
0.84884,8.5978e-05,0.20478,p0413
0.88653,5.4404e-05,0.33357,p0414
1.0802,4.7491e-05,0.29923,p0415
1.0184,7.5694e-05,0.24775,p0416
0.87879,9.0934e-05,0.35758,p0417
0.95158,8.5367e-05,0.21857,p0418
1.0523,2.6087e-05,0.24387,p0419
0.85037,3.1266e-05,0.24091,p0420
1.1584,1.7705e-05,0.3466,p0421
1.0607,8.9922e-05,0.25867,p0422
1.1373,2.4069e-05,0.29492,p0423
0.85818,8.6616e-05,0.35314,p0424
1.1295,6.3405e-05,0.23588,p0425
1.1259,4.6794e-05,0.26762,p0426
0.92159,1.9213e-05,0.23201,p0427
1.0567,2.9934e-05,0.35226,p0428
0.87127,1.7504e-05,0.33846,p0429
0.90443,4.4117e-05,0.22174,p0430
1.0622,4.9309e-07,0.27849,p0431
0.97016,9.7205e-05,0.26357,p0432
0.91133,1.526e-05,0.35123,p0433
0.8546,8.9257e-05,0.36687,p0434
0.90395,9.7143e-05,0.30502,p0435
1.1496,4.1405e-05,0.37126,p0436
0.837,4.6107e-05,0.3056,p0437
0.82608,4.3839e-05,0.22491,p0438
1.1176,2.507e-05,0.29266,p0439
1.0908,9.9185e-05,0.26194,p0440
0.98228,6.7325e-06,0.25906,p0441
0.99549,2.0112e-05,0.26675,p0442
0.84175,6.7425e-05,0.32717,p0443
1.1842,4.0668e-05,0.3683,p0444
1.0925,7.3287e-05,0.26493,p0445
0.91509,9.8671e-05,0.30445,p0446
1.0743,7.7232e-05,0.28695,p0447
0.92342,8.0669e-05,0.28354,p0448
1.1678,4.884e-05,0.26709,p0449
1.0289,9.8466e-05,0.21109,p0450
0.88595,8.5186e-06,0.24762,p0451
1.167,3.2396e-05,0.32156,p0452
1.171,7.8968e-05,0.32087,p0453
1.158,3.1131e-05,0.2362,p0454
0.86498,9.5775e-05,0.32779,p0455
1.1707,5.9437e-05,0.35329,p0456
1.0314,5.2411e-05,0.21613,p0457
1.1529,3.8308e-05,0.21502,p0458
0.95796,4.2865e-05,0.20494,p0459
1.0861,8.4188e-05,0.27339,p0460
0.92779,3.9529e-05,0.26084,p0461
1.0381,7.7883e-06,0.25946,p0462
0.99992,6.636e-05,0.32292,p0463
1.1397,4.3369e-05,0.37776,p0464
1.0578,7.44e-06,0.29874,p0465
0.80191,6.6814e-06,0.22848,p0466
0.86282,3.3058e-06,0.33195,p0467
0.83601,9.8963e-05,0.20824,p0468
1.0423,4.6895e-05,0.26581,p0469
1.0026,8.3887e-05,0.3376,p0470
0.81101,6.4275e-05,0.20102,p0471
1.055,5.7633e-06,0.26603,p0472
1.1299,4.9718e-05,0.32683,p0473
1.0895,6.0466e-05,0.33055,p0474
0.81134,5.9127e-06,0.33378,p0475
0.98126,7.028e-05,0.35031,p0476
0.87439,4.9236e-05,0.30982,p0477
1.1867,2.0676e-05,0.27704,p0478
1.0774,3.2573e-05,0.25322,p0479
0.92711,8.9755e-05,0.28875,p0480
1.0274,2.835e-05,0.31386,p0481
1.0278,6.3441e-06,0.37244,p0482
0.98789,1.489e-05,0.31896,p0483
0.93175,2.8006e-05,0.33608,p0484
0.93919,5.3726e-05,0.34442,p0485
1.0928,2.674e-06,0.26641,p0486
0.85285,7.2267e-05,0.36764,p0487
1.1658,9.7922e-06,0.29397,p0488
1.0557,6.9757e-05,0.25165,p0489
1.0042,9.1161e-05,0.2265,p0490
0.94898,7.2417e-05,0.27787,p0491
0.847,3.0396e-05,0.24651,p0492
0.81694,1.7143e-06,0.27523,p0493
1.0147,9.4384e-05,0.32349,p0494
1.0122,7.9834e-06,0.2623,p0495
1.0138,8.1207e-05,0.27894,p0496
1.137,6.2935e-05,0.33966,p0497
0.97707,1.7275e-05,0.30056,p0498
0.82389,9.6092e-05,0.30811,p0499
1.1805,7.9536e-05,0.32114,p0500
1.0395,5.0977e-05,0.28749,p0501
0.82268,1.0115e-05,0.27668,p0502
0.91548,3.8028e-05,0.21303,p0503
1.1267,4.3707e-05,0.31195,p0504
0.94664,2.4777e-05,0.24177,p0505
0.99946,1.3309e-05,0.25618,p0506
0.83546,2.5368e-05,0.20439,p0507
0.88525,2.4466e-05,0.36145,p0508
1.0827,3.7032e-05,0.22792,p0509
1.1603,1.9919e-06,0.32515,p0510
0.83486,6.9838e-05,0.20231,p0511
0.96964,2.0427e-05,0.32949,p0512
0.97054,7.9376e-05,0.23395,p0513
0.82127,8.4031e-05,0.29189,p0514
0.9306,1.6463e-05,0.35882,p0515
1.1974,4.4814e-05,0.21693,p0516
1.0373,8.1569e-05,0.26013,p0517
1.1035,5.4242e-05,0.33597,p0518
1.1665,4.4248e-06,0.21344,p0519
1.1991,5.7455e-05,0.37429,p0520
0.8377,6.2781e-05,0.33926,p0521
1.0616,1.7344e-05,0.34165,p0522
0.80472,1.7078e-05,0.2668,p0523
0.99337,6.5883e-05,0.28682,p0524
1.0044,2.6223e-05,0.29641,p0525
1.1494,6.7256e-05,0.31065,p0526
0.91861,2.2447e-05,0.37392,p0527
1.0369,1.4167e-05,0.21127,p0528
0.81475,1.1724e-05,0.31923,p0529
1.1072,9.9438e-05,0.37216,p0530
1.0061,7.5377e-05,0.34067,p0531
1.0082,1.7402e-05,0.22182,p0532
0.90823,7.7458e-05,0.29904,p0533
0.8244,7.2582e-05,0.21169,p0534
1.0015,2.9282e-05,0.28672,p0535
0.94937,2.6736e-05,0.27472,p0536
0.93219,9.7411e-05,0.32052,p0537
1.1875,7.2456e-05,0.26895,p0538
0.86413,2.8115e-05,0.20798,p0539
1.1103,9.9245e-05,0.33181,p0540
1.0462,1.1517e-05,0.27543,p0541
1.1099,3.2671e-05,0.20644,p0542
1.0265,4.4623e-05,0.25689,p0543
1.1215,6.1716e-05,0.24462,p0544
1.0415,5.2577e-05,0.31443,p0545
1.068,9.4058e-05,0.22008,p0546
0.86738,6.2491e-05,0.25044,p0547
1.0218,2.003e-05,0.34101,p0548
1.1431,5.4915e-05,0.35817,p0549
1.0697,4.8704e-06,0.3705,p0550
0.87789,7.4768e-05,0.35831,p0551
0.81895,9.4948e-05,0.31598,p0552
1.0469,4.256e-06,0.26922,p0553
0.83841,4.4972e-05,0.34962,p0554
1.1264,9.8067e-05,0.24526,p0555
0.80942,2.1688e-05,0.27657,p0556
1.0506,9.5352e-07,0.33351,p0557
1.0744,9.0909e-05,0.27201,p0558
1.0969,4.0906e-05,0.31308,p0559
0.82658,9.6854e-05,0.31702,p0560
0.92847,9.3215e-05,0.24709,p0561
0.8717,3.8636e-05,0.20577,p0562
0.93616,4.6631e-05,0.35734,p0563
1.1515,8.3381e-05,0.34232,p0564
1.0318,4.5686e-05,0.34468,p0565
0.81341,5.0692e-05,0.27065,p0566
0.96357,7.0122e-05,0.24159,p0567
0.80888,3.5413e-05,0.37752,p0568
0.84024,2.5758e-05,0.33258,p0569
1.1171,2.3523e-05,0.36716,p0570
0.85329,6.2694e-06,0.23832,p0571
0.92976,8.4748e-05,0.29583,p0572
1.0756,7.8302e-05,0.21472,p0573
1.0814,4.9961e-05,0.23876,p0574
1.0856,1.7866e-05,0.32421,p0575
0.92556,3.9164e-06,0.33979,p0576
0.95948,6.7493e-05,0.25409,p0577
0.88749,4.7734e-05,0.36957,p0578
0.98064,8.0141e-05,0.32695,p0579
1.1854,9.6282e-06,0.36289,p0580
0.92206,4.1515e-05,0.24844,p0581
0.86919,7.314e-05,0.23092,p0582
0.92449,9.9864e-05,0.31039,p0583
1.1723,5.5071e-05,0.27154,p0584
0.91989,6.2307e-05,0.24634,p0585
0.8761,6.4098e-05,0.35082,p0586
0.98869,8.4327e-05,0.26785,p0587
1.0674,5.2266e-05,0.33301,p0588
0.91814,9.6565e-05,0.25989,p0589
1.1227,8.7344e-06,0.29138,p0590
0.88351,6.6723e-05,0.34007,p0591
1.0245,8.2134e-05,0.29359,p0592
0.91787,9.7315e-05,0.3036,p0593
0.81936,2.5588e-05,0.27115,p0594
0.93392,4.2319e-05,0.28922,p0595
0.91042,4.7057e-05,0.20021,p0596
0.95394,5.4949e-05,0.34606,p0597
0.8404,8.7434e-05,0.2792,p0598
0.98883,8.0378e-05,0.20079,p0599
1.1469,4.5435e-05,0.35873,p0600
0.94869,3.5677e-05,0.37527,p0601
0.80428,3.2763e-06,0.36606,p0602
0.85532,3.478e-05,0.25143,p0603
1.0987,2.3058e-05,0.24005,p0604
0.8208,2.9233e-05,0.27445,p0605
0.93583,3.7696e-05,0.28245,p0606
1.1952,5.6661e-06,0.34053,p0607
1.1031,8.6253e-05,0.34247,p0608
1.0512,7.6497e-05,0.33545,p0609
1.0956,7.0475e-05,0.31025,p0610
1.1202,9.5177e-05,0.21219,p0611
1.0678,5.9336e-05,0.32493,p0612
0.84275,5.1753e-05,0.25303,p0613
0.89091,4.1314e-05,0.22598,p0614
0.91372,9.5978e-05,0.33406,p0615
1.1674,5.2223e-07,0.20996,p0616
0.90779,6.3617e-05,0.28961,p0617
1.0333,4.3867e-05,0.27995,p0618
0.87359,9.216e-05,0.31421,p0619
1.0981,2.7219e-05,0.31104,p0620
1.1786,8.8677e-05,0.2247,p0621
1.1069,5.6379e-05,0.24989,p0622
1.0494,3.98e-05,0.21893,p0623
1.1061,3.9623e-05,0.32905,p0624
1.0569,4.1856e-05,0.27497,p0625
1.0113,6.9214e-05,0.34383,p0626
0.98461,2.1128e-05,0.2796,p0627
0.84966,7.7377e-05,0.23553,p0628
0.8151,6.4664e-05,0.33809,p0629
0.85594,3.1226e-06,0.37201,p0630
1.018,5.6182e-05,0.36019,p0631
0.9645,2.0278e-06,0.35928,p0632
0.86214,9.6674e-05,0.22347,p0633
0.99772,6.0699e-05,0.34847,p0634
0.97855,4.9418e-05,0.35715,p0635
1.118,3.6558e-05,0.23374,p0636
1.1413,4.1568e-05,0.29534,p0637
