wind_speed,a_seiche,par_id
0.99664,0.20882,p0384
0.99157,0.13782,p0385
0.86875,0.29829,p0386
0.88728,0.095951,p0387
0.95617,0.15417,p0388
0.87245,0.29169,p0389
0.81809,0.18092,p0390
1.1369,0.16261,p0391
1.1134,0.1282,p0392
0.93562,0.037591,p0393
0.98953,0.069489,p0394
0.92478,0.036829,p0395
1.1173,0.19119,p0396
0.93791,0.23628,p0397
1.1467,0.23419,p0398
0.85668,0.054646,p0399
1.2,0.28202,p0400
0.84425,0.19552,p0401
0.89494,0.14626,p0402
0.97667,0.23737,p0403
0.85569,0.29321,p0404
0.97817,0.15657,p0405
0.83748,0.19752,p0406
1.0461,0.058999,p0407
0.98614,0.11695,p0408
0.94912,0.23288,p0409
0.8504,0.10751,p0410
1.1397,0.24411,p0411
0.81295,0.060516,p0412
0.99943,0.0059038,p0413
1.1213,0.063057,p0414
0.80491,0.051937,p0415
1.1941,0.11934,p0416
0.83467,0.010548,p0417
1.1389,0.085045,p0418
0.96873,0.29267,p0419
1.119,0.1826,p0420
0.99097,0.18457,p0421
0.87189,0.10147,p0422
0.90624,0.035274,p0423
0.80234,0.28023,p0424
0.94775,0.12773,p0425
1.0801,0.10343,p0426
1.0455,0.20375,p0427
1.0538,0.28419,p0428
0.95596,0.18196,p0429
0.8173,0.29973,p0430
1.0482,0.22693,p0431
1.0317,0.13049,p0432
0.96248,0.13519,p0433
1.1757,0.11446,p0434
0.96734,0.056112,p0435
0.99836,0.24131,p0436
0.95205,0.27651,p0437
0.80092,0.10297,p0438
1.0388,0.083387,p0439
0.95462,0.21091,p0440
1.0757,0.22914,p0441
0.97,0.093252,p0442
1.1551,0.15259,p0443
1.0097,0.15515,p0444
0.90852,0.25774,p0445
1.1782,0.17096,p0446
0.8412,0.061255,p0447
1.1569,0.23951,p0448
0.9374,0.057616,p0449
1.008,0.024884,p0450
1.0654,0.067532,p0451
0.87995,0.08188,p0452
0.84228,0.08125,p0453
1.1293,0.11526,p0454
0.90666,0.17326,p0455
1.0704,0.22071,p0456
0.93064,0.015489,p0457
1.1244,0.20997,p0458
1.0001,0.042194,p0459
1.1126,0.2741,p0460
0.91804,0.18482,p0461
1.1557,0.082446,p0462
0.92597,0.22437,p0463
0.88506,0.15196,p0464
0.98969,0.1148,p0465
0.86409,0.017666,p0466
0.83034,0.087889,p0467
0.89569,0.09522,p0468
1.0172,0.27716,p0469
0.92367,0.29786,p0470
1.1595,0.042894,p0471
1.0584,0.014851,p0472
1.0924,0.22256,p0473
1.1011,0.28912,p0474
1.0893,0.22964,p0475
1.1862,0.24581,p0476
1.1578,0.25716,p0477
0.9607,0.14067,p0478
0.85752,0.023308,p0479
1.0476,0.01265,p0480
0.80425,0.10884,p0481
1.0768,0.0015328,p0482
1.0897,0.092764,p0483
0.96454,0.10929,p0484
1.1631,0.18342,p0485
0.82827,0.21155,p0486
1.1924,0.18856,p0487
0.91081,0.10408,p0488
0.94983,0.030944,p0489
0.96947,0.24228,p0490
1.0968,0.28586,p0491
0.82476,0.22111,p0492
1.0876,0.11151,p0493
0.9089,0.20756,p0494
0.89223,0.17715,p0495
0.97581,0.27043,p0496
0.86068,0.078644,p0497
1.0692,0.10546,p0498
1.0288,0.13902,p0499
0.85207,0.15675,p0500
