wind_speed,mixing/coef_mix_hyp,mixing/coef_mix_KH,mixing/coef_wind_stir,mixing/coef_mix_shear,meteorology/cd,par_id
0.96632,0.0066366,0.41038,0.74644,0.29118,0.00096279,p0052
1.0416,0.0062925,0.59385,0.70987,0.15565,0.00081538,p0053
1.1078,0.0087125,0.13927,0.46234,0.88799,0.0013327,p0054
1.0984,0.0024762,0.27758,0.51097,0.88434,0.00075901,p0055
1.1249,0.0017762,0.22566,0.52335,0.51753,0.0018008,p0056
0.95009,0.0090197,0.24187,0.47974,0.43432,0.00060336,p0057
0.80739,0.0071854,0.39484,0.22996,0.45528,0.0017191,p0058
1.1522,0.0066609,0.1751,0.18327,0.48779,0.0011668,p0059
1.1722,0.0029917,0.47892,0.46481,0.64007,0.00098498,p0060
0.9145,0.0066413,0.1552,0.21365,0.6535,0.0019046,p0061
0.99084,0.009109,0.24007,0.36032,0.47666,0.0015422,p0062
0.85642,0.0013375,0.49235,0.38821,0.70817,0.0017537,p0063
0.99505,0.0081888,0.22426,0.64308,0.53842,0.0017474,p0064
0.86875,0.0065896,0.83434,0.28845,0.12764,0.00061578,p0065
1.0177,0.0082378,0.32521,0.10749,0.5629,0.00076423,p0066
1.1817,0.0020231,0.51752,0.28125,0.20475,0.0016479,p0067
0.9818,0.00076144,0.10229,0.28293,0.42788,0.00082147,p0068
1.0761,0.00097418,0.17228,0.57888,0.6241,0.00032381,p0069
0.92335,0.0014731,0.12716,0.34827,0.12475,0.00070326,p0070
1.153,0.0041304,0.63949,0.10522,0.81487,0.0018317,p0071
1.1321,0.00051062,0.422,0.64109,0.26707,0.00040111,p0072
1.1372,0.0063256,0.72105,0.60261,0.74843,0.00060962,p0073
1.0346,0.0010885,0.114,0.14885,0.20687,0.00058276,p0074
0.97902,0.0061972,0.23064,0.59343,0.57158,0.0015902,p0075
1.0458,0.0050635,0.48729,0.42895,0.79561,0.0019093,p0076
1.198,0.0052713,0.63763,0.78222,0.78063,0.00032738,p0077
0.89963,0.0033539,0.13766,0.42447,0.55597,0.00076602,p0078
1.0465,0.005948,0.40772,0.54752,0.41322,0.0007395,p0079
0.81234,0.0071247,0.2104,0.72457,0.14573,0.0019006,p0080
1.0972,0.00099819,0.66289,0.84801,0.12491,0.00091683,p0081
1.1989,0.002481,0.32832,0.10885,0.53513,0.0013008,p0082
1.034,0.0057507,0.62507,0.88839,0.52941,0.00091347,p0083
0.90314,0.0059094,0.41907,0.33199,0.35002,0.0014571,p0084
0.95942,0.0048153,0.89591,0.73405,0.73009,0.0017121,p0085
0.84829,0.0021781,0.21239,0.615,0.56706,0.0011969,p0086
1.0007,0.0069699,0.56686,0.64993,0.78384,0.0002346,p0087
0.97362,0.0066208,0.48034,0.11632,0.88257,0.00011114,p0088
0.8499,0.00040862,0.26076,0.62482,0.83137,0.00050034,p0089
0.84608,0.0075846,0.81199,0.53764,0.42236,0.0017848,p0090
1.1379,0.0029386,0.71894,0.10801,0.44269,0.00035387,p0091
1.0844,0.006405,0.4939,0.12331,0.46346,0.0010237,p0092
1.1283,0.0067569,0.70383,0.4147,0.31145,0.00080876,p0093
1.0147,0.0094558,0.47601,0.39448,0.55353,0.0012863,p0094
0.81857,0.006652,0.6247,0.50027,0.42058,0.0017762,p0095
1.0911,0.00070566,0.63423,0.18972,0.32521,0.0003957,p0096
0.86925,0.0019952,0.10564,0.88512,0.46963,0.0010382,p0097
1.1682,0.0050303,0.60375,0.45844,0.17041,0.00072236,p0098
0.95528,0.0074446,0.43238,0.56072,0.49487,0.0017941,p0099
0.83635,0.004597,0.39126,0.76685,0.44206,0.0014694,p0100
1.0135,0.0090214,0.36347,0.38465,0.43562,0.0014818,p0101
1.0051,0.0059187,0.30198,0.3094,0.11691,0.001077,p0102
0.84929,0.0040608,0.78317,0.81869,0.69598,0.00022893,p0103
1.1441,0.0021883,0.15315,0.50752,0.22807,0.0011691,p0104
1.1007,0.0098867,0.12993,0.68197,0.83238,0.0003677,p0105
1.1963,0.0030103,0.1957,0.82663,0.21072,0.0017565,p0106
0.94507,0.0052331,0.46716,0.52615,0.78168,0.0014053,p0107
0.80282,0.0030327,0.53293,0.25109,0.30881,0.00067362,p0108
1.0234,0.0011901,0.27202,0.32709,0.2201,0.00035792,p0109
1.0889,0.0056717,0.87088,0.18024,0.76913,0.00074508,p0110
1.1234,0.0034519,0.73249,0.56597,0.22598,0.0013725,p0111
1.1348,0.0017812,0.69472,0.45641,0.60128,0.00020524,p0112
0.93274,0.0011977,0.28752,0.43284,0.21828,0.0011341,p0113
1.075,0.0022634,0.65377,0.23358,0.85198,0.00092618,p0114
1.1776,0.006343,0.20061,0.45152,0.37127,0.00029136,p0115
0.97271,0.00241,0.70661,0.26727,0.77745,0.0016777,p0116
0.98954,0.0065215,0.42854,0.48276,0.66745,0.00083726,p0117
0.87092,0.0036978,0.26121,0.40632,0.26376,0.00052702,p0118
1.0668,0.0012737,0.20584,0.34747,0.10794,0.0017986,p0119
1.1816,0.0024434,0.63726,0.36262,0.16471,0.00035884,p0120
1.0375,0.0099204,0.29008,0.49459,0.23794,0.00092747,p0121
0.97288,0.0084019,0.79479,0.41402,0.87954,0.00096114,p0122
1.0826,0.0043902,0.79729,0.68346,0.44856,0.00025405,p0123
0.93168,0.0015866,0.14151,0.24531,0.59425,0.0016196,p0124
0.94386,0.0058309,0.55506,0.84153,0.88397,0.0006377,p0125
1.1795,0.0047153,0.1804,0.59828,0.7966,0.0015064,p0126
0.87018,0.0069908,0.55612,0.82429,0.49408,0.00040932,p0127
1.0766,0.0086953,0.40597,0.40352,0.23938,0.00062722,p0128
1.1578,0.0025041,0.47958,0.24964,0.67911,0.0016411,p0129
1.1957,0.0084748,0.37131,0.14082,0.80528,0.0002442,p0130
0.8757,0.0075906,0.46339,0.29093,0.80162,0.00015711,p0131
1.0659,0.001394,0.58554,0.2187,0.40873,0.00094081,p0132
1.1884,0.0035412,0.768,0.77038,0.71411,0.0012972,p0133
0.88088,0.0022162,0.44586,0.85078,0.63651,0.0003971,p0134
1.0703,0.0032708,0.83712,0.67267,0.81418,0.00034593,p0135
0.97239,0.0039936,0.11459,0.82279,0.53316,0.00083691,p0136
0.85251,0.0050725,0.38019,0.76394,0.35109,0.0015578,p0137
0.8148,0.0083987,0.15239,0.40247,0.72229,0.001422,p0138
0.95445,0.0063349,0.78335,0.84485,0.24816,0.0002958,p0139
0.94731,0.00684,0.88793,0.61269,0.3281,0.00017067,p0140
0.98842,0.007646,0.37867,0.55719,0.59523,0.00033844,p0141
0.92678,0.0027702,0.76938,0.80789,0.83761,0.0012122,p0142
1.0037,0.0049781,0.79568,0.12081,0.86461,0.0006058,p0143
0.84568,0.0042972,0.52739,0.26382,0.1505,0.00053731,p0144
0.9282,0.006696,0.7058,0.53162,0.79249,0.00072856,p0145
0.89491,0.0010286,0.16246,0.32453,0.41838,0.00091056,p0146
0.99225,0.0041736,0.31661,0.1888,0.10657,0.0018743,p0147
1.185,0.0043677,0.39369,0.17723,0.27596,0.00055563,p0148
0.87514,0.0030225,0.86133,0.25204,0.20192,0.0014383,p0149
1.1021,0.0095131,0.60714,0.36694,0.64808,0.00098005,p0150
0.99624,0.0055786,0.52275,0.33341,0.18067,0.00084351,p0151
0.87951,0.0043513,0.72212,0.17337,0.37284,0.00029519,p0152
1.0925,0.0074359,0.78594,0.22909,0.86302,0.0019487,p0153
1.1071,0.0083814,0.27066,0.26495,0.44693,0.0017778,p0154
1.182,0.0019774,0.14286,0.398,0.67366,0.0016044,p0155
0.97974,0.0021265,0.36404,0.58151,0.24884,0.00029931,p0156
1.1483,0.0091163,0.75184,0.12005,0.37881,0.0010634,p0157
0.88361,0.0031777,0.43416,0.81077,0.3344,0.0019802,p0158
1.0848,0.0017565,0.78039,0.25491,0.44135,0.00057011,p0159
1.1515,0.0051029,0.48243,0.41221,0.52033,0.0015337,p0160
0.82196,0.0064115,0.64439,0.39196,0.41477,0.0013849,p0161
0.86969,0.0015529,0.81963,0.35992,0.50815,0.00048431,p0162
1.0882,0.003062,0.88104,0.62366,0.64302,0.0011464,p0163
0.88314,0.0026579,0.25051,0.64858,0.53938,0.00042239,p0164
1.1608,0.00091009,0.82049,0.76061,0.54189,0.00050148,p0165
1.0308,0.0079143,0.77178,0.39958,0.10429,0.0013059,p0166
1.1717,0.0080864,0.67984,0.75629,0.36796,0.00095781,p0167
1.1854,0.007854,0.65203,0.46871,0.41244,0.0014834,p0168
1.0565,0.0014006,0.45025,0.43204,0.62797,0.0018665,p0169
1.0734,0.0093605,0.3669,0.77465,0.84741,0.0015655,p0170
1.1589,0.0055,0.38329,0.85979,0.59018,0.00073355,p0171
1.0088,0.0062778,0.25719,0.14719,0.63694,0.00043832,p0172
0.90052,0.0029737,0.58758,0.51406,0.4722,0.0011806,p0173
0.98229,0.0076035,0.38979,0.65155,0.68275,0.0015812,p0174
1.1212,0.0042636,0.55844,0.26949,0.61723,0.0017832,p0175
0.97469,0.0069515,0.56523,0.29394,0.25001,0.00025623,p0176
0.93358,0.0025653,0.61707,0.26815,0.54732,0.0018259,p0177
1.0555,0.0060887,0.59176,0.45025,0.59139,0.00099175,p0178
1.0304,0.00013475,0.42524,0.50325,0.1827,0.0015385,p0179
1.1137,0.0079928,0.33655,0.48752,0.23062,0.00048283,p0180
1.0872,0.0024199,0.64211,0.80071,0.53125,0.00021233,p0181
1.1134,0.0063805,0.83053,0.49973,0.13389,0.0011627,p0182
1.0587,0.0021413,0.37557,0.76921,0.43239,0.0017154,p0183
0.87702,0.0015484,0.11657,0.40137,0.81787,0.0014661,p0184
0.96533,0.003397,0.51809,0.36582,0.74675,0.0019252,p0185
1.1768,0.0059942,0.86585,0.13127,0.77124,0.0016055,p0186
1.1936,0.0090034,0.48432,0.53424,0.66236,0.00080143,p0187
0.89876,0.0011162,0.62387,0.69478,0.38891,0.00081821,p0188
0.81356,0.0020713,0.5869,0.87893,0.47567,0.0010278,p0189
1.0268,0.0039598,0.84343,0.77552,0.59457,0.0015882,p0190
1.1703,0.0026617,0.28575,0.80317,0.80562,0.0016665,p0191
1.0612,0.00088866,0.38564,0.15037,0.11653,0.00041598,p0192
0.98085,0.0027261,0.34877,0.54324,0.41666,0.0009865,p0193
0.9428,0.0014133,0.21375,0.83879,0.27191,0.0002804,p0194
1.1713,0.0057681,0.73301,0.61626,0.4979,0.00099761,p0195
0.80808,0.00086856,0.73796,0.46579,0.10937,0.00056603,p0196
0.93713,0.004735,0.68415,0.79234,0.63374,0.00071035,p0197
1.1707,0.0039211,0.80667,0.70785,0.69303,0.0015085,p0198
1.1412,0.0064983,0.40458,0.45807,0.33908,0.0018495,p0199
0.8349,0.0096683,0.86532,0.84984,0.88911,0.00023497,p0200
0.97868,0.0040159,0.58948,0.37984,0.84459,0.00027822,p0201
0.94607,0.0053791,0.33546,0.65053,0.18153,0.00045286,p0202
1.0878,0.0017278,0.62154,0.50573,0.27239,0.0013757,p0203
0.99067,0.0095914,0.55245,0.11466,0.49262,0.0011358,p0204
1.1621,0.008317,0.31496,0.48587,0.11948,0.0012756,p0205
1.0171,0.0034989,0.48183,0.86002,0.70746,0.00037988,p0206
1.1438,0.0050059,0.34029,0.60869,0.41884,0.001162,p0207
0.83423,0.0095254,0.51285,0.33519,0.28088,0.00058153,p0208
0.8156,0.0050289,0.85358,0.57028,0.60005,0.0011276,p0209
1.0896,0.005214,0.60928,0.27267,0.829,0.0019174,p0210
1.0732,0.0028715,0.15004,0.55923,0.87791,0.0016604,p0211
1.1571,0.0087624,0.87729,0.49554,0.19915,0.001658,p0212
0.86425,0.0083798,0.39943,0.11872,0.58889,0.00026169,p0213
0.81815,0.0032529,0.54893,0.80681,0.73614,0.00013201,p0214
1.0141,0.0056964,0.4069,0.72336,0.2299,0.001432,p0215
0.81058,0.0058858,0.31565,0.76437,0.31217,0.00057961,p0216
1.0746,0.0060581,0.20551,0.47062,0.76468,0.00041105,p0217
1.0617,0.0070018,0.64294,0.7411,0.24285,0.0013583,p0218
0.83075,0.0028253,0.44959,0.539,0.85332,0.0015707,p0219
0.92068,0.0066157,0.16536,0.23076,0.79774,0.00085737,p0220
1.035,0.0091839,0.55038,0.67956,0.16055,0.00023772,p0221
0.93859,0.0033601,0.50012,0.50241,0.62485,0.0016236,p0222
0.86366,0.0073481,0.70021,0.73057,0.15774,0.00060076,p0223
0.91651,0.0079713,0.19826,0.48173,0.31004,0.0010458,p0224
1.1453,0.0012274,0.78939,0.22333,0.8172,0.00075379,p0225
1.0435,0.007566,0.39116,0.2789,0.10327,0.0014254,p0226
0.81583,0.003604,0.18368,0.44959,0.84382,0.0017896,p0227
1.1418,0.0029681,0.24593,0.31061,0.74565,0.00022976,p0228
0.93437,0.0035901,0.12281,0.87049,0.80999,0.0003046,p0229
1.1476,0.002201,0.30434,0.2032,0.52377,0.00079024,p0230
1.0531,0.0003554,0.45722,0.45062,0.86792,0.0015863,p0231
0.87394,0.0056138,0.5315,0.68598,0.3764,0.0017374,p0232
0.84754,0.0031225,0.64764,0.75986,0.32397,0.0017309,p0233
0.89589,0.0044197,0.56291,0.23698,0.61362,0.0011028,p0234
1.1575,0.0040243,0.29329,0.8949,0.69241,0.00033951,p0235
1.1777,0.0058106,0.12729,0.21611,0.32718,0.00022023,p0236
1.1267,0.0062029,0.7441,0.67635,0.65907,0.0019616,p0237
1.1955,0.0016649,0.52412,0.17507,0.44465,0.00089028,p0238
0.86731,0.0042254,0.14383,0.15485,0.79151,0.0013396,p0239
1.006,0.0044249,0.31213,0.17665,0.88112,0.00092246,p0240
0.93671,0.0079342,0.833,0.32876,0.77787,0.00018727,p0241
0.85832,0.0094657,0.7744,0.41298,0.29366,0.0016144,p0242
0.90866,0.0012178,0.68665,0.81591,0.47454,0.0014526,p0243
0.93774,0.0090366,0.39293,0.67576,0.63793,0.0011559,p0244
0.93389,0.0031347,0.65643,0.726,0.78802,0.0012553,p0245
0.81714,0.0046041,0.12602,0.74616,0.79733,0.001228,p0246
0.83997,0.0071013,0.52205,0.89412,0.3737,0.0012635,p0247
0.96908,0.0050488,0.3427,0.29952,0.51278,0.00064439,p0248
1.0388,0.0010623,0.78554,0.85171,0.29168,0.0019726,p0249
0.80708,0.0070911,0.42286,0.16261,0.89849,0.00055218,p0250
0.87469,0.0070511,0.5461,0.73701,0.81135,0.0010708,p0251
1.1017,0.0011786,0.13455,0.28019,0.39538,0.00028805,p0252
1.1547,0.0082995,0.16594,0.27801,0.71249,0.0010819,p0253
1.1422,0.0045579,0.87374,0.10346,0.28619,0.00043635,p0254
1.0248,0.0085637,0.17953,0.78554,0.12169,0.0012583,p0255
1.0045,0.0037039,0.27977,0.77692,0.50502,0.0018381,p0256
0.82597,0.0060034,0.28547,0.18504,0.21486,0.0017353,p0257
1.0269,0.0091997,0.17816,0.73815,0.76141,0.0019551,p0258
0.88069,0.0038686,0.47287,0.13267,0.27803,0.001319,p0259
0.93562,0.0044611,0.59492,0.86857,0.42146,0.0011174,p0260
1.1615,0.0094385,0.86003,0.44516,0.20912,0.00026341,p0261
1.0032,0.0083346,0.73447,0.37567,0.11037,0.0013246,p0262
1.0775,0.0068821,0.15042,0.64196,0.13498,0.00016387,p0263
1.1004,0.0028934,0.32705,0.82553,0.32127,0.00029257,p0264
1.0514,0.0092805,0.61205,0.26707,0.50453,0.00045094,p0265
1.0785,0.0053053,0.51015,0.49162,0.55362,0.0018149,p0266
0.9408,0.0044101,0.46769,0.69376,0.83052,0.00011263,p0267
1.0581,0.0086835,0.80558,0.73606,0.7115,0.0015038,p0268
0.99133,0.0017098,0.3012,0.71794,0.4066,0.00037013,p0269
0.85958,0.0078177,0.14861,0.47669,0.52968,0.00014416,p0270
1.047,0.009255,0.32457,0.40546,0.88963,0.0017449,p0271
0.9436,0.0086784,0.33121,0.67485,0.40385,0.00028232,p0272
0.81312,0.00062931,0.55188,0.70844,0.72023,0.001967,p0273
0.88881,0.00223,0.67453,0.78591,0.13884,0.0015932,p0274
0.84381,0.0057118,0.84123,0.31178,0.29793,0.0010836,p0275
0.9871,0.0040841,0.27643,0.52208,0.32755,0.00067105,p0276
0.92035,0.0036101,0.84656,0.63028,0.74505,0.00044775,p0277
1.0556,0.0037611,0.70246,0.11034,0.11768,0.0011011,p0278
1.0019,0.0098756,0.76976,0.15097,0.49538,0.0016443,p0279
0.91035,0.0077761,0.11536,0.48893,0.57356,0.0016916,p0280
0.88419,0.00034243,0.82857,0.68813,0.1501,0.00069611,p0281
0.82271,0.0062856,0.2037,0.60562,0.51562,0.0012622,p0282
0.93308,0.0009687,0.26512,0.43152,0.81073,0.0018474,p0283
0.9011,0.0045026,0.16384,0.24599,0.83572,0.0004238,p0284
1.0801,0.00077029,0.2233,0.85917,0.21344,0.00020306,p0285
0.99814,0.00093075,0.47586,0.67407,0.4543,0.00091176,p0286
0.8206,0.0087367,0.80912,0.87024,0.79307,0.0019772,p0287
0.9933,0.0080098,0.83536,0.70328,0.433,0.0015107,p0288
1.0274,0.0072021,0.52038,0.39056,0.54296,0.00047588,p0289
1.0407,0.001299,0.23036,0.35384,0.14548,0.00051231,p0290
1.1124,0.0013712,0.25211,0.80183,0.69513,0.0019831,p0291
1.1424,0.0090626,0.74795,0.28565,0.8,0.00069673,p0292
1.0528,0.0025435,0.23841,0.69576,0.82226,0.0012048,p0293
1.126,0.0030421,0.864,0.63192,0.28225,0.001522,p0294
1.1436,0.0083078,0.3237,0.42614,0.25392,0.0014743,p0295
1.0637,0.006546,0.17031,0.89186,0.82408,0.00066196,p0296
0.85328,0.0074926,0.89248,0.69049,0.72536,0.00050438,p0297
0.94192,0.0092973,0.7319,0.55028,0.83454,0.0016884,p0298
0.9305,0.0055065,0.68511,0.18274,0.21409,0.00014625,p0299
1.1337,0.0093825,0.19916,0.2963,0.26279,0.00046125,p0300
0.96511,0.0082581,0.73081,0.4296,0.51642,0.00046426,p0301
1.057,0.0098052,0.35585,0.10184,0.48546,0.0011758,p0302
1.0956,0.0027626,0.44734,0.20619,0.17264,0.0011418,p0303
0.96328,0.0095489,0.72512,0.58534,0.51114,0.00085284,p0304
0.99594,1.86e-05,0.12834,0.50508,0.42939,0.0019592,p0305
0.91597,0.0029043,0.29123,0.67884,0.28767,0.0017879,p0306
1.0912,0.0093371,0.22895,0.61575,0.39224,0.0014976,p0307
1.14,0.0086404,0.26906,0.80427,0.17625,0.00097644,p0308
0.87215,0.0027423,0.35443,0.33721,0.39696,0.00011803,p0309
1.0487,0.0041227,0.7458,0.61748,0.48989,0.001244,p0310
0.80179,0.008702,0.80851,0.24019,0.31864,0.00035249,p0311
0.87728,0.0032424,0.28849,0.24153,0.42341,0.0014486,p0312
0.82713,0.0013099,0.62638,0.88732,0.57219,0.0019741,p0313
0.94145,0.0049004,0.36729,0.43091,0.86656,0.00012058,p0314
0.83929,0.00044394,0.79826,0.5551,0.88605,0.00086436,p0315
0.88121,0.004653,0.45882,0.47856,0.39116,0.0013487,p0316
1.0714,0.0061148,0.29089,0.59699,0.81245,0.0010653,p0317
0.82645,0.0027987,0.61187,0.85672,0.65652,0.00097242,p0318
1.0798,0.0029478,0.61583,0.58427,0.16691,0.00065808,p0319
0.97325,0.0087867,0.63659,0.57424,0.83001,0.0011992,p0320
0.84111,0.0034644,0.81578,0.33117,0.27964,0.00071682,p0321
1.0719,0.0053854,0.30901,0.22428,0.85713,0.0013627,p0322
0.97105,0.0020993,0.68089,0.27405,0.89222,0.00084808,p0323
1.1619,0.0093113,0.56898,0.16075,0.71615,0.00049699,p0324
1.1555,0.0091373,0.82676,0.84688,0.45764,0.0017069,p0325
0.92402,0.0011438,0.76275,0.3741,0.23633,0.00062131,p0326
0.95305,0.0076376,0.74305,0.3043,0.47802,0.0016296,p0327
1.1743,0.0035501,0.304,0.79415,0.66599,0.0005452,p0328
0.9697,0.0033375,0.34708,0.32886,0.236,0.0013802,p0329
1.1671,0.0091425,0.50318,0.73964,0.34511,0.00088659,p0330
1.177,0.00092071,0.66325,0.58276,0.36544,0.00071277,p0331
1.0083,0.005984,0.34096,0.42536,0.76002,0.0016628,p0332
0.82751,0.0013834,0.44144,0.68932,0.87443,0.001113,p0333
0.91705,0.004853,0.68923,0.12642,0.55685,0.0012486,p0334
0.91376,0.00057826,0.573,0.72497,0.31795,0.0013558,p0335
1.0086,0.0056802,0.44296,0.24786,0.50633,0.0015603,p0336
0.98372,0.0062467,0.18425,0.42835,0.15138,0.0010066,p0337
0.96214,0.0027035,0.85577,0.82836,0.7513,0.00065247,p0338
0.94238,0.0086516,0.16702,0.76878,0.56352,0.0015996,p0339
1.1653,0.0031947,0.22526,0.2616,0.44594,0.0010155,p0340
0.95561,0.0076736,0.14892,0.64623,0.63086,0.00021065,p0341
1.1975,0.00015655,0.68078,0.25693,0.67491,0.0019885,p0342
0.9684,0.0034303,0.77888,0.75174,0.2574,0.00087741,p0343
1.1075,0.0070835,0.75416,0.81608,0.41997,0.00010943,p0344
0.89833,0.001603,0.20863,0.13447,0.19987,0.0019643,p0345
1.1297,0.0084834,0.45838,0.16239,0.3881,0.0011533,p0346
0.96007,0.008585,0.72876,0.46432,0.2598,0.00018932,p0347
1.0906,0.0035323,0.44645,0.73517,0.84614,0.00164,p0348
0.8292,0.0020114,0.80218,0.47562,0.64357,0.00022723,p0349
1.0299,0.0080472,0.18956,0.70631,0.77209,0.0013982,p0350
1.1841,0.0081047,0.26261,0.89662,0.23451,0.00085903,p0351
0.83218,0.0037383,0.43916,0.25822,0.67354,0.0017265,p0352
0.99013,0.0062114,0.82101,0.25853,0.821,0.00175,p0353
0.8245,0.0049853,0.37369,0.81138,0.73215,0.00039959,p0354
0.89188,0.003686,0.65912,0.24431,0.5405,0.00015677,p0355
0.95987,0.0018904,0.67168,0.54943,0.5248,0.0018832,p0356
1.0511,0.0023061,0.69272,0.8725,0.7831,0.00084879,p0357
1.0163,0.006901,0.47443,0.47774,0.72912,0.00031553,p0358
0.81273,0.0032811,0.65146,0.31715,0.50059,0.00062941,p0359
0.94696,0.0023901,0.79327,0.33655,0.61238,0.00036834,p0360
0.87305,0.0043231,0.81068,0.71362,0.89385,0.00037644,p0361
0.9466,0.001253,0.16445,0.545,0.58501,0.0001343,p0362
0.97655,0.0097385,0.76778,0.66353,0.61534,0.0012226,p0363
0.92736,0.0036305,0.76155,0.14768,0.84298,0.0015487,p0364
0.9679,0.00815,0.85959,0.8034,0.48283,0.0015733,p0365
0.92298,0.0054307,0.57089,0.19979,0.16187,0.0017083,p0366
1.0358,0.0054579,0.51165,0.61157,0.53212,0.0014362,p0367
1.1224,0.0057232,0.23144,0.46708,0.46124,0.0005637,p0368
1.078,0.005528,0.16864,0.25576,0.39302,0.0019117,p0369
0.91957,0.00028551,0.41183,0.28748,0.35944,0.00058641,p0370
1.104,0.0026929,0.10455,0.75855,0.69714,0.0008668,p0371
0.89902,0.0036295,0.25611,0.50151,0.60395,0.0012361,p0372
0.83347,0.0007503,0.28431,0.55054,0.11169,0.0015368,p0373
1.095,0.0049992,0.17525,0.29536,0.38043,0.0015014,p0374
1.1292,0.0047939,0.74182,0.52552,0.52624,0.0014917,p0375
1.145,0.0042717,0.40038,0.44323,0.39767,0.0010425,p0376
0.89086,0.004807,0.5659,0.24649,0.22154,0.0018342,p0377
1.1293,0.0086255,0.80138,0.37703,0.68508,0.00069914,p0378
0.81445,0.0021177,0.26729,0.2657,0.79441,0.0010465,p0379
0.99787,0.0031522,0.29692,0.74167,0.34119,0.0013881,p0380
0.8455,0.0074058,0.24814,0.12282,0.19014,0.0011398,p0381
1.1496,0.0054666,0.2552,0.58376,0.44785,0.00094192,p0382
0.92574,0.003301,0.51672,0.23614,0.33168,0.00041929,p0383
1.0922,0.0044878,0.81298,0.8574,0.51791,0.0013516,p0384
0.98669,0.0047275,0.45226,0.82785,0.11576,0.0014864,p0385
1.0181,0.0052825,0.40347,0.63265,0.28847,0.0010194,p0386
1.0601,0.0045754,0.84032,0.82892,0.48476,0.00031949,p0387
