wind_speed,mixing/coef_mix_hyp,mixing/coef_mix_KH,meteorology/ch,meteorology/ce,par_id
0.99254,0.0019458,0.7481,0.0020918,0.0010479,p00311
1.0813,0.0084496,0.30165,0.0013485,0.0012943,p00312
1.0639,0.0057018,0.47797,0.001731,0.0026955,p00313
1.0693,0.0074591,0.8224,0.0015101,0.0023264,p00314
0.83937,0.0024383,0.19383,0.0016351,0.0017963,p00315
0.94738,0.0022904,0.35097,0.0021866,0.002039,p00316
0.8433,0.0075422,0.59976,0.0019154,0.0028633,p00317
1.0565,0.0070606,0.66986,0.0021042,0.0028941,p00318
1.0617,0.0026109,0.56441,0.0022226,0.0021394,p00319
1.0418,0.0049655,0.46679,0.001777,0.00275,p00320
1.1087,0.003402,0.46387,0.0022451,0.0011939,p00321
0.99014,0.0055421,0.76995,0.0029726,0.0013429,p00322
1.071,0.0044079,0.1497,0.0017225,0.0028477,p00323
1.0199,0.0042109,0.65386,0.0015311,0.0020832,p00324
0.96046,0.0088957,0.60998,0.0010333,0.00298,p00325
0.96617,0.001257,0.8572,0.0011217,0.0014888,p00326
1.1952,0.0013183,0.3963,0.0029562,0.0027281,p00327
0.82389,0.0067934,0.63462,0.001289,0.0017557,p00328
1.0987,0.0061093,0.88661,0.0026499,0.002617,p00329
1.1004,0.0025787,0.79844,0.001111,0.0023887,p00330
0.98966,0.0078144,0.50829,0.0021406,0.0024613,p00331
0.84939,0.0015959,0.12638,0.0022586,0.0022364,p00332
1.0654,0.0037883,0.71778,0.0011235,0.0029186,p00333
0.91866,0.0021227,0.37171,0.0027375,0.0021709,p00334
1.001,0.0015459,0.36457,0.0029601,0.0015157,p00335
1.0949,0.0010411,0.78287,0.0019541,0.0029605,p00336
0.95958,0.0069555,0.37876,0.0016047,0.0015654,p00337
0.9967,0.0087399,0.83391,0.0024632,0.0010253,p00338
0.87915,0.0077215,0.57181,0.0029594,0.0010607,p00339
1.0424,0.0053044,0.4493,0.0020921,0.0014843,p00340
0.95092,0.0091824,0.39635,0.0011599,0.0013196,p00341
0.9126,0.0089969,0.62805,0.0017641,0.0020201,p00342
1.1724,0.0069874,0.87366,0.0024728,0.0020098,p00343
1.179,0.00076763,0.893,0.0012938,0.0023414,p00344
0.98019,0.00015842,0.54679,0.0010959,0.0021732,p00345
1.0454,0.0016315,0.25121,0.0026966,0.0029131,p00346
0.96737,0.0050722,0.38473,0.0021692,0.0026023,p00347
1.0229,0.0021651,0.81655,0.0028531,0.0016936,p00348
0.84548,0.00053102,0.88115,0.0020799,0.0029045,p00349
1.075,0.0091065,0.75118,0.0019998,0.0025714,p00350
0.82797,0.0071397,0.68336,0.0021454,0.0016575,p00351
0.92118,0.0086966,0.22758,0.0027628,0.0010914,p00352
0.89799,0.0035782,0.1742,0.0016959,0.0016944,p00353
0.94107,0.0053558,0.20517,0.0025837,0.0011062,p00354
1.0869,0.0049797,0.60136,0.0015,0.001564,p00355
0.96603,0.0062483,0.67785,0.0013513,0.0019999,p00356
1.0456,0.0087489,0.76603,0.0023502,0.0025058,p00357
0.88126,0.0017591,0.88777,0.001725,0.0024988,p00358
0.91061,0.006096,0.84319,0.0022771,0.0020461,p00359
1.0793,0.0070138,0.38602,0.0026896,0.0024519,p00360
0.80389,0.0013667,0.3162,0.0019563,0.0028165,p00361
0.97232,0.0043534,0.3099,0.0011318,0.0023353,p00362
0.85201,0.0072437,0.48021,0.0011992,0.0028208,p00363
1.1319,0.0057711,0.63981,0.0012608,0.0016098,p00364
1.0453,0.0099444,0.80845,0.0019022,0.0023249,p00365
0.96145,0.0014858,0.59803,0.0010633,0.0026335,p00366
0.81045,0.0076879,0.21146,0.0026946,0.0014992,p00367
1.1326,0.0044991,0.42496,0.0025292,0.0027218,p00368
1.1946,0.0081466,0.72667,0.0015144,0.0010136,p00369
1.1051,0.0053943,0.33297,0.0021092,0.0019448,p00370
1.1624,0.0071595,0.27493,0.0027587,0.0028582,p00371
0.91818,0.0083851,0.77585,0.0021128,0.0026966,p00372
1.1456,0.0036611,0.49972,0.0026692,0.0024941,p00373
1.131,0.0078381,0.48681,0.0020434,0.0028284,p00374
1.1946,0.0034564,0.34576,0.001507,0.002408,p00375
1.1926,0.0061052,0.12999,0.0019293,0.0018013,p00376
0.97205,0.0035196,0.69853,0.0023001,0.0029341,p00377
0.84298,0.0074884,0.80334,0.0020879,0.0014911,p00378
0.82814,0.00013305,0.32484,0.0020369,0.0023189,p00379
1.1178,0.0047413,0.28461,0.001686,0.0010704,p00380
0.8442,0.0061995,0.14394,0.0010122,0.00272,p00381
0.81111,0.0048807,0.1718,0.0015424,0.0013464,p00382
1.1421,0.0063909,0.46327,0.0013103,0.0015664,p00383
1.1266,0.0040678,0.10643,0.0029685,0.0025526,p00384
1.1161,0.0097159,0.70362,0.0017013,0.002494,p00385
1.0404,0.0036207,0.2563,0.0021212,0.0017472,p00386
1.1142,0.00058869,0.19775,0.0013304,0.0026026,p00387
1.0232,0.00059397,0.25772,0.0029527,0.0013627,p00388
1.123,0.0032922,0.21904,0.0022295,0.0025228,p00389
0.87218,0.00085369,0.73601,0.002244,0.0027541,p00390
0.81842,0.0057823,0.6055,0.0026028,0.0019578,p00391
0.88708,0.0021075,0.62259,0.0023535,0.0026344,p00392
1.0394,0.008277,0.86379,0.002009,0.0012059,p00393
0.90222,0.0031867,0.68571,0.0022895,0.0010737,p00394
0.99312,0.0053464,0.45009,0.0020899,0.0011855,p00395
1.1806,0.0047202,0.36346,0.0025207,0.0019651,p00396
0.84999,0.0091289,0.15899,0.0017218,0.0015092,p00397
0.97002,0.0058182,0.53977,0.002817,0.0023909,p00398
0.8596,0.0062081,0.3818,0.0017599,0.001697,p00399
0.99318,0.0087953,0.54324,0.00278,0.0023029,p00400
1.0896,0.0039356,0.10708,0.0012014,0.0016596,p00401
0.98751,0.0064273,0.75893,0.001799,0.0012162,p00402
0.84277,0.0095758,0.25306,0.002027,0.0027705,p00403
1.0712,0.0022723,0.58001,0.00156,0.0029842,p00404
1.0273,0.0079507,0.40815,0.0027138,0.0027066,p00405
1.0668,0.0019133,0.60713,0.0020404,0.0025739,p00406
1.0096,0.0071827,0.74883,0.0016529,0.002784,p00407
1.1487,0.00010567,0.13763,0.0029936,0.0012748,p00408
0.87033,0.0093919,0.32333,0.0013869,0.001844,p00409
0.87986,0.0036247,0.33353,0.0011247,0.0022147,p00410
0.90937,0.0090143,0.40827,0.0023749,0.0012837,p00411
0.90207,0.0083215,0.2134,0.0011948,0.0019562,p00412
0.84641,0.00015315,0.46578,0.0018104,0.0015785,p00413
0.94992,0.0098659,0.29966,0.0018213,0.0021861,p00414
0.83682,0.005241,0.70784,0.0014223,0.0015685,p00415
1.1842,0.0094209,0.43906,0.0019844,0.0016274,p00416
0.84042,0.0011266,0.416,0.0015214,0.001877,p00417
0.84685,0.0009964,0.81624,0.0010212,0.0020503,p00418
1.0662,0.009826,0.20801,0.00269,0.0019469,p00419
1.1794,0.0043399,0.44947,0.0028337,0.0023653,p00420
1.0306,0.0046522,0.89881,0.0029546,0.0018969,p00421
0.85989,0.0095917,0.38627,0.0018118,0.0024067,p00422
0.93389,0.0046511,0.6718,0.0025275,0.0013847,p00423
1.1428,0.0096788,0.14631,0.002662,0.0021672,p00424
1.0242,0.0069461,0.12593,0.0017969,0.0020964,p00425
0.97259,0.0096327,0.4556,0.0017963,0.0010555,p00426
0.97954,0.0039954,0.35012,0.0018839,0.0020966,p00427
0.99347,0.00090773,0.49129,0.0018181,0.002774,p00428
0.89919,0.0066508,0.31315,0.0016387,0.0019937,p00429
1.0689,0.0020663,0.61326,0.0028712,0.0025372,p00430
0.91375,0.0011379,0.27113,0.0011978,0.0022638,p00431
1.0969,0.0090727,0.39974,0.0017437,0.0015562,p00432
1.0977,0.0092063,0.10572,0.0023044,0.001544,p00433
1.0337,0.0018842,0.20634,0.0025951,0.0029893,p00434
0.95406,0.0012919,0.25875,0.001379,0.0020775,p00435
1.1782,0.0067452,0.39162,0.0018497,0.0025195,p00436
1.0777,0.0021803,0.84949,0.0012099,0.0011178,p00437
0.91742,0.0012361,0.22319,0.0014398,0.0023072,p00438
