wind_speed,mixing/coef_mix_hyp,mixing/coef_mix_KH,mixing/coef_wind_stir,mixing/coef_mix_shear,mixing/coef_mix_conv,mixing/coef_mix_turb,meteorology/cd,par_id
1.0629,0.42218,0.68044,0.27703,0.20622,0.59263,0.26762,0.00085643,p055
1.0497,0.8735,0.75577,0.82555,0.76545,0.12804,0.15351,8.8035e-05,p056
1.0086,0.033161,0.66419,0.4724,0.65214,0.86833,0.29157,0.0027878,p057
0.89464,0.37851,0.82393,0.87737,0.59624,0.76831,0.89351,0.00022659,p058
1.1635,0.1595,0.27125,0.43884,0.35419,0.55304,0.8355,0.001639,p059
0.87835,0.61491,0.70432,0.35003,0.2511,0.4287,0.35335,0.00021708,p060
0.85528,0.80408,0.63151,0.12189,0.7286,0.58261,0.71815,0.002277,p061
1.1104,0.74166,0.77419,0.39525,0.87773,0.62364,0.49998,5.3958e-05,p062
1.1284,0.59826,0.26639,0.31064,0.43875,0.1454,0.37562,0.0012254,p063
0.81263,0.88808,0.55673,0.16345,0.54802,0.10687,0.5275,0.0014392,p064
0.98498,0.82611,0.88556,0.25986,0.23394,0.29726,0.24268,0.0029521,p065
0.98976,0.62181,0.85849,0.46329,0.33873,0.88922,0.17981,0.0017005,p066
1.1872,0.14862,0.54818,0.32885,0.81801,0.35995,0.42955,0.0024643,p067
1.0666,0.33874,0.44833,0.24265,0.57075,0.48682,0.48183,0.001902,p068
1.1278,0.36143,0.18819,0.87488,0.24319,0.2187,0.83706,0.0023571,p069
0.81101,0.57803,0.78427,0.69913,0.14378,0.31803,0.70049,0.0021533,p070
0.99977,0.7832,0.39123,0.72169,0.16053,0.78104,0.56407,0.0011908,p071
0.8985,0.39854,0.39723,0.76235,0.71083,0.40868,0.86912,0.00043241,p072
1.1951,0.13167,0.58314,0.76517,0.55948,0.74604,0.18939,0.0025048,p073
0.963,0.081285,0.52291,0.73393,0.11108,0.25762,0.49097,0.00059678,p074
1.0361,0.97207,0.80205,0.65378,0.79464,0.79018,0.69084,0.0028651,p075
0.92879,0.046096,0.14962,0.1406,0.73414,0.67871,0.69726,0.0015418,p076
1.1342,0.90522,0.74753,0.62827,0.64129,0.49852,0.75399,0.00092161,p077
1.1777,0.21389,0.89369,0.6803,0.44925,0.39814,0.3827,0.0025598,p078
0.9149,0.006107,0.35689,0.21742,0.40309,0.28471,0.76989,0.0010826,p079
1.0554,0.77247,0.14757,0.13681,0.15434,0.27044,0.65744,0.0016731,p080
1.1218,0.5678,0.73518,0.1499,0.6104,0.80276,0.54087,0.00069087,p081
0.84436,0.73341,0.45571,0.85487,0.36079,0.15178,0.78095,0.00014586,p082
1.0846,0.65619,0.69333,0.35806,0.89875,0.44384,0.24596,0.00041692,p083
0.84831,0.40069,0.37012,0.57005,0.58068,0.15607,0.45244,0.0022938,p084
1.0805,0.52668,0.10516,0.74273,0.6497,0.82351,0.21089,0.00098356,p085
1.17,0.66162,0.1781,0.84157,0.27899,0.36865,0.6478,0.0028439,p086
1.1454,0.49344,0.22876,0.27484,0.61381,0.3767,0.66095,0.0017293,p087
1.0425,0.93472,0.81607,0.19192,0.84541,0.70331,0.50102,0.00081135,p088
0.94395,0.29556,0.4194,0.85188,0.18327,0.66183,0.74322,0.0015038,p089
1.0564,0.70866,0.83265,0.44694,0.1767,0.19182,0.63138,0.0015903,p090
0.8424,0.45358,0.11631,0.53454,0.30925,0.51565,0.40129,0.0014613,p091
1.1184,0.27598,0.43442,0.40255,0.42038,0.60713,0.21567,0.0017901,p092
0.97029,0.24577,0.87624,0.61135,0.53933,0.33864,0.31022,0.00061205,p093
1.1582,0.96849,0.32081,0.37181,0.11937,0.81914,0.15991,0.00057513,p094
1.0142,0.25295,0.79302,0.62774,0.8051,0.75948,0.67217,0.00083716,p095
0.95892,0.76301,0.61551,0.48524,0.38917,0.57222,0.86108,0.0024172,p096
0.83252,0.51071,0.34586,0.34628,0.52744,0.80403,0.40438,0.00063961,p097
0.9005,0.94517,0.24422,0.66921,0.12439,0.54164,0.14647,0.0009499,p098
1.0281,0.60421,0.46631,0.70352,0.74892,0.67561,0.71375,0.0027264,p099
1.0194,0.016425,0.13046,0.22438,0.7224,0.61402,0.73,0.00025202,p100
