wind_speed,mixing/coef_mix_hyp,mixing/coef_mix_KH,mixing/coef_wind_stir,mixing/coef_mix_shear,meteorology/cd,par_id
0.86206,0.0023697,0.81381,0.28225,0.59225,0.00080042,p0210
1.1719,0.0083248,0.12154,0.24695,0.33648,0.00089634,p0211
0.91274,0.00044772,0.30117,0.72942,0.86576,0.00076907,p0212
0.93433,0.00062346,0.63198,0.31612,0.37022,0.0019362,p0213
1.1873,0.0071996,0.56572,0.26994,0.8516,0.00010319,p0214
1.1189,0.0090937,0.3582,0.63986,0.46801,0.00016213,p0215
1.0419,0.0029955,0.53153,0.73128,0.82763,0.0014385,p0216
1.0988,0.0021084,0.41574,0.45465,0.13899,0.001398,p0217
0.96808,0.0079811,0.11334,0.64306,0.49098,0.00031159,p0218
0.80106,0.00094594,0.22462,0.3082,0.87858,0.0018903,p0219
0.91942,0.0012052,0.65098,0.68743,0.60037,0.00038427,p0220
0.8923,0.0009328,0.28175,0.27751,0.19487,0.00087152,p0221
0.98216,0.0074465,0.5584,0.32263,0.53621,0.00078211,p0222
1.1926,0.0066673,0.45329,0.89724,0.16397,0.00015704,p0223
0.81052,0.0056945,0.87631,0.80645,0.8947,0.0017814,p0224
0.84376,0.00011343,0.83878,0.86467,0.51673,0.00027137,p0225
0.98714,0.0029481,0.78441,0.7604,0.5357,0.00036045,p0226
1.0524,0.0045413,0.18234,0.2521,0.61666,0.00063627,p0227
0.85977,0.0015934,0.65996,0.88261,0.47473,0.00098853,p0228
0.93934,0.007391,0.58259,0.44853,0.69242,0.00090875,p0229
0.91468,0.0028689,0.64801,0.29479,0.75879,0.00013963,p0230
1.0835,0.0037062,0.10277,0.66861,0.27556,0.00097205,p0231
1.0169,0.0038428,0.54813,0.20812,0.26644,0.00037958,p0232
1.1958,0.0075605,0.64002,0.7921,0.52257,0.00014988,p0233
1.0552,0.0094298,0.63078,0.45303,0.43607,0.0011479,p0234
1.0543,0.007969,0.27065,0.25107,0.27813,0.0013746,p0235
0.96471,0.0039059,0.6346,0.34917,0.8167,0.00049168,p0236
1.0343,0.0011489,0.76831,0.87469,0.41975,0.0013324,p0237
0.89123,0.0094788,0.31216,0.20506,0.38756,0.0012464,p0238
0.87664,0.0062716,0.70738,0.32012,0.1802,0.0013287,p0239
0.95222,0.0014805,0.64274,0.74128,0.21961,0.00027599,p0240
0.88438,0.0070665,0.4844,0.13938,0.75572,0.0013488,p0241
0.84132,0.00058128,0.85943,0.78397,0.56937,0.0001195,p0242
0.95154,0.0044295,0.81922,0.51385,0.29145,0.00034251,p0243
1.0533,0.0034714,0.38732,0.77498,0.44269,0.00031772,p0244
0.90999,0.004739,0.87921,0.50465,0.3072,0.00033823,p0245
0.96876,0.0010476,0.55892,0.32795,0.60131,0.0013876,p0246
1.0839,0.0080439,0.79478,0.7707,0.81328,0.0018836,p0247
0.9715,0.0061594,0.72497,0.27898,0.64378,0.0011489,p0248
1.0791,0.0040192,0.70458,0.71475,0.42561,0.0012804,p0249
1.0968,0.0073676,0.60537,0.24197,0.79226,0.0014409,p0250
1.1316,0.0033054,0.61312,0.62459,0.35089,0.00081444,p0251
1.0981,0.0063186,0.63749,0.27063,0.59309,0.0014721,p0252
0.97944,0.008742,0.87822,0.46914,0.72965,0.0013483,p0253
0.98625,0.005784,0.43158,0.52863,0.62278,0.0018456,p0254
0.99615,0.0079596,0.20508,0.33617,0.47105,0.00037277,p0255
1.0292,0.0035476,0.76469,0.75239,0.57645,0.0011762,p0256
1.0399,0.0056276,0.67506,0.35728,0.64831,0.0011285,p0257
0.81098,0.0072294,0.35512,0.45122,0.56824,0.00039906,p0258
0.8711,0.0074814,0.62748,0.72578,0.89977,0.0011254,p0259
0.92541,0.0082795,0.67936,0.39221,0.77809,0.0015211,p0260
0.84212,0.0075098,0.77601,0.71566,0.45037,0.00090043,p0261
0.81442,0.0099601,0.10229,0.11835,0.15838,0.0008677,p0262
1.1023,0.00063286,0.26657,0.29314,0.8645,0.0010241,p0263
1.1771,0.0014956,0.68668,0.23975,0.10043,0.00019865,p0264
1.113,0.0049449,0.73051,0.28992,0.44105,0.0017614,p0265
1.0593,0.0090124,0.47532,0.49975,0.51959,0.0010389,p0266
1.0475,1.519e-06,0.60249,0.24364,0.56457,0.00064819,p0267
0.97178,0.0016144,0.57732,0.21086,0.49954,0.0018239,p0268
1.0671,0.0075536,0.53568,0.72331,0.58499,0.0001812,p0269
0.92574,0.0073515,0.70193,0.31199,0.58217,0.0017062,p0270
1.1445,0.008945,0.71521,0.67904,0.3462,0.00060993,p0271
0.9851,0.0083979,0.46413,0.48259,0.21624,0.0014513,p0272
0.82934,0.008475,0.77039,0.85248,0.70998,0.0017864,p0273
0.9083,0.006781,0.37447,0.14384,0.38944,0.0016585,p0274
0.86703,0.00061289,0.62025,0.2915,0.39802,0.00072936,p0275
1.1241,0.0018262,0.23589,0.37208,0.86151,0.0016038,p0276
1.1412,0.0076628,0.4295,0.70367,0.89243,0.00019473,p0277
0.94817,0.0030217,0.43676,0.7357,0.41264,0.0014479,p0278
1.0039,0.0049263,0.26573,0.66405,0.53207,0.0014175,p0279
0.90057,0.0046844,0.24796,0.69121,0.88005,0.0012554,p0280
0.85442,0.002931,0.81151,0.11091,0.51199,0.0019125,p0281
0.80844,0.009235,0.39509,0.45368,0.6963,0.00094707,p0282
0.91623,0.0087216,0.72766,0.14432,0.44005,0.00031868,p0283
0.83008,0.0066738,0.56708,0.7872,0.83096,0.0019196,p0284
1.1813,0.0089685,0.76354,0.39758,0.36081,0.00054244,p0285
1.0864,0.00047722,0.72983,0.28155,0.45056,0.0016213,p0286
1.1521,0.0061713,0.45722,0.31201,0.22621,0.00026964,p0287
0.82793,0.004797,0.84849,0.62199,0.81164,0.00046894,p0288
0.8094,0.0082541,0.38025,0.26404,0.56387,0.00025194,p0289
0.96225,0.0027479,0.89452,0.85686,0.39604,0.0011336,p0290
0.95863,0.0087171,0.55144,0.89508,0.22743,0.00025782,p0291
0.83942,0.003487,0.18466,0.8887,0.33582,0.00035103,p0292
0.82384,0.0035521,0.53988,0.15706,0.29375,0.00029948,p0293
0.86092,0.0095931,0.11662,0.48789,0.84299,0.0017821,p0294
1.0831,0.0043913,0.12684,0.15823,0.27146,0.0015371,p0295
0.98164,0.0031897,0.41267,0.64446,0.2685,0.00091391,p0296
1.0602,0.009509,0.37589,0.33129,0.38532,0.00062957,p0297
1.18,0.0019346,0.37912,0.67627,0.81017,0.00058486,p0298
1.0344,0.008585,0.68879,0.72077,0.51239,0.001987,p0299
0.86572,0.0050081,0.69747,0.88101,0.53907,0.0019817,p0300
1.1645,4.8436e-05,0.66257,0.32656,0.62217,0.0017234,p0301
1.1328,0.0058135,0.70006,0.84895,0.54957,0.001164,p0302
0.87583,0.0040581,0.23245,0.42726,0.34685,0.00063164,p0303
0.99146,0.0036728,0.28129,0.41743,0.14599,0.0010085,p0304
0.93608,0.00030492,0.70978,0.743,0.88328,0.00068694,p0305
0.80072,0.0044961,0.16085,0.30275,0.6244,0.0013757,p0306
1.01,0.0094623,0.30567,0.43772,0.10445,0.0005194,p0307
1.1494,0.0081839,0.32133,0.21478,0.81059,0.0014922,p0308
0.92952,0.0043449,0.76716,0.78019,0.74471,0.001942,p0309
0.80447,0.00055236,0.78863,0.57756,0.78135,0.00019206,p0310
1.0107,0.0023097,0.75944,0.55096,0.265,0.0017649,p0311
1.0183,0.0089716,0.57307,0.299,0.36766,0.00028006,p0312
0.94947,0.0090388,0.29832,0.59443,0.8371,0.00099776,p0313
0.93811,0.0023192,0.5287,0.65058,0.28242,0.00077149,p0314
1.1784,0.0030624,0.81201,0.14009,0.27024,0.00061303,p0315
1.0886,0.0097554,0.10864,0.8277,0.58011,0.0019958,p0316
1.0304,0.002763,0.33026,0.4336,0.1542,0.0017001,p0317
1.0455,0.006294,0.35661,0.65341,0.50508,0.0009233,p0318
1.1984,0.0050806,0.21477,0.15268,0.79591,0.00036517,p0319
0.88579,0.0022878,0.13676,0.55446,0.44702,0.0011877,p0320
0.83441,0.0098244,0.23361,0.18939,0.66037,0.00083236,p0321
1.0442,0.0078267,0.12238,0.80755,0.23542,0.00046503,p0322
1.1533,0.0064409,0.51735,0.44582,0.43926,0.0018677,p0323
1.1033,0.0052338,0.30388,0.80388,0.6658,0.00049598,p0324
1.1249,0.00084259,0.49078,0.89599,0.79038,0.0010814,p0325
0.85098,0.0011358,0.83925,0.27988,0.74015,0.00071478,p0326
0.81397,0.0032918,0.84262,0.41542,0.12446,0.00085206,p0327
1.1291,0.006389,0.5223,0.81313,0.77388,0.0013899,p0328
1.0208,0.0001819,0.1887,0.50017,0.35254,0.0012516,p0329
1.0917,0.0051816,0.49332,0.1659,0.8769,0.0012206,p0330
1.0926,0.0076842,0.35328,0.37091,0.37511,0.0012102,p0331
0.92644,0.0090776,0.62872,0.22678,0.31144,0.00076203,p0332
1.0298,0.0050494,0.46311,0.38327,0.59588,0.0011691,p0333
0.89849,0.0091948,0.16454,0.78112,0.56682,0.0014691,p0334
1.1454,0.008111,0.34012,0.39177,0.2603,0.0015362,p0335
1.1288,0.0034654,0.16161,0.58052,0.7972,0.0001739,p0336
0.84619,0.0016613,0.56936,0.46415,0.48981,0.0010294,p0337
0.93151,0.0018319,0.26325,0.61576,0.20644,0.00055239,p0338
0.84928,0.0065786,0.14792,0.4179,0.16616,0.0014035,p0339
0.87367,0.0071434,0.45105,0.39467,0.84161,0.0018103,p0340
1.1965,0.0066294,0.41508,0.56282,0.47737,0.00047861,p0341
1.0493,0.0043145,0.18779,0.82213,0.3214,0.00030809,p0342
1.1276,0.0045572,0.51406,0.52633,0.16528,0.00037678,p0343
1.1008,0.0040265,0.51655,0.60168,0.50397,0.0011623,p0344
1.0621,0.0030771,0.15408,0.39604,0.22323,0.0019528,p0345
1.1576,0.003578,0.87396,0.78896,0.78741,0.0005641,p0346
1.065,0.0069886,0.76147,0.54668,0.6988,0.00076107,p0347
1.0031,0.0076258,0.62696,0.30087,0.33092,0.0011584,p0348
1.1595,0.0051307,0.19333,0.2593,0.1049,0.0019935,p0349
0.91791,0.0098119,0.49751,0.14839,0.55952,0.00032049,p0350
0.983,0.0068392,0.79341,0.79461,0.67802,0.00096808,p0351
0.90203,0.0017492,0.19248,0.34011,0.5238,0.0011667,p0352
0.80736,0.0049702,0.6379,0.47952,0.61158,0.0002017,p0353
1.0056,0.0060762,0.26073,0.51546,0.30876,0.00052776,p0354
1.1774,0.0043597,0.3671,0.75142,0.43366,0.00095926,p0355
0.9612,0.0069446,0.15954,0.62927,0.65204,0.0018546,p0356
1.1226,0.0049371,0.32559,0.78621,0.76684,0.00018437,p0357
0.94243,0.0068957,0.59483,0.65536,0.48302,0.00078457,p0358
0.97806,0.0054364,0.14853,0.67063,0.59166,0.00082174,p0359
0.86762,0.0078386,0.4596,0.57167,0.50455,0.00064438,p0360
0.92721,0.00076957,0.40944,0.45048,0.78041,0.00080583,p0361
1.0109,0.0051915,0.46399,0.3795,0.83,0.00098074,p0362
1.1916,0.0061979,0.37005,0.12277,0.48095,0.00067874,p0363
1.1353,0.0060283,0.24849,0.75073,0.543,0.00058775,p0364
1.051,0.00027619,0.24383,0.55774,0.15268,0.0015525,p0365
1.151,0.0052599,0.42791,0.44196,0.29837,0.0016757,p0366
0.91209,0.0026787,0.22185,0.21598,0.13149,0.0009024,p0367
0.92699,0.0078096,0.72085,0.64174,0.23886,0.00070989,p0368
1.1539,0.0084174,0.62351,0.65185,0.52103,0.00011882,p0369
0.85133,0.002294,0.54187,0.2857,0.14673,0.0014213,p0370
1.1713,0.0089091,0.52982,0.58917,0.48423,0.0019508,p0371
0.99864,0.00090995,0.57373,0.37437,0.81547,0.0017444,p0372
0.99493,0.00064518,0.67211,0.48346,0.79815,0.0014446,p0373
1.1183,0.00087198,0.53434,0.4775,0.41084,0.0017195,p0374
1.0681,0.0071073,0.38914,0.18025,0.62788,0.00089849,p0375
1.1933,0.0063024,0.32253,0.52551,0.74898,0.0011524,p0376
1.0236,0.0089904,0.89552,0.29702,0.67088,0.00084895,p0377
0.83362,0.0013401,0.48097,0.12229,0.33771,0.0019103,p0378
0.81411,0.0046697,0.61745,0.57942,0.82315,0.00081268,p0379
1.1632,0.005513,0.82349,0.14168,0.70104,0.0011577,p0380
1.1105,0.0074388,0.1503,0.64484,0.38571,0.001747,p0381
1.1077,0.0097192,0.85909,0.38797,0.69488,0.0006799,p0382
0.88094,0.0089172,0.86968,0.87391,0.35698,0.00054011,p0383
1.1197,0.0037414,0.22274,0.89601,0.21806,0.0017644,p0384
1.1631,0.0029281,0.64896,0.58277,0.13954,0.0016304,p0385
1.058,0.0064904,0.78733,0.87797,0.20567,0.00026411,p0386
0.92028,0.0064563,0.87082,0.53071,0.71906,0.0019786,p0387
