wind_speed,mixing/coef_mix_hyp,mixing/coef_mix_KH,par_id
0.85236,0.0048642,0.75838,p00269
0.95803,0.0074309,0.24391,p00270
0.93516,0.0039558,0.16539,p00271
1.0454,0.0013779,0.63573,p00272
1.0219,0.0034819,0.3158,p00273
1.0971,0.0060859,0.7959,p00274
1.1361,0.0019827,0.4166,p00275
0.87842,0.00297,0.26292,p00276
0.86326,0.00074326,0.71523,p00277
1.1378,0.0086247,0.68528,p00278
0.97118,0.0078396,0.86528,p00279
0.92524,0.009131,0.43579,p00280
1.0799,0.0031742,0.42582,p00281
1.0116,0.009721,0.1361,p00282
0.87455,0.0054575,0.5544,p00283
0.88964,0.0038471,0.48878,p00284
1.0204,0.0047808,0.76979,p00285
1.1745,0.0058731,0.34622,p00286
1.1713,0.0065109,0.25404,p00287
0.89549,0.0069663,0.88066,p00288
0.83636,0.0034269,0.88173,p00289
1.0546,0.0074181,0.58477,p00290
0.91033,0.0070195,0.8058,p00291
0.96917,0.0059213,0.26135,p00292
1.0545,0.0073121,0.16246,p00293
0.90071,0.0025104,0.57609,p00294
0.98148,0.0025905,0.21003,p00295
0.87458,0.0068738,0.57593,p00296
1.0258,0.00576,0.53261,p00297
1.0413,0.0089846,0.74809,p00298
0.98576,0.0026762,0.48784,p00299
0.89295,0.0089291,0.38943,p00300
0.94496,0.0018025,0.61803,p00301
1.0808,0.0026225,0.71439,p00302
1.0882,0.0093647,0.65831,p00303
0.84096,0.0060433,0.76995,p00304
1.0587,0.006495,0.72677,p00305
0.9275,0.0089068,0.35865,p00306
1.1506,0.0064165,0.33541,p00307
1.1927,0.0033658,0.49036,p00308
0.94974,0.009299,0.39661,p00309
1.0798,0.0057389,0.17337,p00310
1.0243,0.0055903,0.39823,p00311
1.1182,0.0058257,0.59856,p00312
0.81758,0.0057643,0.60301,p00313
0.95829,0.0070577,0.18596,p00314
1.0324,0.0096495,0.58208,p00315
1.1086,0.0022758,0.36826,p00316
1.062,0.0069922,0.78598,p00317
1.0529,0.0044122,0.4533,p00318
1.1493,0.0050237,0.49227,p00319
0.82151,0.00097564,0.16082,p00320
1.1783,0.0069387,0.74478,p00321
1.0783,0.0055986,0.17443,p00322
1.1094,0.0019506,0.86965,p00323
0.82142,1.2908e-05,0.67595,p00324
1.1113,0.004067,0.44724,p00325
0.80722,0.0072432,0.17067,p00326
1.0494,0.008265,0.41934,p00327
0.967,0.0020369,0.69328,p00328
1.0313,0.0045609,0.34382,p00329
0.99365,0.0093106,0.28166,p00330
0.96407,0.0023063,0.39798,p00331
0.89356,0.00046609,0.28054,p00332
1.1491,0.0048455,0.76174,p00333
1.0905,0.0031137,0.78347,p00334
1.1451,0.0044079,0.78431,p00335
1.1845,0.003219,0.68735,p00336
0.91495,0.0016462,0.12169,p00337
1.0151,0.0033426,0.63299,p00338
1.053,0.0025738,0.47918,p00339
1.0626,0.00026221,0.47309,p00340
1.0022,0.0086983,0.82917,p00341
1.1789,0.0045721,0.18202,p00342
0.82807,0.003237,0.53741,p00343
1.1019,0.0034247,0.53376,p00344
1.0336,0.0021345,0.12625,p00345
1.1285,0.0054135,0.25614,p00346
0.98628,0.0048849,0.16523,p00347
1.1592,0.0050586,0.42727,p00348
1.0831,0.0050478,0.81068,p00349
1.1406,0.0098601,0.66629,p00350
0.97066,0.0040873,0.29129,p00351
1.1032,0.0043622,0.69425,p00352
0.90376,0.0009831,0.2544,p00353
0.92814,0.0096661,0.32149,p00354
0.86865,0.003658,0.11161,p00355
0.93236,0.00040393,0.25861,p00356
0.86571,0.0011058,0.6982,p00357
1.0238,0.006439,0.64313,p00358
1.1256,0.0080843,0.68501,p00359
0.95626,0.0075785,0.1161,p00360
1.1687,0.003726,0.57484,p00361
1.0543,0.0075616,0.1251,p00362
1.131,0.0053619,0.89519,p00363
1.0511,0.0010302,0.37361,p00364
1.0967,0.0075817,0.46205,p00365
0.84547,0.0052043,0.20097,p00366
1.1447,0.0094053,0.32366,p00367
1.1386,0.0025879,0.7568,p00368
1.0028,0.0033758,0.16192,p00369
1.1254,0.0075904,0.51132,p00370
0.98191,0.004269,0.14597,p00371
0.85097,0.0036496,0.3915,p00372
0.82045,0.00077357,0.7269,p00373
1.0183,0.0041768,0.18351,p00374
0.84753,0.004476,0.48533,p00375
0.81414,0.00079444,0.29627,p00376
0.88704,0.0051751,0.26209,p00377
1.1766,0.0038746,0.34596,p00378
0.84973,0.0063438,0.60044,p00379
0.98066,0.0033281,0.2062,p00380
1.0236,0.008834,0.63095,p00381
1.0228,0.0020858,0.16546,p00382
0.82261,0.0084845,0.44844,p00383
0.88878,0.0039502,0.46369,p00384
0.80338,0.001843,0.17174,p00385
0.81805,0.0020883,0.28426,p00386
1.1221,0.0056541,0.28965,p00387
0.84712,0.0093561,0.8376,p00388
0.86475,0.0044652,0.36764,p00389
1.0741,0.0074177,0.16673,p00390
0.81724,0.00030717,0.23202,p00391
0.90037,0.0072782,0.14172,p00392
0.99673,0.0079382,0.17677,p00393
0.9698,0.0064286,0.7335,p00394
1.1559,0.0069328,0.28029,p00395
0.85318,0.0094541,0.71782,p00396
1.0418,0.0024069,0.53512,p00397
1.1175,0.0016611,0.18723,p00398
1.0466,0.003947,0.12043,p00399
0.89962,0.00065069,0.83593,p00400
1.0994,0.0058676,0.82225,p00401
1.0285,0.0085406,0.45408,p00402
0.93788,0.0075169,0.69953,p00403
0.80846,0.0042853,0.27919,p00404
1.0067,0.00010873,0.25754,p00405
1.1841,0.0072022,0.17473,p00406
0.86387,0.00015389,0.3932,p00407
0.8127,0.0051416,0.82038,p00408
0.87865,0.00043974,0.58417,p00409
1.0278,0.0037826,0.80067,p00410
0.92308,0.0037993,0.65148,p00411
0.83334,0.0081473,0.87024,p00412
1.1758,0.0045053,0.62947,p00413
1.0623,0.00051169,0.2322,p00414
0.9303,0.00859,0.75024,p00415
1.0158,0.0057959,0.57203,p00416
1.0554,0.00065249,0.68384,p00417
1.127,0.0044526,0.60571,p00418
0.96083,0.0061121,0.21114,p00419
0.85858,0.0055663,0.5119,p00420
0.99752,0.0017229,0.81815,p00421
0.86197,0.0016774,0.11268,p00422
1.1068,0.00092529,0.15346,p00423
0.8298,0.0088857,0.33432,p00424
1.0952,0.009268,0.67145,p00425
0.89077,0.0029088,0.61028,p00426
0.96205,0.0059651,0.53841,p00427
1.0187,0.0047825,0.78764,p00428
1.0252,0.0089474,0.64883,p00429
0.91307,0.0069499,0.88792,p00430
1.1233,0.0095376,0.23158,p00431
0.94799,0.0041358,0.70378,p00432
1.1377,0.008285,0.61821,p00433
0.93058,0.0018301,0.62312,p00434
0.95779,0.0021985,0.55516,p00435
0.81825,0.0028065,0.26859,p00436
1.0312,0.0076595,0.36699,p00437
0.97928,0.0012436,0.6784,p00438
0.80687,0.0081237,0.48283,p00439
0.93663,0.0018102,0.12718,p00440
1.0776,0.0020233,0.64721,p00441
0.90523,0.0062589,0.27203,p00442
1.1628,0.0068904,0.78925,p00443
0.95767,0.0031457,0.55054,p00444
1.1353,0.0049274,0.89553,p00445
0.98963,0.0020472,0.74689,p00446
1.0378,0.0073228,0.62553,p00447
1.046,0.0097652,0.85196,p00448
1.0322,0.0063718,0.86877,p00449
0.9504,0.00098049,0.21887,p00450
1.1136,0.0070468,0.68704,p00451
1.1339,0.0025811,0.60225,p00452
0.86376,0.0067852,0.18548,p00453
1.0005,0.00055365,0.33868,p00454
0.84599,0.0014371,0.51796,p00455
0.87139,0.0061533,0.35937,p00456
0.82476,0.0060396,0.25204,p00457
0.80432,0.0041383,0.12299,p00458
1.123,0.0030965,0.41953,p00459
0.96793,0.0095152,0.89943,p00460
1.0557,0.0054207,0.86512,p00461
1.1944,0.0094189,0.4213,p00462
1.1486,0.0035841,0.81569,p00463
1.1016,0.0057233,0.59485,p00464
0.8349,0.0058975,0.38742,p00465
1.1163,0.0034755,0.34276,p00466
1.0821,0.0055203,0.53327,p00467
0.86257,0.008703,0.13916,p00468
0.91908,0.0017172,0.40131,p00469
0.94094,0.0017883,0.82186,p00470
0.96902,0.0033878,0.58925,p00471
0.83765,0.0049326,0.39213,p00472
0.87534,0.0031477,0.75144,p00473
1.1408,0.0084452,0.76785,p00474
0.88821,0.0079718,0.54077,p00475
1.1303,0.0094822,0.73526,p00476
0.80114,0.0082054,0.66387,p00477
0.92964,0.0039357,0.60248,p00478
1.0931,0.0020446,0.26825,p00479
1.1383,0.0056743,0.49023,p00480
0.81287,0.0027689,0.64457,p00481
0.96144,0.0040054,0.84293,p00482
0.85817,0.0022504,0.79824,p00483
1.1499,0.0056857,0.28846,p00484
0.9017,0.0068186,0.83654,p00485
1.081,0.0030833,0.38329,p00486
1.118,0.0093176,0.58698,p00487
1.0719,0.0097616,0.62575,p00488
1.1977,0.0078932,0.58263,p00489
0.99914,0.0026988,0.87345,p00490
0.93737,0.00841,0.43653,p00491
0.94979,0.0045173,0.62591,p00492
0.9735,0.0015615,0.1738,p00493
0.95936,0.0049854,0.55193,p00494
0.80851,0.0037373,0.49972,p00495
1.0165,0.0020034,0.66617,p00496
0.87735,0.0013566,0.68403,p00497
1.1539,0.0017621,0.47403,p00498
0.96808,0.0086503,0.33145,p00499
0.80594,0.0057244,0.18033,p00500
0.80578,0.0059709,0.30349,p00501
0.89564,0.0058647,0.74535,p00502
1.0282,0.0020745,0.10268,p00503
0.80003,0.0097851,0.65868,p00504
1.036,0.0053327,0.22862,p00505
1.1593,0.0039887,0.27815,p00506
1.0542,0.0086575,0.58652,p00507
0.91099,0.006704,0.41842,p00508
1.1965,0.0044336,0.53616,p00509
1.0828,0.0073555,0.1089,p00510
0.91499,0.00059676,0.3293,p00511
1.1315,0.0065096,0.65075,p00512
1.0755,0.0083844,0.44652,p00513
0.90753,0.0057668,0.52831,p00514
1.15,0.0014058,0.36419,p00515
1.0848,0.0069043,0.59615,p00516
0.89085,0.0023577,0.54792,p00517
0.8276,0.0088236,0.1505,p00518
1.028,0.00073223,0.89776,p00519
1.1779,0.0033412,0.30876,p00520
1.0496,0.0077513,0.76488,p00521
1.1537,0.0014927,0.4566,p00522
0.87769,0.00855,0.46438,p00523
0.94287,0.0069633,0.82357,p00524
1.1524,0.0085398,0.39852,p00525
1.0174,0.004168,0.5646,p00526
0.89726,0.0059925,0.6045,p00527
1.0023,0.0010249,0.66912,p00528
0.97063,0.00018232,0.88221,p00529
0.98055,0.005554,0.22568,p00530
0.84337,0.00048932,0.81851,p00531
0.87643,0.0077186,0.89202,p00532
1.149,0.00047408,0.593,p00533
1.0842,0.00047163,0.77955,p00534
0.89741,0.0067463,0.77467,p00535
1.1483,0.0046758,0.3572,p00536
0.80938,0.0090725,0.85241,p00537
0.89644,0.0069641,0.42592,p00538
1.0638,0.0016798,0.48204,p00539
1.1329,0.0042365,0.30632,p00540
1.0802,0.0056863,0.75486,p00541
1.0571,0.0078465,0.85909,p00542
0.92668,0.007063,0.73369,p00543
1.1392,0.0041418,0.11689,p00544
1.0725,0.00080074,0.29444,p00545
1.0894,0.0035827,0.38554,p00546
1.1588,0.0061368,0.55591,p00547
0.88483,0.0094665,0.88758,p00548
0.82935,0.0015304,0.69583,p00549
0.90025,0.0055325,0.85348,p00550
1.1453,0.0030328,0.44363,p00551
1.1546,0.0093181,0.69407,p00552
0.96266,0.0066726,0.23272,p00553
0.9904,0.0057472,0.23102,p00554
0.94966,0.0045384,0.34489,p00555
1.0501,0.0089013,0.55941,p00556
0.94412,0.005218,0.22816,p00557
1.029,0.0089568,0.26465,p00558
1.1627,0.0020917,0.50122,p00559
0.96504,0.0035582,0.62133,p00560
1.0407,0.00079307,0.58825,p00561
1.1302,0.006702,0.60912,p00562
1.0713,0.0069465,0.26,p00563
0.84927,0.0065784,0.13874,p00564
0.81351,0.0063382,0.80327,p00565
1.1212,0.0027619,0.36086,p00566
0.97706,0.0084092,0.52625,p00567
1.04,0.0029708,0.13825,p00568
1.1728,0.0064082,0.1144,p00569
0.84819,0.0097179,0.25034,p00570
0.8852,0.0066797,0.87848,p00571
1.0228,0.0063658,0.55538,p00572
1.0486,0.0083171,0.49214,p00573
0.82738,0.0059977,0.48648,p00574
1.064,0.0024703,0.83026,p00575
1.0733,0.0078033,0.57932,p00576
1.0231,0.0018756,0.36802,p00577
0.98364,0.0029901,0.42896,p00578
1.1766,0.0027767,0.69283,p00579
1.1966,0.002848,0.1584,p00580
1.0767,0.002561,0.51293,p00581
1.1115,0.007433,0.71337,p00582
0.83209,0.0037814,0.47201,p00583
1.1786,0.0097056,0.37196,p00584
1.0166,0.0055409,0.1164,p00585
0.96111,0.0019387,0.60876,p00586
1.0986,0.0039804,0.41709,p00587
0.9176,0.0069889,0.77987,p00588
0.96724,0.0031996,0.1987,p00589
1.1564,0.0060998,0.44001,p00590
0.8518,0.0067629,0.86371,p00591
1.0738,0.009638,0.48737,p00592
1.087,0.005483,0.61397,p00593
1.1366,0.0028366,0.44427,p00594
1.0491,0.0021173,0.36041,p00595
1.1811,0.0064842,0.81293,p00596
1.048,0.0051945,0.55109,p00597
0.90799,0.00052467,0.66815,p00598
0.99542,0.0088656,0.46568,p00599
1.1289,0.0041511,0.62034,p00600
1.0553,0.0063521,0.60618,p00601
1.0157,0.0079052,0.81409,p00602
0.83688,0.0072343,0.22668,p00603
0.80297,0.0059395,0.14585,p00604
1.0091,0.006126,0.10462,p00605
0.80348,0.0028632,0.25772,p00606
1.0658,0.0084483,0.61686,p00607
0.8291,0.0069722,0.79294,p00608
1.1264,0.0036767,0.30086,p00609
1.1498,0.0095532,0.4204,p00610
0.95516,0.00051352,0.34995,p00611
1.032,0.0037921,0.27745,p00612
0.82771,0.00057335,0.15959,p00613
0.92271,0.0030602,0.5019,p00614
0.84887,0.0074812,0.35041,p00615
1.0844,0.0071323,0.79716,p00616
0.95069,0.0021374,0.62535,p00617
0.96779,0.0011297,0.17663,p00618
0.85599,0.0039768,0.79315,p00619
0.89529,0.0052656,0.41465,p00620
0.96223,0.0035413,0.65387,p00621
1.0328,0.004978,0.6104,p00622
1.102,0.0089769,0.11054,p00623
0.93837,0.0087867,0.25083,p00624
0.85416,0.0023012,0.77322,p00625
0.82921,0.002496,0.48699,p00626
0.87122,0.0035649,0.40695,p00627
0.80798,0.0098387,0.68331,p00628
1.1896,0.0020532,0.68469,p00629
0.93526,0.0039868,0.62987,p00630
0.91712,0.0058537,0.1072,p00631
1.1982,0.0016596,0.10136,p00632
1.0606,0.0032085,0.2288,p00633
0.80434,0.0089662,0.4919,p00634
1.1436,0.0030997,0.70519,p00635
1.0249,0.0067491,0.88232,p00636
1.1652,0.0040913,0.64272,p00637
0.91199,0.005289,0.45033,p00638
1.017,0.00017919,0.58885,p00639
1.1464,0.0078867,0.89977,p00640
1.0086,0.009234,0.20957,p00641
0.91425,0.00019763,0.35329,p00642
1.1978,0.0062357,0.83005,p00643
1.0255,0.0012028,0.22285,p00644
1.0031,0.0085998,0.3519,p00645
0.80189,0.002041,0.14334,p00646
0.85847,0.0045243,0.7113,p00647
0.93639,0.0078261,0.10485,p00648
0.84263,0.002304,0.12258,p00649
1.1152,0.0075269,0.49128,p00650
0.9961,0.0012987,0.73879,p00651
0.9291,0.0092047,0.59284,p00652
0.9355,0.0083458,0.71827,p00653
1.078,0.0034788,0.27183,p00654
1.0575,0.00082683,0.21932,p00655
0.83815,0.0019674,0.24587,p00656
0.81744,0.0013429,0.25104,p00657
0.97964,0.004957,0.80596,p00658
0.9347,0.0036954,0.8577,p00659
0.94127,0.0097513,0.56761,p00660
1.0785,0.0088547,0.43271,p00661
0.83112,0.0071829,0.61878,p00662
0.87235,0.0082535,0.77577,p00663
0.96059,0.0052389,0.71944,p00664
0.92636,0.006387,0.41284,p00665
1.066,0.0074671,0.10638,p00666
1.032,0.0038059,0.62693,p00667
0.97082,0.0034578,0.39885,p00668
1.0637,0.004021,0.61837,p00669
1.1569,0.0047393,0.8004,p00670
1.0685,0.0053794,0.8565,p00671
0.95599,0.0030552,0.38721,p00672
1.0567,0.0040266,0.31258,p00673
0.99351,0.0087383,0.19154,p00674
1.1871,0.00349,0.43394,p00675
1.0078,0.0081766,0.60066,p00676
0.87599,0.0049972,0.65792,p00677
0.83847,0.0016341,0.40358,p00678
0.93093,0.004389,0.59118,p00679
1.1814,0.00051838,0.88549,p00680
0.95318,0.0061673,0.57689,p00681
1.0668,0.0032395,0.53141,p00682
0.97656,0.0044673,0.4769,p00683
1.075,0.0048601,0.3644,p00684
0.94926,0.0091222,0.70139,p00685
0.87747,0.0057093,0.58416,p00686
0.93922,0.0061033,0.52595,p00687
0.94958,0.0090329,0.73437,p00688
1.1509,0.0028222,0.31881,p00689
1.0671,0.0045023,0.59804,p00690
0.97194,0.00077003,0.54707,p00691
0.95181,0.00053808,0.26441,p00692
1.0426,0.0028851,0.19267,p00693
0.82169,0.0040716,0.45952,p00694
1.0969,0.0035333,0.30034,p00695
1.082,0.0059807,0.65536,p00696
1.0521,0.0050212,0.4342,p00697
0.90149,0.00086531,0.37123,p00698
1.0935,0.0099627,0.34052,p00699
1.0453,0.00039981,0.67462,p00700
1.1678,0.0059125,0.73595,p00701
