wind_speed,mixing/coef_mix_hyp,mixing/coef_mix_KH,mixing/coef_wind_stir,mixing/coef_mix_shear,meteorology/cd,par_id
0.92776,0.007362,0.20729,0.114,0.14058,0.0005199,p056
1.1347,2.7233e-05,0.81659,0.27594,0.51293,0.0022427,p057
0.90271,0.00913,0.70236,0.1823,0.49944,0.00093126,p058
1.0938,0.0079717,0.43136,0.61531,0.35072,0.0023826,p059
0.83313,0.0020823,0.46425,0.50102,0.16361,0.0029884,p060
1.0023,0.0090901,0.4,0.46505,0.65491,0.0029552,p061
0.86327,0.0069726,0.50362,0.5109,0.84329,0.0017348,p062
0.88871,0.0031314,0.44968,0.5529,0.21351,0.0010772,p063
1.1849,0.0019601,0.36946,0.51603,0.74048,0.00071375,p064
0.92905,0.0063088,0.80979,0.49667,0.47643,0.0022782,p065
0.8709,0.0083844,0.83635,0.79308,0.84526,0.0011937,p066
1.0811,0.0096325,0.56676,0.19139,0.80616,0.00080301,p067
0.83135,0.00071745,0.13039,0.25282,0.60394,1.9825e-05,p068
1.1372,0.0035241,0.89168,0.43738,0.73272,0.00010911,p069
0.91194,0.0062277,0.30813,0.58342,0.23654,0.0023646,p070
1.013,0.0059418,0.51525,0.53171,0.85563,0.0024861,p071
1.1449,0.0045743,0.25307,0.74167,0.18095,0.00045968,p072
0.89507,0.0039713,0.8604,0.64554,0.77078,0.0029302,p073
1.0892,0.0097704,0.73707,0.17784,0.81908,0.0025698,p074
0.9852,0.00052408,0.82412,0.36193,0.33001,6.8768e-05,p075
1.0619,0.0051415,0.79477,0.32599,0.19537,0.0017094,p076
1.1301,0.0078681,0.79721,0.80289,0.58829,0.00045674,p077
1.0083,0.006147,0.78388,0.69767,0.34591,0.0014942,p078
0.84363,0.00923,0.12188,0.67398,0.72526,0.0016835,p079
1.0878,0.0064076,0.45297,0.25027,0.69364,0.0002233,p080
1.1499,0.0072606,0.33469,0.38537,0.1717,0.0016395,p081
1.1593,0.0012252,0.41831,0.76644,0.17236,0.0010977,p082
1.0722,0.0015154,0.14297,0.30008,0.79837,0.002299,p083
1.006,0.00080522,0.49466,0.26681,0.44245,0.0020188,p084
0.8131,0.0089926,0.18322,0.57344,0.55956,0.00033065,p085
0.9716,0.0055824,0.49094,0.82337,0.27951,0.002794,p086
0.93413,0.0046009,0.34805,0.63831,0.86287,0.0014185,p087
1.0367,0.0041466,0.85755,0.48478,0.47166,0.0021204,p088
0.80856,0.0030147,0.76124,0.1357,0.46146,0.00065828,p089
0.88255,0.0022037,0.58855,0.22164,0.64285,0.00069068,p090
0.95125,0.0038633,0.37478,0.81234,0.40695,0.0028983,p091
0.947,0.002494,0.22291,0.69089,0.31554,0.0018397,p092
0.9974,0.0088566,0.32286,0.20464,0.60619,0.002707,p093
1.0713,0.002662,0.11164,0.55974,0.66194,0.0013796,p094
0.91999,0.0044475,0.59902,0.34695,0.52054,0.0002565,p095
0.94173,0.0071107,0.66835,0.39941,0.49159,0.002848,p096
1.1051,0.0043275,0.63771,0.16538,0.71064,0.00061348,p097
0.93879,0.0027926,0.77094,0.77446,0.61807,0.00077478,p098
1.0522,0.0082696,0.75464,0.85045,0.31616,0.00029211,p099
0.96632,0.00026202,0.6482,0.67637,0.63463,0.0028788,p100
