wind_speed,swr,a_seiche,q_nn,k_min,par_id
1.1922,1.0039,0.22282,0.66024,7.0926e-06,p133
1.116,1.0613,0.0582,0.24384,1.3748e-11,p134
1.1353,0.93735,0.27409,0.71278,3.8367e-08,p135
1.1943,1.0675,0.1038,0.44058,1.8047e-14,p136
1.0094,0.97779,0.26934,0.20518,2.0485e-08,p137
1.1604,1.0228,0.083193,0.85058,5.816e-14,p138
0.8171,0.88618,0.26175,0.89767,0.00027548,p139
0.82873,1.0353,0.24748,0.84218,1.0861e-10,p140
0.87843,0.95355,0.064582,0.75609,1.1405e-05,p141
0.83328,0.99053,0.096601,0.63728,9.6434e-05,p142
1.1279,0.86212,0.19138,0.39933,4.2977e-05,p143
0.87153,0.83897,0.028708,0.81671,7.6218e-07,p144
0.96504,0.93045,0.01314,0.45708,1.2642e-11,p145
1.0409,0.83557,0.18737,0.67483,5.4004e-12,p146
0.88007,1.1117,0.02429,0.34505,8.0157e-10,p147
1.1108,1.1866,0.18555,0.49811,1.0241e-07,p148
0.82389,1.0752,0.17404,0.56937,1.9985e-10,p149
0.84445,1.1626,0.18077,0.69555,5.0797e-05,p150
0.84008,1.0942,0.23589,0.33535,1.5864e-08,p151
0.98708,1.0525,0.1559,0.80903,1.8148e-06,p152
1.0564,0.91262,0.14255,0.47691,1.695e-05,p153
1.0471,0.95683,0.22657,0.68863,3.7319e-05,p154
1.1827,1.0763,0.27221,0.98271,2.7636e-08,p155
0.99803,0.95578,0.2934,0.70746,5.9983e-11,p156
1.1412,0.80674,0.053289,0.48557,9.1549e-08,p157
1.065,0.91091,0.2366,0.92844,3.993e-12,p158
1.0294,1.0134,0.10047,0.50608,1.422e-12,p159
0.90647,0.9407,0.018767,0.54043,2.2069e-08,p160
1.0354,0.89142,0.15739,0.70214,3.1712e-07,p161
0.875,0.85123,0.09928,0.61412,1.7204e-08,p162
1.1812,1.0851,0.082754,0.96156,2.8052e-07,p163
1.009,1.0709,0.055806,0.53446,6.327e-12,p164
0.85183,1.074,0.062716,0.51265,6.6253e-06,p165
0.81937,1.041,0.16859,0.30811,8.7034e-07,p166
1.1014,0.85406,0.12971,0.36206,0.00041167,p167
0.90436,0.9925,0.084779,0.78045,2.741e-14,p168
1.0843,1.1205,0.019783,0.50855,7.2521e-11,p169
0.98815,1.1235,0.042979,0.6635,5.1875e-14,p170
1.0811,1.1303,0.18189,0.35836,7.6152e-09,p171
0.80131,0.87986,0.23726,0.53304,1.6388e-12,p172
1.0196,0.9803,0.040778,0.92746,1.0391e-05,p173
0.94263,1.057,0.25757,0.3662,1.2602e-07,p174
0.90102,1.0194,0.041963,0.69781,9.8143e-14,p175
0.89803,0.80998,0.19897,0.78633,0.00010955,p176
0.89448,0.8206,0.26291,0.28773,2.0537e-09,p177
1.1332,1.0727,0.24984,0.83333,9.7814e-11,p178
1.1998,0.99559,0.10478,0.66507,0.00036001,p179
0.82642,1.0332,0.20333,0.411,8.1644e-09,p180
0.8111,1.112,0.14978,0.58999,1.3419e-14,p181
1.0894,1.0247,0.030354,0.6777,9.2768e-13,p182
1.0599,0.96463,0.24247,0.63988,3.1666e-08,p183
0.96991,0.93962,0.10854,0.25178,3.5593e-13,p184
0.91908,0.86419,0.20088,0.98812,3.5577e-06,p185
1.061,0.8598,0.077032,0.53048,5.3476e-13,p186
1.1754,0.92099,0.25558,0.29093,4.8061e-07,p187
1.0559,0.99871,0.036783,0.25064,1.7589e-05,p188
1.014,1.1008,0.13595,0.9652,4.209e-11,p189
0.99156,1.0835,0.0375,0.97026,5.5082e-08,p190
0.89081,1.0012,0.25322,0.52473,1.0824e-08,p191
0.94646,0.93421,0.28832,0.65751,1.5519e-09,p192
0.8622,0.96125,0.17851,0.30593,2.6534e-12,p193
1.1727,1.0794,0.22534,0.62078,0.00023326,p194
1.1036,0.90188,0.1265,0.4623,5.2824e-06,p195
0.85993,0.86914,0.24191,0.47795,1.2492e-13,p196
1.0364,0.84823,0.011242,0.60353,4.1393e-14,p197
0.97644,0.99367,0.21026,0.40598,4.4108e-07,p198
0.98045,0.90611,0.07286,0.62507,8.8747e-12,p199
0.82701,0.99143,0.014895,0.40851,1.2487e-06,p200
0.93514,0.81231,0.23102,0.58467,0.00033994,p201
1.087,1.1194,0.071819,0.56748,4.6442e-13,p202
1.0483,0.94908,0.0050682,0.40417,6.3991e-14,p203
0.834,1.1463,0.092974,0.45114,7.078e-08,p204
1.1499,1.0981,0.29686,0.53769,6.086e-15,p205
1.1746,0.90813,0.047415,0.39279,8.7918e-10,p206
1.0223,0.9094,0.20628,0.99682,1.8674e-05,p207
0.95014,0.97652,0.069889,0.84497,3.235e-10,p208
0.96057,0.82438,0.19652,0.25431,9.6592e-15,p209
1.0679,0.80107,0.00059731,0.92029,4.0249e-07,p210
1.0658,1.1913,0.21806,0.25762,0.00014201,p211
0.82411,0.87831,0.29789,0.35566,8.4297e-05,p212
1.1984,1.187,0.0030865,0.34283,4.9631e-09,p213
1.0994,1.0179,0.11163,0.7113,3.3586e-05,p214
0.95387,0.82334,0.13607,0.27667,2.2131e-10,p215
0.89018,1.1749,0.27051,0.57768,7.7652e-11,p216
1.1793,1.0068,0.14317,0.33763,2.7009e-07,p217
1.0702,0.87095,0.23239,0.58255,1.135e-13,p218
0.86582,0.8364,0.081129,0.63456,5.734e-10,p219
1.1908,1.1288,0.078119,0.73418,3.2259e-06,p220
0.86415,0.80321,0.15362,0.41848,4.613e-06,p221
0.83758,0.86591,0.089197,0.9454,1.9492e-09,p222
0.98277,0.96654,0.20826,0.27944,3.0807e-06,p223
1.0386,0.97195,0.032048,0.68449,1.5232e-07,p224
1.1558,1.176,0.060493,0.94678,3.8384e-11,p225
0.8066,1.0382,0.13221,0.59295,8.6463e-05,p226
1.1334,1.0268,0.25232,0.68718,1.0517e-14,p227
1.0819,0.98208,0.12795,0.26258,6.9394e-15,p228
0.97976,1.0947,0.24803,0.73246,1.8722e-10,p229
0.97506,0.95939,0.11085,0.51131,1.0491e-11,p230
0.98254,0.84573,0.19719,0.64525,4.8566e-12,p231
1.171,0.90704,0.14624,0.32812,1.3216e-10,p232
1.0863,1.0511,0.12362,0.64887,5.5583e-15,p233
1.0307,0.89791,0.23897,0.20729,1.079e-07,p234
1.1207,1.0423,0.28513,0.77815,1.0554e-09,p235
0.83472,1.1082,0.063376,0.32417,2.5259e-05,p236
1.0293,1.1027,0.15175,0.8587,1.0574e-06,p237
0.81437,0.83383,0.27822,0.43816,1.5432e-12,p238
0.91395,0.91535,0.21776,0.48108,2.0287e-05,p239
1.0115,0.81124,0.22828,0.90689,1.4318e-11,p240
0.95684,0.86978,0.29883,0.55791,1.4056e-14,p241
1.1538,0.97523,0.21688,0.76808,0.00024551,p242
0.99628,1.0173,0.17398,0.29048,4.8006e-11,p243
1.1474,0.82181,0.2464,0.56446,0.00045373,p244
0.96596,1.183,0.12595,0.72127,3.2864e-11,p245
0.84346,0.85328,0.025454,0.57928,0.00016134,p246
0.87005,1.1064,0.15986,0.6681,2.1089e-11,p247
0.87696,1.0908,0.26645,0.82565,1.4292e-06,p248
0.90223,0.88111,0.27989,0.2603,7.7705e-05,p249
0.91305,0.88198,0.10209,0.38613,0.00010377,p250
0.8106,1.0387,0.0020337,0.82675,2.318e-10,p251
1.0059,1.154,0.1833,0.51899,0.00013216,p252
0.86354,0.9849,0.10744,0.78214,7.352e-14,p253
0.89257,1.1049,0.023052,0.77307,4.1651e-08,p254
1.0422,0.81862,0.085347,0.44764,1.6783e-09,p255
0.88645,0.92916,0.11764,0.29462,5.8449e-12,p256
0.84662,0.97291,0.13861,0.23627,4.8575e-06,p257
1.0501,1.1548,0.19489,0.6698,4.574e-09,p258
1.089,1.1336,0.28248,0.90237,3.2936e-07,p259
1.0963,0.88478,0.02086,0.99121,4.1856e-06,p260
0.95811,1.0085,0.14755,0.76501,3.2399e-05,p261
1.0332,0.92206,0.10565,0.93659,3.0111e-08,p262
1.0343,0.8415,0.098226,0.27403,1.6837e-07,p263
0.93137,1.0489,0.28639,0.81998,1.5648e-11,p264
0.93267,1.1401,0.029062,0.34862,4.7334e-10,p265
0.80706,1.0549,0.0066347,0.9759,8.0568e-15,p266
0.93606,1.1514,0.11696,0.48962,5.6392e-14,p267
1.0916,1.0887,0.16686,0.74141,9.3916e-07,p268
0.92326,0.86024,0.2873,0.21547,6.2221e-07,p269
1.0708,1.1369,0.066091,0.95565,6.8065e-13,p270
1.1136,1.1355,0.21403,0.54293,5.5033e-05,p271
1.1699,0.8548,0.1638,0.55647,3.6307e-09,p272
0.83162,1.1942,0.25017,0.3115,5.4503e-09,p273
0.85344,0.80226,0.23959,0.76166,1.9736e-12,p274
0.83902,0.82643,0.11388,0.71836,1.2674e-08,p275
0.87409,1.0597,0.23431,0.42345,1.7065e-12,p276
1.0132,0.92405,0.045926,0.85273,1.1348e-14,p277
0.97337,0.89217,0.12201,0.8135,4.1437e-13,p278
0.94798,0.97399,0.16772,0.22795,3.085e-10,p279
1.1214,1.1971,0.17755,0.64055,8.2942e-13,p280
0.93057,0.87581,0.28368,0.26488,2.3463e-07,p281
0.98962,1.1472,0.057876,0.50069,8.2556e-12,p282
0.868,0.80508,0.28076,0.52765,0.00046922,p283
1.1904,1.0152,0.18932,0.34966,2.0324e-06,p284
1.0941,0.94263,0.0085167,0.59721,0.00016888,p285
0.99343,0.84728,0.050247,0.37932,1.3989e-05,p286
0.82063,0.92347,0.022712,0.68048,3.3538e-14,p287
1.051,1.0266,0.15854,0.87216,1.8221e-09,p288
1.1085,1.1629,0.11838,0.41398,1.023e-09,p289
1.1197,0.87718,0.26062,0.91054,9.6689e-06,p290
1.1676,1.0204,0.11448,0.58824,1.0678e-12,p291
1.182,0.99806,0.1628,0.91973,8.0617e-10,p292
1.1155,1.013,0.076938,0.51619,5.2134e-07,p293
0.9637,1.1896,0.087026,0.80053,3.5937e-12,p294
0.89472,0.87396,0.14516,0.56023,1.4514e-09,p295
1.0982,0.95296,0.1506,0.80659,2.3307e-06,p296
1.0828,0.82925,0.2406,0.5513,2.6465e-14,p297
1.156,1.1395,0.056472,0.37537,7.5528e-14,p298
1.0735,1.0584,0.2778,0.8762,2.6677e-10,p299
1.1621,1.0095,0.22016,0.48508,2.5909e-06,p300
