wind_speed,swr,turb_param/k_min,g2/constant_value,g1/constant_value,A/constant_value,par_id
1.0531,0.89496,1.5141e-13,3.3325,0.66292,0.84366,p0045
0.87449,1.0014,3.2621e-07,2.3943,0.56088,0.9423,p0046
0.8962,1.0972,4.0426e-08,1.82,0.44295,0.72149,p0047
0.84729,0.87105,8.8498e-05,2.1818,0.67445,1.062,p0048
0.81756,1.0221,0.00024588,1.0351,0.68889,0.88496,p0049
1.039,0.98825,3.0281e-11,2.5347,0.67232,0.82628,p0050
0.91819,1.0328,1.6515e-13,1.7164,0.65787,0.89149,p0051
1.1523,0.90403,4.595e-09,0.88289,0.76505,0.8452,p0052
1.1682,1.166,1.3428e-13,1.1146,0.55091,0.75744,p0053
0.97615,0.91295,9.2579e-10,1.1272,0.61838,0.92809,p0054
0.83615,0.91061,1.3662e-12,3.3021,0.68584,1.0532,p0055
0.80579,0.84594,2.0014e-06,1.057,0.49328,0.73922,p0056
0.87238,0.82088,7.9608e-06,2.6101,0.46416,0.88152,p0057
1.0735,1.0139,1.4659e-06,1.1394,0.51498,0.9974,p0058
0.94048,0.85441,7.4351e-13,3.12,0.61995,0.79621,p0059
1.0092,1.0481,5.1588e-14,1.6198,0.5857,0.71038,p0060
1.1437,0.87477,1.003e-06,1.0541,0.61347,1.0775,p0061
0.93624,1.0716,1.2664e-06,1.4039,0.41066,1.0732,p0062
0.93722,0.8968,8.6651e-05,1.1863,0.58748,0.98082,p0063
0.86938,1.0422,9.0981e-06,1.164,0.71541,0.7581,p0064
0.82236,0.91664,4.0103e-12,2.0822,0.77952,0.8716,p0065
1.193,0.81232,6.3075e-10,3.0574,0.60799,1.0241,p0066
0.88561,1.0231,2.1587e-14,2.7087,0.50344,1.0523,p0067
0.82779,1.0647,6.4022e-10,2.9232,0.67961,0.9763,p0068
1.1584,1.1253,1.2631e-13,3.4762,0.57169,0.96126,p0069
1.0064,1.1539,2.5789e-11,0.78755,0.61461,1.0508,p0070
0.98644,0.92248,1.6598e-14,2.0431,0.5274,0.77265,p0071
1.0237,1.0986,1.0143e-08,0.737,0.59047,1.0379,p0072
1.1797,0.82433,6.0301e-05,1.2269,0.71082,1.0344,p0073
0.85024,1.1486,1.1171e-11,2.5313,0.51045,0.96235,p0074
1.1879,1.1865,8.3354e-08,1.432,0.54387,1.0667,p0075
1.1888,1.1072,6.6118e-13,2.8795,0.77526,0.80471,p0076
0.82149,0.89928,1.55e-10,1.4449,0.42955,0.82691,p0077
1.0919,1.1262,1.0243e-06,0.72194,0.55445,1.0505,p0078
0.87168,1.0037,2.9497e-09,1.0594,0.76076,1.0763,p0079
0.93176,1.1583,3.4488e-06,1.3012,0.61604,0.7929,p0080
0.89161,0.88802,4.7665e-06,2.5446,0.46867,0.76711,p0081
0.85761,1.1565,1.0401e-11,1.062,0.66978,0.8831,p0082
1.1363,1.133,1.3805e-13,1.3287,0.75126,0.78029,p0083
1.1567,1.1831,7.7543e-07,2.1911,0.58396,0.70695,p0084
1.117,1.0643,4.9916e-11,2.4486,0.48135,0.84211,p0085
1.0964,1.1122,5.641e-13,3.3996,0.58644,0.89635,p0086
0.90361,0.83116,2.5192e-06,0.80689,0.66033,0.86689,p0087
0.81646,0.87281,2.6224e-06,0.59767,0.57207,1.0303,p0088
1.1921,0.83737,2.3152e-11,0.83444,0.73087,0.70308,p0089
1.0224,1.0742,1.4593e-14,1.0423,0.5041,1.031,p0090
1.1991,0.96262,9.1465e-11,3.4697,0.41298,0.84659,p0091
1.0325,1.1066,0.00023695,1.4064,0.54981,0.83358,p0092
0.87873,1.1452,2.6529e-13,1.4944,0.48758,0.98867,p0093
0.80789,1.0445,1.9891e-10,1.3367,0.70551,0.8294,p0094
0.93405,1.062,1.0711e-13,2.2247,0.76562,1.071,p0095
1.1646,0.99678,1.1379e-05,2.9837,0.50771,0.90067,p0096
0.94915,0.96304,5.8902e-09,0.81459,0.40056,0.93415,p0097
0.91997,0.83301,1.6648e-10,2.5423,0.55389,0.73486,p0098
0.95768,1.0704,1.5309e-12,1.7146,0.58181,0.89528,p0099
0.98189,0.86044,1.8616e-05,1.5302,0.57716,0.90359,p0100
1.059,0.94532,3.2875e-08,1.1484,0.41181,1.0186,p0101
0.96562,0.8985,4.7262e-10,1.6876,0.7435,0.7862,p0102
0.82709,1.0652,1.8975e-11,1.4977,0.41632,1.005,p0103
0.84967,0.84097,6.741e-15,0.86397,0.69595,0.90432,p0104
0.82395,0.99251,3.3407e-10,2.1704,0.52459,0.72741,p0105
1.1344,0.80158,5.0521e-12,1.911,0.62489,0.9694,p0106
1.0438,1.0339,9.5963e-07,1.3727,0.58056,0.78907,p0107
0.98151,1.199,1.8394e-06,0.72986,0.41824,0.75475,p0108
1.0465,1.0409,3.0236e-12,1.3588,0.40322,0.91972,p0109
0.94342,1.1935,1.4209e-14,3.3794,0.64501,0.79502,p0110
1.1607,0.84962,5.063e-06,0.51163,0.74092,0.97216,p0111
1.0493,0.84653,5.6835e-15,0.99634,0.61094,1.0297,p0112
0.85621,0.94055,8.4714e-13,2.2575,0.7157,1.0851,p0113
0.82534,0.8259,1.614e-07,0.70924,0.72122,0.7698,p0114
0.86743,0.96908,2.6543e-10,2.7036,0.78297,1.0993,p0115
1.0497,1.164,4.1607e-11,2.4172,0.7962,0.96814,p0116
0.89572,0.88597,1.1994e-09,1.6507,0.65664,0.7876,p0117
1.0128,0.89099,7.9221e-07,1.8831,0.5774,0.76565,p0118
0.85935,0.85565,1.3768e-11,2.2102,0.4983,0.90442,p0119
1.1009,1.1094,8.5355e-14,0.96745,0.40789,0.74297,p0120
1.1484,1.1585,1.781e-10,2.6425,0.71176,0.78314,p0121
1.1251,0.90803,7.8019e-11,1.2588,0.77298,0.80147,p0122
1.1193,0.84288,1.2129e-08,3.1673,0.60801,1.0571,p0123
1.0778,0.90903,7.1256e-10,1.7453,0.66601,0.89996,p0124
1.0096,0.82171,0.00038004,2.1222,0.45956,1.0253,p0125
0.97406,1.1265,5.6522e-15,1.7689,0.55247,1.017,p0126
1.1179,1.177,6.7783e-06,0.62577,0.67839,1.0329,p0127
1.0271,0.91495,4.7262e-11,2.0876,0.72234,0.72536,p0128
0.86646,1.1734,0.00010061,0.80568,0.63948,1.0804,p0129
0.88145,0.81607,5.6216e-09,2.5491,0.44664,0.9636,p0130
0.80472,0.95213,2.3281e-09,2.8473,0.56404,0.70265,p0131
0.89468,1.0927,0.00010759,2.2255,0.70973,0.84315,p0132
0.96657,0.97681,8.579e-11,0.82917,0.73644,0.71094,p0133
1.1758,0.95119,3.6025e-13,1.5925,0.43347,1.0922,p0134
1.0247,1.1826,1.5804e-11,1.1683,0.486,0.98249,p0135
0.97756,1.0655,0.00013798,2.2695,0.60433,1.0891,p0136
0.84584,1.0805,1.2776e-11,2.75,0.65982,0.84031,p0137
0.97785,0.89471,8.9166e-10,3.3268,0.48184,0.80731,p0138
1.1198,0.96059,3.6252e-14,2.1033,0.45491,0.74118,p0139
0.8655,1.0318,8.8854e-13,1.8171,0.59355,1.0087,p0140
1.1428,0.97725,1.438e-05,3.0315,0.55225,0.78825,p0141
0.9969,1.0615,2.4966e-13,0.79971,0.64614,0.73234,p0142
1.0835,0.92406,9.3905e-12,0.67338,0.7838,0.8174,p0143
0.97861,0.9493,0.00040846,1.0825,0.44092,1.0916,p0144
1.1246,0.9452,5.691e-05,0.67625,0.50123,0.81622,p0145
0.96159,0.85063,3.536e-14,1.3152,0.69612,0.75026,p0146
0.96739,0.94823,2.1793e-11,1.3429,0.76683,0.72211,p0147
1.0454,1.0793,2.8102e-12,2.5531,0.52503,0.9111,p0148
1.0922,1.1307,1.9931e-06,1.0674,0.50956,0.86039,p0149
1.1294,1.0621,0.00020424,2.1129,0.74018,0.85526,p0150
0.80489,0.94135,8.1267e-09,2.0904,0.67702,0.77302,p0151
1.1096,1.1349,9.511e-13,1.3004,0.57956,1.0734,p0152
1.0334,1.1885,1.104e-05,2.6241,0.55015,0.89056,p0153
1.1275,1.0314,1.9276e-11,2.0581,0.53525,1.0558,p0154
0.94436,1.0855,6.3596e-12,2.0635,0.68306,0.85465,p0155
0.8249,1.1285,5.4726e-10,0.66952,0.61909,0.96091,p0156
1.0862,0.80002,1.1772e-07,2.5602,0.48113,0.86889,p0157
0.88826,0.88055,1.6146e-05,2.184,0.77241,1.0203,p0158
0.95255,1.1793,7.4528e-08,0.83279,0.50817,1.0577,p0159
0.91698,1.0945,2.2159e-14,2.9393,0.52882,0.83976,p0160
0.99862,1.046,2.2957e-08,3.2853,0.43988,0.82097,p0161
1.1827,0.85329,3.0195e-06,2.2131,0.66418,0.88656,p0162
1.1314,0.98478,8.5594e-07,3.2243,0.57156,0.92947,p0163
1.1237,0.93871,1.5231e-08,1.3209,0.71035,0.81413,p0164
0.85843,0.97817,3.1565e-07,1.8164,0.55721,0.99059,p0165
1.0629,0.82777,4.6049e-12,0.88933,0.62844,1.0353,p0166
1.0596,1.0131,2.7414e-08,2.22,0.54117,0.70651,p0167
0.8006,1.0325,4.296e-06,1.6641,0.74509,0.77816,p0168
0.98996,0.86924,4.0618e-08,1.81,0.46674,0.83173,p0169
1.0816,1.1179,1.1037e-14,1.4559,0.57307,0.9304,p0170
0.83082,1.0527,1.8357e-14,0.53563,0.41355,0.98983,p0171
1.1493,0.87488,1.0424e-12,3.0534,0.56747,1.0002,p0172
0.91116,1.0907,0.00049092,1.521,0.55767,0.74657,p0173
0.82449,0.95974,9.2371e-06,1.1373,0.40429,0.79437,p0174
0.82648,0.96688,1.3356e-14,1.4708,0.48472,0.87599,p0175
1.1956,1.1414,4.8877e-10,2.3286,0.75224,0.71829,p0176
0.80419,1.1106,1.0751e-09,1.3696,0.73372,0.87838,p0177
0.93057,1.0539,1.1016e-12,2.986,0.48997,1.0233,p0178
0.93687,1.0238,1.3151e-12,0.6543,0.62917,1.0153,p0179
1.0406,0.87532,8.3673e-15,1.9515,0.57386,0.97844,p0180
0.84642,0.97526,6.4634e-05,2.4987,0.52069,0.87362,p0181
1.0432,1.0541,0.00013237,3.331,0.77196,0.93338,p0182
0.97994,1.1532,2.6432e-09,2.1009,0.70511,0.93667,p0183
1.0825,0.88764,1.555e-07,3.0416,0.47653,0.88054,p0184
1.1337,0.87711,1.1401e-07,1.9548,0.56912,0.81441,p0185
1.1631,1.0932,1.0749e-11,2.0112,0.74055,0.73157,p0186
1.0329,1.1768,3.7392e-07,1.8989,0.71222,0.77554,p0187
1.1709,1.1271,3.0768e-12,2.8168,0.43877,0.90609,p0188
1.0585,0.8029,4.6014e-08,1.3577,0.77853,0.99814,p0189
1.0103,1.0966,0.00040155,2.0519,0.78798,0.84761,p0190
0.96629,0.98199,3.3968e-14,2.75,0.43815,0.79536,p0191
1.1037,1.1052,5.1984e-12,1.7428,0.42642,0.94778,p0192
1.1397,0.99083,7.2149e-10,2.1338,0.77453,0.80227,p0193
0.86997,1.0674,1.1799e-12,1.8268,0.58481,1.0008,p0194
0.94675,1.1749,0.00016166,1.8744,0.45031,0.98576,p0195
1.0165,0.81512,5.2775e-13,1.2858,0.47191,0.87424,p0196
0.8345,1.1446,5.3579e-13,2.6736,0.65301,0.86575,p0197
1.1459,0.8164,5.9062e-12,2.8495,0.72866,0.87035,p0198
0.87005,0.99454,3.4433e-13,0.85948,0.61318,1.0861,p0199
0.94085,0.97305,1.4034e-14,2.8242,0.58629,0.8411,p0200
1.1813,0.96555,4.6442e-14,2.6816,0.76382,0.9317,p0201
1.0583,1.1618,5.2019e-07,0.70588,0.72711,0.74712,p0202
0.83596,0.8263,0.00030684,2.6611,0.50887,0.81928,p0203
0.97443,0.99723,3.974e-05,2.1257,0.54145,1.0284,p0204
1.0623,0.82128,6.64e-11,1.4153,0.6896,0.85481,p0205
0.84919,1.1743,8.2556e-07,2.2304,0.66827,0.7776,p0206
1.0912,1.0278,5.6157e-08,2.4755,0.53878,0.90017,p0207
1.1562,1.0077,4.9922e-13,1.0215,0.7202,0.72718,p0208
1.1785,1.1074,4.4129e-10,0.99938,0.4513,0.8384,p0209
1.1685,1.1982,2.2501e-05,1.445,0.65689,0.94132,p0210
0.816,1.1545,3.0762e-09,3.3368,0.77079,0.71953,p0211
1.1355,0.88109,3.3172e-07,3.439,0.64231,1.0726,p0212
1.1357,0.88242,7.2372e-07,3.1156,0.66148,0.7079,p0213
1.1396,1.0938,5.1575e-09,3.4624,0.77498,0.73351,p0214
0.82578,1.0553,1.2098e-14,2.038,0.49469,1.0625,p0215
1.042,0.97083,7.6297e-06,0.75285,0.66217,0.706,p0216
0.97212,0.9485,4.1919e-08,1.6079,0.7953,0.90366,p0217
1.1987,0.91586,2.2522e-06,0.89345,0.69861,0.87736,p0218
1.0477,0.88405,2.593e-05,1.1511,0.78881,0.86208,p0219
1.1029,0.95024,8.7801e-09,1.8633,0.59956,1.0305,p0220
0.95166,0.8419,1.335e-08,1.7078,0.72358,0.8164,p0221
0.89714,0.96443,1.0403e-14,2.3023,0.69504,1.0944,p0222
0.80189,0.8023,3.2852e-14,2.1588,0.76728,0.88828,p0223
0.85653,0.98407,7.9546e-09,2.2737,0.44141,0.82345,p0224
1.0118,0.85842,1.7704e-07,1.9027,0.48521,0.73647,p0225
1.1547,1.0783,1.5707e-05,2.0035,0.71377,0.96169,p0226
0.89286,1.1593,1.7233e-08,3.1055,0.4361,0.92279,p0227
0.85231,0.94361,2.5423e-12,1.2238,0.79028,0.95144,p0228
0.92617,1.1169,6.7748e-09,0.50542,0.50095,0.84435,p0229
1.1938,1.0724,2.3827e-13,2.2595,0.6448,0.90526,p0230
1.1167,0.86804,3.7666e-06,1.9068,0.4617,0.85119,p0231
0.9622,0.93,0.00016726,2.1639,0.63978,1.1,p0232
0.84397,1.1604,0.0001149,1.1105,0.42868,1.0277,p0233
0.85444,1.1992,6.9638e-07,3.1914,0.60271,0.96583,p0234
1.0678,1.1964,7.2685e-13,0.72426,0.73006,1.0657,p0235
0.98397,0.8579,1.2107e-11,3.0826,0.57516,1.0124,p0236
0.907,0.81993,1.9134e-09,2.9354,0.64783,0.76173,p0237
0.94577,1.1758,4.5155e-10,0.92652,0.53281,1.0393,p0238
0.944,1.0886,2.9823e-10,1.1427,0.56599,0.96038,p0239
0.80119,1.1391,9.9062e-10,2.7467,0.79147,1.084,p0240
0.85827,0.94019,1.0777e-11,1.5772,0.68948,0.78699,p0241
1.0976,1.0274,1.2559e-14,1.6919,0.55847,0.83438,p0242
1.0396,0.95572,7.2961e-15,2.4448,0.61146,0.94571,p0243
1.1775,1.1101,5.7185e-14,1.7856,0.79813,1.0009,p0244
1.0474,0.80348,1.0654e-12,2.9364,0.77736,0.74918,p0245
1.0513,0.94581,7.7369e-13,1.6529,0.78132,0.87196,p0246
1.0888,0.92025,5.0423e-05,1.5876,0.74373,0.82217,p0247
0.91743,1.0259,4.4182e-08,3.4495,0.41096,0.80346,p0248
1.0213,1.1811,4.5988e-07,2.0931,0.41435,0.78795,p0249
0.81,1.1435,3.841e-10,3.1752,0.68647,0.99634,p0250
1.1076,1.1368,1.2796e-05,1.4005,0.73199,0.99683,p0251
1.0792,1.0309,0.00032518,2.8545,0.67523,0.86556,p0252
0.86296,1.0625,8.6927e-12,2.2658,0.69103,0.97406,p0253
1.1515,0.99373,6.4704e-14,0.57582,0.55496,0.72348,p0254
0.97383,1.0151,2.8421e-07,1.079,0.50586,0.79672,p0255
0.92347,0.84006,3.6995e-05,0.87069,0.78679,1.018,p0256
0.92082,1.1895,3.3278e-05,2.4826,0.60527,0.78279,p0257
0.82739,0.89265,8.8718e-09,0.84239,0.52439,0.82446,p0258
1.0638,1.0233,2.3649e-08,1.9402,0.78112,0.86468,p0259
1.0071,0.92372,2.4506e-09,2.5229,0.42194,0.78877,p0260
1.1234,0.9551,3.3282e-11,2.8428,0.40539,0.84613,p0261
0.81164,1.0872,1.2732e-07,3.173,0.74664,0.779,p0262
1.1526,1.162,9.862e-06,3.2626,0.69684,0.75182,p0263
1.1675,1.1362,2.5833e-07,1.6153,0.59578,0.92799,p0264
0.97811,1.13,8.9291e-07,0.51734,0.40657,0.85624,p0265
0.99594,0.9332,1.4437e-13,2.5892,0.53954,0.87844,p0266
0.86165,0.93808,9.3331e-09,0.61203,0.78852,0.82918,p0267
1.0192,0.87252,8.8584e-11,2.6175,0.64155,1.0429,p0268
1.0357,0.91754,2.2876e-10,0.92539,0.77687,0.96464,p0269
1.0372,1.1965,1.5344e-12,2.3087,0.76932,1.0499,p0270
1.1071,0.89527,2.3484e-06,1.4525,0.65939,0.7216,p0271
0.97564,1.0415,2.7118e-13,3.3065,0.46829,0.70858,p0272
0.93501,0.90395,8.5108e-14,0.53733,0.51663,0.76872,p0273
1.0955,0.98716,7.3797e-12,2.3124,0.44689,0.92479,p0274
1.1044,0.91207,6.5693e-15,0.52476,0.66861,0.99491,p0275
1.1574,0.98598,0.00042851,1.2001,0.61747,0.9433,p0276
1.1176,1.0875,7.0959e-08,1.3777,0.55643,0.76125,p0277
1.067,0.9561,3.2561e-13,3.4899,0.7359,0.94446,p0278
0.94967,0.93744,1.0579e-06,2.251,0.62639,0.86157,p0279
1.0685,0.81055,1.5392e-13,0.76125,0.47296,1.0858,p0280
0.8609,0.82739,9.9235e-11,2.8667,0.48942,0.96551,p0281
1.1863,1.0207,2.7568e-07,1.2698,0.59962,0.95599,p0282
1.0958,1.0451,2.6139e-10,2.8097,0.67125,0.86353,p0283
0.95939,1.0067,4.1515e-12,3.3946,0.72939,1.0964,p0284
1.0697,1.0154,1.9279e-08,1.7931,0.62238,0.73768,p0285
0.85115,0.96972,9.7976e-13,2.5017,0.57783,0.77989,p0286
0.81863,1.1913,3.4383e-08,0.61648,0.48825,0.81185,p0287
0.96783,1.0059,2.5896e-08,0.9463,0.51431,0.97264,p0288
0.8783,0.97068,2.3913e-14,3.1534,0.5487,0.85376,p0289
1.1533,0.83402,2.5091e-11,2.6028,0.67062,0.97579,p0290
0.98472,0.94786,0.00027178,0.58389,0.44063,1.0225,p0291
1.1851,0.94246,7.5476e-14,2.8708,0.52552,0.90249,p0292
0.83848,0.88698,3.6996e-09,0.71379,0.49056,0.79914,p0293
1.1277,0.98038,1.0197e-05,0.64698,0.70748,0.90832,p0294
0.93204,0.83881,2.2928e-07,3.0473,0.51944,0.79591,p0295
1.162,1.0748,5.9061e-09,0.63326,0.62446,1.0848,p0296
0.90327,0.85553,2.861e-11,2.7762,0.63485,0.92221,p0297
0.96284,1.0771,2.1099e-05,1.8731,0.76355,0.7823,p0298
0.82293,1.0299,1.7758e-05,2.7281,0.55334,1.067,p0299
0.95104,0.90848,1.2044e-10,2.5564,0.71877,0.81865,p0300
0.96246,1.1047,4.3304e-05,2.4159,0.55555,1.0192,p0301
0.909,0.87429,1.8153e-11,2.4027,0.43196,0.96313,p0302
0.92376,1.0752,1.6796e-07,2.3316,0.75483,0.92878,p0303
0.82279,0.95669,6.3372e-15,1.1075,0.71913,0.79146,p0304
1.1791,0.95437,8.7278e-06,1.9631,0.65726,0.81582,p0305
1.1756,0.80409,1.2686e-10,2.737,0.75598,1.0782,p0306
0.97155,0.90796,3.7008e-10,0.94107,0.49282,0.8324,p0307
1.0274,1.0809,6.701e-10,0.90487,0.63113,0.9322,p0308
1.1146,0.95373,6.3492e-11,2.6338,0.63432,1.0455,p0309
0.90975,1.001,1.6781e-12,3.3484,0.47323,1.0745,p0310
1.035,1.1527,8.4359e-06,3.263,0.41991,1.0387,p0311
1.0073,0.84074,3.6176e-12,3.2829,0.79264,1.0029,p0312
1.085,1.1043,4.7518e-12,3.1396,0.51193,1.0101,p0313
1.0428,0.91108,1.925e-12,0.88016,0.78471,0.85128,p0314
0.96923,1.0387,0.00026265,1.8866,0.62719,1.0544,p0315
0.84473,0.97899,3.7863e-08,0.83832,0.41265,0.99461,p0316
0.95819,0.8245,2.4341e-13,3.2683,0.70888,1.0791,p0317
1.1308,1.1703,7.5887e-10,1.253,0.75866,1.0597,p0318
1.0727,0.95868,4.5782e-10,1.774,0.56307,0.74418,p0319
0.92987,1.1161,1.0278e-07,1.9725,0.61718,0.95689,p0320
1.1871,0.94994,3.3558e-08,1.5988,0.40478,1.074,p0321
1.0765,0.86446,8.4572e-10,0.58859,0.75902,0.77681,p0322
0.80291,1.0963,2.3999e-11,3.4221,0.62096,0.74553,p0323
1.0015,0.87376,0.00043519,1.363,0.74433,0.86508,p0324
1.1408,1.172,1.7966e-08,0.75616,0.54327,0.95207,p0325
0.8124,0.95181,2.4369e-14,3.2718,0.76764,0.83648,p0326
0.98497,0.99196,9.2078e-14,2.2886,0.78079,1.0092,p0327
0.99201,1.0471,2.4542e-05,1.2336,0.59181,1.0216,p0328
0.99009,0.95458,5.4105e-08,1.2096,0.71717,0.70217,p0329
1.1019,0.95314,3.0635e-08,3.0046,0.43045,0.78106,p0330
1.126,1.1673,1.6561e-05,3.2299,0.46618,0.76018,p0331
1.0548,1.113,2.2117e-11,2.5635,0.70152,1.0683,p0332
1.1609,0.96164,1.0882e-12,2.7296,0.71473,0.98005,p0333
0.94241,0.83127,9.4943e-07,3.2041,0.65102,0.98887,p0334
0.98569,1.1655,6.3087e-14,3.351,0.69828,0.73374,p0335
0.99365,1.1343,1.0579e-14,0.81173,0.68111,0.71446,p0336
1.1024,0.88614,3.308e-12,1.8804,0.55044,0.94809,p0337
1.1465,0.88901,4.4282e-09,2.0551,0.46955,1.0604,p0338
0.90212,1.0861,5.5418e-05,1.9643,0.58773,0.73198,p0339
0.86147,1.0507,7.0807e-13,0.51928,0.47866,0.858,p0340
0.99124,1.1999,9.7842e-15,1.5355,0.73947,0.72962,p0341
0.85493,1.161,2.0431e-14,1.6368,0.73988,0.76275,p0342
0.82602,1.0475,4.8375e-08,2.3498,0.70309,0.72381,p0343
1.1228,1.1175,0.00031885,2.0188,0.51827,0.78536,p0344
1.0168,0.81297,1.4475e-11,2.2777,0.68361,1.0076,p0345
1.0242,1.0479,1.0055e-07,1.7413,0.43301,1.0654,p0346
0.90938,1.1745,6.0662e-06,2.4329,0.79402,1.0338,p0347
1.051,1.0723,2.3724e-07,0.93494,0.57592,0.86974,p0348
1.0523,0.94435,6.5877e-08,3.1571,0.63258,0.76458,p0349
0.98099,0.87603,2.1317e-09,1.3993,0.51016,0.76923,p0350
1.0981,1.1345,3.5589e-11,2.7867,0.49555,0.77594,p0351
1.1391,1.1126,9.0537e-08,0.69774,0.51337,0.77098,p0352
0.8575,0.92468,3.5325e-07,1.4143,0.57838,1.0486,p0353
0.99795,1.0458,1.2506e-08,2.7194,0.77,0.77061,p0354
1.0633,1.1783,3.9492e-07,2.4896,0.67181,1.0893,p0355
1.1411,0.86128,1.1289e-13,2.2077,0.40163,0.73703,p0356
0.90156,0.86573,2.0715e-09,0.59385,0.79675,1.0796,p0357
0.90462,1.159,9.103e-14,2.1538,0.41665,0.93107,p0358
1.1004,1.0838,5.7333e-06,0.66399,0.76309,0.83546,p0359
1.1975,0.88303,1.8761e-13,0.84011,0.45985,0.88975,p0360
1.1492,0.91403,8.4741e-09,2.2402,0.59422,0.85013,p0361
0.91615,0.9581,9.8374e-14,1.7381,0.75976,0.80588,p0362
0.89258,1.1569,3.3996e-10,1.9689,0.48264,1.0749,p0363
0.99355,1.1517,7.7327e-14,0.65008,0.43915,1.0534,p0364
0.83221,1.0517,2.2763e-05,1.6479,0.51743,0.97487,p0365
1.1817,0.84434,4.0994e-06,2.9694,0.54686,0.94074,p0366
0.8401,0.8867,1.535e-14,2.0216,0.79072,0.80801,p0367
0.84279,1.0864,1.7154e-05,2.6511,0.46141,0.93684,p0368
1.1598,0.99049,5.1475e-06,2.2636,0.43669,1.0692,p0369
0.89038,1.1472,1.0076e-09,2.3608,0.70589,0.92899,p0370
0.95722,0.91385,2.094e-08,0.97318,0.68631,1.0162,p0371
1.114,1.1222,7.1587e-12,3.2021,0.41507,0.71238,p0372
1.0808,1.1624,2.025e-05,3.3617,0.63,0.93459,p0373
0.89046,0.86556,3.166e-05,1.2199,0.73805,0.78167,p0374
1.1625,1.1853,2.3213e-12,1.472,0.73858,0.97706,p0375
1.1748,0.92336,1.4144e-11,2.633,0.64866,0.82968,p0376
1.1886,1.06,2.0661e-08,0.8975,0.40238,0.94629,p0377
1.1654,1.0098,1.3694e-13,2.5956,0.72887,0.71332,p0378
0.88387,0.86916,1.7428e-09,2.9241,0.41441,0.80315,p0379
1.1517,1.1278,3.1417e-12,2.3574,0.79696,0.92398,p0380
