wind_speed,swr,a_seiche,q_nn,k_min,par_id
0.87319,1.0024,0.011784,0.29598,2.5081e-06,p035
1.0445,0.82401,0.048557,0.28721,1.0437e-11,p036
0.87701,1.0671,0.02373,0.38961,4.9784e-12,p037
0.90182,0.8616,0.17917,0.57271,6.2813e-10,p038
1.1794,1.0817,0.17597,0.78233,2.923e-09,p039
1.1907,1.146,0.22583,0.42789,1.5107e-08,p040
1.1188,1.1072,0.094003,0.41977,2.6033e-13,p041
1.1983,0.92568,0.20442,0.57735,2.002e-14,p042
1.102,0.9689,0.09956,0.72519,1.0117e-05,p043
1.0545,1.0349,0.14274,0.87661,2.2934e-11,p044
1.1061,0.84735,0.026956,0.43271,1.5138e-13,p045
1.1144,1.1857,0.28255,0.88459,1.3345e-13,p046
1.1376,0.99338,0.027807,0.25112,2.3122e-09,p047
0.85074,1.0285,0.23325,0.99039,7.7282e-06,p048
1.0935,1.0169,0.23625,0.76923,6.9996e-15,p049
1.0519,1.0879,0.056625,0.55672,9.1579e-09,p050
1.1354,1.0059,0.11211,0.82129,9.9956e-07,p051
0.86689,0.88843,0.21688,0.7516,1.4692e-14,p052
0.82317,0.98412,0.12274,0.24349,6.4407e-08,p053
1.0175,0.81964,0.10285,0.79887,2.9843e-08,p054
0.89265,0.80497,0.28886,0.31492,6.271e-09,p055
0.83566,1.0133,0.29613,0.67989,1.1647e-07,p056
1.0873,1.1577,0.064988,0.70702,0.0001364,p057
1.1566,0.80254,0.13381,0.44916,1.3252e-05,p058
0.9789,0.83849,0.092336,0.44153,1.4041e-12,p059
1.0968,0.87519,0.032835,0.2734,3.8899e-14,p060
1.1633,1.1348,0.0024037,0.52132,5.0809e-13,p061
0.99508,0.96317,0.076221,0.47087,8.8557e-07,p062
0.81136,0.96462,0.25582,0.56583,3.6773e-11,p063
1.1649,0.9114,0.21047,0.34644,5.3331e-15,p064
0.80471,1.0221,0.0049702,0.99525,1.77e-08,p065
0.96086,0.83548,0.12513,0.27199,4.3934e-07,p066
1.0208,1.1307,0.19336,0.71366,8.2666e-08,p067
0.86101,0.92937,0.2404,0.37539,4.1018e-09,p068
1.0383,0.93746,0.07326,0.30694,2.5983e-07,p069
0.8595,0.83112,0.27719,0.83268,0.00015217,p070
0.94963,0.81209,0.16129,0.5022,1.7983e-13,p071
1.1818,0.94056,0.019687,0.97307,1.9801e-12,p072
0.87032,0.9444,0.14667,0.53594,4.126e-12,p073
1.0885,1.0555,0.24694,0.94958,1.7508e-05,p074
0.91975,1.1643,0.086695,0.5476,6.651e-07,p075
1.0785,0.95184,0.067116,0.78562,1.0625e-08,p076
0.82826,0.88069,0.29912,0.75973,1.0188e-10,p077
0.92683,1.1769,0.078211,0.65652,1.0854e-14,p078
1.1556,1.1235,0.19943,0.4891,3.7615e-05,p079
0.88876,0.98887,0.24586,0.74169,3.5207e-06,p080
0.90508,0.91786,0.13673,0.40612,3.9659e-13,p081
1.1929,1.0469,0.096231,0.2169,2.2651e-08,p082
1.005,1.1828,0.17,0.96761,2.0258e-09,p083
0.93564,0.88526,0.2383,0.37627,1.7907e-07,p084
1.1466,1.0562,0.2809,0.95853,0.00032799,p085
1.185,1.1433,0.0065829,0.25755,2.8052e-05,p086
0.97316,0.82183,0.1382,0.68868,0.00027051,p087
1.0328,0.86658,0.2242,0.97981,6.5947e-14,p088
0.82558,1.1511,0.082205,0.35734,4.1462e-08,p089
0.95234,0.9765,0.27392,0.23856,6.4825e-06,p090
0.88509,0.99979,0.20743,0.48575,3.3678e-14,p091
0.94373,0.85989,0.061421,0.47931,1.5174e-11,p092
0.96623,1.16,0.26059,0.84953,4.4582e-06,p093
1.1711,1.0992,0.29127,0.59615,3.8501e-07,p094
1.1406,1.0109,0.18232,0.90627,1.0436e-12,p095
0.81692,0.93487,0.038582,0.73294,9.6278e-05,p096
0.89894,1.072,0.01714,0.7017,8.439e-12,p097
1.1744,0.87722,0.15129,0.84514,9.2502e-10,p098
1.004,1.1371,0.11405,0.68509,2.2792e-12,p099
1.1083,0.90104,0.26483,0.3632,2.3509e-06,p100
