wind_speed,swr,a_seiche,q_nn,k_min,par_id
1.1754,0.81695,0.00024356,0.61588,3.014e-07,p0050
1.1987,0.98541,0.0052706,0.60923,8.9978e-06,p0051
1.0569,0.97723,0.00070796,0.90126,2.4563e-06,p0052
1.1629,0.94553,2.4243e-05,0.59583,6.4901e-05,p0053
1.0387,0.98334,0.0031426,0.79103,0.00031052,p0054
1.2178,0.94303,0.0061249,0.57238,0.0011127,p0055
1.0093,0.87312,0.00067288,0.50982,7.3551e-07,p0056
1.1136,0.9388,0.0052008,0.89587,4.237e-05,p0057
1.2321,0.84633,0.0076343,0.74618,3.356e-06,p0058
1.0252,0.89416,0.0071494,0.75217,0.0031296,p0059
1.1209,0.9576,0.0098603,0.58154,4.9844e-06,p0060
1.1856,0.78151,0.0070419,0.72608,4.6546e-05,p0061
1.1982,0.85585,0.0092749,0.97966,0.00017839,p0062
1.015,0.99395,0.009984,0.81754,1.2919e-07,p0063
1.0348,0.98665,0.0017901,0.97878,1.1738e-07,p0064
1.2074,0.91135,0.0091236,0.59744,0.00062695,p0065
1.1918,0.87395,0.0046527,0.92788,1.8755e-08,p0066
1.1441,0.74149,0.0069387,0.82094,7.2555e-09,p0067
1.1273,0.7277,0.0066518,0.84384,1.1446e-06,p0068
1.0834,0.74218,0.0042733,0.77615,0.0022785,p0069
1.092,0.95809,0.0042568,0.58512,0.00069691,p0070
1.1579,0.87137,0.0031636,0.51377,2.612e-06,p0071
1.2131,0.79964,0.0082154,0.92146,1.2571e-08,p0072
1.0624,0.70474,0.0034824,0.98841,5.0698e-06,p0073
1.1922,0.70059,0.0040489,0.5268,7.614e-08,p0074
1.0565,0.7389,0.0095822,0.53437,0.002865,p0075
1.2352,0.8657,0.0082292,0.88269,1.1585e-05,p0076
1.1118,0.72356,0.0070854,0.61664,0.00039099,p0077
1.1332,0.92178,0.0052588,0.53842,6.0767e-06,p0078
1.027,0.87553,4.1142e-05,0.93006,1.2105e-08,p0079
1.0998,0.74861,0.0076919,0.68356,5.0826e-09,p0080
1.1459,0.95661,0.0012866,0.51808,2.4089e-08,p0081
1.2142,0.75109,0.007546,0.74114,1.9466e-08,p0082
1.1251,0.80961,0.0079818,0.73433,7.8716e-09,p0083
1.0608,0.92022,0.0088582,0.70303,0.00037154,p0084
1.1336,0.97307,0.0032894,0.82357,0.0036708,p0085
1.0549,0.86917,0.00095981,0.57699,4.7471e-08,p0086
1.139,0.8142,8.5734e-05,0.55567,6.6512e-07,p0087
1.0734,0.86221,0.0015959,0.79479,9.4419e-09,p0088
1.0682,0.76809,0.0027918,0.84957,1.04e-05,p0089
1.1497,0.79031,0.0015277,0.83616,1.6218e-08,p0090
1.2387,0.98099,0.0012556,0.85739,0.0010346,p0091
1.2181,0.90978,0.0018614,0.65792,5.7138e-05,p0092
1.1087,0.80573,0.00090059,0.53153,8.4594e-06,p0093
1.181,0.70904,0.0053457,0.68609,5.8482e-06,p0094
1.0627,0.73425,0.0092069,0.88373,3.2272e-08,p0095
1.0167,0.70287,0.0010589,0.66223,0.00045293,p0096
1.1242,0.99075,0.00080087,0.85261,0.0019667,p0097
1.043,0.98718,0.0038766,0.81139,0.004308,p0098
1.1674,0.98592,0.0060403,0.52061,0.00087189,p0099
1.078,0.86423,0.0024778,0.64291,2.2588e-08,p0100
1.1839,0.90811,0.00086928,0.50364,5.731e-06,p0101
1.0604,0.93424,0.0017296,0.93729,1.5794e-08,p0102
1.0724,0.76557,0.0019689,0.56252,1.5117e-07,p0103
1.2031,0.85841,0.00086622,0.79804,0.00023308,p0104
1.1463,0.94154,0.0011263,0.97763,7.4568e-09,p0105
1.1182,0.8138,0.0057611,0.51773,0.00048463,p0106
1.189,0.79654,0.0094396,0.57151,2.0995e-05,p0107
1.0887,0.87009,0.0077141,0.55352,4.4442e-05,p0108
1,0.80433,0.0097736,0.99749,5.442e-08,p0109
1.2269,0.9648,0.0025995,0.85549,1.8176e-08,p0110
1.1724,0.75931,0.0043583,0.75661,7.8996e-05,p0111
1.0383,0.81781,0.00094116,0.83084,0.00067163,p0112
1.047,0.76356,0.0072323,0.51131,0.00025738,p0113
1.0115,0.83999,0.0031208,0.72933,3.6219e-06,p0114
1.0058,0.92227,0.0023876,0.96656,0.004844,p0115
1.0198,0.83711,0.0040724,0.6197,0.00030379,p0116
1.1199,0.9635,0.00060766,0.63621,0.0020688,p0117
1.247,0.96138,0.0051722,0.86374,9.7842e-05,p0118
1.2263,0.72973,0.0042238,0.86644,5.2117e-05,p0119
1.0655,0.86814,0.0011797,0.87443,9.859e-07,p0120
1.0378,0.99759,0.00011836,0.53932,3.8116e-07,p0121
1.2341,0.92406,0.0077573,0.60652,2.5566e-05,p0122
1.2168,0.75245,0.0099743,0.68118,1.2905e-05,p0123
1.1597,0.78196,9.41e-05,0.60826,8.0511e-08,p0124
1.1634,0.99147,0.00071093,0.63051,2.4836e-08,p0125
1.1356,0.96021,0.001365,0.65369,0.0034814,p0126
1.2465,0.8983,0.0094511,0.86252,9.1712e-08,p0127
1.2296,0.96623,0.0046732,0.71377,0.0037195,p0128
1.023,0.77285,0.0015526,0.52239,4.725e-07,p0129
1.2114,0.77768,0.0031803,0.88419,7.2122e-05,p0130
1.2474,0.72855,0.0081186,0.9692,3.0651e-08,p0131
1.2326,0.98058,0.0021572,0.6945,6.0586e-05,p0132
1.2137,0.73542,0.0087724,0.50595,0.0017175,p0133
1.0878,0.90411,0.0063203,0.74031,1.6236e-07,p0134
1.1777,0.83398,0.0086093,0.93536,2.91e-07,p0135
1.0837,0.80736,0.0020354,0.80443,6.7446e-05,p0136
1.0015,0.88816,0.0076155,0.58069,2.6874e-05,p0137
1.0984,0.7853,0.008294,0.82188,6.219e-07,p0138
1.06,0.84347,0.0041216,0.67704,0.00070849,p0139
1.0747,0.75291,0.001238,0.94781,0.00051905,p0140
1.1193,0.76047,0.0046335,0.73146,1.2631e-05,p0141
1.1427,0.90599,0.0099571,0.91865,0.0038684,p0142
1.1653,0.98756,0.0040938,0.68913,0.0040961,p0143
1.1871,0.84838,0.0062529,0.86829,1.2596e-07,p0144
1.0883,0.83085,0.0025831,0.76657,1.9328e-05,p0145
1.0499,0.88598,0.0049882,0.87518,2.457e-08,p0146
1.099,0.73771,0.0013124,0.81926,0.00010559,p0147
1.2196,0.72429,0.0016748,0.78946,4.3703e-08,p0148
1.0946,0.98161,0.00037392,0.80521,0.0011537,p0149
1.175,0.89671,0.0073393,0.58283,1.4492e-06,p0150
1.2055,0.84261,0.0095381,0.66861,0.001337,p0151
1.0124,0.75171,0.0090169,0.94811,1.7439e-08,p0152
1.1757,0.85491,0.0038554,0.9832,7.9282e-05,p0153
1.2022,0.74737,0.0056105,0.70625,1.5026e-08,p0154
1.1265,0.99258,0.0023307,0.53661,2.0561e-07,p0155
1.1739,0.83602,0.0053772,0.9578,0.0026667,p0156
1.0417,0.93943,0.0066021,0.9712,4.6248e-08,p0157
1.152,0.81838,0.0072187,0.71105,1.5428e-06,p0158
1.1223,0.79296,0.0043302,0.8012,0.00011402,p0159
1.1588,0.84075,0.0049485,0.90419,0.0016911,p0160
1.1002,0.94401,0.0066915,0.9345,8.292e-09,p0161
1.0475,0.93602,0.0091146,0.56543,3.4204e-06,p0162
1.0353,0.98489,0.0067992,0.95298,4.2644e-07,p0163
1.0655,0.95587,0.0062888,0.70999,6.6905e-05,p0164
1.0551,0.72303,0.0094745,0.77701,3.4209e-05,p0165
1.034,0.97656,0.0053927,0.62124,1.6621e-05,p0166
1.1371,0.85945,0.0026805,0.8928,2.5641e-07,p0167
1.04,0.8604,0.00030238,0.64138,1.222e-08,p0168
1.0276,0.71213,0.0025598,0.54519,2.9306e-05,p0169
1.1351,0.83065,0.006186,0.96247,1.3208e-08,p0170
1.0866,0.79499,0.0018136,0.7157,3.5985e-05,p0171
1.2432,0.90318,0.0084034,0.76202,0.00096749,p0172
1.115,0.84319,0.0051472,0.94241,6.5948e-08,p0173
1.0913,0.90183,0.0090581,0.88584,2.9546e-08,p0174
1.1535,0.87265,0.0065174,0.79352,0.00029619,p0175
1.026,0.97097,0.0023548,0.65541,4.8278e-08,p0176
1.1681,0.77666,0.0090776,0.77121,0.0008219,p0177
1.0687,0.82424,0.0088127,0.93237,0.00024737,p0178
1.219,0.96438,0.0072857,0.78242,0.0022276,p0179
1.162,0.92907,0.007586,0.8285,2.1428e-06,p0180
1.0693,0.79369,0.0071947,0.86951,1.296e-06,p0181
1.0661,0.76626,0.0010283,0.72163,9.0106e-09,p0182
1.1877,0.89552,0.0093059,0.73092,4.4918e-07,p0183
1.0783,0.76513,0.0093861,0.91391,9.2914e-05,p0184
1.1034,0.99668,0.0042961,0.88059,8.8047e-08,p0185
1.1732,0.86015,0.0037078,0.59664,5.2888e-09,p0186
1.1217,0.98007,0.0021358,0.74206,8.4659e-05,p0187
1.0206,0.82158,0.0079239,0.76466,1.5175e-06,p0188
1.0186,0.76755,0.001207,0.89834,7.0391e-06,p0189
1.0674,0.9277,0.0057175,0.87158,2.7999e-07,p0190
1.0909,0.9919,0.0085538,0.67472,4.7873e-06,p0191
1.145,0.89707,0.0085941,0.80033,8.3576e-06,p0192
1.0033,0.76071,0.0046872,0.78886,1.6011e-06,p0193
1.0727,0.7051,0.0060193,0.57398,1.2203e-07,p0194
1.0862,0.84981,0.0010469,0.59097,7.9922e-07,p0195
1.0735,0.88678,0.005976,0.62072,1.9972e-08,p0196
1.159,0.86795,0.0054862,0.63807,0.0002615,p0197
1.2152,0.87854,0.0032776,0.8566,8.7832e-07,p0198
1.0665,0.95079,0.0077414,0.61061,1.0584e-08,p0199
1.1294,0.91313,0.0026997,0.55456,9.1925e-09,p0200
1.19,0.71616,0.0041522,0.85312,4.9245e-07,p0201
1.1024,0.93222,0.0068863,0.55262,4.6139e-07,p0202
1.1059,0.70138,0.0077823,0.5869,0.0003334,p0203
1.2376,0.96935,0.0093242,0.92047,1.714e-08,p0204
1.2251,0.77201,0.0059547,0.94356,0.0029037,p0205
1.0308,0.94539,0.00022447,0.76921,0.0045725,p0206
1.1708,0.88734,0.0091436,0.67635,5.5529e-05,p0207
1.2423,0.98431,0.006712,0.91923,5.0909e-08,p0208
1.0929,0.82758,0.0075097,0.67509,1.0107e-05,p0209
1.2494,0.93059,0.0045349,0.89995,8.5761e-07,p0210
1.2011,0.74359,0.00083705,0.56715,2.1638e-08,p0211
1.0282,0.91226,0.0089396,0.92949,4.4744e-06,p0212
1.1888,0.91978,0.0036232,0.92295,3.6671e-07,p0213
1.1841,0.91502,0.0049766,0.64035,0.0011759,p0214
1.0859,0.90253,0.0015063,0.70541,0.00018826,p0215
1.1346,0.86301,0.003958,0.89164,1.7691e-07,p0216
1.0052,0.84482,0.0029281,0.52888,2.1513e-08,p0217
1.0182,0.79354,0.0098334,0.95665,3.3371e-05,p0218
1.2336,0.77126,0.0031993,0.89332,1.0928e-08,p0219
1.0323,0.93475,0.0087611,0.78011,3.3178e-08,p0220
1.023,0.79862,0.0014606,0.84867,3.8198e-05,p0221
1.2371,0.88893,0.0064471,0.64876,8.6749e-05,p0222
1.2356,0.81171,0.0054714,0.72598,4.0283e-06,p0223
1.2239,0.7262,0.0030762,0.72363,1.1402e-05,p0224
1.1801,0.74383,0.0088833,0.83893,1.3318e-06,p0225
1.2309,0.74557,0.0092556,0.65027,0.003517,p0226
1.0436,0.94819,0.0011573,0.53543,1.8073e-05,p0227
1.1275,0.73714,0.0073924,0.54237,1.6592e-08,p0228
1.0213,0.83924,0.0092395,0.71993,7.202e-07,p0229
1.1084,0.9245,0.0031069,0.7907,1.3639e-07,p0230
1.0796,0.94859,0.0064291,0.87678,5.1517e-06,p0231
1.1529,0.86528,0.0095094,0.85866,0.00021736,p0232
1.1645,0.76857,0.0017771,0.51491,0.00094088,p0233
1.048,0.93302,0.0048144,0.9448,0.00015181,p0234
1.0591,0.81613,0.0041916,0.56331,0.00027699,p0235
1.1305,0.90037,0.005314,0.74464,1.6308e-05,p0236
1.0071,0.87615,0.0069923,0.77932,0.0039392,p0237
1.1039,0.95004,0.0074745,0.91135,7.2214e-08,p0238
1.2207,0.95431,0.0080823,0.94034,1.756e-06,p0239
1.2447,0.91471,0.005341,0.69588,1.1886e-05,p0240
1.0758,0.76947,0.0076432,0.71616,0.00013174,p0241
1.144,0.92733,0.0087346,0.77867,1.4573e-08,p0242
1.2292,0.93662,0.0002715,0.60153,0.00017035,p0243
1.2037,0.79556,0.0015339,0.57086,0.0018878,p0244
1.1396,0.81225,0.0096139,0.95096,0.00019202,p0245
1.1489,0.78085,0.0050477,0.65936,3.764e-08,p0246
1.1213,0.74628,0.0086962,0.97545,0.0004218,p0247
1.1847,0.83823,0.0085296,0.8962,1.2066e-06,p0248
1.0491,0.70398,0.0081908,0.71233,0.00034888,p0249
1.1677,0.85442,0.0023213,0.52402,0.00010091,p0250
1.1053,0.87986,0.0066229,0.88808,0.0003822,p0251
1.2412,0.75482,0.0040092,0.87786,0.00064041,p0252
1.1433,0.9932,0.0041854,0.76585,0.00089147,p0253
1.1817,0.7922,0.0090832,0.99395,0.00010348,p0254
1.1414,0.96706,0.0045716,0.97248,5.3533e-08,p0255
1.0302,0.95977,0.004772,0.77303,1.6418e-06,p0256
1.1386,0.80858,0.0065665,0.93667,2.0533e-06,p0257
1.1785,0.94906,0.0037524,0.79566,3.9641e-06,p0258
1.0456,0.77899,0.0033603,0.84244,0.00022288,p0259
1.109,0.82078,0.00038979,0.68807,2.2209e-06,p0260
1.2232,0.72726,0.008168,0.5107,5.1847e-09,p0261
1.2104,0.90095,0.0044871,0.52985,2.7667e-05,p0262
1.2241,0.91578,0.0022116,0.55969,1.7367e-07,p0263
1.1609,0.91117,0.0055622,0.62245,5.4414e-06,p0264
1.1547,0.86728,0.0022001,0.99228,5.9673e-06,p0265
1.1697,0.8847,0.0029269,0.98581,2.6842e-08,p0266
1.0894,0.70227,0.0082616,0.59156,6.305e-06,p0267
1.1896,0.72172,0.0089949,0.68523,5.9253e-09,p0268
1.2125,0.71323,0.0038364,0.79625,3.7242e-05,p0269
1.0326,0.79433,0.0085696,0.7241,0.00016076,p0270
1.2162,0.89979,0.0096385,0.82271,0.0046443,p0271
1.1416,0.88251,0.0072652,0.85414,2.5684e-08,p0272
1.1509,0.83884,0.0036337,0.83553,1.3249e-05,p0273
1.2257,0.7294,0.0054156,0.52171,9.3676e-05,p0274
1.0218,0.9627,0.0028397,0.90665,0.0017617,p0275
1.0976,0.77562,0.0097242,0.63479,2.7464e-08,p0276
1.2312,0.98892,0.001993,0.64314,0.00090265,p0277
1.0638,0.70647,0.0033766,0.81351,2.328e-05,p0278
1.1521,0.91411,0.0039668,0.71012,0.00059458,p0279
1.1962,0.71032,0.0098064,0.86796,1.1174e-08,p0280
1.1143,0.7542,0.0038129,0.60093,8.7464e-06,p0281
1.2069,0.76442,0.0038927,0.78496,5.1875e-07,p0282
1.1239,0.91271,0.0078453,0.67163,0.00011939,p0283
1.0397,0.97142,0.0026083,0.59362,2.1314e-05,p0284
1.0923,0.89799,0.0061123,0.99946,2.4244e-07,p0285
1.1994,0.9391,0.0088313,0.96421,9.3942e-08,p0286
1.0268,0.82511,0.001752,0.91673,0.00015468,p0287
1.1951,0.73958,0.0078783,0.66017,8.5178e-08,p0288
1.2392,0.98236,0.00036681,0.72842,3.1201e-07,p0289
1.1563,0.98923,0.0021832,0.65633,0.0012578,p0290
1.1829,0.89296,0.0030199,0.64987,6.5302e-09,p0291
1.0288,0.71436,0.008149,0.7222,5.7323e-09,p0292
1.0203,0.93356,0.0086675,0.78632,1.4808e-05,p0293
1.007,0.83541,0.0037029,0.7747,3.0487e-06,p0294
1.0159,0.89033,0.0069671,0.82548,0.002168,p0295
1.1712,0.90654,0.0020225,0.57858,4.5115e-08,p0296
1.094,0.83249,0.001575,0.613,5.6133e-07,p0297
1.1077,0.85774,0.0095617,0.65164,6.3381e-05,p0298
1.1865,0.78469,0.002898,0.80687,0.00061009,p0299
1.0239,0.88513,0.0048585,0.98468,7.9208e-06,p0300
1.2247,0.8256,0.0048283,0.58345,3.3968e-07,p0301
1.1794,0.74753,0.0051372,0.51606,1.3629e-05,p0302
1.1798,0.95256,0.0071298,0.59836,1.559e-05,p0303
1.2129,0.70326,0.0097053,0.66147,6.8856e-08,p0304
1.1311,0.73612,0.0022345,0.91754,0.0010714,p0305
1.1823,0.91821,0.0067546,0.59436,0.0018096,p0306
1.2318,0.8316,0.00065175,0.98937,1.4182e-06,p0307
1.2401,0.97455,0.0033273,0.52378,7.0993e-09,p0308
1.031,0.78875,0.0013703,0.85052,3.5597e-06,p0309
1.0062,0.97402,0.0083653,0.78736,4.6908e-06,p0310
1.1454,0.90725,0.00018274,0.70802,7.3858e-05,p0311
1.2048,0.95878,0.0075644,0.56031,9.4855e-07,p0312
1.0714,0.8523,0.002067,0.91004,2.5539e-06,p0313
1.2215,0.75032,0.0028496,0.67061,0.00057366,p0314
1.0453,0.89111,0.0010889,0.68754,5.5287e-05,p0315
1.0163,0.82711,0.00077658,0.53212,9.0107e-05,p0316
1.0255,0.82357,0.0083573,0.70758,3.8399e-07,p0317
1.149,0.76239,0.0064189,0.62306,3.7455e-08,p0318
1.0527,0.97494,0.0011328,0.76393,2.7845e-05,p0319
1.064,0.8663,0.0049,0.50717,0.00016438,p0320
1.2002,0.80463,0.001871,0.50059,0.0032988,p0321
1.1096,0.97818,0.0084762,0.5435,1.7168e-07,p0322
1.2229,0.8194,0.0042367,0.84146,6.5962e-09,p0323
1.0559,0.87792,0.0035183,0.60542,1.9337e-06,p0324
1.2428,0.84575,0.0067244,0.82633,7.3279e-06,p0325
1.2438,0.77044,0.0097826,0.74559,1.0973e-06,p0326
1.0489,0.94081,0.0023949,0.82915,8.4869e-07,p0327
1.0047,0.96685,0.0068793,0.90305,0.0013207,p0328
1.1619,0.99618,0.0021185,0.73261,2.9807e-06,p0329
1.2081,0.93547,0.0056627,0.64723,0.00018285,p0330
1.0292,0.95132,0.003552,0.83989,2.2939e-07,p0331
1.1321,0.9232,0.0057331,0.80303,5.2745e-05,p0332
1.0105,0.90111,0.0058403,0.84779,4.1897e-05,p0333
1.1468,0.81338,0.0035811,0.61125,4.058e-05,p0334
1.0522,0.94037,0.0085084,0.54642,9.918e-06,p0335
1.008,0.95269,0.0074462,0.67286,1.4241e-08,p0336
1.117,0.73481,0.0012165,0.69814,0.0012385,p0337
1.0507,0.8945,0.001906,0.85186,0.0007457,p0338
1.111,0.74022,0.0034024,0.83128,2.4061e-05,p0339
1.0584,0.99433,0.0060544,0.54869,0.0014374,p0340
1.1947,0.89608,0.0026574,0.80941,1.1361e-07,p0341
1.0766,0.91744,0.0020779,0.59261,2.5278e-05,p0342
1.1153,0.99503,0.0027554,0.91297,1.4335e-05,p0343
1.0501,0.74953,0.0032185,0.90885,2.3493e-06,p0344
1.2302,0.79747,0.0044853,0.7581,6.2112e-09,p0345
1.0359,0.93115,0.0087942,0.66441,8.1094e-09,p0346
1.2204,0.83347,0.0065282,0.86088,1.4606e-07,p0347
1.2096,0.79823,0.0099267,0.94619,0.0033958,p0348
1.1049,0.92652,0.0071777,0.77262,5.8958e-07,p0349
1.2382,0.8819,0.0049355,0.67376,0.0011909,p0350
1.1102,0.85245,0.008643,0.62868,0.0004021,p0351
1.1913,0.73202,0.0079979,0.62485,1.4116e-07,p0352
1.2043,0.76152,0.0040337,0.6584,5.8377e-09,p0353
1.1703,0.79159,0.0080508,0.6637,0.00014264,p0354
1.136,0.84934,0.0070795,0.80287,5.7807e-08,p0355
1.2186,0.71291,0.0067821,0.87855,9.5293e-07,p0356
1.2092,0.74594,0.0058674,0.99825,0.00041166,p0357
1.1026,0.96781,0.0014143,0.50464,0.00078071,p0358
1.1134,0.96848,0.009857,0.79991,2.1923e-07,p0359
1.1726,0.82822,0.0044134,0.68063,1.0203e-06,p0360
1.137,0.77719,0.0052242,0.76065,1.4178e-07,p0361
1.0789,0.81024,0.0030037,0.70206,4.1021e-07,p0362
1.0442,0.85126,0.001913,0.7538,1.311e-08,p0363
1.1971,0.88077,0.009653,0.72774,0.0014829,p0364
1.0824,0.94686,0.00032699,0.96086,0.00026889,p0365
1.2418,0.9304,0.00097884,0.94184,0.0025271,p0366
1.1646,0.80319,0.0044543,0.87232,0.00066027,p0367
1.017,0.97248,0.0068281,0.60491,0.0015739,p0368
1.1937,0.88389,0.0074181,0.52554,3.4488e-07,p0369
1.1231,0.80357,0.0043254,0.58951,5.5865e-08,p0370
1.0761,0.84774,0.0098933,0.55758,1.043e-08,p0371
1.065,0.97894,0.0086336,0.99404,3.2688e-07,p0372
1.1404,0.95143,0.00058296,0.66679,8.1795e-06,p0373
1.0903,0.80531,0.0078217,0.51298,5.3086e-07,p0374
1.084,0.87476,0.0073545,0.99587,1.2369e-05,p0375
1.2173,0.858,0.00025658,0.92413,2.1142e-07,p0376
1.037,0.82274,0.0034637,0.91552,4.9001e-07,p0377
1.0699,0.90508,0.0071035,0.83469,0.00080498,p0378
1.1885,0.94258,0.00051777,0.53714,2.4859e-07,p0379
1.0957,0.71,0.0003493,0.71707,4.3967e-05,p0380
1.1187,0.70715,0.0024647,0.75175,3.4703e-08,p0381
1.003,0.75078,0.0081257,0.64498,0.00020982,p0382
1.1536,0.87176,0.0069559,0.7686,0.00012393,p0383
1.1768,0.71946,0.00044718,0.89471,6.0223e-07,p0384
1.1809,0.79924,0.0026328,0.92538,0.0030308,p0385
1.2484,0.85311,0.0043752,0.89771,5.4356e-09,p0386
1.1376,0.93813,0.0066719,0.92849,1.0124e-08,p0387
1.2479,0.97595,0.0093685,0.61834,4.2763e-06,p0388
1.1968,0.86325,0.0059267,0.9802,2.7887e-08,p0389
1.0332,0.82414,0.006861,0.69987,0.0027397,p0390
1.0449,0.70883,0.0052394,0.86481,4.0996e-08,p0391
1.16,0.71159,0.0018314,0.93914,0.00047136,p0392
1.1341,0.80908,0.007439,0.71404,3.4738e-05,p0393
1.0223,0.73965,0.0050871,0.75936,6.4578e-08,p0394
1.1977,0.76256,0.0061658,0.87337,4.2599e-08,p0395
1.1008,0.88985,0.0050222,0.98715,1.9129e-08,p0396
1.0038,0.7111,0.0070504,0.50151,2.3868e-06,p0397
1.0117,0.85375,0.0013379,0.55171,9.3865e-06,p0398
1.0372,0.75526,0.0029477,0.82799,3.2264e-05,p0399
1.0512,0.99901,0.0050669,0.66961,0.00012729,p0400
1.0483,0.77808,0.0014818,0.73662,1.8739e-05,p0401
1.0464,0.83461,0.0063311,0.69098,3.9692e-05,p0402
1.1775,0.85029,0.0028223,0.69223,1.1304e-07,p0403
1.0024,0.7325,0.0080052,0.57451,3.6054e-08,p0404
1.0411,0.71864,0.00042378,0.73321,1.5508e-05,p0405
1.1384,0.80092,0.0050371,0.93854,1.1576e-06,p0406
1.1763,0.72504,0.0063714,0.92316,1.0899e-06,p0407
1.0391,0.77534,0.0072605,0.88785,0.00051688,p0408
1.2367,0.81129,0.0052963,0.66576,1.9885e-05,p0409
1.1908,0.79702,0.0025025,0.69602,3.8156e-06,p0410
1.1124,0.99973,0.0010082,0.83203,9.0866e-08,p0411
1.2349,0.71719,0.00013242,0.78182,0.0014617,p0412
1.1931,0.88055,0.0094197,0.70057,3.5769e-07,p0413
1.1159,0.94749,0.0025403,0.98221,5.174e-08,p0414
1.0716,0.78731,0.0055742,0.55859,0.00044021,p0415
1.1541,0.99825,0.0059094,0.79745,7.6603e-05,p0416
1.1267,0.73009,0.0084888,0.94511,6.3125e-08,p0417
1.1475,0.8157,0.0060687,0.67973,0.00054627,p0418
1.0992,0.98293,0.0091662,0.81832,1.8243e-07,p0419
1.2332,0.9767,0.00016747,0.88956,7.4232e-08,p0420
1.0571,0.98852,0.0025197,0.75799,1.9915e-07,p0421
1.1305,0.74826,0.0034452,0.71842,4.7955e-05,p0422
1.0088,0.78364,0.0094942,0.99077,0.00043655,p0423
1.0954,0.87655,0.0090255,0.50826,2.0847e-08,p0424
1.1689,0.78454,0.0032326,0.69376,1.8643e-06,p0425
1.178,0.74135,0.0012899,0.86138,4.1254e-06,p0426
1.1258,0.8175,0.0080321,0.63263,1.7238e-05,p0427
1.0851,0.77493,0.0037302,0.75549,7.4925e-07,p0428
1.0744,0.83773,0.0016127,0.56444,6.4551e-07,p0429
1.0318,0.89901,0.0054395,0.62608,4.4993e-06,p0430
1.1666,0.73111,0.0062105,0.59911,0.00014734,p0431
1.0146,0.96547,0.0060852,0.98671,2.0022e-06,p0432
1.2062,0.92583,0.0047522,0.90989,0.00023089,p0433
