wind_speed,swr,Phys.par/C_shelter,Phys.par/Kz_ak,Phys.par/Kz_ak_ice,par_id
1.1224,0.86499,0.10558,0.078747,0.0043211,p034
0.87898,1.0327,0.16737,0.21217,0.0061928,p035
0.81955,0.88608,0.17555,0.19586,0.0083221,p036
0.96277,0.98161,0.16207,0.068639,0.0086901,p037
1.079,1.1331,0.16661,0.14662,0.0040248,p038
1.1995,1.044,0.11539,0.019852,0.0012696,p039
1.0312,0.97685,0.13873,0.13026,0.0079695,p040
1.1266,0.8281,0.1786,0.20027,0.00097617,p041
0.85311,1.1757,0.14397,0.24898,0.0076267,p042
0.87242,0.90421,0.10144,0.065314,0.0031275,p043
1.1165,0.90382,0.10785,0.29286,0.0035612,p044
1.0638,1.0677,0.14442,0.28703,0.00029069,p045
1.098,1.1287,0.19159,0.26501,0.0048335,p046
0.85014,0.95769,0.10689,0.17459,0.0016262,p047
1.0084,1.0828,0.15514,0.013487,0.0037699,p048
1.153,1.0117,0.14557,0.13335,0.0052959,p049
1.0382,0.84642,0.10836,0.18058,0.002312,p050
1.0576,1.056,0.11049,0.091913,0.0032545,p051
1.0183,1.1625,0.12412,0.050511,0.0085319,p052
1.0157,1.0631,0.12942,0.15845,0.0023409,p053
1.0543,1.1946,0.15184,0.045119,0.0038648,p054
1.0214,1.0073,0.15941,0.22264,0.0021754,p055
0.86008,1.0279,0.16984,0.30648,0.0046845,p056
0.95008,0.89432,0.13159,0.28973,0.0054345,p057
1.1473,1.0192,0.1035,0.15144,0.0045454,p058
0.82053,0.82359,0.13614,0.2331,0.0017062,p059
0.80804,0.92265,0.18292,0.20669,0.0050772,p060
0.91659,0.80844,0.15273,0.24249,0.0066124,p061
0.88537,0.98498,0.13313,0.30146,0.0068484,p062
1.043,0.9157,0.11107,0.083219,0.0035466,p063
0.85744,1.0915,0.19602,0.28378,0.0050361,p064
1.1916,0.88188,0.15762,0.10649,0.0042242,p065
0.88229,0.84891,0.17281,0.030262,0.0060408,p066
1.0486,1.0687,0.10953,0.10979,0.0066998,p067
1.1933,1.015,0.11314,0.11874,0.0020925,p068
0.82475,1.1679,0.17366,0.039748,0.00026584,p069
0.83258,1.0853,0.19236,0.18972,0.006053,p070
0.94344,0.83396,0.122,0.13534,0.0084001,p071
1.1368,0.93214,0.14028,0.10147,0.0070502,p072
1.1298,0.80336,0.15806,0.30023,0.00063623,p073
0.87046,1.1847,0.14237,0.099126,0.0019663,p074
0.8078,1.171,0.10432,0.18407,0.00049488,p075
0.86792,1.0231,0.1657,0.2404,0.0044604,p076
0.89231,0.91112,0.14199,0.08608,0.0086018,p077
1.1752,0.80627,0.16132,0.25806,0.00079333,p078
0.93434,1.1891,0.12226,0.14341,0.0052169,p079
0.9897,0.85676,0.16077,0.27735,0.0015409,p080
0.92256,0.99188,0.12653,0.16287,0.00042201,p081
0.97995,1.0749,0.19088,0.28176,0.003949,p082
1.1868,0.96163,0.13275,0.19478,0.0065308,p083
1.1707,1.1262,0.13718,0.20943,0.0030993,p084
1.1433,0.8431,0.19786,0.27053,0.0030207,p085
1.1625,1.1548,0.16406,0.25187,0.0011881,p086
1.1772,1.0419,0.18055,0.1679,0.0028364,p087
1.0944,0.96866,0.11219,0.17858,0.0041223,p088
1.1821,1.0391,0.17727,0.0032509,0.0062465,p089
0.80048,1.0539,0.17953,0.27407,0.0080511,p090
1.159,0.89653,0.19942,0.035269,0.00084255,p091
0.95968,0.82646,0.18386,0.073371,0.0087679,p092
0.90213,0.94206,0.18908,0.13928,0.0053557,p093
0.93118,1.0317,0.17072,0.18708,0.0072881,p094
1.152,0.87953,0.16817,0.14043,0.0067853,p095
0.92733,0.93789,0.12803,0.25444,0.0044221,p096
0.93825,0.99926,0.1955,0.090915,0.0074021,p097
0.89076,1.1508,0.11728,0.21786,0.00058664,p098
1.0876,1.1449,0.18608,0.24506,0.0013586,p099
1.0469,0.96787,0.11839,0.15428,0.0028748,p100
