wind_speed,swr,fetch_lk,c_relax_C,par_id
0.87759,1.0779,30042,0.07082,p0147
0.89346,1.132,46173,0.092477,p0148
0.91677,1.0607,44763,0.022043,p0149
0.82186,1.1365,59883,0.0069084,p0150
0.87685,1.0699,31366,0.0031141,p0151
1.1363,0.91874,64935,0.092034,p0152
0.94591,1.0552,47077,0.04285,p0153
1.0889,1.1836,56848,0.0034538,p0154
0.89724,1.1532,72696,0.046118,p0155
1.0731,1.1585,10232,0.077757,p0156
1.0023,0.91759,24952,0.021334,p0157
1.1733,1.0345,68941,0.058138,p0158
1.1677,1.0027,37848,0.029841,p0159
1.023,0.93964,22142,0.061993,p0160
1.0056,0.88742,62693,0.062803,p0161
0.80419,1.1992,40116,0.0389,p0162
1.1394,1.1557,37813,0.027038,p0163
1.1996,0.97684,38546,0.015769,p0164
1.0335,1.1062,14392,0.085372,p0165
1.114,0.9107,58297,0.040639,p0166
1.0076,1.0295,39885,0.072344,p0167
0.94989,0.92347,58206,0.063804,p0168
1.0206,0.83363,59286,0.063326,p0169
0.8369,0.89936,30136,0.067189,p0170
0.96402,1.0901,31134,0.048635,p0171
0.94023,0.93226,41105,0.03337,p0172
0.88206,1.1511,34915,0.031902,p0173
1.0038,1.1148,57418,0.09454,p0174
0.86644,0.90313,59529,0.06958,p0175
0.94252,1.0258,49776,0.051573,p0176
0.90604,1.0972,70674,0.012519,p0177
1.1414,0.96431,18995,0.061257,p0178
0.83627,1.0723,52729,0.05637,p0179
1.0538,1.1484,27301,0.029762,p0180
1.01,1.0658,41832,0.028009,p0181
0.90077,0.96735,944.37,0.03992,p0182
1.0459,1.0016,50640,0.088795,p0183
0.85245,1.0409,13503,0.064658,p0184
0.93593,0.80438,53639,0.022665,p0185
1.0277,0.90703,49244,0.079186,p0186
0.96222,0.86894,3507.6,0.041416,p0187
1.0613,1.1731,65662,0.07628,p0188
1.0992,0.82105,13878,0.067649,p0189
1.0501,1.1922,50908,0.059568,p0190
0.86552,0.88324,56712,0.028703,p0191
1.034,0.83265,72220,0.031479,p0192
1.1386,1.0454,49218,0.046215,p0193
0.96194,0.96921,50349,0.019763,p0194
0.8305,0.81724,27478,0.036088,p0195
1.1582,0.83455,742.03,0.034901,p0196
1.1897,1.1875,66557,0.083532,p0197
1.127,0.92284,61042,0.058657,p0198
1.0214,1.0075,21261,0.013775,p0199
1.1605,1.0951,6898.1,0.087261,p0200
0.94762,1.1229,35981,0.073953,p0201
0.87103,0.91508,44613,0.018364,p0202
0.88369,0.95309,16109,0.053535,p0203
1.0165,0.96231,19734,0.023182,p0204
1.1233,1.0738,15817,0.093744,p0205
0.92825,1.0911,30881,0.063288,p0206
0.98653,0.88905,57842,0.0095392,p0207
1.1009,0.9114,45867,0.099425,p0208
0.90744,1.1965,33169,0.053733,p0209
0.91623,1.1409,26130,0.090521,p0210
1.0149,1.0287,40283,0.0070625,p0211
0.98947,0.90001,64092,0.078162,p0212
1.0127,1.0941,57772,0.049383,p0213
0.84583,0.83579,30243,0.055949,p0214
0.92707,1.0029,23549,0.062475,p0215
1.1122,1.0467,42607,0.0022944,p0216
1.0547,0.89719,73385,0.089726,p0217
0.94466,0.85794,1978.5,0.081203,p0218
0.89772,1.1928,60979,0.084785,p0219
0.86869,1.1843,20176,0.022506,p0220
0.87472,0.94363,7946.6,0.059319,p0221
1.1595,1.1754,3918.9,0.023085,p0222
1.1076,0.94484,55995,0.094236,p0223
0.91742,0.87413,69244,0.024385,p0224
0.91012,0.8948,10967,0.00087935,p0225
1.1791,0.98325,45752,0.018494,p0226
1.0687,1.1108,1386,0.045705,p0227
0.81212,1.1288,35733,0.036752,p0228
0.93852,1.0272,69052,0.00027635,p0229
0.86437,1.117,62559,0.0017144,p0230
1.1096,1.0161,51033,0.091651,p0231
0.84687,1.0694,71941,0.048489,p0232
0.91354,0.94562,8362.3,0.069477,p0233
1.0161,0.97844,23075,0.08432,p0234
0.93701,0.94875,46880,0.0059008,p0235
1.1316,0.95374,61721,0.076935,p0236
1.0043,0.9578,74926,0.04873,p0237
0.83503,1.113,28804,0.026277,p0238
0.85023,0.96271,16241,0.065305,p0239
1.0958,0.9411,48704,0.014501,p0240
0.94902,0.9257,34634,0.0012174,p0241
0.84457,1.1662,73219,0.089346,p0242
1.031,0.87551,66137,0.033721,p0243
0.90807,1.1493,65468,0.088025,p0244
0.86005,0.87698,7797.4,0.061086,p0245
0.97196,1.1217,18537,0.081017,p0246
1.098,1.1383,698.53,0.071072,p0247
0.939,0.98044,45272,0.068648,p0248
0.96942,1.0955,61504,0.048811,p0249
1.0712,0.84788,4285.2,0.095506,p0250
1.0585,0.85214,9520.7,0.098319,p0251
1.0806,1.1254,35201,0.08005,p0252
0.99367,0.97624,19202,0.075093,p0253
1.1545,0.97498,6830.5,0.053183,p0254
1.1309,1.1904,42751,0.025449,p0255
1.1652,1.0692,26976,0.020975,p0256
1.0001,0.81573,13833,0.0074089,p0257
1.0186,1.0335,65998,0.097897,p0258
0.80701,1.0033,32891,0.067226,p0259
1.033,0.93411,35943,0.055073,p0260
1.1562,0.87648,23007,0.077398,p0261
0.92118,0.91578,26803,0.025855,p0262
1.1715,0.82852,67966,0.036483,p0263
0.93132,0.98721,66406,0.072867,p0264
1.0711,0.87299,28312,0.051771,p0265
0.80815,1.0131,66436,0.068468,p0266
0.98469,0.88647,53436,0.088903,p0267
0.98174,0.93629,66740,0.0054401,p0268
0.83805,1.0373,32555,0.036313,p0269
1.1154,1.1065,7610.5,0.084698,p0270
0.99235,1.0947,44514,0.076471,p0271
0.81266,1.0019,31320,0.013001,p0272
1.0791,0.90234,42736,0.04825,p0273
1.1044,0.94748,3973.5,0.01759,p0274
1.1495,0.90368,6060.2,0.042504,p0275
1.0783,1.1327,25673,0.038726,p0276
0.82409,0.99897,51780,0.039704,p0277
1.1372,1.1986,30599,0.098543,p0278
1.0177,1.1789,24734,0.048931,p0279
0.91907,1.1186,58904,0.045002,p0280
1.1703,1.1484,13580,0.0192,p0281
1.1921,0.83496,73051,0.060893,p0282
1.0623,0.88024,70491,0.008479,p0283
0.86566,0.80615,22028,0.027453,p0284
1.0222,0.95039,21742,0.030372,p0285
0.93339,1.0435,39495,0.0026006,p0286
0.80896,1.162,37687,0.086276,p0287
1.0371,1.0114,4117.6,0.033304,p0288
0.84044,0.82464,60377,0.011863,p0289
0.92484,0.91176,29910,0.052378,p0290
1.1418,0.83066,2950.8,0.070054,p0291
1.046,1.1263,12286,0.066467,p0292
0.83424,0.89435,20290,0.03129,p0293
0.85239,1.178,43781,0.077664,p0294
1.0878,0.93775,30364,0.027623,p0295
1.0354,1.1388,18278,0.050376,p0296
1.0662,0.88957,49676,0.047687,p0297
1.0411,1.0406,55397,0.018529,p0298
0.91043,1.1211,40943,0.029981,p0299
0.90415,1.0363,73203,0.038607,p0300
0.98582,1.1038,27707,0.078547,p0301
1.0365,0.9244,52937,0.08528,p0302
0.83338,1.1374,20457,0.00059444,p0303
0.89597,1.057,58979,0.020701,p0304
1.115,1.0199,15184,0.031393,p0305
1.0211,0.89801,14138,0.053986,p0306
1.0345,0.82836,43673,0.029234,p0307
0.96628,1.0357,5301.7,0.064338,p0308
1.1511,1.0645,63395,0.062161,p0309
0.88182,1.1323,5055.5,0.099694,p0310
0.89212,0.98707,20751,0.084886,p0311
1.0677,1.1293,54620,0.094016,p0312
1.0643,1.0999,70115,0.00012622,p0313
0.97806,0.80546,8930.3,0.0030091,p0314
0.89428,0.82363,67074,0.087085,p0315
0.81165,1.1103,30815,0.044656,p0316
1.1229,0.87771,67788,0.051229,p0317
0.87262,0.91666,5022.9,0.0067298,p0318
0.88896,0.94822,57447,0.035267,p0319
1.1773,1.0795,14850,0.021129,p0320
1.1168,0.89188,29312,0.023529,p0321
0.91119,0.88419,56254,0.064415,p0322
0.97345,1.0365,61077,0.093141,p0323
0.99068,1.1283,17177,0.0019122,p0324
0.80549,1.1018,36484,0.0062661,p0325
0.94353,1.0932,40141,0.07708,p0326
1.0236,1.1133,51401,0.02897,p0327
0.97514,0.97547,19993,0.088605,p0328
0.97614,0.87835,29042,0.00063861,p0329
0.92075,1.144,7124.1,0.0082136,p0330
1.138,0.92546,54446,0.014877,p0331
0.90657,0.96515,52313,0.037604,p0332
1.1986,1.1144,67718,0.044214,p0333
1.0112,1.1335,51939,0.049718,p0334
0.82366,0.86623,1873.6,0.034591,p0335
0.87994,1.1871,10289,0.017849,p0336
1.1475,1.174,40359,0.044748,p0337
0.98878,0.80916,50333,0.069778,p0338
1.1522,0.92275,10686,0.076081,p0339
1.1062,1.1548,61796,0.054342,p0340
0.88157,1.1521,68840,0.032006,p0341
0.99913,1.0065,8228.6,0.079445,p0342
0.88428,0.8601,12627,0.0074976,p0343
0.9216,1.0832,21866,0.01108,p0344
1.1391,1.0786,14623,0.099128,p0345
1.1599,0.89133,73350,0.077407,p0346
0.97695,0.99358,39053,0.016584,p0347
1.1951,1.1701,61858,0.014382,p0348
0.85551,1.0891,63700,0.051061,p0349
0.87234,1.1771,37590,0.042092,p0350
1.1454,1.108,22766,0.085,p0351
1.1973,0.95661,44982,0.071793,p0352
0.92321,0.90926,22788,0.094142,p0353
0.80961,0.85401,42302,0.016126,p0354
1.0381,0.95465,20957,0.043377,p0355
1.1482,1.0303,57895,0.016632,p0356
0.86902,1.1351,31464,0.00038445,p0357
1.1635,1.1197,9430,0.046537,p0358
0.90365,1.0049,58333,0.063503,p0359
1.1824,0.86955,60750,0.06293,p0360
1.0448,1.0574,10408,0.039186,p0361
0.91212,0.98575,54926,0.077523,p0362
0.97387,0.86522,64604,0.050071,p0363
0.80851,1.1811,8667.9,0.024902,p0364
0.82536,1.0217,29454,0.0081452,p0365
1.1915,0.83022,13073,0.080534,p0366
1.0561,1.164,17443,0.081826,p0367
1.1651,0.84964,28153,0.023479,p0368
0.87492,0.90073,53600,0.094685,p0369
0.91785,0.85451,5951.8,0.060247,p0370
0.85694,1.0206,61330,0.0355,p0371
1.1046,0.81168,26892,0.057842,p0372
1.1687,1.0281,42143,0.08857,p0373
0.80794,0.94547,45166,0.043725,p0374
0.88616,0.94068,11704,0.073538,p0375
1.0526,0.96836,60903,0.064818,p0376
1.1103,1.1256,46311,0.081539,p0377
0.98096,1.1455,60843,0.072085,p0378
0.81383,1.1313,58126,0.089966,p0379
0.9557,1.1274,28288,0.090688,p0380
0.94167,0.99087,43926,0.020429,p0381
0.95306,0.84219,44007,0.098624,p0382
1.091,0.98935,38382,0.06055,p0383
1.0968,0.90433,10592,0.090939,p0384
1.1407,0.99856,18105,0.086443,p0385
0.90879,0.97562,52084,0.029509,p0386
0.83543,1.1032,74280,0.091265,p0387
0.90254,0.96195,35477,0.021983,p0388
0.8064,0.88094,70003,0.093826,p0389
0.88855,0.84342,15580,0.054922,p0390
1.1486,1.0993,38686,0.0026764,p0391
1.0751,1.0038,17032,0.082749,p0392
1.025,0.86455,5774.6,0.046829,p0393
0.93274,0.85601,63134,0.084233,p0394
1.1179,1.0443,32197,0.045204,p0395
1.104,0.86651,10457,0.049957,p0396
0.95168,0.93514,28025,0.071603,p0397
1.1077,1.1183,57093,0.082993,p0398
1.0304,1.1277,21373,0.088211,p0399
1.1183,1.1116,19280,0.088367,p0400
1.0153,0.89985,62807,0.019678,p0401
1.0269,1.0534,30691,0.053049,p0402
1.1349,0.92845,50153,0.065091,p0403
0.86685,0.84073,47022,0.065644,p0404
0.83767,1.1819,53535,0.0092638,p0405
1.0363,0.97399,22372,0.067425,p0406
1.1619,0.99027,53291,0.0017026,p0407
1.1557,1.0173,66083,0.065293,p0408
0.8731,1.081,9127.1,0.017173,p0409
0.85424,0.84889,67363,0.062032,p0410
1.1278,0.82522,71833,0.056687,p0411
1.0137,0.9921,34791,0.084196,p0412
0.81347,0.9797,4928,0.087849,p0413
0.93032,0.81808,37943,0.0013535,p0414
1.1468,1.0081,49388,0.089187,p0415
1.1528,0.86304,21167,0.098066,p0416
0.8544,0.89773,26583,0.051951,p0417
0.82229,1.0471,65423,0.063551,p0418
0.96863,1.1566,52663,0.019583,p0419
0.8993,0.92778,49958,0.032359,p0420
1.1765,0.94008,13622,0.013511,p0421
1.176,1.1575,7385.1,0.065834,p0422
1.0296,1.0762,16824,0.072292,p0423
0.8104,1.1352,6155.1,0.093536,p0424
1.0087,1.0478,42372,0.073341,p0425
0.93641,0.82798,35247,0.017015,p0426
0.81466,0.81866,28408,0.046957,p0427
1.167,1.0045,42007,0.073747,p0428
0.81904,1.1833,52160,0.059632,p0429
1.1214,1.0685,2166.3,0.054894,p0430
1.1744,1.1089,46682,0.094728,p0431
0.85166,0.87355,32363,0.011587,p0432
0.9917,1.0168,34197,0.013105,p0433
1.0471,1.1951,28852,0.040802,p0434
1.0304,1.0711,35570,0.043038,p0435
0.80463,1.0664,20062,0.097039,p0436
0.82086,0.80052,70018,0.052903,p0437
0.97877,0.86704,26771,0.043186,p0438
1.0029,0.92939,6696.6,0.02609,p0439
0.97769,1.1959,42866,0.085809,p0440
0.99466,1.0125,23899,0.054722,p0441
0.82507,0.83911,67253,0.031109,p0442
0.94728,1.142,52249,0.024059,p0443
0.97544,0.9269,26254,0.033602,p0444
0.94713,0.88518,59080,0.033428,p0445
1.0893,1.0487,2033.7,0.093001,p0446
1.0598,0.97425,12521,0.0088633,p0447
1.1931,0.9783,16550,0.057643,p0448
1.1107,0.97258,62918,0.061349,p0449
1.1219,0.81554,67616,0.0052877,p0450
1.197,1.1879,74835,0.064746,p0451
0.85097,1.1208,47707,0.044834,p0452
1.0702,1.1767,41904,0.041869,p0453
1.1802,1.1514,59797,0.0066373,p0454
0.83448,0.92082,67453,0.040034,p0455
1.12,0.9587,12180,0.032029,p0456
0.89629,0.9574,22915,0.096478,p0457
1.1209,1.0823,11249,0.036894,p0458
0.83234,0.84012,70256,0.055742,p0459
0.94106,0.99937,54301,0.065705,p0460
0.99998,1.1378,72159,0.043881,p0461
1.0952,0.957,40827,0.069633,p0462
1.0812,1.0012,72852,0.099959,p0463
1.1021,1.1989,65797,0.048363,p0464
1.1331,0.96906,33974,0.020118,p0465
0.98342,0.80817,53221,0.028282,p0466
0.82341,1.0836,45972,0.086776,p0467
0.96739,0.84612,36228,0.042273,p0468
1.1476,1.0505,21629,0.070784,p0469
1.0472,0.88613,10755,0.089888,p0470
0.98074,1.0542,57308,0.024222,p0471
0.84926,1.0846,61977,0.02331,p0472
0.88075,0.91609,33348,0.03614,p0473
1.0225,0.9468,48577,0.00712,p0474
0.85586,0.91282,59865,0.056583,p0475
0.94647,0.80266,42460,0.03847,p0476
0.93469,0.9427,4404.4,0.06511,p0477
0.84185,1.0623,47479,0.0051738,p0478
0.99106,0.9852,63944,0.062402,p0479
1.1253,0.97668,23844,0.0077995,p0480
0.84222,0.8517,30951,0.061652,p0481
0.86316,0.83991,61596,0.032544,p0482
1.0923,0.9718,39217,0.050199,p0483
0.92871,0.83196,57135,0.065941,p0484
1.1459,1.1745,47634,0.0063378,p0485
0.93988,1.1396,40592,0.01399,p0486
1.0572,0.89305,18700,0.045439,p0487
1.1489,0.83158,55710,0.0037054,p0488
1.0408,0.90149,74010,0.024562,p0489
0.81523,1.162,48981,0.071479,p0490
0.9988,0.90515,70766,0.044133,p0491
1.1274,0.94613,40306,0.014712,p0492
0.95685,1.1009,64046,0.078086,p0493
0.86247,0.845,16479,0.018757,p0494
0.94502,1.1563,26521,0.043442,p0495
1.1994,1.1245,17689,0.010295,p0496
0.84837,0.8323,48329,0.060633,p0497
0.96713,1.0851,9816,0.017803,p0498
1.1126,0.93001,17804,0.0015369,p0499
0.89532,0.85973,31635,0.099737,p0500
0.83367,0.80958,67530,0.0090157,p0501
1.1736,1.042,51218,0.013469,p0502
1.007,1.0972,2332.4,0.0097383,p0503
0.89014,0.89521,25333,0.082469,p0504
0.86327,1.1982,3274.5,0.05344,p0505
0.89962,1.053,13127,0.0020713,p0506
0.93408,1.1006,44197,0.070168,p0507
0.86229,1.0211,5710.6,0.035523,p0508
0.88567,1.0238,41205,0.075908,p0509
1.0926,0.85584,63345,0.068011,p0510
0.85333,0.95988,15064,0.053827,p0511
0.88328,1.1154,25572,0.010178,p0512
0.89812,0.98087,71021,0.086098,p0513
0.85723,1.0355,15677,0.07325,p0514
0.92313,0.98202,13378,0.076612,p0515
1.1666,1.1649,72603,0.056862,p0516
0.99579,1.1937,58553,0.095654,p0517
0.83161,0.99258,11530,0.013359,p0518
1.1132,1.1735,14455,0.099872,p0519
0.90555,0.98008,33028,0.083094,p0520
1.0297,0.98878,28085,0.059713,p0521
0.9523,0.94971,47423,0.066389,p0522
1.1956,0.92076,43495,0.092316,p0523
1.0517,0.81466,48516,0.079888,p0524
1.1553,1.0898,43458,0.041271,p0525
0.85046,1.16,9155.3,0.018023,p0526
0.97919,0.92202,33068,0.0056641,p0527
1.0107,0.89639,53845,0.080958,p0528
0.80348,0.85699,2280.3,0.057426,p0529
1.0549,1.0099,45909,0.057085,p0530
1.1829,0.85268,4181,0.04553,p0531
1.1981,1.0349,64714,0.054557,p0532
1.0202,1.167,68568,0.03078,p0533
1.0024,1.0344,3354.6,0.070419,p0534
0.84394,1.0449,12759,0.050703,p0535
1.0937,1.175,19414,0.015694,p0536
1.0007,1.0867,27102,0.09349,p0537
0.96455,1.0306,65694,0.0050757,p0538
1.0705,1.0176,39809,0.072714,p0539
0.8867,1.0628,38442,0.03741,p0540
1.1423,0.89646,27888,0.067313,p0541
1.1769,1.1541,26689,0.048552,p0542
0.84012,1.0372,41041,0.0049303,p0543
1.0191,0.97321,41721,0.076818,p0544
0.80376,1.0484,63883,0.068149,p0545
1.1927,1.1432,6427.5,0.062285,p0546
0.86078,1.1997,34126,0.085462,p0547
1.0737,1.1225,14226,0.019444,p0548
0.97987,1.033,9933.7,0.058521,p0549
0.95928,0.98998,21925,0.010997,p0550
1.0727,1.1775,16392,0.037607,p0551
0.83888,0.81219,53381,0.00072594,p0552
0.9131,0.87093,12256,0.033692,p0553
0.86152,0.93385,7219.2,0.060085,p0554
0.90084,0.95489,69642,0.041748,p0555
0.83597,0.84272,52955,0.086661,p0556
1.0045,0.8467,5815.8,0.076728,p0557
1.1354,0.91995,19487,0.068577,p0558
0.83156,0.80456,14552,0.090788,p0559
0.9707,1.1461,32814,0.077956,p0560
0.99804,1.0509,2619.1,0.0040121,p0561
0.96308,1.092,6278.6,0.082218,p0562
1.1303,0.82644,43009,0.028483,p0563
0.85399,1.0231,17372,0.066725,p0564
1.0427,1.1417,17255,0.061531,p0565
1.1613,0.99978,31999,0.065419,p0566
0.92137,0.87149,2436.6,0.028006,p0567
0.90517,0.86096,34289,0.092224,p0568
0.90704,0.83652,16677,0.040116,p0569
1.087,1.012,38828,0.014663,p0570
1.1834,0.87041,68486,0.058863,p0571
1.0096,1.0744,3102.6,0.04456,p0572
1.1252,0.84456,36393,0.051832,p0573
0.81433,1.0799,72393,0.083784,p0574
0.88315,1.0984,13312,0.0060794,p0575
0.8663,0.9724,42586,0.04321,p0576
0.86504,1.1499,74894,0.010536,p0577
0.89048,0.87889,39740,0.082567,p0578
1.0945,1.0837,29686,0.074247,p0579
1.0445,0.94686,31647,0.026622,p0580
0.99491,1.0772,56480,0.035993,p0581
1.1837,1.1594,64746,0.096047,p0582
1.0717,1.1554,38270,0.020005,p0583
0.87799,1.0215,24122,0.034685,p0584
0.88718,1.133,7835.9,0.010684,p0585
1.0625,1.1163,17490,0.057712,p0586
0.88508,0.83524,73468,0.080766,p0587
1.0488,0.92417,6553.8,0.078208,p0588
0.84764,0.97139,11666,0.020058,p0589
0.87434,0.97472,16906,0.011989,p0590
0.90894,0.87382,13706,0.047372,p0591
0.80045,0.89231,60399,0.0482,p0592
1.0169,0.8034,40763,0.0046703,p0593
1.1517,1.1625,56659,0.040469,p0594
1.0775,1.0272,18415,0.082023,p0595
1.1966,1.1547,68733,0.052527,p0596
0.92461,0.9261,51309,0.071309,p0597
1.0952,0.92913,49148,0.011777,p0598
1.0644,1.1115,7284.4,0.067959,p0599
0.93393,1.0789,50247,0.0061356,p0600
0.90295,0.85038,41352,0.052801,p0601
0.86958,0.96352,49590,0.031705,p0602
0.82065,0.90746,55237,0.027154,p0603
0.92618,1.0148,23169,0.049574,p0604
0.82806,0.89244,61208,0.080871,p0605
1.1402,0.95906,52832,0.040584,p0606
1.0173,0.81619,59488,0.083901,p0607
1.1223,1.0475,15726,0.042907,p0608
1.0975,0.90478,24380,0.010498,p0609
1.0134,0.9863,72950,0.068283,p0610
0.84156,0.98558,39403,0.010377,p0611
0.971,1.1579,67248,0.084036,p0612
1.0565,0.96018,69455,0.027345,p0613
1.1779,0.96707,47170,0.066616,p0614
0.95326,1.0327,50020,0.091571,p0615
1.0061,1.1447,27825,0.034182,p0616
0.91589,1.1459,27381,0.010052,p0617
1.1098,0.99473,51506,0.09048,p0618
1.0897,1.1536,68055,0.098847,p0619
1.0874,0.98125,54032,0.012218,p0620
1.0669,0.84851,61375,0.081747,p0621
0.87665,1.0801,40707,0.016332,p0622
0.87527,1.1026,11318,0.078726,p0623
1.1372,0.81925,23402,0.061499,p0624
1.0776,1.0538,38734,0.068981,p0625
1.0328,1.1608,2506.1,0.053353,p0626
1.0667,1.049,67019,0.091194,p0627
0.80636,0.87994,25049,0.0086781,p0628
