wind_speed,swr,a_seiche,q_nn,k_min,par_id
0.95907,0.91638,0.11044,0.21664,3.0836e-13,p0032
1.0489,0.96395,0.014633,0.85604,2.7533e-05,p0033
0.87367,1.052,0.25629,0.78415,9.8051e-12,p0034
1.0246,0.95332,0.27892,0.54485,4.6505e-13,p0035
0.90872,1.0804,0.17034,0.7246,1.0032e-12,p0036
1.1556,0.9471,0.28062,0.34415,8.2924e-08,p0037
0.80909,0.88558,0.25191,0.82731,9.0336e-14,p0038
0.96833,0.94133,0.071835,0.72675,2.3981e-10,p0039
1.0708,0.98821,0.0078619,0.93447,1.2538e-07,p0040
1.1121,0.85721,0.29765,0.33857,1.2753e-08,p0041
1.1546,0.98116,9.6744e-05,0.75366,5.1566e-15,p0042
1.1638,1.141,0.14099,0.25011,9.297e-05,p0043
0.85849,1.0797,0.22957,0.47889,6.0515e-11,p0044
1.1793,1.031,0.28911,0.35259,0.0004219,p0045
0.91779,1.0165,0.21142,0.8724,2.8184e-10,p0046
1.0646,1.0737,0.13345,0.2862,1.8051e-13,p0047
1.1898,0.95244,0.11039,0.99526,0.00036742,p0048
0.96027,1.1715,0.15863,0.53876,3.5962e-06,p0049
0.82582,1.038,0.25699,0.9479,2.3998e-06,p0050
1.0641,1.1612,0.26866,0.4177,7.9452e-11,p0051
1.1648,1.0402,0.27074,0.52117,2.9703e-08,p0052
1.0219,0.85986,0.27194,0.7086,6.255e-05,p0053
0.97595,0.83504,0.18777,0.80142,2.3997e-11,p0054
0.85757,1.0447,0.11409,0.24546,5.5843e-10,p0055
0.84934,0.9616,0.17522,0.44942,2.3792e-14,p0056
0.91127,1.1998,0.051058,0.72786,7.6582e-13,p0057
1.0407,0.80631,0.13771,0.25174,1.664e-11,p0058
1.1255,0.85915,0.12185,0.54754,9.5374e-07,p0059
1.1865,1.039,0.17232,0.48908,4.2707e-09,p0060
0.80849,0.87351,0.020592,0.48869,8.9354e-10,p0061
0.96135,1.0544,0.22504,0.71257,9.4525e-12,p0062
0.94078,0.82918,0.15096,0.41263,1.0501e-06,p0063
0.84996,0.95292,0.29982,0.54061,1.191e-06,p0064
1.1116,0.95976,0.21575,0.55362,1.7282e-10,p0065
0.86403,0.83432,0.085784,0.65781,1.5962e-08,p0066
1.0494,1.0755,0.094086,0.92541,6.1356e-10,p0067
1.1407,1.1225,0.00164,0.65127,1.2556e-09,p0068
0.98479,0.93777,0.0097083,0.46297,3.4071e-08,p0069
1.1706,1.0333,0.011551,0.46224,6.9835e-08,p0070
1.0212,1.0424,0.12694,0.57203,1.1522e-07,p0071
1.0629,1.1538,0.11861,0.53586,9.5892e-05,p0072
0.80988,0.90572,0.050097,0.81479,1.7479e-09,p0073
0.93545,1.1556,0.20839,0.74993,1.8163e-12,p0074
0.98288,1.0095,0.087384,0.37737,5.2174e-07,p0075
1.0046,0.83458,0.23105,0.40213,4.6866e-10,p0076
1.0363,0.81489,0.24987,0.55772,1.3906e-12,p0077
0.9768,1.1522,0.20213,0.60347,5.4217e-10,p0078
1.0174,0.85695,0.17902,0.21557,1.071e-11,p0079
1.1487,1.073,0.25038,0.33366,3.2854e-05,p0080
1.1665,1.0949,0.11892,0.95353,0.00013099,p0081
1.1656,0.87222,0.01432,0.79081,1.9536e-08,p0082
0.82607,0.9464,0.11848,0.78819,1.06e-10,p0083
0.92721,1.0147,0.17052,0.895,4.3007e-12,p0084
1.0796,0.97623,0.21186,0.49932,3.4386e-14,p0085
1.0155,1.1414,0.072625,0.96406,5.0487e-14,p0086
1.1042,1.1761,0.24064,0.82483,2.7778e-12,p0087
0.83541,0.86775,0.080016,0.45996,1.0582e-13,p0088
1.0889,1.0021,0.23322,0.53248,8.1147e-07,p0089
1.0012,1.0708,0.14496,0.36268,1.1495e-05,p0090
0.90185,0.84177,0.22129,0.23969,2.9529e-13,p0091
1.0163,1.1469,0.15003,0.993,8.6639e-14,p0092
1.198,0.91508,0.17589,0.55525,5.1114e-11,p0093
1.1988,1.0628,0.18905,0.76369,7.9211e-15,p0094
0.92021,1.0442,0.10503,0.57563,1.2793e-07,p0095
0.88882,1.0081,0.15966,0.85233,9.6979e-11,p0096
0.96979,0.96083,0.046439,0.68314,1.3362e-08,p0097
1.101,1.1373,0.24286,0.80175,8.4614e-08,p0098
0.83881,1.0649,0.12607,0.28858,3.2896e-12,p0099
0.88834,1.1573,0.18148,0.73505,7.8667e-08,p0100
0.99665,0.80507,0.29962,0.70722,6.371e-05,p0101
1.1345,1.1665,0.28646,0.23329,2.0151e-12,p0102
0.99939,1.1395,0.21632,0.86475,2.6079e-08,p0103
0.92893,0.87086,0.16712,0.6805,0.00014518,p0104
1.1169,0.94243,0.15891,0.43307,0.00027726,p0105
0.95738,0.83197,0.24626,0.83857,9.3489e-07,p0106
1.0183,1.0747,0.25932,0.89394,7.4092e-13,p0107
1.0576,0.91776,0.11645,0.85147,1.4491e-09,p0108
0.93346,0.89679,0.28445,0.79508,9.3653e-14,p0109
1.1054,1.1233,0.22739,0.69271,7.3144e-12,p0110
1.0705,1.0101,0.24302,0.57131,3.3557e-10,p0111
0.97524,0.8652,0.13584,0.82045,0.00047503,p0112
1.0505,1.0978,0.14168,0.93546,2.4532e-14,p0113
0.89377,1.1272,0.27131,0.54206,6.867e-15,p0114
0.81299,0.9451,0.045369,0.3615,0.0001162,p0115
0.83152,1.1313,0.29894,0.73848,0.00021767,p0116
1.0624,1.118,0.25441,0.46105,1.1433e-06,p0117
0.86216,0.88009,0.15539,0.59929,3.8829e-14,p0118
0.96421,1.132,0.11971,0.80789,1.7012e-08,p0119
1.0524,0.84628,0.2625,0.46659,6.0605e-07,p0120
0.97307,0.9356,0.20607,0.63092,1.8623e-06,p0121
0.91985,0.84732,0.1633,0.93612,5.4371e-15,p0122
1.106,1.1826,0.091837,0.61924,5.3084e-08,p0123
1.0195,1.1862,0.27667,0.59779,3.4315e-10,p0124
0.99257,0.87943,0.066423,0.88831,1.7926e-09,p0125
1.1718,0.91285,0.23474,0.52997,3.8695e-06,p0126
1.1,1.1635,0.059423,0.61307,1.3412e-07,p0127
0.80375,1.0766,0.01879,0.90521,1.1851e-13,p0128
1.1007,1.0269,0.28703,0.37898,2.2872e-06,p0129
1.0759,0.82945,0.19665,0.44361,6.336e-14,p0130
0.85213,1.1333,0.20979,0.70352,1.8415e-11,p0131
1.1235,1.1103,0.2127,0.28642,3.0353e-12,p0132
1.1166,0.88452,0.053284,0.37647,5.618e-11,p0133
1.1361,1.0774,0.069425,0.75589,2.0019e-10,p0134
1.0828,1.1817,0.1679,0.60486,4.3286e-11,p0135
0.83763,1.0236,0.12025,0.99384,6.5169e-05,p0136
0.9497,1.0431,0.2485,0.58823,1.1984e-08,p0137
1.0396,1.1885,0.21946,0.56181,7.6546e-09,p0138
1.179,0.81653,0.25092,0.20034,1.2408e-05,p0139
0.99338,1.0751,0.2738,0.58575,2.6144e-13,p0140
0.87633,1.1445,0.21453,0.72902,1.1556e-10,p0141
0.89784,0.94892,0.066626,0.72168,1.2091e-07,p0142
0.81525,1.1659,0.098313,0.98735,7.2945e-10,p0143
1.0528,0.8897,0.27277,0.48978,4.1014e-14,p0144
0.8283,0.99399,0.15321,0.98828,1.6111e-13,p0145
1.1461,0.94025,0.04024,0.4423,6.1263e-06,p0146
0.95595,0.97935,0.003424,0.23466,1.756e-11,p0147
1.0917,1.1841,0.10448,0.86231,1.1985e-12,p0148
1.0286,1.0964,0.14835,0.82269,5.3209e-14,p0149
1.0428,0.96508,0.0066508,0.45803,1.1345e-13,p0150
1.1094,0.9307,0.10932,0.69297,1.4379e-13,p0151
1.0191,0.82456,0.23043,0.42607,8.0044e-12,p0152
0.90063,0.88728,0.0076067,0.54123,1.2649e-10,p0153
0.95697,0.92569,0.070496,0.94555,1.1325e-07,p0154
1.0448,0.84388,0.24924,0.62665,5.8e-09,p0155
0.95453,1.1052,0.070008,0.26211,9.6131e-07,p0156
1.0111,1.1398,0.26667,0.98889,8.4929e-10,p0157
0.87494,0.98262,0.093779,0.37387,4.8744e-12,p0158
0.95761,1.064,0.13231,0.84875,1.0042e-05,p0159
1.1892,0.9879,0.15462,0.62567,6.4747e-11,p0160
1.1911,0.87858,0.089318,0.42477,3.2208e-13,p0161
0.82841,1.0209,0.28267,0.40794,2.0878e-07,p0162
0.87171,1.0109,0.20765,0.35856,2.7088e-14,p0163
1.1709,1.1602,0.072123,0.70557,6.2918e-06,p0164
1.1926,1.165,0.29858,0.92283,4.137e-11,p0165
0.97663,1.0906,0.10531,0.43921,7.0793e-10,p0166
1.0387,1.0328,0.06204,0.97398,2.7784e-07,p0167
1.0049,1.0123,0.21781,0.5196,1.7103e-13,p0168
0.8605,0.86313,0.17512,0.44022,3.004e-09,p0169
1.0257,1.0901,0.18959,0.96985,2.3066e-09,p0170
0.96041,1.0363,0.22419,0.93794,3.9665e-05,p0171
0.81812,0.84822,0.13751,0.659,2.194e-05,p0172
0.97479,0.85078,0.1321,0.9902,1.7501e-12,p0173
0.82305,0.88435,0.24126,0.72542,2.5089e-05,p0174
0.81884,0.98538,0.22925,0.90621,4.0506e-09,p0175
0.89108,0.82631,0.086938,0.48047,0.000318,p0176
0.84104,0.92016,0.054651,0.23415,8.2827e-13,p0177
1.1109,0.80692,0.16999,0.97942,3.0192e-06,p0178
1.1045,0.97814,0.054166,0.24775,2.1787e-09,p0179
1.16,1.1772,0.034508,0.3322,1.079e-13,p0180
1.1459,1.1256,0.041039,0.48447,1.7229e-14,p0181
0.96596,1.1544,0.024174,0.71452,1.9026e-13,p0182
0.92101,0.85562,0.28027,0.97498,1.0342e-06,p0183
0.90926,0.98304,0.20716,0.82426,1.9319e-13,p0184
1.1264,0.99518,0.22913,0.69988,0.00011304,p0185
0.95015,1.0415,0.023021,0.30019,5.45e-11,p0186
1.1414,0.95156,0.13425,0.35504,5.4652e-08,p0187
0.9077,0.96255,0.0086745,0.65203,2.4687e-09,p0188
0.82391,0.98459,0.19096,0.67248,6.6593e-12,p0189
0.93128,0.97221,0.16633,0.76682,1.6084e-07,p0190
0.93599,0.8415,0.1123,0.50183,2.0749e-13,p0191
1.0068,1.0879,0.17971,0.41182,1.5594e-13,p0192
1.1901,0.88397,0.012492,0.89592,2.5837e-13,p0193
1.1126,1.0175,0.26807,0.8559,6.6051e-09,p0194
0.83077,1.1356,0.094235,0.59297,3.3196e-08,p0195
0.81434,1.0688,0.12483,0.68418,1.0349e-12,p0196
0.80031,1.1251,0.18239,0.31269,1.1083e-08,p0197
1.1476,1.1175,0.033671,0.43006,1.0461e-08,p0198
0.8501,0.88211,0.28996,0.74318,6.6224e-11,p0199
1.1315,1.1733,0.15601,0.81199,2.6697e-11,p0200
1.059,1.0794,0.24998,0.45515,0.00039514,p0201
0.88969,0.80871,0.097678,0.41355,1.3866e-06,p0202
1.0346,1.014,0.09731,0.72845,1.9949e-14,p0203
0.98627,0.88259,0.039504,0.31405,6.4978e-14,p0204
1.151,0.89813,0.12332,0.63559,5.3546e-15,p0205
1.129,1.1908,0.12403,0.66027,4.7231e-09,p0206
0.81092,0.91815,0.23624,0.37201,1.1192e-12,p0207
1.154,0.80988,0.24738,0.72,5.5972e-10,p0208
0.87259,0.84668,0.11607,0.88067,7.9766e-11,p0209
1.0148,0.81749,0.27638,0.43151,0.00018043,p0210
1.1412,0.92087,0.22302,0.83645,3.2267e-05,p0211
0.84779,1.1214,0.0093044,0.80684,4.8606e-09,p0212
0.80138,1.0887,0.19406,0.4657,1.1525e-06,p0213
1.1091,1.0874,0.13669,0.74738,3.9916e-10,p0214
0.97722,0.82487,0.23838,0.24121,2.304e-07,p0215
1.1418,0.9189,0.037925,0.51092,1.8267e-06,p0216
0.9205,0.94623,0.053798,0.88215,2.5103e-07,p0217
0.91532,1.1812,0.036064,0.25408,1.9751e-09,p0218
0.92162,1.1594,0.18414,0.9828,1.4668e-10,p0219
0.81392,1.1137,0.16817,0.34276,1.8752e-08,p0220
0.85648,1.1661,0.13017,0.97612,6.419e-07,p0221
1.0479,0.90887,0.11196,0.31937,1.2082e-11,p0222
1.1514,1.0563,0.16376,0.80254,3.9335e-11,p0223
0.80816,0.96784,0.060156,0.81775,8.1634e-12,p0224
1.122,0.96025,0.13922,0.36632,1.0853e-11,p0225
0.99804,0.81379,0.29057,0.83281,4.9859e-09,p0226
0.83724,1.0616,0.22495,0.45697,2.3663e-05,p0227
0.84301,1.0204,0.034341,0.61881,2.2252e-13,p0228
0.80665,1.138,0.095118,0.29663,2.607e-11,p0229
0.92878,0.84479,0.22533,0.99773,1.3117e-07,p0230
1.0603,0.86386,0.297,0.47565,1.1307e-09,p0231
0.82651,0.97426,0.13508,0.56037,3.8671e-12,p0232
1.1145,1.079,0.07708,0.49775,7.763e-15,p0233
1.1892,0.97307,0.12165,0.79309,5.3936e-13,p0234
0.89219,1.1278,0.081052,0.69122,3.7256e-10,p0235
0.95398,0.84095,0.23161,0.36714,0.00013743,p0236
1.0863,0.82105,0.26537,0.51339,8.4803e-06,p0237
0.87123,0.87681,0.031439,0.56743,2.7536e-13,p0238
0.87533,0.88717,0.1447,0.75968,8.7277e-08,p0239
0.98408,0.95867,0.22382,0.83486,9.4615e-08,p0240
0.82144,1.0347,0.065469,0.85816,6.0638e-05,p0241
1.159,1.1835,0.26761,0.92752,6.9614e-05,p0242
1.1422,1.1114,0.064927,0.74433,5.6951e-05,p0243
0.91298,1.1907,0.29233,0.73974,0.00010432,p0244
0.80045,1.0372,0.14195,0.71003,2.2854e-12,p0245
0.85454,0.95489,0.17641,0.69104,1.3888e-08,p0246
1.1204,0.8455,0.15217,0.69728,3.4998e-11,p0247
1.025,0.93198,0.24371,0.2491,7.0675e-06,p0248
0.8517,1.0385,0.24056,0.89148,3.4331e-05,p0249
0.88641,1.1622,0.11079,0.44841,6.7725e-06,p0250
0.91465,1.0358,0.17421,0.51716,4.3627e-14,p0251
1.0741,1.1055,0.25437,0.86298,3.0733e-05,p0252
1.0436,0.83632,0.28253,0.27896,2.7925e-14,p0253
1.052,1.0382,0.25525,0.57396,3.5862e-09,p0254
0.82272,0.98328,0.048529,0.35715,3.3422e-14,p0255
1.0566,1.1356,0.0029616,0.32888,3.2245e-10,p0256
0.96221,1.1142,0.21245,0.60959,3.2842e-09,p0257
1.1523,0.93902,0.29812,0.49842,4.1993e-12,p0258
1.1382,0.94362,0.02321,0.45298,1.3003e-11,p0259
1.0283,1.1848,0.28538,0.22569,1.5416e-09,p0260
0.97831,0.98382,0.23345,0.52255,5.3183e-05,p0261
1.0811,0.96077,0.096501,0.9141,1.8066e-14,p0262
0.88376,1.0838,0.17746,0.38449,5.469e-05,p0263
1.0592,0.82962,0.20019,0.85947,9.063e-15,p0264
1.1222,1.0265,0.15634,0.32968,2.1421e-14,p0265
1.0226,0.99708,0.069808,0.3499,3.374e-07,p0266
1.0536,1.0787,0.22109,0.98227,9.7539e-06,p0267
0.90819,0.99466,0.10607,0.80503,3.621e-11,p0268
0.91594,0.92621,0.28114,0.91937,9.2655e-15,p0269
0.94839,1.0479,0.061187,0.39063,2.8392e-05,p0270
1.1753,0.97504,0.27777,0.73793,3.4748e-06,p0271
0.96106,0.89957,0.21084,0.79163,1.6331e-05,p0272
1.0662,0.81848,0.055286,0.99131,8.7594e-07,p0273
1.1874,0.90685,0.091353,0.43639,2.3371e-13,p0274
1.1738,1.1246,0.147,0.89786,1.0181e-10,p0275
0.88955,1.0398,0.12646,0.23004,5.2689e-10,p0276
1.1027,1.0553,0.022471,0.38386,8.047e-06,p0277
1.1493,0.98756,0.02177,0.59846,5.9176e-10,p0278
1.0533,1.1098,0.25604,0.3309,6.0408e-08,p0279
1.0416,0.87046,0.13456,0.36923,1.8784e-09,p0280
1.0138,0.85348,0.27575,0.39656,9.9079e-14,p0281
1.0904,0.9997,0.26843,0.78254,4.0474e-07,p0282
1.1672,1.121,0.24949,0.84737,2.8815e-08,p0283
1.0075,0.85109,0.18324,0.63221,4.3699e-10,p0284
1.1277,0.95003,0.20353,0.53064,5.0751e-05,p0285
0.97152,1.144,0.16857,0.92869,0.00012956,p0286
1.1616,0.93533,0.21179,0.9547,5.7964e-10,p0287
1.1769,0.91867,0.2067,0.28744,6.6277e-14,p0288
0.90263,0.81805,0.27154,0.5369,1.5769e-09,p0289
1.1377,1.1695,0.17614,0.95012,7.7379e-11,p0290
1.0991,0.85144,0.12313,0.75127,1.6507e-07,p0291
1.0453,1.0127,0.075512,0.86107,1.0217e-13,p0292
1.0235,0.97199,0.11501,0.62238,1.3043e-09,p0293
1.07,1.1728,0.2772,0.69773,1.5752e-10,p0294
1.1134,1.0365,0.20791,0.95244,5.2175e-13,p0295
0.95177,0.84685,0.12541,0.52176,2.6465e-09,p0296
1.1586,0.96447,0.14578,0.92477,3.4674e-09,p0297
1.1958,0.80462,0.20087,0.29879,6.3518e-09,p0298
0.85063,1.148,0.26577,0.38779,1.4985e-06,p0299
1.102,0.97027,0.23006,0.52607,2.5443e-12,p0300
0.86495,0.87411,0.05348,0.41977,0.0004533,p0301
1.1272,1.0708,0.27611,0.27235,8.1768e-14,p0302
0.80713,0.90498,0.064295,0.30558,1.1068e-13,p0303
0.96395,1.0251,0.2141,0.22526,1.1848e-14,p0304
0.9922,0.96723,0.069262,0.47921,8.2773e-09,p0305
0.93268,0.81583,0.024974,0.49377,1.8264e-08,p0306
1.1847,0.95726,0.057325,0.93215,0.00040692,p0307
1.155,0.90874,0.27413,0.87579,3.543e-14,p0308
0.90013,0.87537,0.27258,0.50636,4.7303e-12,p0309
1.0125,0.93474,0.18379,0.61076,3.0486e-08,p0310
0.80626,1.0727,0.16755,0.77964,3.0767e-07,p0311
1.0165,1.0982,0.12084,0.30729,1.7277e-07,p0312
0.86638,1.1222,0.22257,0.32737,3.2963e-11,p0313
0.91891,0.80015,0.24469,0.20736,4.4439e-07,p0314
0.88189,1.0516,0.0070401,0.5963,7.3849e-14,p0315
0.94911,0.91997,0.011804,0.45243,0.00025781,p0316
1.0667,0.90559,0.14777,0.60233,2.8786e-09,p0317
1.1184,0.82811,0.13353,0.93682,1.5827e-07,p0318
0.94757,1.1607,0.059911,0.86621,4.1708e-08,p0319
0.98174,1.0259,0.20379,0.58102,2.8519e-14,p0320
0.83962,0.87517,0.015723,0.9676,1.7509e-14,p0321
1.1186,0.91958,0.25079,0.49687,2.9996e-11,p0322
1.1662,1.0224,0.19324,0.84267,6.9247e-12,p0323
0.95527,1.181,0.28181,0.99856,2.8832e-07,p0324
0.87662,0.89914,0.0683,0.65283,4.8539e-11,p0325
1.0095,0.81884,0.084948,0.34227,1.8678e-14,p0326
0.9936,1.0419,0.08903,0.69474,7.1875e-09,p0327
1.182,0.99226,0.19494,0.81211,0.00017623,p0328
1.1239,1.0068,0.037549,0.77138,5.044e-07,p0329
0.83315,1.0305,0.036927,0.48106,1.3902e-07,p0330
0.83406,1.0634,0.2756,0.83949,4.9447e-13,p0331
0.82021,1.1971,0.012928,0.44639,8.7884e-10,p0332
1.1431,1.0861,0.0089265,0.70609,7.4316e-15,p0333
0.80402,0.92799,0.2344,0.28214,7.6175e-10,p0334
1.1359,0.84213,0.046758,0.43682,7.747e-05,p0335
1.1623,0.90788,0.10273,0.56625,8.5904e-12,p0336
1.1251,1.0829,0.2044,0.36437,3.5939e-13,p0337
0.94292,1.0004,0.043501,0.55616,8.3811e-10,p0338
1.0769,1.0896,0.29602,0.68218,2.6089e-10,p0339
1.0242,0.90448,0.1164,0.61002,2.9892e-10,p0340
1.1132,1.0318,0.048117,0.55209,2.8888e-11,p0341
0.99083,0.91442,0.10489,0.40275,7.0263e-09,p0342
0.86373,0.98067,0.24226,0.44704,1.5406e-07,p0343
0.89403,0.85832,0.17462,0.82585,2.5556e-08,p0344
1.1726,0.88354,0.27479,0.81547,0.00020124,p0345
0.86268,1.1336,0.0020779,0.45547,9.7892e-11,p0346
0.85108,1.0672,0.00072707,0.78055,2.0994e-07,p0347
1.0879,1.1416,0.19686,0.69897,3.7483e-07,p0348
0.93643,1.1867,0.19532,0.9408,1.5126e-05,p0349
1.0398,0.92443,0.25287,0.98497,0.00018366,p0350
0.8195,1.023,0.10031,0.87125,1.1371e-11,p0351
1.0572,1.0819,0.29427,0.70001,9.934e-15,p0352
0.82953,0.9417,0.16586,0.52041,9.4108e-06,p0353
0.99504,0.81611,0.20402,0.28047,1.6915e-10,p0354
1.1625,1.1498,0.2779,0.79528,2.3346e-08,p0355
0.89153,1.1637,0.14437,0.33739,1.1988e-05,p0356
0.81961,0.86443,0.262,0.90744,3.9904e-09,p0357
0.83644,0.81016,0.1043,0.78535,5.488e-14,p0358
1.1324,1.1779,0.14234,0.55343,2.269e-05,p0359
1.1634,1.0573,0.18652,0.39335,5.255e-14,p0360
1.1576,1.0471,0.20108,0.35977,1.6153e-12,p0361
1.1072,0.83036,0.062317,0.23061,0.00015756,p0362
0.89949,0.82697,0.087118,0.21764,2.8332e-06,p0363
0.84489,1.0244,0.21967,0.51494,1.7408e-05,p0364
0.95416,0.97055,0.058586,0.72376,6.9632e-14,p0365
1.0255,0.94952,0.06884,0.26394,5.276e-07,p0366
1.0086,0.80257,0.078892,0.31819,1.6395e-05,p0367
1.1176,0.86715,0.084559,0.76789,2.2046e-06,p0368
1.0619,0.9281,0.19607,0.7999,1.0374e-05,p0369
1.1714,0.99591,0.18516,0.22812,1.2758e-11,p0370
1.0497,0.99761,0.14272,0.77305,1.7341e-06,p0371
1.0331,0.87633,0.14034,0.85363,7.2487e-06,p0372
0.85787,0.8203,0.025548,0.21493,5.6392e-14,p0373
1.0542,0.97893,0.11277,0.66579,3.9635e-08,p0374
0.87694,0.96842,0.078302,0.80391,4.801e-06,p0375
1.1338,1.0821,0.15392,0.70181,2.2248e-07,p0376
0.9384,0.85413,0.1238,0.30677,1.3409e-12,p0377
0.84839,1.013,0.017105,0.29786,5.5051e-08,p0378
0.9598,0.91094,0.26434,0.66256,9.881e-07,p0379
0.8682,0.83805,0.18674,0.87694,6.9191e-07,p0380
1.1829,0.89353,0.021493,0.93358,7.6217e-05,p0381
1.1632,0.84955,0.15746,0.68919,8.4682e-06,p0382
1.1198,0.9036,0.035997,0.73307,2.1291e-06,p0383
0.82721,0.93307,0.11395,0.90397,7.9267e-13,p0384
0.97767,1.1983,0.15241,0.62079,7.5657e-10,p0385
0.96241,1.0743,0.26477,0.2468,3.8131e-05,p0386
1.0774,0.91334,0.22327,0.77045,3.5904e-08,p0387
1.1827,0.87776,0.13304,0.31056,4.0425e-06,p0388
0.89801,1.0937,0.063145,0.8337,4.4714e-06,p0389
0.99985,1.1611,0.23502,0.78335,2.0089e-06,p0390
0.9892,0.8531,0.016223,0.71583,2.5804e-09,p0391
0.99136,1.1489,0.16704,0.64975,1.233e-05,p0392
0.87224,1.1365,0.2469,0.82091,2.1144e-05,p0393
0.97088,1.0299,0.17842,0.34942,1.2384e-06,p0394
1.012,0.98651,0.14548,0.58471,2.4092e-07,p0395
1.1229,0.89724,0.050477,0.58771,5.9797e-09,p0396
1.17,0.82582,0.05557,0.59228,0.00048629,p0397
1.058,1.1494,0.13692,0.25874,1.0766e-07,p0398
0.90481,1.0485,0.25809,0.77452,1.1784e-07,p0399
0.99061,0.87448,0.05229,0.54922,6.3461e-07,p0400
0.88298,0.81197,0.11113,0.39854,3.2231e-07,p0401
0.8873,1.0596,0.08428,0.6482,9.0863e-09,p0402
0.85335,0.81527,0.28954,0.22655,1.6e-09,p0403
0.80305,1.1404,0.010974,0.353,3.3669e-09,p0404
1.0835,1.1989,0.26607,0.22907,1.3355e-09,p0405
1.0323,1.0813,0.044687,0.48619,7.6225e-15,p0406
1.0528,0.99908,0.090118,0.3746,0.00030289,p0407
0.85563,1.0304,0.21627,0.40505,1.7893e-05,p0408
1.0924,0.93966,0.071068,0.72996,6.2461e-13,p0409
0.84725,1.0715,0.22227,0.70317,9.5852e-15,p0410
0.83812,0.83922,0.039617,0.70084,1.6066e-14,p0411
1.0821,0.82391,0.21861,0.38909,2.7871e-09,p0412
0.98929,1.0034,0.08346,0.21947,2.9377e-06,p0413
0.94588,0.92357,0.24789,0.72112,3.1048e-05,p0414
0.98767,1.0641,0.025461,0.54309,5.3171e-06,p0415
1.0279,1.1124,0.29558,0.77908,1.6282e-10,p0416
0.95624,0.95632,0.20529,0.29203,4.0454e-12,p0417
1.0768,1.1503,0.14729,0.20895,1.4209e-06,p0418
0.895,0.92304,0.0046285,0.67675,5.7176e-13,p0419
1.139,0.99019,0.027842,0.61127,3.4788e-10,p0420
0.89287,0.9169,0.18067,0.63641,4.5569e-12,p0421
0.82682,1.0057,0.22179,0.98566,1.4189e-07,p0422
1.0604,1.1091,0.041275,0.29083,1.5565e-12,p0423
1.197,1.1324,0.27054,0.97119,2.2147e-06,p0424
1.0816,1.001,0.1692,0.20406,1.2225e-11,p0425
1.1498,1.1178,0.16123,0.2364,2.2494e-10,p0426
1.147,1.0847,0.076343,0.56348,4.5593e-06,p0427
1.0669,1.1629,0.034125,0.35067,1.0012e-13,p0428
0.9874,0.92382,0.15805,0.59128,4.568e-08,p0429
0.9137,0.92151,0.24773,0.5969,5.1446e-08,p0430
0.88694,0.98979,0.10365,0.49151,5.8773e-15,p0431
0.81745,0.91157,0.2238,0.75709,1.2719e-12,p0432
1.0303,1.0768,0.26126,0.59107,1.9543e-14,p0433
1.0857,1.0159,0.083914,0.57902,5.2395e-12,p0434
0.88038,0.86871,0.01789,0.4748,3.4237e-11,p0435
1.0131,0.85864,0.061443,0.40143,1.5745e-12,p0436
1.0239,1.0869,0.018475,0.9218,1.0627e-12,p0437
1.0357,1.1793,0.098511,0.24451,6.3082e-15,p0438
0.95052,1.106,0.24439,0.84538,1.0957e-10,p0439
