wind_speed,fetch_lk,c_relax_C,par_id
0.84186,72888,0.066792,p00544
0.83805,54720,0.088068,p00545
0.98682,64098,0.075604,p00546
0.87648,62735,0.069484,p00547
1.0775,52382,0.032665,p00548
1.1386,73544,0.070708,p00549
1.0449,66771,0.068474,p00550
1.0667,70394,0.090191,p00551
1.1903,59791,0.096771,p00552
0.94991,70043,0.024882,p00553
1.1436,60229,0.06275,p00554
1.1762,52036,0.099409,p00555
0.846,53021,0.082306,p00556
0.86689,57683,0.028868,p00557
0.93386,52187,0.042651,p00558
0.83315,55861,0.063173,p00559
1.0757,51541,0.092934,p00560
0.86308,73735,0.014447,p00561
1.1394,65790,0.081497,p00562
1.0542,52526,0.0059621,p00563
0.98694,57949,0.089336,p00564
0.8995,63196,0.00070204,p00565
0.8958,65464,0.049565,p00566
0.82746,67573,0.065573,p00567
1.0148,59076,0.029309,p00568
0.90146,56121,0.091213,p00569
1.1014,72491,0.097154,p00570
1.0761,50463,0.094321,p00571
0.89133,50252,0.082238,p00572
1.1498,70924,0.009796,p00573
1.1172,74550,0.0036664,p00574
0.92427,53154,0.026537,p00575
0.8078,50208,0.067404,p00576
0.85943,69898,0.0089106,p00577
0.96443,64281,0.027678,p00578
0.89296,60930,0.0072294,p00579
0.81682,53492,0.096333,p00580
1.0334,53182,0.046225,p00581
0.94169,53261,0.043551,p00582
0.96486,58918,0.046808,p00583
0.86232,50428,0.037059,p00584
0.93002,63760,0.058731,p00585
0.96628,53777,0.092599,p00586
1.0784,56892,0.01396,p00587
1.1887,62075,0.082289,p00588
1.1416,74953,0.093744,p00589
0.84894,59576,0.066034,p00590
0.94312,58769,0.081749,p00591
0.8788,57911,0.025727,p00592
1.0982,62851,0.0036219,p00593
1.1225,72918,0.096692,p00594
1.1841,58266,0.069166,p00595
0.91724,70625,0.003973,p00596
0.86358,65480,0.011997,p00597
1.1741,74086,0.027063,p00598
0.92808,65261,0.018831,p00599
1.1366,73924,0.040999,p00600
1.0028,66556,0.072261,p00601
0.87556,67819,0.016857,p00602
1.0818,64972,0.05532,p00603
1.1119,58094,0.01605,p00604
0.89854,60289,0.0074894,p00605
1.1943,56156,0.03217,p00606
1.0086,55248,0.01975,p00607
1.0066,51118,0.089373,p00608
1.1553,71497,0.021507,p00609
1.0974,59991,0.039095,p00610
1.1011,66170,0.051288,p00611
0.96184,66852,0.094237,p00612
1.0848,63161,0.046954,p00613
0.84976,66037,0.038148,p00614
0.95095,58316,0.019445,p00615
0.9627,71039,0.052498,p00616
0.81783,67131,0.082279,p00617
1.1272,55624,0.089919,p00618
0.88129,63307,0.062381,p00619
1.1658,67200,0.093506,p00620
0.85138,59587,0.039577,p00621
1.1613,63508,0.049405,p00622
0.98668,54901,0.045262,p00623
1.0703,59212,0.021842,p00624
0.90736,55921,0.045202,p00625
1.064,72108,0.097589,p00626
0.87414,72707,0.02804,p00627
1.0382,59561,0.0087717,p00628
1.0267,55949,0.024818,p00629
1.1193,69116,0.087737,p00630
0.98428,53437,0.027798,p00631
1.0918,60890,0.069531,p00632
0.93236,56706,0.047966,p00633
1.0592,63534,0.015115,p00634
0.97158,74827,0.058309,p00635
0.96112,53471,0.020682,p00636
1.0004,71305,0.077774,p00637
1.1001,62552,0.053227,p00638
1.095,50020,0.033051,p00639
0.92036,52725,0.050994,p00640
1.0772,53515,0.057899,p00641
1.1773,68391,0.015157,p00642
0.84103,69556,0.060682,p00643
0.81676,57193,0.07028,p00644
1.1323,50656,0.051663,p00645
1.1811,58738,0.085261,p00646
0.90551,54238,0.041101,p00647
0.8733,64577,0.0072886,p00648
1.0749,62366,0.0037691,p00649
0.95835,56643,0.014352,p00650
0.80362,69903,0.0045481,p00651
1.0736,54637,0.0090132,p00652
1.1627,71512,0.028619,p00653
1.0314,59418,0.098522,p00654
1.0277,51983,0.011041,p00655
0.84833,65873,0.085694,p00656
0.85004,55544,0.094957,p00657
1.0257,62303,0.060524,p00658
0.91903,60433,0.071692,p00659
1.07,73065,0.063447,p00660
1.081,69191,0.064868,p00661
1.1487,70999,0.015574,p00662
1.0222,63818,0.080631,p00663
0.97904,70455,0.082338,p00664
0.9656,51685,0.00088668,p00665
1.0023,52819,0.037802,p00666
0.87835,74008,0.037328,p00667
1.0823,74839,0.068532,p00668
0.84302,65684,0.044494,p00669
0.87189,63310,0.091311,p00670
0.88275,55999,0.046849,p00671
0.86724,56751,0.021827,p00672
0.94701,66715,0.031573,p00673
1.0096,53211,0.026243,p00674
0.82199,55361,0.073223,p00675
0.82302,60218,0.078379,p00676
1.1796,64742,0.079271,p00677
1.0606,71362,0.065541,p00678
0.86541,70730,0.010568,p00679
0.9161,67489,0.011273,p00680
1.0137,59655,0.095982,p00681
1.1752,59169,0.085989,p00682
0.87721,67342,0.058089,p00683
0.80151,52631,0.079042,p00684
1.0219,56408,0.055369,p00685
0.83836,61473,0.049597,p00686
1.1576,74616,0.032761,p00687
1.1615,56150,0.0074356,p00688
0.89339,67812,0.0088224,p00689
0.87406,68004,0.047812,p00690
1.0397,55059,0.018464,p00691
1.1964,74218,0.027904,p00692
0.97719,63290,0.0027887,p00693
0.98583,73124,0.091755,p00694
1.1767,74259,0.036861,p00695
1.0944,70819,0.04193,p00696
0.80337,68042,0.095128,p00697
0.82812,64231,0.023417,p00698
0.89712,57424,0.068825,p00699
1.0141,68244,0.019726,p00700
0.97007,57349,0.090654,p00701
0.84218,65894,0.034214,p00702
1.1098,63921,0.097258,p00703
0.83763,72205,0.081662,p00704
0.8635,66935,0.091789,p00705
1.1122,65143,0.043969,p00706
0.80301,53893,0.035165,p00707
0.99275,72929,0.098486,p00708
0.96344,66002,0.026083,p00709
0.83705,72176,0.014637,p00710
1.0762,60049,0.022457,p00711
0.90096,62021,0.080503,p00712
0.92864,61205,0.088852,p00713
1.0045,59972,0.015374,p00714
1.0679,64431,0.086056,p00715
0.8626,62996,0.076387,p00716
0.88967,61009,0.081684,p00717
0.90818,74631,0.0060579,p00718
1.17,68699,0.031035,p00719
1.1946,68252,0.098765,p00720
1.0038,57114,0.01641,p00721
0.83575,73718,0.010242,p00722
0.82669,53809,0.084378,p00723
0.85641,61495,0.078341,p00724
1.135,64424,0.086493,p00725
0.9216,53219,0.088621,p00726
1.1077,52726,0.065456,p00727
1.0235,67378,0.062121,p00728
0.92966,53992,0.043794,p00729
0.84522,68406,0.018402,p00730
1.0222,54781,0.058998,p00731
0.96714,70159,0.031223,p00732
1.1186,67827,0.088427,p00733
1.1729,54409,0.040966,p00734
1.1874,51804,0.013791,p00735
1.1484,64751,0.092029,p00736
1.1752,64326,0.027149,p00737
1.1299,53564,0.027692,p00738
1.0126,65378,0.037466,p00739
0.94268,71265,0.026775,p00740
0.88747,55964,0.062483,p00741
1.1688,60075,0.031074,p00742
1.0639,55261,0.04235,p00743
0.91663,58788,0.018427,p00744
1.0927,60271,0.018143,p00745
0.92841,65231,0.01212,p00746
1.1782,60127,0.040227,p00747
0.93918,56609,0.043302,p00748
1.1556,50536,0.054737,p00749
1.1403,69303,0.032212,p00750
1.0885,51546,0.0050888,p00751
0.93321,65677,0.034023,p00752
1.0635,68423,0.079067,p00753
0.91515,68212,0.096722,p00754
0.83111,59775,0.046891,p00755
0.88979,66092,0.071652,p00756
0.87065,51841,0.004775,p00757
0.94904,68822,0.083607,p00758
1.1878,61056,0.012946,p00759
0.80399,65839,0.034105,p00760
0.81394,69415,0.060482,p00761
0.92678,55433,0.022482,p00762
1.1433,60135,0.034066,p00763
1.1848,72141,0.016214,p00764
0.94721,56499,0.052622,p00765
0.80109,63021,0.098553,p00766
1.1348,72645,0.0030769,p00767
0.81389,62556,0.056816,p00768
0.80518,68257,0.035065,p00769
0.89525,54203,0.024161,p00770
1.1919,70942,0.072104,p00771
1.1818,54324,0.088157,p00772
1.1657,71292,0.0033142,p00773
1.0408,68546,0.069346,p00774
0.94115,62695,0.083646,p00775
1.1045,53549,0.0018028,p00776
1.1584,63681,0.050232,p00777
0.8054,62806,0.093001,p00778
0.95343,56625,0.010349,p00779
0.85014,55030,0.052736,p00780
0.88923,67916,0.079887,p00781
1.0289,52853,0.089554,p00782
1.1275,70570,0.072513,p00783
1.164,63474,0.083178,p00784
0.98995,71357,0.058688,p00785
0.83668,54391,0.091534,p00786
0.89779,62667,0.089348,p00787
0.98856,59363,0.079472,p00788
1.1374,52796,0.079386,p00789
0.87003,58504,0.050521,p00790
0.93329,66204,0.0039901,p00791
0.88507,68719,0.048958,p00792
1.0585,70562,0.056682,p00793
0.84162,50334,0.056855,p00794
1.0799,51853,0.020025,p00795
0.9717,53428,0.077587,p00796
1.1656,55338,0.03175,p00797
1.1162,66366,0.089868,p00798
1.1429,74487,0.068334,p00799
0.86826,68875,0.024082,p00800
0.99667,65170,0.086837,p00801
1.1882,68965,0.070329,p00802
1.1865,67835,0.096285,p00803
0.91686,74110,0.088239,p00804
1.0226,65713,0.033495,p00805
0.86579,51389,0.0096748,p00806
1.0437,54143,0.0998,p00807
0.86836,53628,0.08822,p00808
1.0013,73073,0.0045066,p00809
0.87345,57241,0.093024,p00810
0.94404,65850,0.057024,p00811
0.82509,54611,0.065939,p00812
0.86137,53033,0.052263,p00813
1.1972,68554,0.00064751,p00814
0.97138,70593,0.025274,p00815
0.88396,59271,0.028244,p00816
1.1318,62850,0.026393,p00817
1.1105,70175,0.029216,p00818
