wind_speed,turb_param/k_min,g2/constant_value,g1/constant_value,A/constant_value,par_id
0.80795,7.3911e-14,3.3042,0.43669,0.76542,p00127
0.97522,3.6793e-06,2.1235,0.40492,0.78407,p00128
0.965,4.6034e-12,3.2982,0.7509,0.99543,p00129
1.1199,8.568e-14,1.5618,0.71149,0.90329,p00130
0.98797,5.604e-06,2.3624,0.66633,0.75565,p00131
1.0242,1.1711e-10,0.58905,0.77905,0.71808,p00132
1.1886,0.00026839,2.9289,0.5762,0.78019,p00133
1.0483,0.00011343,2.1285,0.62154,0.86409,p00134
0.87904,6.4959e-08,3.0211,0.47836,0.80473,p00135
1.0918,3.4252e-09,2.0953,0.78533,1.0912,p00136
1.1855,3.3521e-14,3.3379,0.43461,0.86299,p00137
0.88958,5.9021e-13,1.4866,0.61142,0.94247,p00138
0.97356,0.00046594,2.6333,0.58938,0.7143,p00139
1.1223,1.3448e-14,1.797,0.55284,0.98398,p00140
1.0953,7.546e-12,2.5582,0.45512,0.78859,p00141
1.0963,1.0625e-12,0.81902,0.47732,0.91126,p00142
1.148,1.8926e-07,2.5136,0.52663,0.98656,p00143
1.1909,1.1534e-06,0.74315,0.73218,0.9239,p00144
0.9987,1.6638e-07,1.2993,0.76151,0.78265,p00145
0.87717,2.7187e-13,2.6787,0.70202,0.85081,p00146
0.91663,0.00026,0.98113,0.49294,0.96961,p00147
1.0395,8.0662e-14,2.0836,0.59678,1.0589,p00148
1.0718,1.6307e-05,2.3216,0.754,0.91168,p00149
1.1324,1.0942e-07,3.4949,0.56519,0.96058,p00150
0.86301,5.4499e-13,1.1937,0.48279,0.92745,p00151
1.0876,9.939e-15,0.90295,0.66866,0.89911,p00152
1.1359,3.2076e-07,3.1945,0.58713,0.91903,p00153
1.144,3.0699e-06,2.955,0.55102,0.8878,p00154
0.85815,1.3965e-07,2.6117,0.79607,0.81892,p00155
1.1237,3.6697e-07,1.7091,0.60439,1.0774,p00156
1.1826,9.2215e-06,1.6407,0.75909,0.76555,p00157
0.82204,7.2463e-13,1.9223,0.41921,0.77408,p00158
1.13,3.4962e-13,1.0919,0.47841,1.0761,p00159
1.1392,5.2689e-06,3.2846,0.51829,0.93167,p00160
1.0823,4.9737e-06,3.3607,0.50475,0.98615,p00161
0.92483,3.0619e-12,3.1227,0.79122,0.77418,p00162
1.1317,1.3145e-07,2.8429,0.61086,0.99203,p00163
1.1862,6.3311e-05,1.3811,0.53664,0.8556,p00164
0.80903,8.7163e-14,3.0751,0.62631,0.84421,p00165
0.87284,7.1953e-07,1.3291,0.79075,1.04,p00166
0.85178,0.00045814,2.4405,0.58996,0.83144,p00167
0.85913,7.1631e-15,1.781,0.51629,1.014,p00168
1.044,6.1704e-13,1.415,0.66255,1.0555,p00169
1.1456,8.4555e-09,1.0368,0.46322,0.89837,p00170
0.91434,1.6745e-06,2.9116,0.52484,0.81168,p00171
0.85343,5.2047e-05,0.98434,0.45267,1.0248,p00172
0.93208,3.5371e-08,0.94762,0.78043,0.91954,p00173
0.89119,6.2715e-12,1.5234,0.64501,0.79985,p00174
1.0247,9.8039e-06,0.63445,0.62142,1.0576,p00175
0.89626,4.0079e-05,2.4858,0.5249,0.96509,p00176
0.93327,3.0566e-07,1.9061,0.58145,0.93987,p00177
1.1271,5.9394e-05,1.129,0.52466,0.783,p00178
0.88604,3.1757e-06,2.1156,0.40787,0.99418,p00179
1.0973,1.3515e-10,2.6761,0.47887,0.722,p00180
0.8668,2.9634e-06,3.3139,0.51719,1.0771,p00181
0.87422,8.7182e-10,1.2587,0.66117,1.0004,p00182
1.1672,0.00036405,2.3593,0.52207,1.073,p00183
0.94931,5.7853e-05,2.3487,0.70982,1.0324,p00184
1.0875,9.6908e-07,1.9709,0.51468,0.97997,p00185
0.92031,0.00048075,2.0123,0.45191,0.80711,p00186
1.1418,2.3082e-12,3.0582,0.76762,0.7657,p00187
0.80427,8.748e-08,3.1408,0.48954,0.90108,p00188
1.0108,0.00020865,0.93058,0.54413,1.0183,p00189
1.0124,2.1831e-09,1.6178,0.4813,0.9005,p00190
0.80606,4.7893e-14,2.9839,0.41507,0.94689,p00191
1.124,1.7407e-06,1.5802,0.53372,0.78878,p00192
0.8436,5.4689e-15,1.4698,0.43016,1.0677,p00193
1.0076,2.9047e-12,1.1736,0.61359,1.0008,p00194
0.90752,4.7846e-07,0.86529,0.51502,0.93126,p00195
0.88701,1.3958e-13,2.0245,0.53913,0.77559,p00196
1.1767,2.0726e-12,1.5267,0.41976,1.049,p00197
0.92549,0.00032676,2.4782,0.48811,1.0744,p00198
1.0456,3.4875e-08,0.53948,0.50007,0.81316,p00199
0.87327,0.00018148,3.0707,0.59284,0.95048,p00200
0.91368,1.9519e-05,2.9109,0.62214,0.85169,p00201
0.87818,2.3565e-10,0.84359,0.56574,0.77447,p00202
1.16,9.6226e-13,0.6958,0.7539,0.70186,p00203
1.1397,4.1399e-09,3.0876,0.40937,0.92356,p00204
0.95361,3.7665e-07,1.2593,0.68541,1.0411,p00205
1.0706,0.00017197,3.2167,0.72455,0.78843,p00206
0.98067,1.2379e-09,0.76428,0.72115,0.73025,p00207
1.1779,3.2881e-14,2.3468,0.64454,1.0583,p00208
1.084,6.0558e-13,2.6821,0.46466,1.0705,p00209
0.99311,1.3409e-06,1.0569,0.47154,0.83282,p00210
1.1996,6.2754e-14,2.4123,0.53478,0.85129,p00211
0.83715,2.4578e-08,2.3338,0.6208,1.0669,p00212
1.1576,4.1872e-07,2.9037,0.62008,1.0305,p00213
1.1684,4.9832e-10,3.2301,0.67446,0.80529,p00214
0.96312,8.5477e-05,0.85091,0.71839,0.73844,p00215
0.93632,1.972e-10,1.3977,0.44016,0.95971,p00216
1.1387,1.0766e-07,1.7151,0.53908,1.0933,p00217
0.96654,1.9506e-12,0.58271,0.56934,1.0947,p00218
0.90417,1.4232e-06,1.4965,0.70282,0.75815,p00219
1.052,2.0948e-06,1.9053,0.52352,0.79583,p00220
0.81684,0.00019059,3.4224,0.61579,0.71221,p00221
0.82193,5.7264e-06,1.9918,0.73542,0.75208,p00222
1.1668,1.3692e-05,2.8162,0.7872,0.76821,p00223
0.88226,4.5198e-12,1.8477,0.76003,0.77279,p00224
1.0897,1.1964e-14,2.5683,0.50337,1.0752,p00225
0.8894,3.4475e-10,1.503,0.73372,1.0165,p00226
1.1341,7.7745e-12,1.8584,0.68598,0.92081,p00227
0.9999,4.2509e-12,2.5844,0.63192,0.95706,p00228
0.9908,3.2671e-07,1.6477,0.70118,0.96161,p00229
0.92335,3.0937e-05,1.6867,0.58387,0.97629,p00230
0.99966,8.1451e-12,2.894,0.40949,0.8158,p00231
1.1334,8.5787e-14,1.9572,0.72753,0.78752,p00232
1.0265,3.8039e-10,0.99042,0.57727,0.98198,p00233
1.0439,7.1453e-07,0.51478,0.76954,1.0096,p00234
0.88146,2.1094e-14,1.6306,0.59905,0.86824,p00235
0.94994,3.6627e-14,1.1114,0.65142,0.89375,p00236
0.99361,6.2473e-15,1.741,0.61251,0.73099,p00237
1.0399,2.0714e-11,3.4126,0.48929,0.89353,p00238
0.85186,7.1515e-07,0.96348,0.47766,0.88199,p00239
0.87093,3.9233e-07,1.9031,0.41733,0.91593,p00240
1.0854,2.7253e-11,2.0506,0.54642,0.74747,p00241
0.91296,2.9655e-12,2.5539,0.7706,0.97825,p00242
0.95627,2.1192e-13,2.7131,0.49592,0.73875,p00243
0.9208,1.1756e-11,1.6276,0.5211,1.0349,p00244
1.1052,8.1913e-08,0.99968,0.75569,0.82883,p00245
1.1974,1.8129e-08,2.605,0.46152,0.72072,p00246
1.1107,2.622e-13,1.5287,0.42704,0.84655,p00247
0.80975,2.569e-13,0.7513,0.73277,0.70624,p00248
0.94485,1.2801e-06,0.88957,0.59571,0.79167,p00249
1.1771,1.2354e-05,0.5832,0.64632,0.72619,p00250
0.82094,6.2763e-06,3.3958,0.53384,1.086,p00251
1.1467,2.7313e-13,2.1886,0.5021,1.0618,p00252
1.0351,0.00028629,1.4484,0.51656,1.0365,p00253
1.1564,3.2243e-10,2.8102,0.65716,0.98297,p00254
0.88002,0.00025623,1.3511,0.44964,0.88914,p00255
1.1455,3.1881e-10,1.9783,0.57822,0.90503,p00256
0.92262,6.3431e-11,0.61248,0.45585,0.81135,p00257
1.1535,5.5749e-15,1.657,0.73121,1.0511,p00258
0.89342,5.4029e-14,2.4837,0.7224,0.92954,p00259
0.9366,9.629e-14,2.8036,0.47114,0.90199,p00260
1.0962,6.713e-05,3.4183,0.40447,1.0783,p00261
1.0178,1.4757e-14,2.3626,0.49161,1.0711,p00262
1.173,5.4767e-06,3.1212,0.76269,0.77167,p00263
0.85542,6.0954e-05,3.2344,0.51895,0.83642,p00264
0.87525,5.8292e-09,1.3582,0.44582,0.7493,p00265
1.0495,2.3613e-14,0.90061,0.51909,0.87285,p00266
0.9322,3.9827e-13,3.4336,0.62806,0.83692,p00267
1.0689,1.4402e-08,3.0508,0.54106,0.74441,p00268
0.85822,1.047e-08,1.3704,0.56219,1.09,p00269
1.1222,7.5927e-13,3.3572,0.64071,0.92311,p00270
1.1513,3.4394e-05,2.6849,0.45783,0.85703,p00271
0.84876,1.8523e-13,2.7878,0.4217,0.90024,p00272
0.88532,0.00023625,1.3799,0.46212,1.0117,p00273
0.9904,0.00028645,2.8329,0.67755,0.99139,p00274
1.0286,8.0345e-11,0.56789,0.41087,1.0734,p00275
0.87905,3.7742e-08,0.73984,0.48459,0.99769,p00276
1.056,2.4049e-13,2.8412,0.50745,0.76743,p00277
1.0659,2.3917e-11,3.0619,0.67356,0.90299,p00278
0.97513,8.1205e-11,2.0045,0.40092,0.82789,p00279
1.1721,3.9832e-08,2.5866,0.54118,1.0063,p00280
1.1668,5.6519e-05,3.2188,0.49533,1.0713,p00281
1.0643,0.00021392,2.8523,0.49679,0.9516,p00282
1.038,2.8767e-09,3.1594,0.488,0.85886,p00283
0.98151,3.5823e-06,3.0756,0.62511,0.80042,p00284
1.1495,2.0181e-12,2.648,0.47424,0.71091,p00285
0.80018,2.2654e-06,2.3441,0.42693,1.0902,p00286
0.83166,5.0558e-06,1.251,0.48992,1.0111,p00287
0.90561,3.6642e-06,3.4371,0.70101,0.83365,p00288
0.97101,4.6849e-14,2.3038,0.73476,1.0323,p00289
0.96282,9.4534e-14,1.21,0.51817,0.78178,p00290
1.1259,1.0057e-14,2.9943,0.69861,1.0421,p00291
1.0183,9.802e-14,0.77397,0.79856,0.90978,p00292
0.89386,1.4578e-07,2.1158,0.71872,0.75537,p00293
1.1497,7.4522e-15,2.3159,0.74139,1.0202,p00294
0.80514,7.1355e-06,1.6224,0.45292,0.81775,p00295
1.1532,1.5072e-13,1.608,0.4409,0.92251,p00296
0.96543,0.00027115,0.63791,0.6314,1.0891,p00297
0.95949,9.2734e-15,2.0693,0.58972,1.0518,p00298
1.1354,6.8501e-14,3.0169,0.72033,1.0007,p00299
1.1382,5.8936e-08,1.8429,0.48153,0.83471,p00300
1.0568,5.3869e-06,3.3906,0.49633,0.9863,p00301
0.87967,2.9369e-08,1.6959,0.62607,0.95293,p00302
0.96367,6.2093e-09,1.0801,0.40101,0.87632,p00303
1.1467,2.3657e-06,2.4031,0.43804,0.86241,p00304
1.0899,4.0142e-14,2.0605,0.77754,0.88579,p00305
1.0138,0.00022125,3.1562,0.45055,0.81143,p00306
0.9874,2.4009e-05,3.1929,0.71739,0.7547,p00307
0.98827,2.7633e-06,1.8865,0.53923,0.87533,p00308
1.1746,1.8229e-05,1.1999,0.75012,0.86495,p00309
1.063,2.7957e-13,0.96786,0.60285,0.85608,p00310
1.1564,0.00031786,0.96163,0.40614,0.90152,p00311
0.82218,0.00011328,3.3133,0.63966,1.0067,p00312
1.1956,8.3852e-06,1.1613,0.70192,0.97356,p00313
1.1089,2.4905e-12,2.9003,0.43794,1.0327,p00314
0.81633,2.624e-14,0.89169,0.50769,0.74618,p00315
0.87659,5.7543e-08,1.6886,0.52435,0.80342,p00316
1.0048,1.313e-09,1.852,0.47798,0.91861,p00317
1.11,5.8967e-10,1.6441,0.40379,0.88451,p00318
0.9735,1.4244e-13,0.63189,0.69771,0.91746,p00319
1.0118,0.0003951,0.73274,0.73663,1.0611,p00320
1.1058,2.1257e-09,2.0593,0.73198,1.0455,p00321
0.80579,1.7294e-06,3.0901,0.72093,0.80161,p00322
1.0169,3.232e-11,0.71425,0.71188,0.9137,p00323
1.0437,1.9725e-14,1.3859,0.67163,1.0021,p00324
1.0397,2.1973e-08,2.4006,0.54432,0.75395,p00325
1.0861,0.00029109,2.7736,0.46604,0.95616,p00326
1.0502,7.2308e-14,1.9887,0.79973,0.95211,p00327
0.90706,2.3123e-06,1.5224,0.49905,0.87948,p00328
0.9643,0.00048386,2.9566,0.56414,0.91418,p00329
1.0599,4.027e-09,3.4541,0.41184,1.0648,p00330
1.1384,1.7671e-06,2.7894,0.49018,1.0972,p00331
1.0534,1.4038e-06,0.64849,0.68678,0.73853,p00332
1.0469,7.545e-09,1.7231,0.455,0.782,p00333
1.1805,1.0819e-06,2.611,0.66556,1.0796,p00334
1.0207,7.9853e-11,2.6513,0.49015,0.80345,p00335
0.91522,7.6336e-06,1.1952,0.42673,0.79884,p00336
1.1246,1.261e-10,3.1502,0.69071,0.96051,p00337
1.0905,5.5008e-14,0.88818,0.5277,1.0102,p00338
1.0037,7.7448e-10,2.6266,0.53774,0.92737,p00339
0.93915,3.1635e-13,1.3227,0.66312,0.84266,p00340
1.0583,8.3411e-13,1.4121,0.5905,0.76654,p00341
1.0171,4.4555e-10,1.9803,0.4316,1.059,p00342
0.97136,1.145e-06,2.0341,0.58329,0.72168,p00343
1.0864,1.4307e-10,1.0675,0.42229,0.74708,p00344
1.0378,1.8725e-09,2.7074,0.64345,0.71476,p00345
1.1255,9.5262e-08,3.458,0.50952,0.87071,p00346
1.1355,1.2075e-12,1.2536,0.41847,0.71843,p00347
1.0266,2.0733e-10,2.3195,0.45927,0.91343,p00348
0.96526,1.1212e-13,2.4618,0.47386,0.9655,p00349
0.90389,0.00018773,3.4652,0.66996,0.8303,p00350
0.85246,7.09e-05,1.3898,0.42548,0.7281,p00351
0.87865,0.00032938,2.0037,0.50941,1.0982,p00352
1.1596,5.5564e-12,2.9892,0.47098,1.0226,p00353
1.0303,7.534e-05,2.1864,0.71387,0.84549,p00354
0.87946,1.3973e-10,2.4351,0.65615,0.83199,p00355
0.92872,9.6968e-07,2.3974,0.57676,1.0851,p00356
1.1366,2.5877e-11,2.2484,0.53744,0.9333,p00357
1.0335,0.00046916,0.57147,0.56887,1.0967,p00358
1.1753,4.1157e-11,0.5042,0.75184,1.0259,p00359
1.1608,9.0446e-08,3.3859,0.76769,0.85319,p00360
0.90106,4.6687e-06,0.80328,0.72018,0.80909,p00361
0.99999,1.5149e-12,0.72926,0.42914,1.0036,p00362
1.1183,1.8883e-14,3.355,0.48391,1.0701,p00363
1.1748,1.4321e-09,3.1053,0.65646,1.0832,p00364
1.0782,1.8434e-06,3.189,0.42683,0.97303,p00365
0.85012,2.7119e-08,1.3804,0.65688,1.0825,p00366
1.0485,1.8175e-09,1.6246,0.6025,1.0366,p00367
1.0032,9.4568e-12,1.964,0.71505,0.89026,p00368
0.83952,1.7483e-09,1.3845,0.76393,0.71686,p00369
0.98377,1.2644e-12,1.1009,0.57286,1.093,p00370
1.1814,4.8667e-11,1.1334,0.75311,0.82682,p00371
0.97219,1.4229e-09,2.156,0.6872,0.73388,p00372
1.113,2.0051e-05,1.4932,0.6807,0.98245,p00373
0.94041,9.074e-09,2.2225,0.52248,0.9361,p00374
0.89366,2.731e-08,1.9601,0.41887,1.004,p00375
1.0666,1.4743e-05,2.0264,0.6519,0.79103,p00376
1.0227,8.085e-12,0.90574,0.51811,0.77247,p00377
1.1135,9.9773e-09,0.81105,0.62358,1.0425,p00378
0.80862,2.6907e-06,2.4237,0.58831,1.0959,p00379
0.96918,4.6594e-14,1.0309,0.64288,0.7492,p00380
0.90909,4.0491e-07,2.9156,0.79696,0.76626,p00381
1.1949,0.00026313,2.8926,0.76358,1.0698,p00382
0.958,3.7932e-09,1.3578,0.68375,0.93184,p00383
0.84206,0.00023203,2.1,0.74851,1.0785,p00384
1.1999,7.6375e-08,2.8661,0.47465,1.0402,p00385
0.97671,9.3257e-12,1.3527,0.46252,1.0401,p00386
1.1175,1.9696e-12,3.2376,0.79156,0.88838,p00387
0.93938,5.2171e-11,3.3493,0.48088,1.017,p00388
0.87132,3.1133e-06,2.6233,0.45523,0.70282,p00389
0.81056,5.4768e-09,0.50089,0.74983,0.91679,p00390
0.84614,6.247e-07,1.9294,0.66464,1.0085,p00391
1.1675,0.00029385,0.55448,0.44682,0.79534,p00392
1.1491,8.4329e-06,1.9483,0.41632,0.92898,p00393
1.0242,2.4708e-05,3.1509,0.56424,1.035,p00394
0.985,1.1292e-12,1.9861,0.75396,0.91273,p00395
1.1666,9.5526e-12,0.92935,0.69093,0.86122,p00396
1.1815,5.8729e-11,2.2073,0.6714,0.71765,p00397
1.0083,1.3148e-13,2.8214,0.7844,0.83784,p00398
1.1512,1.0558e-13,2.2503,0.47034,0.73518,p00399
0.95602,6.5609e-09,3.4657,0.65242,0.73151,p00400
0.8118,6.0087e-12,1.2457,0.61565,0.71979,p00401
1.1428,7.0864e-13,2.8488,0.78814,0.81036,p00402
0.99425,4.4568e-09,1.3775,0.44713,1.0221,p00403
0.9357,5.5188e-15,1.7525,0.69048,0.9698,p00404
0.98368,4.1968e-14,3.2182,0.73428,0.74344,p00405
1.0826,1.521e-10,2.3394,0.41535,0.92415,p00406
0.93443,7.6688e-09,1.6776,0.72183,0.77796,p00407
1.0091,3.6048e-05,1.2681,0.73112,0.98487,p00408
1.1559,1.4138e-09,1.2967,0.7972,0.72374,p00409
1.053,2.6564e-09,1.3106,0.78172,0.89424,p00410
0.80159,3.6911e-11,2.9642,0.63129,0.83593,p00411
0.85604,7.5773e-14,0.73555,0.61829,0.99997,p00412
1.0014,2.6336e-09,2.5729,0.42421,0.72456,p00413
1.0319,2.0405e-10,1.0482,0.73991,0.7425,p00414
1.0015,5.968e-09,1.8172,0.47955,0.72405,p00415
1.0894,5.8599e-15,1.4166,0.78289,0.70017,p00416
0.80641,4.9472e-07,2.4205,0.61061,0.86536,p00417
1.139,9.2951e-05,3.0126,0.77973,0.7171,p00418
0.80509,1.9085e-10,3.2704,0.43549,0.74826,p00419
0.87234,1.1633e-13,1.6253,0.48923,0.91044,p00420
1.0569,2.161e-10,2.9654,0.48622,0.7794,p00421
0.93755,9.5037e-07,0.91843,0.75447,0.92328,p00422
1.0685,6.8657e-11,2.5446,0.5146,0.93346,p00423
1.0112,4.4056e-08,2.6675,0.78519,0.99905,p00424
1.0462,8.7282e-05,1.2267,0.64242,1.0997,p00425
0.96446,1.339e-14,0.93524,0.75364,0.83856,p00426
0.80132,2.8722e-14,2.4957,0.61616,0.97139,p00427
1.1104,1.5037e-09,1.0539,0.64767,0.98431,p00428
1.1702,1.1644e-14,3.0475,0.71578,0.89406,p00429
1.051,3.0974e-14,1.912,0.40349,1.0699,p00430
0.99688,5.3086e-08,2.2952,0.66952,0.7458,p00431
1.154,7.9156e-15,1.6015,0.79258,1.0208,p00432
0.89609,1.1527e-14,2.0711,0.71027,1.0443,p00433
1.0081,5.2368e-11,3.0006,0.74924,0.83352,p00434
1.1402,0.00029526,2.7019,0.4445,0.70888,p00435
1.0539,2.0731e-05,2.5339,0.64115,1.0581,p00436
0.84988,1.9537e-09,2.2022,0.6132,0.90021,p00437
0.95957,3.0136e-14,0.91892,0.53122,0.95729,p00438
0.8495,2.4571e-07,1.1392,0.62759,0.85806,p00439
0.95654,3.0187e-07,2.2791,0.52648,0.92207,p00440
0.98056,1.8105e-06,1.6792,0.65042,0.73398,p00441
